model,seed,case_id,n_records,old_prediction_path,old_prediction_sha256,probabilities_max_abs,fixed_threshold_label_agreement,passed,macro_auroc,macro_ap,macro_f1
tcn,29,standard__n303__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_29_noise303_10_independent_rms.npz,8b172f6fe778938f635d6a7fd626a9868f61e678d9237da4d942b1a9efe5a27c,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n303__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_29_noise303_20_independent_rms.npz,9d924d1ee86da82842f93a3bebef97f293f4eefa164a4c6cf5054fc0424a1b58,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n404__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_29_noise404_0_electrode.npz,13802f3cc522a5c783ce454e7cac0607748753ae2ba54b9ca2663c59c83284fb,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n404__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_29_noise404_10_electrode.npz,bcb43f01eafdf11c123f6566603c6ad008f6ac5df869c0042b55d7c063214530,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n404__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_29_noise404_20_electrode.npz,531b7c49546bbe8ac264d83f2af95d0d5d944e80a951f05df5e6843f127f888b,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n404__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_29_noise404_0_independent_rms.npz,c6294587d5f92e6c4a84d3ff35b1972e9229b130124fef4c779a41764ed82775,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n404__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_29_noise404_10_independent_rms.npz,61a939c6451f73c3c8d38721a47beac9cbc233400f149ba7c5f2a40f97132bf5,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n404__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_29_noise404_20_independent_rms.npz,1d2686b22b3d382d766d4063a565603d3d98eda33bfcb14fc0a5f1faa95cbc6c,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n505__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_29_noise505_0_electrode.npz,f6675f33e345c3fc7fc26edd2ed8fe1a46502237bbbaf7a72b404381db0a22ac,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n505__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_29_noise505_10_electrode.npz,cf76a29a887c89dbe7baa70f9509c2e9da2d2407f19f5f1fe6021f5394908618,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n505__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_29_noise505_20_electrode.npz,32f1742ccb029441d58aa0b4aa47eeff7489359d88c4cd4fcab9667de08efa4c,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n505__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_29_noise505_0_independent_rms.npz,cedd4446c37481595e0750bfdd632bac6f0ffb8c60ef7cbf2c0745ef36ba5dfb,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n505__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_29_noise505_10_independent_rms.npz,a92609b6112f264c11af787f9f407ed1f22ced86e206f390483672560c78e97a,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n505__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_29_noise505_20_independent_rms.npz,f8f92e516d10c4e49a5737dc3a7b2d8b8739e58ce262c5c9144ad78da11c745f,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n8128__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full/tcn/seed_29/bandpass_0_electrode_all.npz,0e20ee8ad722eab8e36239a1f299a6b7118c2bb0c8d36a3912c12e5c0064cac3,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n8128__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full/tcn/seed_29/bandpass_10_electrode_all.npz,c9eebc20d7f2accafdf4ce76d259d10c0e2bca88218c2eaf300b1ea11dd774e5,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n8128__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full/tcn/seed_29/bandpass_20_electrode_all.npz,545790aedc5b6a7d3b1cb7558f54f7293c5dd88b6427d14b681599cbfc664a4e,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n8128__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full/tcn/seed_29/bandpass_0_independent_rms_all.npz,3053cc7003bfaec2ba205a983ca92190e3900cbf2e8f51c6dc04a78f5e698fa9,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n8128__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full/tcn/seed_29/bandpass_10_independent_rms_all.npz,ba218a69379d2c800ee1f05d36e376b2d86cd02f16bbe1271238bf073036c9e2,0.0,1.0,True,0.0,0.0,0.0
tcn,29,standard__n8128__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full/tcn/seed_29/bandpass_20_independent_rms_all.npz,b7b36479eeef3a1c922a176ab4a3d7d001c49150fa2e94a4050bf322af148270,0.0,1.0,True,0.0,0.0,0.0
tcn,43,clean,100,phase1_ecg_robustness/results/metrics/full/tcn/seed_43/clean_100_clean_all.npz,f6d61210f0ac9dba770cc51a7dd71c65bdd536a7f52114d6a4ada762500530f0,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n101__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise101_0_electrode.npz,fa35e35ae2393858b87e18394e7ce135e35003e28d0601a91c547c7d1c7638da,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n101__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise101_10_electrode.npz,7f7e4050cefe35c5d7d4eab1e3be0d256c3c1551aa38c8584f1fe26915e7bb21,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n101__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise101_20_electrode.npz,3e98ae30b60bf82bc46ec3d6410e0a7334c583856dc0f2ebdd3f7c6f6e93d404,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n101__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise101_0_independent_rms.npz,817bfd47ef9228a6190ab1975368bd8d2bbe17a2f5d06033e68c1741be88adea,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n101__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise101_10_independent_rms.npz,58e1fe8d91d7d1c2523d4b8cbe297d338e17457089bc0c1e7c62be4fe3dffdbe,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n101__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise101_20_independent_rms.npz,4a7b365ae1e7e60c40cc54da2ff7e6879de882e6859ba607e05fe70f19964346,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n202__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise202_0_electrode.npz,22ca8e4d045caa032328b33292a98185a56c7255f60dae67c27562ace27edb6e,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n202__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise202_10_electrode.npz,dca2a1c573e666a48c261bc316c7111013cb37365ade48f80f494e33efec7869,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n202__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise202_20_electrode.npz,34d1aaf505a101d01a704602040c828a772f9c736f9dae72b957e00f5c392539,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n202__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise202_0_independent_rms.npz,769df3ec6340c2c13315468896bb5ec4d4a0a7478103d560fe1aa1bf18a212ec,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n202__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise202_10_independent_rms.npz,5714b7a1c682a291d8c2c8c6ffae9f6c424dc56f632289e8cd6de27e941b20c9,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n202__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise202_20_independent_rms.npz,8776d537d8e58c4c94622ed4a9fdbcc56d3559723189682cb7969bbb2f4da0d3,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n303__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise303_0_electrode.npz,979d84137cf2a4ea1e8c2ab357718e614e2745bd1dbf61e9a6c90e0152fd0d12,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n303__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise303_10_electrode.npz,3bada8623d2cde3eadb9bbb084ea85ddb0fc1a83b526579bf3c73e10464a5798,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n303__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise303_20_electrode.npz,61f968edec4e18fdce5e30ba72bf436ce6c536020941e56be3e2921d929eeddb,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n303__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise303_0_independent_rms.npz,55c403550c10e5116d6c4570637b84cef758f3f51b36fe6b8aa1f6695a65ee81,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n303__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise303_10_independent_rms.npz,febdf1712824636258fce83859186adaafc72a6e3afc415d78f2202c64c5b07a,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n303__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise303_20_independent_rms.npz,34f3b767ed48209faa2305638e825db543da9dea70b2cfe9f9c2a10be6c799cc,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n404__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise404_0_electrode.npz,7d9d4c0fa9d5b11a71a0a01328a2052ba85b0b967fc09221b190d55bfa162c78,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n404__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise404_10_electrode.npz,c8425e195f8bd1e2a13e31a80ef10db029813494435d408f66fb2a0a447be47a,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n404__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise404_20_electrode.npz,dff6e4b85d0652c712d07905b62706ab2b0a7e8f90c2c5d8e7d9e05fdd5ed0e5,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n404__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise404_0_independent_rms.npz,f31ff0863a1e525335cbb3d7e7d632315bad11433fb3af97e49324ba45ebec69,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n404__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise404_10_independent_rms.npz,804694a479c87e4b9862b080952ccad84d5744decb552da4320c21ae3697ac29,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n404__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise404_20_independent_rms.npz,2464e035970079b38e2377e9fb7d5a9bc0c7049deec21da93a8e79463bbe5373,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n505__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise505_0_electrode.npz,9d4a6b933fcb74c81425d4b5290adc42063dd3fcc89f06458851991b63b3c020,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n505__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise505_10_electrode.npz,8c325da031ea3a5da560e4295fb1158369659ca5ffbadaeb578290f546078916,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n505__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise505_20_electrode.npz,9c46896b997b0690afc36be91b7e1d8b25f6365bbec10364ed2743265beb24f2,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n505__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise505_0_independent_rms.npz,7b1e95b764e840f60a04ffe9500812b3df11919835d3017e99522416c63a6e6a,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n505__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise505_10_independent_rms.npz,a080514446ecaaf66e5701ec76c9e9a53db86c51c56b5e2937aff19f1a6861b4,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n505__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full_noise_repeats/tcn_43_noise505_20_independent_rms.npz,3a6b65f03bb691702b2c799bd55cb202efe36f1979006c8d2f4339199173ac54,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n8128__electrode__snr0,100,phase1_ecg_robustness/results/metrics/full/tcn/seed_43/bandpass_0_electrode_all.npz,88691f26ad2fe7bb520d6b4d6ffede391c1bffd9274f2a795afdddc3903fe698,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n8128__electrode__snr10,100,phase1_ecg_robustness/results/metrics/full/tcn/seed_43/bandpass_10_electrode_all.npz,266655c409b5c8fb506b90675e8bd5da02e562b29efc8db25ce9b106bf05230d,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n8128__electrode__snr20,100,phase1_ecg_robustness/results/metrics/full/tcn/seed_43/bandpass_20_electrode_all.npz,3c62567e6079048aa60f7cc28c3c2511c3ebd6a185d02b2c34be334a4556a20e,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n8128__independent_rms__snr0,100,phase1_ecg_robustness/results/metrics/full/tcn/seed_43/bandpass_0_independent_rms_all.npz,5ad568f0570faa84625faf98c2fe910df3ff6e807801ac2895c8950254d24def,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n8128__independent_rms__snr10,100,phase1_ecg_robustness/results/metrics/full/tcn/seed_43/bandpass_10_independent_rms_all.npz,607862353981c82d4cd0b6c077185822d12b13678ef9cf23754b8c359239dcb4,0.0,1.0,True,0.0,0.0,0.0
tcn,43,standard__n8128__independent_rms__snr20,100,phase1_ecg_robustness/results/metrics/full/tcn/seed_43/bandpass_20_independent_rms_all.npz,d56487bee875da974189b9e9c14e4db94ccd2096ed1978223690f1c83730163e,0.0,1.0,True,0.0,0.0,0.0
