analysis,phase,model,strategy,source_id,matrix_family,band_id,snr,metric,outcome,estimate,seed_sd,seed_n,patient_ci_low,patient_ci_high,n_bootstrap,n_invalid,noise_sd,random_matrix_sd
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,0,macro_f1,structure_effect,-0.0002360900392367442,0.0116523769155526,3,-0.019577259814450396,0.022268176753578995,64,0,0.02214874552862919,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,ece,electrode_absolute,0.09671462648388028,0.00430374947745218,3,0.10451653203566466,0.1401764424028437,64,0,0.0030652287372779736,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,ece,electrode_drop,-0.01128663923403263,0.00877353266344265,3,-0.022757642028935553,-0.004958265692111101,64,0,0.0030652287372779745,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,ece,independent_rms_absolute,0.09900823561485235,0.004711704931624836,3,0.10674466976105365,0.14150515360548954,64,0,0.003638243178212932,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,ece,independent_rms_drop,-0.013580248365004705,0.0030519894718200207,3,-0.025942707684066188,-0.004730933153193087,64,0,0.0036382431782129264,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,ece,structure_effect,-0.002293609130972075,0.005750105766342255,3,-0.005773992586328921,0.002080771532421744,64,0,0.0016994341698307312,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,macro_auroc,electrode_absolute,0.9141024522630894,0.005143800905179168,3,0.8709768086613636,0.9501172131225354,64,0,0.0015581682073500089,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,macro_auroc,electrode_drop,0.008868962601807319,0.0017011026281436603,3,0.003213166249593129,0.01396621218506794,64,0,0.0015581682073500267,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,macro_auroc,independent_rms_absolute,0.913816859774526,0.006637018251142555,3,0.8716356766383629,0.9491594746302512,64,0,0.0030551640277893355,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,macro_auroc,independent_rms_drop,0.009154555090370664,0.0010647270000540025,3,0.00421348864936076,0.014229960644544267,64,0,0.0030551640277893346,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,macro_auroc,structure_effect,0.0002855924885633453,0.0027552818624588735,3,-0.0017472801959080918,0.0032523251025244827,64,0,0.0025995843192783163,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,macro_f1,electrode_absolute,0.7147305367401978,0.026002123804638975,3,0.6338068765900167,0.7867442465031544,64,0,0.007283810726165155,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,macro_f1,electrode_drop,0.027050394028528463,0.02425533493469824,3,0.000561907164931142,0.05204045829164871,64,0,0.007283810726165199,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,macro_f1,independent_rms_absolute,0.7035508727876549,0.021808453121854567,3,0.6227441246154636,0.7714072099394013,64,0,0.00536323378640187,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,macro_f1,independent_rms_drop,0.038230057981071236,0.02019454105622141,3,0.010561030646236782,0.06346231923346779,64,0,0.00536323378640186,
matrix_instance,phase1,resnet,clean_only,random_00,randomized,legacy_0p5_40,10,macro_f1,structure_effect,0.01117966395254278,0.0042357472793235415,3,0.003810200977389239,0.020809690547038906,64,0,0.0068575868504676275,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,ece,electrode_absolute,0.17896472562063012,0.008150632166366838,3,0.17677612894320727,0.2182550666123647,64,0,0.003055579251326632,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,ece,electrode_drop,-0.09353673837078248,0.003190397450252735,3,-0.12964857320034273,-0.05348990306084973,64,0,0.003055579251326616,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,ece,independent_rms_absolute,0.18206769479385418,0.005912722137826146,3,0.178849881504122,0.22357048242614336,64,0,0.004232329619392767,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,ece,independent_rms_drop,-0.09663970754400653,0.004761313908107949,3,-0.13392383890887832,-0.056079037813479386,64,0,0.004232329619392766,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,ece,structure_effect,-0.003102969173224023,0.007832434990411854,3,-0.00943921382458472,0.001836626016601108,64,0,0.005220854235656484,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_auroc,electrode_absolute,0.850734706188394,0.013931406282903878,3,0.8107312353489639,0.8934314883684085,64,0,0.005678877910111556,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_auroc,electrode_drop,0.07223670867650278,0.008185394107143723,3,0.0445269673089737,0.09463497603062966,64,0,0.005678877910111564,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_auroc,independent_rms_absolute,0.8616530608246685,0.010009228868463812,3,0.823750485458187,0.9023187945460179,64,0,0.009078157965445673,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_auroc,independent_rms_drop,0.0613183540402281,0.006003844092575083,3,0.0346391669826052,0.08125192597609747,64,0,0.00907815796544561,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_auroc,structure_effect,-0.010918354636274689,0.006309612588231288,3,-0.01837693011318152,-0.0038714061172325617,64,0,0.012840624162376671,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_f1,electrode_absolute,0.5450075146217982,0.04103263158858237,3,0.46979419742337397,0.6140739014189075,64,0,0.00615439998101609,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_f1,electrode_drop,0.19677341614692798,0.04689499947730952,3,0.13870561881048254,0.24107424889043957,64,0,0.006154399981016112,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_f1,independent_rms_absolute,0.5527093687152097,0.020906038273745216,3,0.4762733732158037,0.6260358980073777,64,0,0.017778123399330065,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_f1,independent_rms_drop,0.18907156205351647,0.027495602713375263,3,0.12949637039264258,0.23743333808041162,64,0,0.01777812339933005,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_f1,structure_effect,-0.007701854093411504,0.020137457104821364,3,-0.01994446872889878,0.005005703627230948,64,0,0.018744028049763318,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,electrode_absolute,0.09730012490640727,0.004631074664461848,3,0.10521253546625352,0.1407934108418153,64,0,0.0023524464843681482,
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,electrode_drop,-0.011872137656559615,0.0031132701370019072,3,-0.024695896159394017,-0.0034661107109256483,64,0,0.002352446484368148,
