model,snr,macro_auroc_mean,macro_auroc_std,macro_auroc_min,macro_auroc_max,macro_ap_mean,macro_ap_std,macro_ap_min,macro_ap_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,mean_loss_mean,mean_loss_std,mean_loss_min,mean_loss_max
resnet,0,-0.004321455262878919,0.003057078789914953,-0.007349470407887471,-0.00029206422975088425,-0.005218929835434083,0.009764236652515648,-0.014693406213505752,0.0113267108738521,-0.011201989109615548,0.004092385701311401,-0.016768639156324427,-0.006337996615961905,0.029358406365385233,0.004015185178531384,0.0239717865942833,0.032724014310770065
resnet,10,-0.0008506961847954003,0.0016122503156703852,-0.0026159902394442915,0.0009212437464347264,-0.00035395813950642716,0.003959475563285196,-0.0034771877358581818,0.006310190750188053,-0.0021293971945519335,0.0021082727128374883,-0.004369790578681476,0.0005276849628785829,0.003934886369496112,0.003176930557957058,-0.00043604332635495863,0.008179561582980388
resnet,20,-7.730934736294898e-05,0.00041904368523580773,-0.000541377674495284,0.0005990106849086038,-3.931794369749961e-05,0.0010193897840047243,-0.0013394471090374764,0.0011450403320819962,0.00017927080989208472,0.0028357344771381848,-0.0026641731083774842,0.003483087536942412,5.038293882959621e-05,0.0008592846643514665,-0.0009342718148592777,0.0013998846228414445
