scope,source_id,noise_seed,condition,family,band_id,n_records,achieved_snr_0,achieved_snr_0_min,achieved_snr_0_max,achieved_snr_0_n_defined,max_snr_abs_error_db,max_snr_abs_error_db_min,max_snr_abs_error_db_max,max_snr_abs_error_db_n_defined,max_scaled_noise_snr_abs_error_db,max_scaled_noise_snr_abs_error_db_min,max_scaled_noise_snr_abs_error_db_max,max_scaled_noise_snr_abs_error_db_n_defined,max_lead_rms_relative_error,max_lead_rms_relative_error_min,max_lead_rms_relative_error_max,max_lead_rms_relative_error_n_defined,max_scaled_lead_rms_relative_error,max_scaled_lead_rms_relative_error_min,max_scaled_lead_rms_relative_error_max,max_scaled_lead_rms_relative_error_n_defined,effective_cross_lead_correlation,effective_cross_lead_correlation_min,effective_cross_lead_correlation_max,effective_cross_lead_correlation_n_defined,active_lead_count,active_lead_count_min,active_lead_count_max,active_lead_count_n_defined,power_fraction_0_5,power_fraction_0_5_min,power_fraction_0_5_max,power_fraction_0_5_n_defined,power_fraction_5_15,power_fraction_5_15_min,power_fraction_5_15_max,power_fraction_5_15_n_defined,power_fraction_15_40,power_fraction_15_40_min,power_fraction_15_40_max,power_fraction_15_40_n_defined,power_fraction_40_50,power_fraction_40_50_min,power_fraction_40_50_max,power_fraction_40_50_n_defined,crop_mean_removed_rms,crop_mean_removed_rms_min,crop_mean_removed_rms_max,crop_mean_removed_rms_n_defined,crop_to_long_source_power_ratio,crop_to_long_source_power_ratio_min,crop_to_long_source_power_ratio_max,crop_to_long_source_power_ratio_n_defined,crop_demeaning_retained_power_fraction,crop_demeaning_retained_power_fraction_min,crop_demeaning_retained_power_fraction_max,crop_demeaning_retained_power_fraction_n_defined,source_fft_df_hz,source_fft_df_hz_min,source_fft_df_hz_max,source_fft_df_hz_n_defined,source_lowest_retained_hz,source_lowest_retained_hz_min,source_lowest_retained_hz_max,source_lowest_retained_hz_n_defined
source_seed_condition,random_01,8128,electrode,randomized,legacy_0p5_40,2158,6.14442570774937e-11,-1.9425265951917482e-08,1.8547888916990675e-08,2158,5.8303016510019794e-08,3.03644043242457e-08,8.686683017344876e-08,2158,5.842710162291816e-08,4.2333404337568936e-08,7.466653073606722e-08,2158,1.0923722305519712e-08,4.657675908929553e-09,3.3762039338365824e-08,2158,5.436383259538067e-09,2.351966379223672e-09,1.055787786133648e-08,2158,0.26395263171838523,0.24486846102544343,0.29016573814202046,2158,12.0,12.0,12.0,2158,0.11387946415895851,0.09024633241034007,0.1382524330075285,2158,0.2518671758354151,0.217621092522905,0.28639096078378923,2158,0.6317115498099561,0.5853693562092096,0.6664988645730624,2158,0.0025418101956706934,0.00037295263799751643,0.00797548910302486,2158,7.633596658372755e-18,2.7555010819726128e-18,1.3990572258058766e-17,2158,1.0,1.0,1.0,2158,1.0,0.9999999999999998,1.0000000000000002,2158,0.0999999999999963,0.1,0.1,2158,0.5,0.5,0.5,2158
source_seed_condition,random_01,8128,independent_rms,randomized,legacy_0p5_40,2158,1.9454412819131797e-10,-1.826670171336857e-08,1.6713245311718813e-08,2158,5.839151109455622e-08,2.8593769130225155e-08,9.34730657320415e-08,2158,5.846297811427471e-08,3.993265451640582e-08,7.688280234674494e-08,2158,1.0923722305519712e-08,4.657675908929553e-09,3.3762039338365824e-08,2158,5.436383259538067e-09,2.351966379223672e-09,1.055787786133648e-08,2158,0.02827880160775716,0.01937846619969372,0.0370137394824176,2158,12.0,12.0,12.0,2158,0.1137422482410067,0.0984914826363183,0.1284082720167308,2158,0.25243259468989776,0.23011764486731118,0.27469199462097466,2158,0.6312796722792695,0.6045850788697607,0.6571090031798238,2158,0.002545484789825077,0.0008214148141372915,0.0057945203853178116,2158,5.3594084876894726e-18,2.6459668429208405e-18,8.961913909027147e-18,2158,1.0,1.0,1.0,2158,1.0,0.9999999999999997,1.0,2158,0.0999999999999963,0.1,0.1,2158,0.5,0.5,0.5,2158
source_seed_condition,random_02,8128,electrode,randomized,legacy_0p5_40,2158,-3.93537444539977e-11,-2.0968135903239674e-08,1.9396890529455013e-08,2158,5.8146420545526406e-08,2.4970209011598854e-08,8.84725448457857e-08,2158,5.8199802014476046e-08,4.0616196628207035e-08,7.83220777123006e-08,2158,1.0966630646833374e-08,4.472876612345427e-09,4.336352473165546e-08,2158,5.499201253987386e-09,1.5739479329227093e-09,1.2631167286114221e-08,2158,0.295503691518405,0.27258776168674836,0.3241020400057386,2158,12.0,12.0,12.0,2158,0.1139033266524501,0.08369030822618834,0.14099264447078094,2158,0.25211089297818345,0.21698607967746064,0.28982728874063873,2158,0.6313730472697513,0.5848155903773324,0.6719306517598921,2158,0.002612733099616278,0.0003648662313146901,0.01093122469745986,2158,7.607294542698287e-18,2.7525173224813926e-18,1.504942699272603e-17,2158,1.0,1.0,1.0,2158,1.0,1.0,1.0000000000000002,2158,0.0999999999999963,0.1,0.1,2158,0.5,0.5,0.5,2158
source_seed_condition,random_02,8128,independent_rms,randomized,legacy_0p5_40,2158,1.0064159704254877e-11,-1.778034411792147e-08,2.1760856370346713e-08,2158,5.852301139670806e-08,3.189486363908145e-08,8.733220546730536e-08,2158,5.8461747717993506e-08,4.0895587360978425e-08,7.522416822780542e-08,2158,1.0966630646833374e-08,4.472876612345427e-09,4.336352473165546e-08,2158,5.499201253987386e-09,1.5739479329227093e-09,1.2631167286114221e-08,2158,0.028278801609404946,0.019378466284238272,0.03701373922619785,2158,12.0,12.0,12.0,2158,0.11374102167150241,0.09825297423957097,0.12838751933748707,2158,0.25242348946874976,0.22995465249862254,0.2740210042494612,2158,0.6312886245899029,0.6045453626182186,0.6572805489388726,2158,0.002546864269843655,0.0008220471970473455,0.0058031118098953215,2158,5.3594084876894726e-18,2.6459668429208405e-18,8.961913909027147e-18,2158,1.0,1.0,1.0,2158,1.0,0.9999999999999997,1.0,2158,0.0999999999999963,0.1,0.1,2158,0.5,0.5,0.5,2158
source_seed_condition,random_03,8128,electrode,randomized,legacy_0p5_40,2158,-1.2277874060936838e-10,-1.9586143257393927e-08,1.7502528053434177e-08,2158,5.837963835512576e-08,3.130188019895286e-08,9.306289072696927e-08,2158,5.837114571819532e-08,4.30933901895969e-08,7.442893590337007e-08,2158,1.0777770237774551e-08,3.204236527237123e-09,2.779912901668171e-08,2158,5.504338226054024e-09,2.1761430066012946e-09,1.0818258352300452e-08,2158,0.29262083658512095,0.2699604238510628,0.3180898173508241,2158,12.0,12.0,12.0,2158,0.11401888114877493,0.08620671782616203,0.15070487452648607,2158,0.2518344902955531,0.2135287646537935,0.29331753307918007,2158,0.6315455485129635,0.591510582420765,0.6686575303567207,2158,0.0026010800427070132,0.0003392226587601796,0.011266724066375258,2158,7.651471210111099e-18,3.1218134313116656e-18,1.5865963625839536e-17,2158,1.0,1.0,1.0,2158,1.0,0.9999999999999998,1.0,2158,0.0999999999999963,0.1,0.1,2158,0.5,0.5,0.5,2158
source_seed_condition,random_03,8128,independent_rms,randomized,legacy_0p5_40,2158,-1.6530068602736102e-10,-1.861915038546972e-08,1.917769793295343e-08,2158,5.8610082246877546e-08,2.6988436374608682e-08,8.857658428951254e-08,2158,5.8362756706745034e-08,4.170015088789114e-08,7.58368443598556e-08,2158,1.0777770237774551e-08,3.204236527237123e-09,2.779912901668171e-08,2158,5.504338226054024e-09,2.1761430066012946e-09,1.0818258352300452e-08,2158,0.02827880161258951,0.019378465985596255,0.03701373893935913,2158,12.0,12.0,12.0,2158,0.11373637496020592,0.09826742083007928,0.12864488420104922,2158,0.2524273570268839,0.22955870857838984,0.27458537004567285,2158,0.6312905862875432,0.6048088985262142,0.6571114596828732,2158,0.0025456817253647376,0.0008159858595727185,0.005793261697333423,2158,5.3594084876894726e-18,2.6459668429208405e-18,8.961913909027147e-18,2158,1.0,1.0,1.0,2158,1.0,0.9999999999999997,1.0,2158,0.0999999999999963,0.1,0.1,2158,0.5,0.5,0.5,2158
source_seed_condition,random_04,8128,electrode,randomized,legacy_0p5_40,2158,-5.8136433225771634e-11,-1.902959949765654e-08,1.810703890289652e-08,2158,5.815945565944763e-08,1.7265467278093638e-08,9.119405852686668e-08,2158,5.814368428677311e-08,4.250295226881917e-08,7.34618836872869e-08,2158,1.0930598657078531e-08,3.6560578666230936e-09,4.0355028962320294e-08,2158,5.545539465296666e-09,2.60174690724912e-09,1.1824662522196849e-08,2158,0.2563941219016972,0.2390942722884392,0.2818346731589949,2158,12.0,12.0,12.0,2158,0.11392578847046615,0.08889975035772851,0.1430949580230139,2158,0.2517915611743707,0.2113897115193638,0.2877831812548102,2158,0.6317037457012668,0.5871948156475334,0.6778089177011435,2158,0.002578904653895827,0.0004212264367843916,0.012124270345822403,2158,7.583161483693961e-18,2.9036099814798758e-18,1.5476365605261775e-17,2158,1.0,1.0,1.0,2158,1.0,0.9999999999999998,1.0,2158,0.0999999999999963,0.1,0.1,2158,0.5,0.5,0.5,2158
source_seed_condition,random_04,8128,independent_rms,randomized,legacy_0p5_40,2158,1.2778076623394554e-11,-2.0731697272217698e-08,2.2025236387244206e-08,2158,5.8600318699888836e-08,2.4424462452543594e-08,8.903048964725713e-08,2158,5.8352988456279505e-08,4.1926986327212035e-08,7.560417714103096e-08,2158,1.0930598657078531e-08,3.6560578666230936e-09,4.0355028962320294e-08,2158,5.545539465296666e-09,2.60174690724912e-09,1.1824662522196849e-08,2158,0.0282788016039001,0.01937846611338098,0.037013739294877696,2158,12.0,12.0,12.0,2158,0.11373621258973514,0.09855279070631204,0.12839523404135875,2158,0.252433568520595,0.22986085780543014,0.27412229373402536,2158,0.6312848079496604,0.6046057749178576,0.6573137290871751,2158,0.002545410940009599,0.0008155450751570121,0.005706266603263575,2158,5.3594084876894726e-18,2.6459668429208405e-18,8.961913909027147e-18,2158,1.0,1.0,1.0,2158,1.0,0.9999999999999997,1.0,2158,0.0999999999999963,0.1,0.1,2158,0.5,0.5,0.5,2158
source_seed_condition,band_0p05_5,8128,electrode,standard,band_0p05_5,2158,-2.430678694720841e-10,-1.876572767885297e-08,1.683898204094206e-08,2158,5.817177006802811e-08,2.6426006272117775e-08,8.76931931514946e-08,2158,5.819794759177477e-08,4.114744278638227e-08,7.323680506488017e-08,2158,1.087349324990429e-08,4.559284695244019e-09,2.6791553212135738e-08,2158,5.436204726964565e-09,2.24544291967041e-09,1.1264145160345553e-08,2158,0.2275726981118069,0.18487555048331739,0.2870721862115372,2158,12.0,12.0,12.0,2158,0.9836066399572088,0.949553403387759,0.995466476694098,2158,0.015730567074994754,0.004308204832282451,0.048554166552745574,2158,0.000556474456599906,4.9566722942655365e-05,0.003026436004993504,2158,0.00010631851119737432,7.792204311150886e-06,0.0005813328028392815,2158,0.019415782480677636,0.006065916535104674,0.041953668907887785,2158,1.0006319677375133,0.8140013061349124,1.2149993401325132,2158,0.9972877463571564,0.9875751437374745,0.9997643428536158,2158,0.010000000000000266,0.01,0.01,2158,0.04999999999999815,0.05,0.05,2158
source_seed_condition,band_0p05_5,8128,independent_rms,standard,band_0p05_5,2158,3.9027089681533603e-11,-2.513568488463967e-08,1.8609677234818284e-08,2158,5.844495147796911e-08,3.0187209176801844e-08,8.536180473583954e-08,2158,5.8356700750678894e-08,4.223930538671539e-08,7.580583627486703e-08,2158,1.087349324990429e-08,4.559284695244019e-09,2.6791553212135738e-08,2158,5.436204726964565e-09,2.24544291967041e-09,1.1264145160345553e-08,2158,0.08026231501383056,0.05363782604965468,0.10906215031980654,2158,12.0,12.0,12.0,2158,0.9836024144414715,0.9692017512801295,0.993798528646322,2158,0.01574164822316825,0.005745927532254584,0.029610667481612316,2158,0.0005507245266148261,7.637506435514609e-05,0.0014801407297979094,2158,0.0001052128087454698,1.2545527647250698e-05,0.00028356647531594927,2158,0.016102073038486556,0.006728617407175954,0.02613989633997102,2158,0.9988849216104075,0.8931569081927784,1.1300869781219127,2158,0.9972709847786948,0.9930488445527842,0.9995289901720192,2158,0.010000000000000266,0.01,0.01,2158,0.04999999999999815,0.05,0.05,2158
source_seed_condition,band_5_15,8128,electrode,standard,band_5_15,2158,-5.630723104060913e-11,-2.2382610473912126e-08,1.7488631130369657e-08,2158,5.823948095404576e-08,2.5653918100942974e-08,9.050996752080209e-08,2158,5.837035453890148e-08,4.2828624202684296e-08,7.695902226600992e-08,2158,1.0876695738800956e-08,3.941007858441282e-09,3.784558752394145e-08,2158,5.467159030210561e-09,2.3644263108618413e-09,1.1217259391809756e-08,2158,0.21422184408394576,0.18581174284584193,0.2671260851905159,2158,12.0,12.0,12.0,2158,0.002247281588043998,0.0004414630600532919,0.008298717011998594,2158,0.989547960502272,0.973579333103786,0.9962068681256361,2158,0.00808837673001119,0.002473629820357457,0.023704500164268078,2158,0.00011638117967407146,9.478348185862917e-06,0.0005745920724337757,2158,0.0013977251527336487,0.00033297028083734245,0.003413504160325735,2158,1.0007625540070992,0.8757356210712237,1.1596544232874493,2158,0.9999930234896525,0.9999631669690235,0.9999996522237999,2158,0.010000000000000266,0.01,0.01,2158,5.0,5.0,5.0,2158
source_seed_condition,band_5_15,8128,independent_rms,standard,band_5_15,2158,-5.469548967174342e-11,-1.8837599969573804e-08,1.9440975723718844e-08,2158,5.836955711684106e-08,2.5700614969537128e-08,8.60007869363244e-08,2158,5.8353659734779285e-08,4.003154074894155e-08,7.50681330430325e-08,2158,1.0876695738800956e-08,3.941007858441282e-09,3.784558752394145e-08,2158,5.467159030210561e-09,2.3644263108618413e-09,1.1217259391809756e-08,2158,0.05611146245121882,0.039537097255602525,0.07385130293253576,2158,12.0,12.0,12.0,2158,0.0022916969836255926,0.0007750520441735053,0.00535039899682293,2158,0.9894032711690046,0.9792796708892928,0.9951604959235999,2158,0.008187480070714515,0.0032783431968273517,0.01681111518627002,2158,0.00011755177665613282,1.8585611239573295e-05,0.00035857756636200185,2158,0.001159742478880116,0.0005300216863854813,0.0020257014871939297,2158,0.9986920805891049,0.912837020386741,1.0898874794843836,2158,0.9999929853167824,0.999980125351877,0.9999985822893417,2158,0.010000000000000266,0.01,0.01,2158,5.0,5.0,5.0,2158
source_seed_condition,band_15_40,8128,electrode,standard,band_15_40,2158,-1.502919190905632e-10,-2.0312112121409143e-08,1.913073904284926e-08,2158,5.870487056329707e-08,3.266251624722827e-08,8.688440544801779e-08,2158,5.8491209488469125e-08,4.081477378292675e-08,7.34672127578051e-08,2158,1.0826088065527442e-08,3.815702046095941e-09,3.1489302705705456e-08,2158,5.472311345859745e-09,2.2776463493551837e-09,1.2383357851359898e-08,2158,0.20170435815931873,0.18026936629662846,0.2270869467456749,2158,12.0,12.0,12.0,2158,0.00010562587332285605,5.130842081915257e-06,0.0005486388897856676,2158,0.0010460013678701505,0.00021024927349507687,0.0037369812336926138,2158,0.9955306879060338,0.9884091801256975,0.9982438688936781,2158,0.0033176848527738255,0.0008557987406860561,0.010530433456117757,2158,0.0008487331830733741,0.00015437372838427555,0.002031930620988199,2158,0.9998150763372095,0.9170236579009338,1.096203370234995,2158,0.999998972433505,0.9999945928999592,0.9999999709959996,2158,0.010000000000000266,0.01,0.01,2158,15.0,15.0,15.0,2158
