model,strategy,kind,combo_set,combo_id,snr,metric,x_mean,x_seed_sd,x_ci_low,x_ci_high,y_mean,y_seed_sd,y_ci_low,y_ci_high,n_seeds,n_bootstrap,n_invalid_x,n_invalid_y
resnet,independent_rms,bandpass,heldout,LA_V6,15,macro_auroc,-0.0006087074001874138,0.0005326454888417003,-0.0009439770790187307,-0.00027320341551328856,0.0030668185138033044,0.0021694605042871466,0.001701756004303127,0.004497227115098674,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LA_V6,10,macro_auroc,-0.0018479304420234931,0.0014146184753543861,-0.0024643403617138878,-0.001245634134557165,0.00652510931221959,0.003599454304756008,0.005005976261777737,0.008179428297086089,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LA_V6,5,macro_auroc,-0.007448161903238715,0.004642543388607796,-0.008641273968266833,-0.006314636329154371,0.01717645950807949,0.007397989459417099,0.015070288895410885,0.019425625825148427,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LA_V6,0,macro_auroc,-0.021351792525772084,0.009088495454187256,-0.023367226722884972,-0.019338562820188566,0.04244542463893859,0.01603041716976809,0.03961674078083579,0.04562865501894207,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL,20,macro_auroc,-0.0006210214124219515,0.0004038769929280289,-0.0008810731200106697,-0.0003591155012897808,0.0020572200021574893,0.0015402838277729528,0.0007286016410694862,0.003389663712297428,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL,15,macro_auroc,-0.0017487831235117434,0.0010997346557255615,-0.002217638939684542,-0.0012567151939517724,0.0035522166042146973,0.0028526739984014466,0.0021846871791322206,0.004978012011574678,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL,10,macro_auroc,-0.005014847863615857,0.002752172878680773,-0.005936796837744794,-0.004114619012084642,0.007457312044985431,0.005487059024169588,0.005884759963572489,0.009154304599707576,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL,5,macro_auroc,-0.015501713301262354,0.006562033193865659,-0.017314727859356546,-0.013727191344497645,0.018524260474357224,0.009943928506063059,0.016234344848394856,0.02083538267468802,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL,0,macro_auroc,-0.03938882065995517,0.006481699042667992,-0.04221748154377148,-0.03653946950203631,0.0405643941051532,0.005186106341912988,0.037358546088736774,0.044000318190288414,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL_V1_V4,20,macro_auroc,-0.0004177272691436862,0.00024865471106903493,-0.0006455438178640493,-0.0001824587439422217,0.001946154389631549,0.0014793776351005705,0.0006288902984455135,0.0032697171164077577,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL_V1_V4,15,macro_auroc,-0.0011720458567406223,0.0007456201623313148,-0.001580513507604699,-0.0007513976358299214,0.0031947710566867958,0.0025628676453138396,0.0018217961832208344,0.004603702156625731,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL_V1_V4,10,macro_auroc,-0.0033744207257788705,0.0018971048945076495,-0.004136852371026741,-0.0026474533255467212,0.006904342049302237,0.004690972725988449,0.005359724825508491,0.00856432869493028,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL_V1_V4,5,macro_auroc,-0.010563583769898188,0.004833521456057721,-0.011975916692730508,-0.009150565070242861,0.017550456646275102,0.008706973186020773,0.01534153687145482,0.019827158151220686,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL_V1_V4,0,macro_auroc,-0.02870030389347773,0.006440692121730684,-0.03118785444222973,-0.026238718890567825,0.044062641125480195,0.008103085724041524,0.04083558696447775,0.04766696525885558,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL_V4,20,macro_auroc,-0.0005027945974534376,0.00027738238144818186,-0.000736367642548557,-0.00026372157962278495,0.0020221918925606764,0.0015068898378660185,0.0006894966377698891,0.00336475348543919,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL_V4,15,macro_auroc,-0.0014445831489873218,0.0008449683403768761,-0.0018753564964231412,-0.0010049464012102196,0.0034000841269852477,0.0026239913264940167,0.002014692452157957,0.004811046233643237,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL_V4,10,macro_auroc,-0.004227072498892537,0.0021964421455240614,-0.005020774058467213,-0.003429970946592241,0.007207968329776948,0.005091820213242726,0.005678579185056066,0.00885691504710016,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL_V4,5,macro_auroc,-0.012757171554615799,0.005689341717665873,-0.014314255709297946,-0.011216976997563037,0.01755864572755601,0.009561748340078753,0.015377341626861005,0.01980282490151119,5,2000,0,0
resnet,independent_rms,bandpass,heldout,LL_V4,0,macro_auroc,-0.03433436000014782,0.006164323251610969,-0.03684914319090845,-0.03177932713093637,0.041199389014880475,0.007301978469426606,0.03803194785560621,0.04453417946637506,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA,20,macro_auroc,-0.00039488827381446435,0.00016514243479233214,-0.000639280474375643,-0.00015458148318936852,0.0018293559035064133,0.0014467958119083965,0.00046867906445000496,0.0031608051234837575,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA,15,macro_auroc,-0.001013860604919703,0.0003139444202513187,-0.0014407334398607472,-0.0005935503704034739,0.0027939872230142715,0.002229718286175232,0.0014141358470464444,0.004171737744359948,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA,10,macro_auroc,-0.002549686390153427,0.0006560083283112152,-0.00331448135979325,-0.0017969906369762567,0.005524553413650391,0.0040024723749655464,0.003987901199949695,0.0070993623156773876,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA,5,macro_auroc,-0.0065969379993134234,0.0019181290147652701,-0.007908604193088881,-0.005294401287379436,0.012697041480097626,0.007126363614449069,0.010781702960961858,0.01474343709791135,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA,0,macro_auroc,-0.016430990582247573,0.008672046888844747,-0.01919660419172825,-0.01367376081371931,0.03078673717848761,0.01118729345054729,0.028189779099505322,0.03366105648695338,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_LA_V1_V6,20,macro_auroc,-0.00028498508306540327,0.00017439119175251432,-0.0004931805381648741,-7.576172497829275e-05,0.0018392216443928523,0.001487400886405489,0.0004997565482449029,0.003167988614790396,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_LA_V1_V6,15,macro_auroc,-0.0007367459368653017,0.0003225472228650431,-0.0010997177775055604,-0.00038400182497621974,0.00292962375354342,0.00225934075699052,0.0015258372519166834,0.004346366111783342,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_LA_V1_V6,10,macro_auroc,-0.0020610751875873136,0.0009103159609439381,-0.002688633340518066,-0.0014317598881355687,0.006366118145544819,0.004025986196578712,0.004781742452036857,0.008040775549509039,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_LA_V1_V6,5,macro_auroc,-0.006295167132402191,0.0023572227556709056,-0.007406708651142897,-0.005225174658831717,0.015963661320787016,0.007304856092427024,0.013932543206435236,0.018165718140534713,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_LA_V1_V6,0,macro_auroc,-0.01745041390877484,0.0054713305992511565,-0.019370762763994877,-0.01568602929719579,0.04113957005564608,0.01421976250461878,0.03835104379796184,0.04426459977674869,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_V1,20,macro_auroc,-0.00034720255980331683,0.000166644646930732,-0.0005792280068445561,-0.00011041322379461069,0.001757493784386499,0.0014389553701569236,0.00040782760476645977,0.0030714962601392066,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_V1,15,macro_auroc,-0.0008767436741883294,0.00030091593531989696,-0.0012794822142220103,-0.000476446605593229,0.0027478231811567167,0.0021212200535842478,0.0013864395299361708,0.00412035511424121,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_V1,10,macro_auroc,-0.0021450122774233638,0.0007876802162479383,-0.002871146970090155,-0.0014721866582176808,0.005727143375200239,0.0039459236269784115,0.004185278312986901,0.007313624170207998,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_V1,5,macro_auroc,-0.004967340160983613,0.001885776762939295,-0.006221576506724125,-0.003811285098490487,0.013343500715873846,0.006726974424904096,0.011387803001851918,0.015462668440412358,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_V1,0,macro_auroc,-0.01210056246941731,0.007904210090879089,-0.01465623861216529,-0.009653405430131191,0.03435095660590082,0.01173135164467729,0.03160686516364189,0.03740629598456566,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_V2_V5,20,macro_auroc,-0.00022421692231229252,0.00016833736681339824,-0.0004371823804093589,-2.388986778101572e-06,0.0017818741763150792,0.0014173966124307815,0.0004420986297594409,0.003095891323641586,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_V2_V5,15,macro_auroc,-0.0007183293012008374,0.0002154458279768358,-0.0010948866506144317,-0.0003393559104682071,0.0027851041725220015,0.0020842552601703195,0.0013917518973499898,0.004167457409072149,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_V2_V5,10,macro_auroc,-0.0017982720258241213,0.0005479060856165697,-0.002448181023521341,-0.0011725152133109304,0.005620711503713838,0.003907288077696723,0.004069798357597324,0.007171742095057899,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_V2_V5,5,macro_auroc,-0.004402859130315906,0.0014158428287000865,-0.005539186965836106,-0.0033074997718674486,0.013024916097042927,0.006556255653595336,0.01106634215871626,0.015088341512774823,5,2000,0,0
resnet,independent_rms,bandpass,heldout,RA_V2_V5,0,macro_auroc,-0.010421374019162943,0.006322434701446362,-0.012564094709660415,-0.008143776454213445,0.033797097398479935,0.010326554584787196,0.031064895239546038,0.0368521915518911,5,2000,0,0
resnet,independent_rms,bandpass,train,LA_LL,20,macro_auroc,-0.00034782956699963563,0.0002325567844059875,-0.0005677482781768712,-0.00012079974327604012,0.0020153386611741373,0.0014696879804711185,0.0006903185976924875,0.0033477824532289475,5,2000,0,0
resnet,independent_rms,bandpass,train,LA_LL,15,macro_auroc,-0.0011805392893445843,0.0005911301269135575,-0.0015680109673520736,-0.0007580839892857283,0.003462460725804406,0.002413566721625422,0.0020869878025793825,0.004869233616629628,5,2000,0,0
resnet,independent_rms,bandpass,train,LA_LL,10,macro_auroc,-0.003643854465303753,0.0014651474904520273,-0.004391987043459415,-0.0028650952301156993,0.0076106708143988564,0.004326424876178762,0.006070727396672737,0.009311341742386325,5,2000,0,0
resnet,independent_rms,bandpass,train,LA_LL,5,macro_auroc,-0.012885232095466792,0.004249488412846877,-0.014446661846781216,-0.01131076995002055,0.019254320979674455,0.007645501732105631,0.016894885082718067,0.021669818275122592,5,2000,0,0
resnet,independent_rms,bandpass,train,LA_LL,0,macro_auroc,-0.03413636147621908,0.006194311278687882,-0.03673915224124719,-0.0316534000065603,0.04393468580110778,0.009574684520980046,0.0407910565442788,0.04725146178363479,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LA,20,macro_auroc,-0.00029885452404307953,0.00014396903238119042,-0.0005209000754056437,-7.49910388575299e-05,0.0019159939935448956,0.001489029828260163,0.0005693430508522118,0.003245962973630749,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LA,15,macro_auroc,-0.0008991145185538896,0.00027539080939090264,-0.0012927532907243556,-0.0005253798075679313,0.003112664526460285,0.002280855599725597,0.0017117627306945022,0.004544862712544695,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LA,10,macro_auroc,-0.002513685169460533,0.0008112227645423241,-0.0032146959780744726,-0.0018447081529453502,0.006505108758357481,0.003915983912388669,0.004948049584831611,0.008184041786646444,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LA,5,macro_auroc,-0.007818187834622913,0.0029979843665474326,-0.009051130267750609,-0.006588499742255739,0.015919667737750796,0.007408326123015043,0.013909025319178986,0.018216658685787236,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LA,0,macro_auroc,-0.02155160761461363,0.006879834884049649,-0.02362535798223823,-0.019518865682067805,0.03993003535693011,0.014559095732937382,0.03702764365643401,0.04315138630337248,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LA_LL,20,macro_auroc,-0.00041400260447324035,0.00017542834909522223,-0.0006482797853783428,-0.00017696804547213846,0.002010264429766484,0.0015263004321044381,0.000689158746623217,0.00334457483215214,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LA_LL,15,macro_auroc,-0.0011781986367939367,0.0004708310306416304,-0.0015940064983095098,-0.0007699793730787783,0.0033696284891181925,0.0024586108194102297,0.001987992159532984,0.00477330643850055,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LA_LL,10,macro_auroc,-0.0031810074551020806,0.0011395494001423588,-0.0039060841330808478,-0.0024222492573305185,0.007045996094169582,0.004336138667494345,0.0054734656348171895,0.008729011138258575,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LA_LL,5,macro_auroc,-0.010095324724395316,0.003390892831189225,-0.01147147771816228,-0.008763291450088613,0.017293866802178127,0.007878623278440135,0.015100020688582027,0.019637637563904464,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LA_LL,0,macro_auroc,-0.027552649422651187,0.005995314030323024,-0.029690794746905065,-0.025456927906656518,0.04225696261003211,0.011400677245154773,0.03924863495776293,0.04548478000842088,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LL,20,macro_auroc,-0.0005345272507071508,0.0002489948089418178,-0.0007825499740212206,-0.0002901107352521654,0.001968420334185228,0.0015067119271117058,0.0006269260098607659,0.0032886847278202117,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LL,15,macro_auroc,-0.00145350198484695,0.0006338020519805096,-0.001890472945912885,-0.0010165471644786362,0.003287397068620579,0.002575450452925409,0.0018965541669878428,0.004695224530458353,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LL,10,macro_auroc,-0.0035259238678360784,0.0016208317168967213,-0.0042610736305370624,-0.0027612864670032936,0.006734474479770269,0.0049389127252897555,0.005171339002025285,0.008385834625501774,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LL,5,macro_auroc,-0.00997118882306769,0.0038875625625458617,-0.011250695892045835,-0.008634280499044062,0.015839004808621528,0.008938062132917186,0.013693551701437075,0.018075105172481273,5,2000,0,0
resnet,independent_rms,bandpass,train,RA_LL,0,macro_auroc,-0.026812945311049698,0.0062999754737690546,-0.02892670252853212,-0.024840680921239325,0.038855462930368526,0.010453475860644141,0.03588514083327175,0.04194834870360364,5,2000,0,0
resnet,independent_rms,bandpass,train,V1,20,macro_auroc,-0.00010557807893598614,0.00013853367117047622,-0.00029468303264517157,8.152691708033891e-05,0.0016868539805971583,0.0013570867009950612,0.00033701044978780737,0.003027500992003924,5,2000,0,0
resnet,independent_rms,bandpass,train,V1,15,macro_auroc,-8.079788186341475e-05,0.0002531193810658456,-0.00039418491652736367,0.00022002556847874929,0.002627477814115942,0.0019200203231897674,0.0012643904705716713,0.004040007295743796,5,2000,0,0
resnet,independent_rms,bandpass,train,V1,10,macro_auroc,-0.00016444750879174297,0.0002919223301944861,-0.0006806326895445779,0.0003587910839219436,0.00572636327579199,0.003180005785331593,0.004207288791587,0.007316501052296868,5,2000,0,0
resnet,independent_rms,bandpass,train,V1,5,macro_auroc,-0.0004198925507248763,0.0005028186896693866,-0.0013424450880875356,0.0005375569977087973,0.016131646124462384,0.006660847141774544,0.013968224728511945,0.01842916396926632,5,2000,0,0
resnet,independent_rms,bandpass,train,V1,0,macro_auroc,0.00045680221111648044,0.0016217388255542486,-0.0011725249020976718,0.002153481781851439,0.04841681139826619,0.019225556348865715,0.04479323200892553,0.052333728606396054,5,2000,0,0
resnet,independent_rms,bandpass,train,V2,20,macro_auroc,4.081838643357205e-05,0.0001504718230982548,-0.00011523006208797648,0.00020143142364960836,0.001629785900693692,0.0013339093776211944,0.00031179183250938663,0.0029389744871063128,5,2000,0,0
resnet,independent_rms,bandpass,train,V2,15,macro_auroc,5.618604555199802e-05,0.0001629157372960341,-0.00020910666166718995,0.0003227189550995403,0.002432948806058821,0.0017080777368646649,0.001066880418122646,0.0038263677301874207,5,2000,0,0
resnet,independent_rms,bandpass,train,V2,10,macro_auroc,0.00012087828879152607,0.00034263089680332704,-0.00033777661382003443,0.0005509827973407455,0.0049889496142669024,0.0027130138460555453,0.0035388428698736912,0.00653238900149843,5,2000,0,0
resnet,independent_rms,bandpass,train,V2,5,macro_auroc,-0.00020789513091934442,0.0004825496654565027,-0.0009723289118500317,0.0005548133918151165,0.012616046576058748,0.0045615615808866136,0.010748501564765664,0.014653659636490254,5,2000,0,0
resnet,independent_rms,bandpass,train,V2,0,macro_auroc,-0.0006797749484311,0.001001969770654564,-0.002050640905278195,0.0006585912994474669,0.03591548591831419,0.008787510096525253,0.032903808569095534,0.03912993384206913,5,2000,0,0
resnet,independent_rms,bandpass,train,V3,20,macro_auroc,1.1767534539530722e-05,0.00014243990425501316,-0.00014053246568721255,0.00015504324457833726,0.0016997455543670936,0.0014610037916778728,0.00038025847982776695,0.003031771481323646,5,2000,0,0
resnet,independent_rms,bandpass,train,V3,15,macro_auroc,4.9320891753379394e-05,0.0002579512192004458,-0.0001811857511778614,0.00028763282107179206,0.0024368480856429508,0.002222526934705693,0.0011325847222193924,0.0038415838361965295,5,2000,0,0
resnet,independent_rms,bandpass,train,V3,10,macro_auroc,5.377796113181788e-06,0.0005337855415383017,-0.0003802681351552217,0.0004067698331236586,0.00469595548166295,0.00383262289908875,0.0032051178582401174,0.006220428134864726,5,2000,0,0
resnet,independent_rms,bandpass,train,V3,5,macro_auroc,0.00016433621858940038,0.0008046415433976723,-0.000517406321893794,0.0008450583749792411,0.01038799002508024,0.007071959769441357,0.008537652160326141,0.01237367249841313,5,2000,0,0
resnet,independent_rms,bandpass,train,V3,0,macro_auroc,0.0003089377729200038,0.0014612497184633255,-0.0009421850379819996,0.001575586868543589,0.026793042729137274,0.015218690910697118,0.024072686501279836,0.029685430315642636,5,2000,0,0
resnet,independent_rms,bandpass,train,V4,20,macro_auroc,-3.682720543674023e-06,0.00011060017463576529,-0.00013503055690844312,0.00012583085104107545,0.001671376885376752,0.001337711418393498,0.00030725970593599276,0.0029988852705324686,5,2000,0,0
resnet,independent_rms,bandpass,train,V4,15,macro_auroc,-7.254562712628587e-05,0.00016853516405765978,-0.0002864498892667233,0.00014283994322247633,0.002348631899666431,0.0016724792735814077,0.0009918506681909555,0.003699963026040323,5,2000,0,0
resnet,independent_rms,bandpass,train,V4,10,macro_auroc,-0.0001542631021653529,0.00016190307767353923,-0.000510900242868182,0.00018793689422735014,0.004425625433663894,0.002593132643936395,0.002963368451655027,0.005904965189318607,5,2000,0,0
resnet,independent_rms,bandpass,train,V4,5,macro_auroc,-0.0002765203353316759,0.00029947244364476996,-0.0008422146056536817,0.0002977110514776938,0.010196159950925977,0.004389301339705882,0.00844086282656927,0.012143865812543253,5,2000,0,0
resnet,independent_rms,bandpass,train,V4,0,macro_auroc,-0.0007555946825964277,0.0005701074994780365,-0.0018496715432126038,0.0004341521307382298,0.029032637581798505,0.009397656845977397,0.02618178102606975,0.03210531764206474,5,2000,0,0
resnet,independent_rms,bandpass,train,V5,20,macro_auroc,9.185973973004912e-05,5.144989449766528e-05,-9.107984264835333e-05,0.00027866946599898517,0.0017634393996353692,0.0013983570925738236,0.0004174675859949034,0.0030804845742665203,5,2000,0,0
resnet,independent_rms,bandpass,train,V5,15,macro_auroc,0.00018816471685589864,0.00016605692253447005,-0.0001105265138726802,0.00048597232166266985,0.0025889088422205385,0.00182822427337306,0.0012068094944143065,0.0039513044983690935,5,2000,0,0
resnet,independent_rms,bandpass,train,V5,10,macro_auroc,0.00020297857546838216,0.0005233620031435579,-0.0002728651274266608,0.0006544021092629382,0.005283365608690693,0.0026764199769311625,0.0037987510969442087,0.006811583150536216,5,2000,0,0
resnet,independent_rms,bandpass,train,V5,5,macro_auroc,-0.00011238975725798017,0.001060021989154931,-0.0009249523675426052,0.0006608795448288989,0.013426856338537685,0.004984580785171435,0.011529567567981739,0.015542068092278863,5,2000,0,0
resnet,independent_rms,bandpass,train,V5,0,macro_auroc,-0.0007263116675040093,0.0018895373371813086,-0.0023598179768099348,0.0007262775912081313,0.03879320859018909,0.017568822560597722,0.03574531437608905,0.04209315753781339,5,2000,0,0
resnet,independent_rms,bandpass,train,V6,20,macro_auroc,-6.719037138669393e-07,0.00023457900028410976,-0.00015588687168920643,0.0001605298287701473,0.0017218748581723676,0.0014785327697187007,0.0004025612333337114,0.003037761385335332,5,2000,0,0
resnet,independent_rms,bandpass,train,V6,15,macro_auroc,1.221329142477856e-05,0.0003461409196614541,-0.000260416469185491,0.0002711379769377989,0.002575210780401216,0.0023299038044656854,0.0012154851014359541,0.003943905619634406,5,2000,0,0
resnet,independent_rms,bandpass,train,V6,10,macro_auroc,-4.4732494524768464e-05,0.0004049265859849294,-0.0004819255460244881,0.0004006565988389733,0.005203752256625971,0.004309809172436507,0.0036949027411330385,0.006735906801499473,5,2000,0,0
resnet,independent_rms,bandpass,train,V6,5,macro_auroc,-0.00010686125665051449,0.0006527182981824955,-0.0008291771375360307,0.0006484995515071185,0.01218057457081465,0.008075883162894914,0.01037928181324281,0.014077744878192253,5,2000,0,0
resnet,independent_rms,bandpass,train,V6,0,macro_auroc,0.0002646752254403806,0.001290436921506443,-0.0010941685631009994,0.0016116278858841824,0.03155920026783634,0.013276104450368805,0.028947164516639784,0.03435212561992287,5,2000,0,0
resnet,independent_rms,bw,all,all,20,macro_auroc,-9.687710016859086e-06,0.0001139287052115138,-0.0001940576107179348,0.00016926286189087136,0.0012079569907788245,0.0012230133076763252,-0.00013111432832231372,0.0025245336099029157,5,2000,0,0
resnet,independent_rms,bw,all,all,10,macro_auroc,-0.000324590901864541,0.0004021038037188725,-0.0008073734797793747,0.00015401393999171174,0.0013801245123143291,0.0014726868990978658,0.00011201267461690422,0.002640683325166234,5,2000,0,0
resnet,independent_rms,bw,all,all,0,macro_auroc,-0.0019356646830343215,0.002105661204613379,-0.003157559354770706,-0.0006507938634286179,0.004267662302030306,0.00317449758040746,0.0029716647363524982,0.005602582706046025,5,2000,0,0
resnet,independent_rms,ma,all,all,20,macro_auroc,0.00011249232982268875,0.00022970361047266262,-5.56215778805319e-05,0.00029571599174112146,0.001331746124968447,0.0013038898256344672,-6.692493944382969e-06,0.0026608162675811715,5,2000,0,0
resnet,independent_rms,ma,all,all,10,macro_auroc,0.0003596892439715393,0.00031933202884962616,-0.00010848399612779891,0.0008433243425342487,0.0021495666064037964,0.0021388587428256165,0.0008487370734766142,0.003466949116256771,5,2000,0,0
resnet,independent_rms,ma,all,all,0,macro_auroc,0.0005316861355701308,0.0014816947072064475,-0.00081763042860934,0.0018950744225440014,0.009489175260199146,0.005011618851644486,0.007977656210108527,0.011101806427102763,5,2000,0,0
resnet,independent_rms,em,all,all,20,macro_auroc,-0.00033946180244381896,0.00012518066964859855,-0.0005820681345957463,-0.00010080283605032047,0.0013690387231978906,0.0011937939036800278,7.374070969997668e-06,0.0027193242080372744,5,2000,0,0
resnet,independent_rms,em,all,all,10,macro_auroc,-0.0027441444248330173,0.00076609265582526,-0.0035231669396400215,-0.0020384870876435507,0.002271150903847019,0.0017562359774792114,0.0009879326119932184,0.003605564560640077,5,2000,0,0
resnet,independent_rms,em,all,all,0,macro_auroc,-0.02266307261633067,0.00657663581029832,-0.02513901187610215,-0.020295582465468094,0.009283050259272407,0.010029620512326603,0.007705066470368599,0.010880532753770242,5,2000,0,0
resnet,electrode,bandpass,all,all,20,macro_auroc,-0.0002802838726936541,0.00015370039264766007,-0.0004946434726768745,-6.788971393713764e-05,0.0027494809522798924,0.00220537596477397,0.0011185370446320348,0.004358908235770402,5,2000,0,0
resnet,electrode,bandpass,all,all,15,macro_auroc,-0.0007787344111068073,0.00038794188291869247,-0.0011390456538469046,-0.0004067352707466499,0.003974616739153359,0.0028874717262751828,0.002312225411122237,0.005677053954036575,5,2000,0,0
resnet,electrode,bandpass,all,all,10,macro_auroc,-0.0022215169308200666,0.000977182528044878,-0.002860193154564862,-0.0015842261342791561,0.007865675450723742,0.004540237584267914,0.006026266388396212,0.009851444663234897,5,2000,0,0
resnet,electrode,bandpass,all,all,5,macro_auroc,-0.007202593429320369,0.0024664097567836767,-0.008382417189491481,-0.006059514831760616,0.01884013275816381,0.0067394640919122475,0.016267323039306534,0.02150912799364433,5,2000,0,0
resnet,electrode,bandpass,all,all,0,macro_auroc,-0.020255828515828345,0.0045443257605906956,-0.022235354601955474,-0.018475316222130278,0.049319962142736505,0.011818705101130015,0.045304019043530826,0.05354682956794767,5,2000,0,0
resnet,electrode,bandpass,heldout,LA,20,macro_auroc,-0.00019079416648857262,0.00017848475263536144,-0.00040079319298408854,1.4614144897915783e-05,0.0026093643685614733,0.0021870381948325174,0.001007464210575601,0.004244175921983521,5,2000,0,0
resnet,electrode,bandpass,heldout,LA,15,macro_auroc,-0.0007508865085636529,0.000598953050426494,-0.0011369406191518649,-0.0003806371134802108,0.003908032807928397,0.00278313981530385,0.0022382144974871536,0.005593161798005265,5,2000,0,0
resnet,electrode,bandpass,heldout,LA,10,macro_auroc,-0.0023618504289007803,0.0016384747705467414,-0.003062253700724164,-0.0017000627677250066,0.008026564351087484,0.0038045206941767044,0.006091174737627519,0.01005411116093645,5,2000,0,0
resnet,electrode,bandpass,heldout,LA,5,macro_auroc,-0.009383050106491254,0.005549033809132183,-0.010790240000962683,-0.008060370076233033,0.02094164932737368,0.006516752135250432,0.018235142784903034,0.02391789507196066,5,2000,0,0
resnet,electrode,bandpass,heldout,LA,0,macro_auroc,-0.02570743727604179,0.009845955168815385,-0.027998478485661664,-0.023551377095100377,0.052042372484247014,0.01418197199344669,0.04815312550482719,0.05636746781812163,5,2000,0,0
resnet,electrode,bandpass,heldout,LA_V3_V6,20,macro_auroc,-0.00017359335852671354,0.00018751213774503467,-0.000368561508929543,-3.54474373385334e-07,0.002574312140330659,0.0022469130129687143,0.0009478104773669287,0.0041820791744709975,5,2000,0,0
resnet,electrode,bandpass,heldout,LA_V3_V6,15,macro_auroc,-0.0005236575587825642,0.0004863093530716573,-0.0008534015918286386,-0.00019159424214824485,0.003739178409007704,0.00278458040077742,0.0020710499397767887,0.005405552700620457,5,2000,0,0
resnet,electrode,bandpass,heldout,LA_V3_V6,10,macro_auroc,-0.0016096625157595579,0.0013948697176998429,-0.002197951647825891,-0.0010197204966373018,0.0073905323832051725,0.00397141373263047,0.0055153476109810785,0.009339152498092312,5,2000,0,0
resnet,electrode,bandpass,heldout,LA_V3_V6,5,macro_auroc,-0.0061321674533979745,0.003935842698718899,-0.007234920430962673,-0.005025597168725987,0.01800698070453033,0.006442568412052382,0.015466092420761872,0.02074439032387103,5,2000,0,0
resnet,electrode,bandpass,heldout,LA_V3_V6,0,macro_auroc,-0.019085348766029697,0.00955197762205946,-0.020996398030515083,-0.0172291000492888,0.04706724706286525,0.013783260508115949,0.043440867075743184,0.05121855913222994,5,2000,0,0
resnet,electrode,bandpass,heldout,LA_V6,20,macro_auroc,-0.00017299310641338828,0.0001697555231454225,-0.0003665713076478239,1.2291200532265402e-05,0.0025635174627111957,0.0022360351609952266,0.0009472030359308264,0.004205162884624556,5,2000,0,0
resnet,electrode,bandpass,heldout,LA_V6,15,macro_auroc,-0.0006087074001874138,0.0005326454888417003,-0.0009439770790187307,-0.00027320341551328856,0.0037895746448714405,0.0028659726861529193,0.0020937252948371493,0.005477713171568499,5,2000,0,0
resnet,electrode,bandpass,heldout,LA_V6,10,macro_auroc,-0.0018479304420234931,0.0014146184753543861,-0.0024643403617138878,-0.001245634134557165,0.00756050851607466,0.003976748625958849,0.005672917513365953,0.00954919788235096,5,2000,0,0
