analysis,phase,model,strategy,source_id,matrix_family,band_id,snr,metric,outcome,seed,value,n_noise
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,29,-0.0009284438245392712,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,43,0.00090145350405757,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,101,-0.0006921884190411731,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,202,-0.0013803208149332225,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,20,ece,structure_effect,17,-0.00025646664086373394,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,20,ece,structure_effect,29,0.0002799744348263092,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,20,ece,structure_effect,43,-0.000989095970188654,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,20,ece,structure_effect,101,-0.0003428638654909416,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,20,ece,structure_effect,202,-0.00023848039499124035,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,17,-8.045676458057205e-05,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,29,-0.00037151973893079226,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,43,8.1061863404841e-05,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,101,-0.000364674923783892,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,202,-0.0003623279711525429,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,17,0.0008993947704816208,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,29,-0.0006181917861579622,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,43,0.0007001305862099905,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,101,-0.0010848361957129793,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,202,-0.0014837633870060651,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,ece,structure_effect,17,-0.001427148397046149,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,ece,structure_effect,29,-0.0003206776707372766,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,ece,structure_effect,43,-0.0011885853373903438,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,ece,structure_effect,101,-5.114652668951336e-05,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,15,ece,structure_effect,202,-0.0012945878225570362,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,17,-0.00012700696745293616,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,29,-0.0011790401777709292,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,43,-0.00021040816873829638,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,101,-0.0015548079926779312,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,202,-0.0013692779327270088,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,17,0.0003888926043642549,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,29,-0.003471501707106195,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,43,-0.0019276445196220182,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,101,-0.0033685047479531383,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,202,-0.004054215354991952,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,ece,structure_effect,17,-0.00113321923140626,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,ece,structure_effect,29,0.0020282471486428658,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,ece,structure_effect,43,-0.0029789824929616765,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,ece,structure_effect,101,-0.0020515665483431464,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,10,ece,structure_effect,202,-0.003330773210785287,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,17,-0.0025529981531354773,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,29,-0.0036213028319864726,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,43,-0.0013138132041273787,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,101,-0.005175152680236161,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,202,-0.004861323784983829,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,17,-0.005089150954872723,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,29,-0.01239598008336451,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,43,-0.007694779324472267,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,101,-0.010157780146767159,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,202,-0.008727756300311196,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,ece,structure_effect,17,-0.001440791253798611,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,ece,structure_effect,29,0.014259625161728087,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,ece,structure_effect,43,-0.005796410374123678,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,ece,structure_effect,101,-0.0023240124604386667,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,5,ece,structure_effect,202,-0.006147304141552068,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,17,-0.013441047515255544,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,29,-0.012543704412887768,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,43,-0.00589099093226475,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,101,-0.01961985444362835,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,202,-0.016079185110035255,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,17,-0.02177463801321,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,29,-0.04922553709956956,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,43,-0.018916863601712297,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,101,-0.0373284461914094,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,202,-0.03119042514710002,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,ece,structure_effect,17,0.006876299313709616,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,ece,structure_effect,29,0.025957135517058166,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,ece,structure_effect,43,0.0002938669110874037,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,ece,structure_effect,101,0.01788543429003784,5
snr,phase2,resnet,mixed,standard,standard,legacy_0p5_40,0,ece,structure_effect,202,-0.0074163612115632355,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,17,-2.2437977575950896e-07,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,29,2.613937161499713e-06,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,43,-0.00013489420442591715,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,101,0.00012084859829630812,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,202,-8.312016245781706e-05,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,17,-0.0004964690401686456,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,29,-5.822256860232855e-05,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,43,-0.0003980542708189594,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,101,0.0020068664080510334,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,202,-0.0004891421356013614,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,ece,structure_effect,17,-0.0001908848291473711,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,ece,structure_effect,29,-0.00042204810525720005,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,ece,structure_effect,43,-0.0007503199338577682,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,ece,structure_effect,101,-0.0013393649188686296,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,20,ece,structure_effect,202,-0.0020672323810673743,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,17,-0.00011358003235439895,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,29,-0.00021042929878378747,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,43,-0.0003681565320913238,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,101,-9.608257846904777e-06,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,202,-0.00015760753609728173,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,17,-0.0014146176457979776,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,29,-0.0026844719348088075,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,43,-0.001339785800106963,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,101,-0.0003949899644007937,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,202,-0.0001837353601679137,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,ece,structure_effect,17,-0.0017701671293064228,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,ece,structure_effect,29,-7.355878305151387e-07,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,ece,structure_effect,43,-0.0022690652610873954,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,ece,structure_effect,101,-0.003007830499867324,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,15,ece,structure_effect,202,-0.004779923411291846,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,17,-0.0004988153309105625,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,29,-0.0013252658388243077,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,43,-0.0013046723863332499,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,101,-0.0016112232486366063,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,202,-0.0007959627684286374,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,17,-0.004337622231575855,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,29,-0.008276357585225491,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,43,-0.008352905233595442,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,101,-0.01373605382679699,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,202,-0.007180370554406679,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,ece,structure_effect,17,-0.00033732776280478993,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,ece,structure_effect,29,0.003521807827964983,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,ece,structure_effect,43,-0.006689218364820393,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,ece,structure_effect,101,-0.0017599271319467674,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,10,ece,structure_effect,202,-0.007440402174262881,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,17,-0.0020883663646008577,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,29,-0.0053416752995218975,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,43,-0.00429320413743095,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,101,-0.00904345415363772,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,202,-0.0043921471217645,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,17,-0.01741081367757502,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,29,-0.042266946247272896,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,43,-0.03013324389655736,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,101,-0.07375299761783871,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,202,-0.038311431711235744,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,ece,structure_effect,17,0.008772349607320165,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,ece,structure_effect,29,0.03910215216854643,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,ece,structure_effect,43,0.009406502424590197,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,ece,structure_effect,101,0.043192982691445024,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,5,ece,structure_effect,202,0.030266312350063915,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,17,-0.009090440787031362,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,29,-0.01701166303948909,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,43,-0.01350567095761035,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,101,-0.032860802954490786,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,202,-0.022038416185227505,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,17,-0.07398106251714864,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,29,-0.09383084281603982,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,43,-0.13064760862484026,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,101,-0.09310594788903853,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,202,-0.17322195408676677,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,ece,structure_effect,17,0.039914233095370386,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,ece,structure_effect,29,0.06247236547241891,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,ece,structure_effect,43,0.06871559195385112,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,ece,structure_effect,101,0.08638376440917833,5
snr,phase2,tcn,clean_only,standard,standard,legacy_0p5_40,0,ece,structure_effect,202,0.11529367224250738,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,17,7.893419336391094e-05,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,29,-7.77810651420019e-06,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,43,-0.00013601867950996382,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,101,0.0001108524122722665,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,202,-1.791895066527438e-05,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,17,-0.0003331208620116488,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,29,-0.0003974078893788091,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,43,-0.00017433389632537377,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,101,0.00033796114336037686,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,202,0.0010188922038217862,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,ece,structure_effect,17,-0.0009709629168214648,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,ece,structure_effect,29,-0.0006806737118780631,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,ece,structure_effect,43,-0.00017164908215459157,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,ece,structure_effect,101,-0.00038884251603026054,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,20,ece,structure_effect,202,-0.0008753977922598133,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,17,-3.384395851036004e-05,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,29,-0.00022500119853874345,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,43,-0.0004118686171250552,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,101,8.140472718698444e-05,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,macro_auroc,structure_effect,202,-6.368203943596384e-05,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,17,0.0006652623456568918,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,29,-0.0029281447161021434,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,43,-0.0019525573940133434,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,101,0.00018212055534350124,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,macro_f1,structure_effect,202,0.0005516301015706659,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,ece,structure_effect,17,-0.0015971843320730927,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,ece,structure_effect,29,-0.001823351347608422,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,ece,structure_effect,43,-0.0024063145088362506,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,ece,structure_effect,101,-0.0019814226949474087,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,15,ece,structure_effect,202,-0.0025838042578633647,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,17,-0.0004992987836993645,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,29,-0.0010448736155730387,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,43,-0.0012488622033673957,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,101,-0.0005786495418208526,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,macro_auroc,structure_effect,202,-0.0006121276085263583,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,17,-0.0007959081359812936,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,29,-0.005613732505717506,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,43,-0.00504990334936406,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,101,-0.0043899093180033155,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,macro_f1,structure_effect,202,-0.003355522853574655,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,ece,structure_effect,17,-0.003573823615071678,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,ece,structure_effect,29,-0.0011222023482216972,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,ece,structure_effect,43,-0.003714071491379742,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,ece,structure_effect,101,-0.00519928148037075,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,10,ece,structure_effect,202,-0.010255880173334245,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,17,-0.0021176405009036836,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,29,-0.004164690925189118,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,43,-0.004262154059493595,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,101,-0.004445607527359674,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,macro_auroc,structure_effect,202,-0.0035474262103593057,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,17,-0.011478774001956848,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,29,-0.02444672381749924,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,43,-0.025301913049954106,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,101,-0.029830923051669234,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,macro_f1,structure_effect,202,-0.02159655056759302,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,ece,structure_effect,17,0.001683406423939389,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,ece,structure_effect,29,0.015744366603626735,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,ece,structure_effect,43,0.019193105928240983,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,ece,structure_effect,101,-0.0023209244473342133,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,5,ece,structure_effect,202,-0.020480842320963,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,17,-0.0084757632534197,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,29,-0.014758616964625326,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,43,-0.013848979018181717,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,101,-0.02218108651886541,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,macro_auroc,structure_effect,202,-0.019779139534278345,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,17,-0.05071804399772728,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,29,-0.10824928513215937,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,43,-0.13208047217091434,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,101,-0.1365138779716255,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,macro_f1,structure_effect,202,-0.13764451613974282,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,ece,structure_effect,17,0.04276652648709877,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,ece,structure_effect,29,0.07876104338844873,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,ece,structure_effect,43,0.08268456454521936,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,ece,structure_effect,101,0.07950632064125523,5
snr,phase2,tcn,independent_rms,standard,standard,legacy_0p5_40,0,ece,structure_effect,202,0.04985529212183789,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,17,9.562910840321681e-05,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,29,-7.916711885158634e-06,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,43,-0.0001035613551985115,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,101,1.5910282319064883e-05,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,macro_auroc,structure_effect,202,-4.229383619169802e-05,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,17,-0.0004965391438187527,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,29,-0.0007015670155977594,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,43,-0.0003223313149153251,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,101,4.671669713407489e-06,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,macro_f1,structure_effect,202,-0.00030697532251011683,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,ece,structure_effect,17,-0.0012611992350256562,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,ece,structure_effect,29,-0.0002978533174987294,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,ece,structure_effect,43,-0.00017366675155889438,5
snr,phase2,tcn,electrode,standard,standard,legacy_0p5_40,20,ece,structure_effect,101,-0.00013299313062459933,5
