analysis,phase,model,strategy,source_id,matrix_family,band_id,snr,metric,outcome,seed,value,n_noise,n_matrices
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,electrode_drop,17,-0.11593122897425427,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,electrode_drop,29,-0.10019229891224864,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,electrode_drop,43,-0.11991996726488657,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,independent_rms_absolute,17,0.14447214342599088,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,independent_rms_absolute,29,0.131585048451128,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,independent_rms_absolute,43,0.12954898372652582,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,independent_rms_drop,17,-0.09006232806753889,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,independent_rms_drop,29,-0.09323102088372826,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,independent_rms_drop,43,-0.08137172679444228,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,structure_effect,17,0.025868900906715394,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,structure_effect,29,0.006961278028520391,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,ece,structure_effect,43,0.038548240470444285,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,electrode_absolute,17,0.7976887005622272,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,electrode_absolute,29,0.813399425695377,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,electrode_absolute,43,0.8312829925190454,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,electrode_drop,17,0.10920359875611874,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,electrode_drop,29,0.09451183572907206,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,electrode_drop,43,0.07741763331167005,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,independent_rms_absolute,17,0.8207397892049028,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,independent_rms_absolute,29,0.8346727839264205,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,independent_rms_absolute,43,0.8439097502027108,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,independent_rms_drop,17,0.08615251011344315,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,independent_rms_drop,29,0.07323847749802848,6,1
band,phase1,resnet,clean_only,band_0p5_40,standard,band_0p5_40,0,macro_auroc,independent_rms_drop,43,0.06479087562800458,6,1
