model,strategy,kind,combo_set,combo_id,snr,metric,seed,x,y,baseline_electrode_auroc,baseline_independent_rms_auroc,strategy_electrode_auroc
resnet,electrode,bandpass,train,V1,15,macro_auroc,17,-0.0005167715062619482,0.005814935400834886,0.9026423604894299,0.9031591319956919,0.9084572958902648
resnet,electrode,bandpass,train,V1,15,macro_auroc,29,0.00012280351979776505,0.0014451004329284478,0.9050829187112266,0.9049601151914288,0.906528019144155
resnet,electrode,bandpass,train,V1,15,macro_auroc,43,-2.4337631153059647e-05,0.003346140935672537,0.905784445362564,0.905808782993717,0.9091305862982365
resnet,electrode,bandpass,train,V1,15,macro_auroc,101,-4.802740795928351e-05,0.000150098997530268,0.9076690207687477,0.907717048176707,0.9078191197662779
resnet,electrode,bandpass,train,V1,15,macro_auroc,202,6.234361625945262e-05,0.0062300016439627015,0.9017757265523588,0.9017133829360994,0.9080057281963215
resnet,electrode,bandpass,train,V1,10,macro_auroc,17,-0.0005120917026023575,0.009427886447276435,0.8955925984091676,0.89610469011177,0.905020484856444
resnet,electrode,bandpass,train,V1,10,macro_auroc,29,-0.00014108697939230197,0.003582891233509078,0.899204883430267,0.8993459704096594,0.9027877746637761
resnet,electrode,bandpass,train,V1,10,macro_auroc,43,0.0002671592304240855,0.0061576772694481585,0.9002658806503447,0.8999987214199207,0.9064235579197929
resnet,electrode,bandpass,train,V1,10,macro_auroc,101,-0.00010100035925886264,0.0017166621263345894,0.9039956722285165,0.9040966725877754,0.9057123343548511
resnet,electrode,bandpass,train,V1,10,macro_auroc,202,-0.00033521773312927827,0.010253045879438427,0.8945765590118006,0.8949117767449298,0.904829604891239
resnet,electrode,bandpass,train,V1,5,macro_auroc,17,-0.0006564111994308286,0.018308213304943033,0.8757724588527983,0.8764288700522291,0.8940806721577413
resnet,electrode,bandpass,train,V1,5,macro_auroc,29,-0.0011022591354390432,0.01122072548284958,0.8814985780808902,0.8826008372163292,0.8927193035637397
resnet,electrode,bandpass,train,V1,5,macro_auroc,43,0.00025717604272956773,0.012688348712390107,0.883105517695518,0.8828483416527885,0.8957938664079081
resnet,electrode,bandpass,train,V1,5,macro_auroc,101,-0.00033124711714938027,0.010671203193184042,0.88779012022193,0.8881213673390794,0.8984613234151141
resnet,electrode,bandpass,train,V1,5,macro_auroc,202,-0.0002667213443346972,0.028012151543713393,0.866200236350702,0.8664669576950367,0.8942123878944154
resnet,electrode,bandpass,train,V1,0,macro_auroc,17,-0.0001186466059489577,0.03742917577847715,0.8216501459474111,0.8217687925533601,0.8590793217258883
resnet,electrode,bandpass,train,V1,0,macro_auroc,29,0.0005867194026772937,0.03547666755930323,0.8207084709553294,0.8201217515526521,0.8561851385146326
resnet,electrode,bandpass,train,V1,0,macro_auroc,43,0.0009913275745609962,0.030004528538053576,0.8250808962177322,0.8240895686431712,0.8550854247557858
resnet,electrode,bandpass,train,V1,0,macro_auroc,101,-0.0018105813113575842,0.04159938933581753,0.8281519849930878,0.8299625663044454,0.8697513743289054
resnet,electrode,bandpass,train,V1,0,macro_auroc,202,0.002635191995650654,0.08801928233859391,0.7690912427051166,0.766456050709466,0.8571105250437105
resnet,electrode,bandpass,train,V2,20,macro_auroc,17,-5.5019274313283795e-05,0.003937436289173868,0.9058487992062838,0.9059038184805971,0.9097862354954577
