analysis,phase,model,strategy,source_id,matrix_family,band_id,snr,metric,outcome,seed,noise_seed,value,n_matrices
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,independent_rms_drop,29,202,0.05641202796610201,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,independent_rms_drop,29,303,0.05981425420992126,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,independent_rms_drop,29,404,0.05568100993048841,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,independent_rms_drop,29,505,0.05854813025233374,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,independent_rms_drop,29,8128,0.054843825429069404,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,independent_rms_drop,43,101,0.060299376030830465,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,independent_rms_drop,43,202,0.06471112301422477,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,independent_rms_drop,43,303,0.06826729735284176,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,independent_rms_drop,43,404,0.06095855322013721,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,independent_rms_drop,43,505,0.06376978447280401,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,independent_rms_drop,43,8128,0.06156790870503226,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,17,101,-0.044897402987409185,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,17,202,-0.036181147899574606,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,17,303,-0.038514434417876164,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,17,404,-0.03578380838303019,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,17,505,-0.03777045871783957,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,17,8128,-0.03594588158196699,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,29,101,-0.0313639453418606,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,29,202,-0.030766816324281132,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,29,303,-0.033404253761544433,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,29,404,-0.03432533727971654,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,29,505,-0.031912364722624376,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,29,8128,-0.03311014661298961,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,43,101,-0.02230700261476537,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,43,202,-0.022815834596950024,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,43,303,-0.014374319072993913,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,43,404,-0.022835598583078487,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,43,505,-0.02148591602660177,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_auroc,structure_effect,43,8128,-0.024499577824786734,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,17,101,0.380896748886402,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,17,202,0.37371970794502046,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,17,303,0.38315124004562906,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,17,404,0.3778880058660143,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,17,505,0.38482228490605114,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,17,8128,0.38077079555484905,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,29,101,0.41174571766728196,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,29,202,0.4209579953258326,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,29,303,0.4178206154936057,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,29,404,0.4153765283707093,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,29,505,0.4180018156995726,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,29,8128,0.4181622615076036,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,43,101,0.41806527214621436,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,43,202,0.4164575948258067,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,43,303,0.41403746776947264,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,43,404,0.4182101487904701,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,43,505,0.41470489158837587,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_absolute,43,8128,0.4063492732670791,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,17,101,0.3309847636993404,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,17,202,0.33816180464072193,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,17,303,0.32873027254011333,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,17,404,0.3339935067197281,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,17,505,0.32705922767969126,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,17,8128,0.33111071703089334,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,29,101,0.3105124377364904,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,29,202,0.30130016007793975,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,29,303,0.30443753991016664,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,29,404,0.30688162703306304,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,29,505,0.30425633970419974,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,29,8128,0.30409589389616876,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,43,101,0.3010025514415805,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,43,202,0.3026102287619882,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,43,303,0.3050303558183222,1
band,phase1,resnet,clean_only,band_0p05_5,standard,band_0p05_5,0,macro_f1,electrode_drop,43,404,0.3008576747973248,1
