analysis,phase,model,strategy,source_id,matrix_family,band_id,snr,metric,outcome,seed,value,n_noise,n_matrices,matrix_id,replicate
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_f1,independent_rms_absolute,17,0.5359560709289106,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_f1,independent_rms_absolute,29,0.5267927262229232,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_f1,independent_rms_absolute,43,0.578134636973783,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_f1,independent_rms_drop,17,0.17592544165683188,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_f1,independent_rms_drop,29,0.1954654291808493,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_f1,independent_rms_drop,43,0.14093318661401186,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_f1,structure_effect,17,0.0063099460725713485,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_f1,structure_effect,29,-0.015182866963030209,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,0,macro_f1,structure_effect,43,0.019052393709633613,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,electrode_absolute,17,0.06553795013125235,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,electrode_absolute,29,0.03570899239821541,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,electrode_absolute,43,0.05861962961336754,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,electrode_drop,17,-0.011128134772800377,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,electrode_drop,29,0.002645035169184374,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,electrode_drop,43,-0.01044237268128402,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,independent_rms_absolute,17,0.06813091658586286,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,independent_rms_absolute,29,0.03565305554915902,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,independent_rms_absolute,43,0.05817401599873947,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,independent_rms_drop,17,-0.01372110122741089,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,independent_rms_drop,29,0.002700972018240757,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,independent_rms_drop,43,-0.00999675906665595,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,structure_effect,17,-0.0025929664546105132,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,structure_effect,29,5.5936849056382555e-05,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,ece,structure_effect,43,0.0004456136146280693,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,electrode_absolute,17,0.8955067990700143,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,electrode_absolute,29,0.8992540560850016,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,electrode_absolute,43,0.9017013971708673,6,1,random_01,1
matrix_instance,phase1,resnet,clean_only,random_01,randomized,legacy_0p5_40,10,macro_auroc,electrode_drop,17,0.011385500248331534,6,1,random_01,1
