source_id,condition,effective_cross_lead_correlation,power_fraction_0_5,power_fraction_5_15,power_fraction_15_40,power_fraction_40_50,crop_to_long_source_power_ratio,crop_demeaning_retained_power_fraction
band_0p05_5,electrode,0.22781639148076743,0.9835991729558721,0.015743806268105544,0.0005516599190884648,0.00010536085693376831,1.0003177773435317,0.9972859112154252
band_0p05_5,independent_rms,0.07995585317906073,0.9835863240694308,0.015750009689235414,0.0005572196748775995,0.00010644656645608454,0.9991965408531205,0.997298878860107
band_5_15,electrode,0.2141268519681919,0.002260547479664897,0.9894891789841558,0.008133616575371292,0.00011665696080796351,1.0002045986507333,0.999993024095747
band_5_15,independent_rms,0.05630098223168402,0.0022727250776598566,0.9894193810136565,0.008188795828704883,0.00011909807997863728,0.9996264385557111,0.999993086024461
band_15_40,electrode,0.2019379545365686,0.00010697650439437914,0.0010558602092989114,0.9955171248563658,0.003320038429940809,0.9999146825870443,0.9999989593817619
band_15_40,independent_rms,0.03564331925201982,0.00010781430865648968,0.0010598287007153638,0.9955243145782742,0.003308042412353883,1.0000184372121677,0.9999989520016322
band_0p5_40,electrode,0.19769499266909185,0.11276510638850976,0.25310210668461375,0.6319890426245199,0.002143744302356358,1.0000213820222368,0.9999746784429269
band_0p5_40,independent_rms,0.02837049248305494,0.11271018831279034,0.25298189608099075,0.6321721634068819,0.0021357521993369587,0.9998264009766458,0.9999746604587045
