model,kind,snr,condition,active,metric,n_seeds,mean,std,ci95_low,ci95_high
resnet,bandpass,0,independent_rms,all,auroc_MI,3,0.6965976725924351,0.02028488709340845,0.6462072195857261,0.7469881255991441
resnet,bandpass,0,independent_rms,all,auroc_STTC,3,0.7622191863995144,0.038346046183417984,0.6669623269799464,0.8574760458190823
resnet,bandpass,0,independent_rms,all,auroc_CD,3,0.7916572071381092,0.030162026362676307,0.7167305799887058,0.8665838342875125
resnet,bandpass,0,independent_rms,all,auroc_HYP,3,0.8184884486201888,0.018808373539604212,0.7717658586143499,0.8652110386260277
resnet,bandpass,0,independent_rms,all,ap_NORM,3,0.7376992074151513,0.02749692995872127,0.6693930467481808,0.8060053680821218
resnet,bandpass,0,independent_rms,all,ap_MI,3,0.4398107071407206,0.032239679912712906,0.35972290245578337,0.5198985118256578
resnet,bandpass,0,independent_rms,all,ap_STTC,3,0.5142591392894237,0.05573669623655095,0.3758015102415506,0.6527167683372967
resnet,bandpass,0,independent_rms,all,ap_CD,3,0.5788292136719088,0.061501207523832015,0.42605174474566776,0.7316066825981498
resnet,bandpass,0,independent_rms,all,ap_HYP,3,0.5240451069164368,0.03727960336457175,0.43143743832055725,0.6166527755123163
resnet,bandpass,0,independent_rms,all,f1_NORM,3,0.2659038760042795,0.19023580038401408,-0.20666804984880155,0.7384758018573605
resnet,bandpass,0,independent_rms,all,f1_MI,3,0.4237286807975171,0.02713710315119782,0.35631637947280326,0.4911409821222309
resnet,bandpass,0,independent_rms,all,f1_STTC,3,0.5294913754404322,0.03392288066932689,0.4452222682795953,0.6137604826012691
resnet,bandpass,0,independent_rms,all,f1_CD,3,0.4766617645749038,0.04447360282369525,0.3661832106245255,0.587140318525282
resnet,bandpass,0,independent_rms,all,f1_HYP,3,0.49085279756830874,0.024852846834165523,0.4291149035039684,0.5525906916326491
resnet,bandpass,10,covariance,all,macro_auroc,3,0.864768132491962,0.009503617828903478,0.8411598370454126,0.8883764279385115
resnet,bandpass,10,covariance,all,macro_ap,3,0.7025019980309669,0.021894600061707816,0.6481127963346615,0.7568911997272724
resnet,bandpass,10,covariance,all,macro_f1,3,0.6495029635302713,0.019156469878939483,0.6019156542805781,0.6970902727799644
resnet,bandpass,10,covariance,all,micro_auroc,3,0.8580259263184807,0.014473064811625028,0.8220728402157619,0.8939790124211996
resnet,bandpass,10,covariance,all,micro_ap,3,0.709007106521553,0.030447370978050864,0.6333716440522617,0.7846425689908443
resnet,bandpass,10,covariance,all,micro_f1,3,0.6833070928846675,0.019272165086290965,0.6354323808073273,0.7311818049620077
resnet,bandpass,10,covariance,all,brier,3,0.12805859992901478,0.011760845862515525,0.09884303920021917,0.15727416065781039
resnet,bandpass,10,covariance,all,ece,3,0.09088899789204197,0.014565875332453973,0.05470535767448757,0.12707263810959635
resnet,bandpass,10,covariance,all,mean_loss,3,0.4117796256937692,0.045311083172977724,0.29922065522491426,0.5243385961626241
resnet,bandpass,10,covariance,all,mean_confidence,3,0.8563181757926941,0.02221663363141501,0.8011289983614394,0.9115073532239488
resnet,bandpass,10,covariance,all,mean_entropy,3,0.3269689277780864,0.043486971646573155,0.2189413015423554,0.4349965540138174
resnet,bandpass,10,covariance,all,clean_agreement,3,0.9274,0.02202453177708889,0.872688030029568,0.982111969970432
resnet,bandpass,10,covariance,all,probability_shift,3,0.06749527032176646,0.02474104938587484,0.006035096514799054,0.12895544412873386
resnet,bandpass,10,covariance,all,auroc_NORM,3,0.8909759096266509,0.005702775018868298,0.876809431140828,0.9051423881124737
resnet,bandpass,10,covariance,all,auroc_MI,3,0.8188546498723265,0.01642895590254754,0.7780428609506307,0.8596664387940223
resnet,bandpass,10,covariance,all,auroc_STTC,3,0.9015724838812269,0.009807515755759187,0.8772092641340619,0.925935703628392
resnet,bandpass,10,covariance,all,auroc_CD,3,0.8492386357825842,0.009364326738610719,0.8259763585863376,0.8725009129788308
resnet,bandpass,10,covariance,all,auroc_HYP,3,0.8631989832970225,0.008373319530649808,0.8423985044786575,0.8839994621153875
resnet,bandpass,10,covariance,all,ap_NORM,3,0.8564704648891576,0.011347029131569968,0.8282828819074444,0.8846580478708708
resnet,bandpass,10,covariance,all,ap_MI,3,0.591259686980096,0.03139419392686783,0.5132721859173269,0.6692471880428651
resnet,bandpass,10,covariance,all,ap_STTC,3,0.7624980870852526,0.012032521455647328,0.7326076467702045,0.7923885274003006
resnet,bandpass,10,covariance,all,ap_CD,3,0.6933554071560248,0.024336804669882757,0.6328994328928167,0.753811381419233
resnet,bandpass,10,covariance,all,ap_HYP,3,0.6089263440443032,0.03797401743341305,0.5145936552724664,0.7032590328161401
resnet,bandpass,10,covariance,all,f1_NORM,3,0.8023613188768115,0.01606392434898816,0.7624563186032801,0.8422663191503429
