epoch,train_loss,val_loss,val_macro_auroc,val_macro_ap,val_macro_f1_at_0p5,clean_count,clean_fraction,independent_count,independent_fraction,electrode_count,electrode_fraction,snr_20_count,snr_10_count,combo_RA_LA_LL_count,combo_V1_count,combo_V2_count,combo_V3_count,combo_V4_count,combo_V5_count,combo_V6_count,combo_RA_LA_count,combo_LA_LL_count,combo_RA_LL_count,actual_snr_db_count,actual_snr_db_mean,actual_snr_db_std,actual_snr_db_min,actual_snr_db_max,actual_snr_error_db_count,actual_snr_error_db_mean,actual_snr_error_db_std,actual_snr_error_db_min,actual_snr_error_db_max,rms_match_relative_error_count,rms_match_relative_error_mean,rms_match_relative_error_std,rms_match_relative_error_min,rms_match_relative_error_max,exposure_count,unique_records,exposure_min,exposure_max,order_sha256,epoch_seconds,elapsed_seconds
1,0.46154826497116125,0.4119199723533015,0.8365699012079599,0.6212269887426572,0.431398742660967,17084,1.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,0,,,,,17084,17084,1,1,7b160a32602113665655291d4bb11f1c3439bd0a17bde695fc63c1bc3d9c8035,30.675177600001916,30.716346999979578
2,0.3681796454512467,0.36198765325524046,0.8711491451193207,0.6958422393183663,0.6060929876579293,17084,1.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,0,,,,,17084,17084,1,1,702a970c07a7e06e15e3d63ca928870b3959ae324716c57a04a09209ef10dc5d,30.833541100029834,61.689142400049604
3,0.3376582330003384,0.4012134303195612,0.8852575392119066,0.7291461797234506,0.543673610496942,17084,1.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,0,,,,,17084,17084,1,1,8a2ae16df489f5e9e49041b8a23d13f3888e3611260faabcdf64b5394b0c10b9,30.631828399957158,92.45562909997534
4,0.3158229144067235,0.35149352720488153,0.8967962120918747,0.7565586308400227,0.6405447877297922,17084,1.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,0,,,,,17084,17084,1,1,65c8914bec6fa9fcb9b27fff30635d223d8e25a47448a9572882e918ab53211f,30.903425200027414,123.49186639999971
5,0.3039044761052039,0.3629546752347084,0.8986663827397512,0.7631452158196053,0.6451126519205195,17084,1.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,0,,,,,17084,17084,1,1,6d73870553b0ed99b591cc90529451c8603dac4413e94d3154cd08fb5e4fe0a0,30.800999599974602,154.44367079995573
6,0.2965398353998345,0.32554301250125356,0.9040830566201284,0.771969260719978,0.6911183280837275,17084,1.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,0,,,,,17084,17084,1,1,9a24f5970fb15a8502523e599a275410a899177e35b8f21de03f91c4fe6b2fa5,31.268292700056918,185.86629200004973
7,0.29251394264035413,0.32878915239247003,0.9061809897998347,0.7776210995603468,0.6792339553492187,17084,1.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,0,,,,,17084,17084,1,1,0d1a841bd70049abf3fc32768bfe45d61f892a88b47f8beb0053acae4d72f276,31.318761299946345,217.34868459997233
8,0.2838095863511316,0.350628006630486,0.9069628764830249,0.7793098503278366,0.6738452311383183,17084,1.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,0,,,,,17084,17084,1,1,c964f517867c7a51f4026e7bd789cf2e4f41595cea9a7469b9fc11428de2fc18,31.169192799949087,248.67180739995092
9,0.2834721099601867,0.36397038770966295,0.9068686474323908,0.7811845645323874,0.6432858454184057,17084,1.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,0,,,,,17084,17084,1,1,7d9523df1df85233b56ac723e5c6d8634af21d3daa80039bde81c22d25174c96,31.98883000004571,280.8147220000392
10,0.27757897320633274,0.33183900252304005,0.9108362164048,0.786959864429709,0.6855902900298028,17084,1.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,0,,,,,17084,17084,1,1,a9c869fe50e8fcbd3c99d24bd71f2dc31368d27f55aa7f05fe2a4ab70ec57da0,32.23726859991439,313.1940389999654
