model,snr,metric,contrast,mode,estimate,seed_sd,seed_n,patient_ci_low,patient_ci_high,n_bootstrap,n_invalid,redundant_contrast,noise_sd
tcn,5,ece,E-I,S_03,0.018311283731784436,0.017701611175207903,3,0.014607737258815,0.02067558373153686,2000,0,True,0.0008004710198791569
tcn,5,ece,E-I,S_04,0.018311283731784436,0.017701611175207903,3,0.014607737258815,0.02067558373153686,2000,0,True,0.0008004710198791569
tcn,5,ece,E-S,S_00,0.024398659006341517,0.032108541457126924,3,0.019204143584799365,0.026778955031925417,2000,0,False,0.0009142971292593184
tcn,5,ece,E-S,S_01,0.008144960903499655,0.0028768926558712838,3,0.005633735876231847,0.010295019683639772,2000,0,False,0.0008583687710095265
tcn,5,ece,E-S,S_02,0.006634497991026916,0.0023520945558562606,3,0.004603695362481341,0.0081606616364345,2000,0,False,0.0009738343237891784
tcn,5,ece,E-S,S_03,0.025389627629302833,0.03328109945918425,3,0.019528615065635836,0.02911169885921218,2000,0,False,0.0008674449940410305
tcn,5,ece,E-S,S_04,0.024314485694806567,0.026673337536927754,3,0.019012200366260754,0.02761775222845282,2000,0,False,0.0009066596494769699
tcn,5,ece,S-I,S_00,-0.006087375274557088,0.01443799712208856,3,-0.006815719629960875,-0.003975378317099301,2000,0,False,0.0008783284634459918
tcn,5,ece,S-I,S_01,0.010166322828284778,0.014868191445881878,3,0.00848195368149042,0.010944740577264954,2000,0,False,0.0008867606843370494
tcn,5,ece,S-I,S_02,0.011676785740757518,0.016329150461952577,3,0.009132258969239523,0.013354328462137532,2000,0,False,0.0008143583191183443
tcn,5,ece,S-I,S_03,-0.007078343897518401,0.01579754206748216,3,-0.00881823798236939,-0.004623160585574269,2000,0,False,0.0004953964419155719
tcn,5,ece,S-I,S_04,-0.006003201963022131,0.009879453847754988,3,-0.007394738918167828,-0.00394347568388324,2000,0,False,0.0006980413628179092
tcn,5,macro_auroc,E-I,S_00,-0.0032841611335119683,0.001810066107823125,3,-0.004195488812957201,-0.002352907569355875,2000,0,True,0.0007594023779596062
tcn,5,macro_auroc,E-I,S_01,-0.0032841611335119683,0.001810066107823125,3,-0.004195488812957201,-0.002352907569355875,2000,0,True,0.0007594023779596062
tcn,5,macro_auroc,E-I,S_02,-0.0032841611335119683,0.001810066107823125,3,-0.004195488812957201,-0.002352907569355875,2000,0,True,0.0007594023779596062
tcn,5,macro_auroc,E-I,S_03,-0.0032841611335119683,0.001810066107823125,3,-0.004195488812957201,-0.002352907569355875,2000,0,True,0.0007594023779596062
tcn,5,macro_auroc,E-I,S_04,-0.0032841611335119683,0.001810066107823125,3,-0.004195488812957201,-0.002352907569355875,2000,0,True,0.0007594023779596062
tcn,5,macro_auroc,E-S,S_00,-0.004018572270792633,0.003909778184582757,3,-0.005160610055376287,-0.0028487544540822048,2000,0,False,0.0006451717398798915
tcn,5,macro_auroc,E-S,S_01,-0.0017722997505305162,0.00031475595583135667,3,-0.002716853218553006,-0.0007900561121999323,2000,0,False,0.0005444420897597871
tcn,5,macro_auroc,E-S,S_02,-0.0013116764569842676,0.00035669670299246897,3,-0.0019947814354297007,-0.0006175094068225942,2000,0,False,0.0008151162165837653
tcn,5,macro_auroc,E-S,S_03,-0.005538473106687172,0.0035718955490388893,3,-0.006786695885040167,-0.004321199379093995,2000,0,False,0.0006571247896745365
tcn,5,macro_auroc,E-S,S_04,-0.005087887175891211,0.0023856358838176633,3,-0.006250647585295838,-0.003955235933116488,2000,0,False,0.0007999479671482733
tcn,5,macro_auroc,S-I,S_00,0.0007344111372806649,0.0021183676782534433,3,0.00010373236366399698,0.0013349117924303308,2000,0,False,0.0005327062526545959
tcn,5,macro_auroc,S-I,S_01,-0.0015118613829814525,0.0018726838103118387,3,-0.002220258892279513,-0.0008534779603876591,2000,0,False,0.0007659230165365455
tcn,5,macro_auroc,S-I,S_02,-0.0019724846765277007,0.0017646311859323982,3,-0.0027447589544627574,-0.0012038712323174567,2000,0,False,0.0004933036948608808
tcn,5,macro_auroc,S-I,S_03,0.0022543119731752038,0.0017647719695022424,3,0.0016070310303079025,0.002936523207382249,2000,0,False,0.00046409340274707934
tcn,5,macro_auroc,S-I,S_04,0.0018037260423792412,0.0005790874905024364,3,0.0011603789993719874,0.0024974463594610048,2000,0,False,0.00035032586634460734
tcn,5,macro_f1,E-I,S_00,-0.028894577208537345,0.013423724705555914,3,-0.0326142753813386,-0.024968406185254418,2000,0,True,0.0017098852805579013
tcn,5,macro_f1,E-I,S_01,-0.028894577208537345,0.013423724705555914,3,-0.0326142753813386,-0.024968406185254418,2000,0,True,0.0017098852805579013
tcn,5,macro_f1,E-I,S_02,-0.028894577208537345,0.013423724705555914,3,-0.0326142753813386,-0.024968406185254418,2000,0,True,0.0017098852805579013
tcn,5,macro_f1,E-I,S_03,-0.028894577208537345,0.013423724705555914,3,-0.0326142753813386,-0.024968406185254418,2000,0,True,0.0017098852805579013
tcn,5,macro_f1,E-I,S_04,-0.028894577208537345,0.013423724705555914,3,-0.0326142753813386,-0.024968406185254418,2000,0,True,0.0017098852805579013
tcn,5,macro_f1,E-S,S_00,-0.03632991221200847,0.02855654653757838,3,-0.04088318562161461,-0.03140154702211215,2000,0,False,0.0021983774146920394
tcn,5,macro_f1,E-S,S_01,-0.01530737556263218,0.004366941257035284,3,-0.018228019558954495,-0.012292248931957276,2000,0,False,0.0008101419537008458
tcn,5,macro_f1,E-S,S_02,-0.012598087233173372,0.003052732172774256,3,-0.015132552480523863,-0.009767651221706766,2000,0,False,0.001509021144489393
tcn,5,macro_f1,E-S,S_03,-0.044335161513716,0.023279756335431206,3,-0.0493495659509109,-0.0387116059807193,2000,0,False,0.001039490510373331
tcn,5,macro_f1,E-S,S_04,-0.04262955747843614,0.013514637044451583,3,-0.04784013837118104,-0.03722724118291522,2000,0,False,0.0017575391180508985
tcn,5,macro_f1,S-I,S_00,0.007435335003471131,0.015157868852107684,3,0.005082705829044054,0.009690240923035456,2000,0,False,0.0023761328829755503
tcn,5,macro_f1,S-I,S_01,-0.013587201645905161,0.013264795080683145,3,-0.01598735477220173,-0.01105632060539586,2000,0,False,0.0020550860643151403
tcn,5,macro_f1,S-I,S_02,-0.016296489975363967,0.013215645558438186,3,-0.018981693952078917,-0.013627747670674976,2000,0,False,0.001878508025803023
tcn,5,macro_f1,S-I,S_03,0.015440584305178653,0.01001332818083124,3,0.012660015038864388,0.01797981495050827,2000,0,False,0.0018953581575981095
tcn,5,macro_f1,S-I,S_04,0.013734980269898804,0.0006804776831367492,3,0.010901318327719822,0.01633398892590919,2000,0,False,0.0011887919232651794
tcn,10,ece,E-I,S_00,-0.0024860397449243507,0.005316325697012617,3,-0.003526420098560865,-0.0005579149484263615,2000,0,True,0.0005740752570142796
tcn,10,ece,E-I,S_01,-0.0024860397449243507,0.005316325697012617,3,-0.003526420098560865,-0.0005579149484263615,2000,0,True,0.0005740752570142796
tcn,10,ece,E-I,S_02,-0.0024860397449243507,0.005316325697012617,3,-0.003526420098560865,-0.0005579149484263615,2000,0,True,0.0005740752570142796
tcn,10,ece,E-I,S_03,-0.0024860397449243507,0.005316325697012617,3,-0.003526420098560865,-0.0005579149484263615,2000,0,True,0.0005740752570142796
tcn,10,ece,E-I,S_04,-0.0024860397449243507,0.005316325697012617,3,-0.003526420098560865,-0.0005579149484263615,2000,0,True,0.0005740752570142796
tcn,10,ece,E-S,S_00,-0.0020604599420474008,0.0076471931307541575,3,-0.003422851042661979,0.0001763309353944144,2000,0,False,0.001031583791704065
tcn,10,ece,E-S,S_01,-0.0029019686935424054,0.002383809195443214,3,-0.00382856666530593,-0.0013426475630019567,2000,0,False,0.0007838106027915853
tcn,10,ece,E-S,S_02,-0.0014318505096175306,0.0025821453455041102,3,-0.002240352175283867,6.310022042126928e-05,2000,0,False,0.0008063586233590916
tcn,10,ece,E-S,S_03,-0.003139759993055527,0.009292636664518846,3,-0.0047369410975219035,-0.0004559730638547171,2000,0,False,0.0006355909844317115
tcn,10,ece,E-S,S_04,-0.0023480530548195965,0.008014737105485451,3,-0.00401138890809624,3.202371850114046e-05,2000,0,False,0.0006487946367001667
tcn,10,ece,S-I,S_00,-0.00042557980287695013,0.0023709005148377545,3,-0.0013573895395829986,0.0005341865611036003,2000,0,False,0.0006377960004004656
tcn,10,ece,S-I,S_01,0.00041592894861805464,0.0029400204694068886,3,-0.000294406640475532,0.0014867617735005634,2000,0,False,0.0010959441022066938
tcn,10,ece,S-I,S_02,-0.0010541892353068203,0.0028390406788424516,3,-0.0021266264461809545,0.0002020470910817632,2000,0,False,0.0008060718236456168
tcn,10,ece,S-I,S_03,0.0006537202481311749,0.003976360746945691,3,-0.0005580150180576987,0.0016933291457150472,2000,0,False,0.0007123733908370926
tcn,10,ece,S-I,S_04,-0.000137986690104755,0.0027057897868991653,3,-0.0011351138502846483,0.0010535018695351237,2000,0,False,0.0011509967639525016
tcn,10,macro_auroc,E-I,S_00,-0.0006138847825032256,0.0004202517616080875,3,-0.0011495957371298695,-7.648589657034684e-05,2000,0,True,0.0005234787065093473
tcn,10,macro_auroc,E-I,S_01,-0.0006138847825032256,0.0004202517616080875,3,-0.0011495957371298695,-7.648589657034684e-05,2000,0,True,0.0005234787065093473
tcn,10,macro_auroc,E-I,S_02,-0.0006138847825032256,0.0004202517616080875,3,-0.0011495957371298695,-7.648589657034684e-05,2000,0,True,0.0005234787065093473
tcn,10,macro_auroc,E-I,S_03,-0.0006138847825032256,0.0004202517616080875,3,-0.0011495957371298695,-7.648589657034684e-05,2000,0,True,0.0005234787065093473
tcn,10,macro_auroc,E-I,S_04,-0.0006138847825032256,0.0004202517616080875,3,-0.0011495957371298695,-7.648589657034684e-05,2000,0,True,0.0005234787065093473
tcn,10,macro_auroc,E-S,S_00,-0.0007489571884303647,0.0011446797708980988,3,-0.0013728301703099623,-0.0001037268436463769,2000,0,False,0.0004150190551303007
tcn,10,macro_auroc,E-S,S_01,-0.00020439916615236058,8.322626185763772e-05,3,-0.0008046779214709921,0.0004402637826256882,2000,0,False,0.00032521058821958235
tcn,10,macro_auroc,E-S,S_02,-0.00036734292586396465,6.825370682107659e-05,3,-0.0007445112699347959,1.833773161489622e-05,2000,0,False,0.0005056480384005653
tcn,10,macro_auroc,E-S,S_03,-0.001376835634457464,0.0009114538400441716,3,-0.0020115873307245337,-0.000735526401425328,2000,0,False,0.0005660857132887971
tcn,10,macro_auroc,E-S,S_04,-0.0013141300800455068,0.0004302575737232556,3,-0.0019287023657070584,-0.0007007961620325491,2000,0,False,0.0005217280856824023
tcn,10,macro_auroc,S-I,S_00,0.0001350724059271391,0.0007378192921468698,3,-0.00024175128256443703,0.00047224208899376683,2000,0,False,0.00022533024374726178
tcn,10,macro_auroc,S-I,S_01,-0.00040948561635086495,0.00035584592775148634,3,-0.0008666981926999206,-3.6489794612470885e-06,2000,0,False,0.00035472708940073496
tcn,10,macro_auroc,S-I,S_02,-0.0002465418566392609,0.0003680004539971156,3,-0.0007009441065294953,0.00021575850201069704,2000,0,False,0.0003270758556737108
tcn,10,macro_auroc,S-I,S_03,0.0007629508519542385,0.0004919159405970695,3,0.0004040355405186195,0.0011225433157897498,2000,0,False,0.00027896213187310635
tcn,10,macro_auroc,S-I,S_04,0.0007002452975422816,1.2281291023461421e-05,3,0.00030066129836285057,0.001124362272745646,2000,0,False,0.00022516284673278664
tcn,10,macro_f1,E-I,S_00,-0.005565566834940657,0.003562787873994613,3,-0.00780731715960726,-0.0032468179878879758,2000,0,True,0.001619580495770425
tcn,10,macro_f1,E-I,S_01,-0.005565566834940657,0.003562787873994613,3,-0.00780731715960726,-0.0032468179878879758,2000,0,True,0.001619580495770425
tcn,10,macro_f1,E-I,S_02,-0.005565566834940657,0.003562787873994613,3,-0.00780731715960726,-0.0032468179878879758,2000,0,True,0.001619580495770425
tcn,10,macro_f1,E-I,S_03,-0.005565566834940657,0.003562787873994613,3,-0.00780731715960726,-0.0032468179878879758,2000,0,True,0.001619580495770425
tcn,10,macro_f1,E-I,S_04,-0.005565566834940657,0.003562787873994613,3,-0.00780731715960726,-0.0032468179878879758,2000,0,True,0.001619580495770425
tcn,10,macro_f1,E-S,S_00,-0.007940111270767436,0.006605180231481376,3,-0.010688814161933088,-0.005101502116027166,2000,0,False,0.001202193491598188
tcn,10,macro_f1,E-S,S_01,-0.002219301540177268,0.0013667698961098845,3,-0.004184941008852814,-0.0002829027075352332,2000,0,False,0.0012909905089007708
tcn,10,macro_f1,E-S,S_02,-0.0028887985888493774,0.0008260438752894004,3,-0.004541833942013013,-0.0011547758994744145,2000,0,False,0.0024393486712186896
tcn,10,macro_f1,E-S,S_03,-0.010080353221707614,0.00592454646239634,3,-0.01291354750077264,-0.007166778671996504,2000,0,False,0.001673296697425743
tcn,10,macro_f1,E-S,S_04,-0.00947191141875014,0.004052612802231309,3,-0.012418971662729632,-0.006386351115455335,2000,0,False,0.001208657983213136
tcn,10,macro_f1,S-I,S_00,0.002374544435826779,0.003087242024255109,3,0.0007573176803070982,0.00398427199821848,2000,0,False,0.001392693435036362
tcn,10,macro_f1,S-I,S_01,-0.0033462652947633897,0.0036284738041391994,3,-0.004965428313708129,-0.0016770477248852574,2000,0,False,0.002137448730771278
tcn,10,macro_f1,S-I,S_02,-0.0026767682460912792,0.003093395088927978,3,-0.004356007069440253,-0.0008558199457190733,2000,0,False,0.0018796863877290247
tcn,10,macro_f1,S-I,S_03,0.004514786386766958,0.002475008577748829,3,0.0028880740394431515,0.0061070162576419215,2000,0,False,0.002595257530454263
tcn,10,macro_f1,S-I,S_04,0.0039063445838094825,0.0009036230191782176,3,0.0021740674298174785,0.005650098110399188,2000,0,False,0.0008092715179581423
