model,seed,case_id,condition,snr,noise_seed,mode,origin,prediction_path,prediction_sha256,prediction_case_id,checkpoint_sha256,input_sha256,cohort_sha256,ids_sha256,patient_ids_sha256,indices_sha256,y_sha256,thresholds_sha256,run_fingerprint,config_sha256,manifest_sha256,freeze_sha256,source_sha256,p_sha256,macro_auroc,macro_f1,ece
resnet,17,S_01__snr_0__noise_8128,S_01,0,8128,S_01,new,signed_control_mechanism/predictions/full/worker_resnet_1/seed_17/S_01__snr_0__noise_8128.npz,93a2535610c4efd39cd80cd5d6a017206ed7df19771ed85384753f834cbd4372,S_01__snr_0__noise_8128,ae1af3b6f26199f28384c78976613cac3bbf3b73d74995a9807710c0bc2f274f,c9f7302b910ac1c991a30860748f9e5442d831a3241db514a8c540df070993c3,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6d301c8a20ab02ba26f46bc23b36845c9fddb0bdd36eeffac2682590af3d0ccb,468803c21ba5d6b253ab96b82ce6d70f7e2579b3925ff5d086c357b4dc50a4be,ed2c59bd45c8182eae90ee65187a79a96948ae2d422c59246e2623271d4c78aa,b0545de7eab0013e91ce0e020fa47f653ed7e5485a73285ff464236de495755d,67a192f30cd01eaa272fc9818bd0dec87e03ed8b255caf38029ba66ff9129595,2746ae398fabc06e8e68c8d364eaa8fd331fdf8a6c82453f8d3f0e51d1b7d4a2,529cd33fdb0927fc88124e6993cac44ecd5a4b4a01a0b814e8602dfbd99d70cd,35f6414a484e65227b04d3717f37e1f9b609e1020f1cf3513277e267c8f41d4a,992359abafe74141bc0f65ba122c0f0d5efbc1ea0eaeafac16c28f89576ad2cb,abf399d3e32dab7d6f1f035847ff1d5676bf0915004a2f30f4d46dc024f402cc,a5e9fb1ed83480e3908f21007c8a7b47ac9c691cefd8fe92eecc231a6f1adca1,0.8055295028036049,0.4844101446024699,0.15139711264579578
resnet,29,S_01__snr_0__noise_8128,S_01,0,8128,S_01,new,signed_control_mechanism/predictions/full/worker_resnet_1/seed_29/S_01__snr_0__noise_8128.npz,cab50754a674c6387da79f35ecb158fa1964ffaabc09ee1f1ebfa3885c82c0d3,S_01__snr_0__noise_8128,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,c9f7302b910ac1c991a30860748f9e5442d831a3241db514a8c540df070993c3,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6d301c8a20ab02ba26f46bc23b36845c9fddb0bdd36eeffac2682590af3d0ccb,468803c21ba5d6b253ab96b82ce6d70f7e2579b3925ff5d086c357b4dc50a4be,ed2c59bd45c8182eae90ee65187a79a96948ae2d422c59246e2623271d4c78aa,b0545de7eab0013e91ce0e020fa47f653ed7e5485a73285ff464236de495755d,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,2746ae398fabc06e8e68c8d364eaa8fd331fdf8a6c82453f8d3f0e51d1b7d4a2,529cd33fdb0927fc88124e6993cac44ecd5a4b4a01a0b814e8602dfbd99d70cd,35f6414a484e65227b04d3717f37e1f9b609e1020f1cf3513277e267c8f41d4a,992359abafe74141bc0f65ba122c0f0d5efbc1ea0eaeafac16c28f89576ad2cb,abf399d3e32dab7d6f1f035847ff1d5676bf0915004a2f30f4d46dc024f402cc,6834eb9802d81417e4d1372978fc7196cc5d1f22418bcf09273acf443b6318bd,0.8126862513436013,0.4884568691569558,0.13969009942647012
resnet,43,S_01__snr_0__noise_8128,S_01,0,8128,S_01,new,signed_control_mechanism/predictions/full/worker_resnet_1/seed_43/S_01__snr_0__noise_8128.npz,ac84439fce032022c6cfd36e234fb6262287f5d068ce56c487cf27e78991dfc0,S_01__snr_0__noise_8128,d2486cf1fdf7bdb8e580e1e920522c530883a8da5246b52e2bdfa2a2d90b6cbd,c9f7302b910ac1c991a30860748f9e5442d831a3241db514a8c540df070993c3,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6d301c8a20ab02ba26f46bc23b36845c9fddb0bdd36eeffac2682590af3d0ccb,468803c21ba5d6b253ab96b82ce6d70f7e2579b3925ff5d086c357b4dc50a4be,ed2c59bd45c8182eae90ee65187a79a96948ae2d422c59246e2623271d4c78aa,b0545de7eab0013e91ce0e020fa47f653ed7e5485a73285ff464236de495755d,20ba05751abc015180d2a21a59d4d2b4ca7c43a951f89d8691185fa273b000c3,2746ae398fabc06e8e68c8d364eaa8fd331fdf8a6c82453f8d3f0e51d1b7d4a2,529cd33fdb0927fc88124e6993cac44ecd5a4b4a01a0b814e8602dfbd99d70cd,35f6414a484e65227b04d3717f37e1f9b609e1020f1cf3513277e267c8f41d4a,992359abafe74141bc0f65ba122c0f0d5efbc1ea0eaeafac16c28f89576ad2cb,abf399d3e32dab7d6f1f035847ff1d5676bf0915004a2f30f4d46dc024f402cc,30b7621496a40cde96ff0c6948e5d0969a54b247f1445f9247194a0080bb98b5,0.8313742912960013,0.5153894726516876,0.17102631667544305
resnet,17,S_03__snr_0__noise_8128,S_03,0,8128,S_03,new,signed_control_mechanism/predictions/full/worker_resnet_1/seed_17/S_03__snr_0__noise_8128.npz,677d7b1a03c67fc647a0e21270d953f3704ac0cf7d15965792ee7a2c797d045a,S_03__snr_0__noise_8128,ae1af3b6f26199f28384c78976613cac3bbf3b73d74995a9807710c0bc2f274f,986bf33a5449edbf1ab9173efd61e23024b77dee4fc5bd019f53b33069bf9e88,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6d301c8a20ab02ba26f46bc23b36845c9fddb0bdd36eeffac2682590af3d0ccb,468803c21ba5d6b253ab96b82ce6d70f7e2579b3925ff5d086c357b4dc50a4be,ed2c59bd45c8182eae90ee65187a79a96948ae2d422c59246e2623271d4c78aa,b0545de7eab0013e91ce0e020fa47f653ed7e5485a73285ff464236de495755d,67a192f30cd01eaa272fc9818bd0dec87e03ed8b255caf38029ba66ff9129595,2746ae398fabc06e8e68c8d364eaa8fd331fdf8a6c82453f8d3f0e51d1b7d4a2,529cd33fdb0927fc88124e6993cac44ecd5a4b4a01a0b814e8602dfbd99d70cd,35f6414a484e65227b04d3717f37e1f9b609e1020f1cf3513277e267c8f41d4a,992359abafe74141bc0f65ba122c0f0d5efbc1ea0eaeafac16c28f89576ad2cb,abf399d3e32dab7d6f1f035847ff1d5676bf0915004a2f30f4d46dc024f402cc,15d5d9092a42f613fea189c127eb2cae02619133b313a30dd4f2b470bf97656d,0.8297392632244002,0.5657735442667711,0.14003148273054766
resnet,29,S_03__snr_0__noise_8128,S_03,0,8128,S_03,new,signed_control_mechanism/predictions/full/worker_resnet_1/seed_29/S_03__snr_0__noise_8128.npz,afa10c22df32d57b7e97d3126c62eb692b81f77e2b3b071b44dce43f7d157b6d,S_03__snr_0__noise_8128,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,986bf33a5449edbf1ab9173efd61e23024b77dee4fc5bd019f53b33069bf9e88,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6d301c8a20ab02ba26f46bc23b36845c9fddb0bdd36eeffac2682590af3d0ccb,468803c21ba5d6b253ab96b82ce6d70f7e2579b3925ff5d086c357b4dc50a4be,ed2c59bd45c8182eae90ee65187a79a96948ae2d422c59246e2623271d4c78aa,b0545de7eab0013e91ce0e020fa47f653ed7e5485a73285ff464236de495755d,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,2746ae398fabc06e8e68c8d364eaa8fd331fdf8a6c82453f8d3f0e51d1b7d4a2,529cd33fdb0927fc88124e6993cac44ecd5a4b4a01a0b814e8602dfbd99d70cd,35f6414a484e65227b04d3717f37e1f9b609e1020f1cf3513277e267c8f41d4a,992359abafe74141bc0f65ba122c0f0d5efbc1ea0eaeafac16c28f89576ad2cb,abf399d3e32dab7d6f1f035847ff1d5676bf0915004a2f30f4d46dc024f402cc,7be07fe3a5c8d1a8fdcbd3a1f0b3b4fd7c549689506bacc7d4937d4f77a9ee69,0.8463625263029224,0.520838350240028,0.14459622448898923
resnet,43,S_03__snr_0__noise_8128,S_03,0,8128,S_03,new,signed_control_mechanism/predictions/full/worker_resnet_1/seed_43/S_03__snr_0__noise_8128.npz,383d5b7ea3737379e8c3909111bbc0671502dad7921ae02e43893e42fc31767a,S_03__snr_0__noise_8128,d2486cf1fdf7bdb8e580e1e920522c530883a8da5246b52e2bdfa2a2d90b6cbd,986bf33a5449edbf1ab9173efd61e23024b77dee4fc5bd019f53b33069bf9e88,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6d301c8a20ab02ba26f46bc23b36845c9fddb0bdd36eeffac2682590af3d0ccb,468803c21ba5d6b253ab96b82ce6d70f7e2579b3925ff5d086c357b4dc50a4be,ed2c59bd45c8182eae90ee65187a79a96948ae2d422c59246e2623271d4c78aa,b0545de7eab0013e91ce0e020fa47f653ed7e5485a73285ff464236de495755d,20ba05751abc015180d2a21a59d4d2b4ca7c43a951f89d8691185fa273b000c3,2746ae398fabc06e8e68c8d364eaa8fd331fdf8a6c82453f8d3f0e51d1b7d4a2,529cd33fdb0927fc88124e6993cac44ecd5a4b4a01a0b814e8602dfbd99d70cd,35f6414a484e65227b04d3717f37e1f9b609e1020f1cf3513277e267c8f41d4a,992359abafe74141bc0f65ba122c0f0d5efbc1ea0eaeafac16c28f89576ad2cb,abf399d3e32dab7d6f1f035847ff1d5676bf0915004a2f30f4d46dc024f402cc,101c95f75d7ffdf31de1882e853898eb23bb0f820c9f5f41ab019b02bd12fdd6,0.8573110849888158,0.6016721531270584,0.11283484734439454
resnet,17,S_00__snr_0__noise_101,S_00,0,101,S_00,new,signed_control_mechanism/predictions/full/worker_resnet_1/seed_17/S_00__snr_0__noise_101.npz,5b20d5c37d78f1821809ac1c39740a992bb29f52d475c986d52f7923a39d933f,S_00__snr_0__noise_101,ae1af3b6f26199f28384c78976613cac3bbf3b73d74995a9807710c0bc2f274f,90d43cf6d4d340502be9500dc2ad9e31ae28d1b5f7ab521277522775383393d1,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6d301c8a20ab02ba26f46bc23b36845c9fddb0bdd36eeffac2682590af3d0ccb,468803c21ba5d6b253ab96b82ce6d70f7e2579b3925ff5d086c357b4dc50a4be,ed2c59bd45c8182eae90ee65187a79a96948ae2d422c59246e2623271d4c78aa,b0545de7eab0013e91ce0e020fa47f653ed7e5485a73285ff464236de495755d,67a192f30cd01eaa272fc9818bd0dec87e03ed8b255caf38029ba66ff9129595,2746ae398fabc06e8e68c8d364eaa8fd331fdf8a6c82453f8d3f0e51d1b7d4a2,529cd33fdb0927fc88124e6993cac44ecd5a4b4a01a0b814e8602dfbd99d70cd,35f6414a484e65227b04d3717f37e1f9b609e1020f1cf3513277e267c8f41d4a,992359abafe74141bc0f65ba122c0f0d5efbc1ea0eaeafac16c28f89576ad2cb,abf399d3e32dab7d6f1f035847ff1d5676bf0915004a2f30f4d46dc024f402cc,3565bafb478d4bcc31f9a0730fa2ad153cd7c40e422575f6dfa6bb391fea1dc5,0.8199722083244744,0.5429460280738038,0.13804325013265242
resnet,29,S_00__snr_0__noise_101,S_00,0,101,S_00,new,signed_control_mechanism/predictions/full/worker_resnet_1/seed_29/S_00__snr_0__noise_101.npz,bb358e39b0bd1ad575011d71923cf7ea74cc9fd20ed2c38bd8dabbf0a0514594,S_00__snr_0__noise_101,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,90d43cf6d4d340502be9500dc2ad9e31ae28d1b5f7ab521277522775383393d1,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6d301c8a20ab02ba26f46bc23b36845c9fddb0bdd36eeffac2682590af3d0ccb,468803c21ba5d6b253ab96b82ce6d70f7e2579b3925ff5d086c357b4dc50a4be,ed2c59bd45c8182eae90ee65187a79a96948ae2d422c59246e2623271d4c78aa,b0545de7eab0013e91ce0e020fa47f653ed7e5485a73285ff464236de495755d,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,2746ae398fabc06e8e68c8d364eaa8fd331fdf8a6c82453f8d3f0e51d1b7d4a2,529cd33fdb0927fc88124e6993cac44ecd5a4b4a01a0b814e8602dfbd99d70cd,35f6414a484e65227b04d3717f37e1f9b609e1020f1cf3513277e267c8f41d4a,992359abafe74141bc0f65ba122c0f0d5efbc1ea0eaeafac16c28f89576ad2cb,abf399d3e32dab7d6f1f035847ff1d5676bf0915004a2f30f4d46dc024f402cc,16af1d9608158077c1ad6947a8a1761bf2d6e727ce1daaef5e4a86a516510a72,0.8354442727595981,0.5198836378189855,0.13729753037664322
resnet,43,S_00__snr_0__noise_101,S_00,0,101,S_00,new,signed_control_mechanism/predictions/full/worker_resnet_1/seed_43/S_00__snr_0__noise_101.npz,16881a1f308e8c37c697a813df30e5b8d524781bb617bad8c7a54a81b2e64875,S_00__snr_0__noise_101,d2486cf1fdf7bdb8e580e1e920522c530883a8da5246b52e2bdfa2a2d90b6cbd,90d43cf6d4d340502be9500dc2ad9e31ae28d1b5f7ab521277522775383393d1,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6d301c8a20ab02ba26f46bc23b36845c9fddb0bdd36eeffac2682590af3d0ccb,468803c21ba5d6b253ab96b82ce6d70f7e2579b3925ff5d086c357b4dc50a4be,ed2c59bd45c8182eae90ee65187a79a96948ae2d422c59246e2623271d4c78aa,b0545de7eab0013e91ce0e020fa47f653ed7e5485a73285ff464236de495755d,20ba05751abc015180d2a21a59d4d2b4ca7c43a951f89d8691185fa273b000c3,2746ae398fabc06e8e68c8d364eaa8fd331fdf8a6c82453f8d3f0e51d1b7d4a2,529cd33fdb0927fc88124e6993cac44ecd5a4b4a01a0b814e8602dfbd99d70cd,35f6414a484e65227b04d3717f37e1f9b609e1020f1cf3513277e267c8f41d4a,992359abafe74141bc0f65ba122c0f0d5efbc1ea0eaeafac16c28f89576ad2cb,abf399d3e32dab7d6f1f035847ff1d5676bf0915004a2f30f4d46dc024f402cc,dba922b1520c456ac1a0dda268ccd4b53aff5ec360d85647ee40874096844765,0.8509367543208789,0.5943635456976795,0.11554477735542525
resnet,17,S_02__snr_0__noise_101,S_02,0,101,S_02,new,signed_control_mechanism/predictions/full/worker_resnet_1/seed_17/S_02__snr_0__noise_101.npz,d431e8ac9f4897f4848dda7d403bcbd1e748ef654b6fd7b95795c25c97ca4479,S_02__snr_0__noise_101,ae1af3b6f26199f28384c78976613cac3bbf3b73d74995a9807710c0bc2f274f,43fe10a8d4abf5de6f97fb7e442444f1db4ec8dd1407c90028db84ef687c59ac,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6d301c8a20ab02ba26f46bc23b36845c9fddb0bdd36eeffac2682590af3d0ccb,468803c21ba5d6b253ab96b82ce6d70f7e2579b3925ff5d086c357b4dc50a4be,ed2c59bd45c8182eae90ee65187a79a96948ae2d422c59246e2623271d4c78aa,b0545de7eab0013e91ce0e020fa47f653ed7e5485a73285ff464236de495755d,67a192f30cd01eaa272fc9818bd0dec87e03ed8b255caf38029ba66ff9129595,2746ae398fabc06e8e68c8d364eaa8fd331fdf8a6c82453f8d3f0e51d1b7d4a2,529cd33fdb0927fc88124e6993cac44ecd5a4b4a01a0b814e8602dfbd99d70cd,35f6414a484e65227b04d3717f37e1f9b609e1020f1cf3513277e267c8f41d4a,992359abafe74141bc0f65ba122c0f0d5efbc1ea0eaeafac16c28f89576ad2cb,abf399d3e32dab7d6f1f035847ff1d5676bf0915004a2f30f4d46dc024f402cc,f3ae646516a81c32a4d686e9f87796b4c64b531a90df52342ab15bfa89226c2c,0.7999651380736701,0.48331179506766775,0.15829142155272466
