model,seed,case_id,prediction_case_id,condition,snr,noise_seed,status,passed,reference_prediction_path,reference_prediction_sha256,reference_p_sha256,input_sha256,checkpoint_sha256,cohort_sha256,thresholds_sha256,original_run_fingerprint,original_source_sha256,all_original_metrics_recomputed,maximum_original_metric_abs_error,fresh_prediction_path,fresh_prediction_sha256,fresh_p_sha256,probabilities_max_abs,fixed_threshold_label_agreement,fresh_macro_auroc_difference,fresh_macro_f1_difference,fresh_ece_difference,numerical_comparison,cross_device_bridge,evidence_note
resnet,43,I__snr_10__noise_303,standard__n303__independent_rms__snr10,I,10,303,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_43/standard__n303__independent_rms__snr10.npz,e7490b557d86d6933677e0dd7d645a71b51498b5d9805bee09445d2df6b481bd,1353d24d604897611f046e68e1f366ac41a03c1e41e8219d2842ab802116da46,4cca537f5eea5b5d6ca82ef45d0358b7471452611b18e7bbe977f9002fd8514c,d2486cf1fdf7bdb8e580e1e920522c530883a8da5246b52e2bdfa2a2d90b6cbd,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,20ba05751abc015180d2a21a59d4d2b4ca7c43a951f89d8691185fa273b000c3,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,43,E__snr_10__noise_404,standard__n404__electrode__snr10,E,10,404,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_43/standard__n404__electrode__snr10.npz,9e4df4e288ef19b024cf44a4c4d49796fb44f0a7ae90fe02957a7137a47e5c0a,15248dc0e6012783422bcfed717fc3ced2519a58daf685ee2bb85b411faf255a,fc7501548d880b83095d2309ef6e16796d4f009b3847b4e6d2f1d864bc9dfca1,d2486cf1fdf7bdb8e580e1e920522c530883a8da5246b52e2bdfa2a2d90b6cbd,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,20ba05751abc015180d2a21a59d4d2b4ca7c43a951f89d8691185fa273b000c3,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,43,I__snr_10__noise_404,standard__n404__independent_rms__snr10,I,10,404,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_43/standard__n404__independent_rms__snr10.npz,16e04e5ccfaafcdb120725adcb4c6e057ae0d776a917e24265c172aec185a52d,3c5e9f84eda24309fe07a29a10e3c7fb97f865025838d817db078df80cc7bcc5,dc05ef41e573ddcb91f35d3658be71e2bf841c76403c1d5b67bfc07df3cf6cf9,d2486cf1fdf7bdb8e580e1e920522c530883a8da5246b52e2bdfa2a2d90b6cbd,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,20ba05751abc015180d2a21a59d4d2b4ca7c43a951f89d8691185fa273b000c3,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,43,E__snr_10__noise_505,standard__n505__electrode__snr10,E,10,505,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_43/standard__n505__electrode__snr10.npz,3b4faffe8359e892904bef4afd80a58b1a1f07cb3d70989b4699027f03d82132,4dcbb259b3fccb7d7e930bd19863d445165ad602a582e29c29eec398da4b5f55,c22add93be122130704cd51011c6203d71a117fed08f0ca09cfe5b2231db026f,d2486cf1fdf7bdb8e580e1e920522c530883a8da5246b52e2bdfa2a2d90b6cbd,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,20ba05751abc015180d2a21a59d4d2b4ca7c43a951f89d8691185fa273b000c3,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,7.450580513657101e-09,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,43,I__snr_10__noise_505,standard__n505__independent_rms__snr10,I,10,505,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_43/standard__n505__independent_rms__snr10.npz,e479b2cb7e5f51613b4373ceabccbd0ecdeb3dc00438b3cfe268e652f1df1c30,1f2fa2006c23507ccb9070ee0f0729250d8d6492e245b7606685124c9c957b70,40f2f74bd5618065dc046256d7aaf6013feb004c515e5cce69c08aa92797d386,d2486cf1fdf7bdb8e580e1e920522c530883a8da5246b52e2bdfa2a2d90b6cbd,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,20ba05751abc015180d2a21a59d4d2b4ca7c43a951f89d8691185fa273b000c3,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,17,clean,clean,clean,,,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_17/clean.npz,196f822e71f66e0964757afe560352153da638b21e747b821f4183432115cc48,74ae5b74ff028b0bed2b0a4ba06509adf4ca67290876e4838b50f57e65364e0d,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,45f3681b1729b5e5f5c33afb1cf9f102055966aa1f79952b616b848eebe0c690,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,signed_control_mechanism/predictions/full/worker_tcn_0/internal_clean/seed_17.npz,8f873531d8af80f5ebe0b0e312f3f22145f5a409d42aa188aaaf29023f7121c2,74ae5b74ff028b0bed2b0a4ba06509adf4ca67290876e4838b50f57e65364e0d,0.0,1.0,0.0,0.0,0.0,fresh_internal_clean_vs_immutable_original_clean_same_assigned_host,False,"Independent fresh clean computation, not a new condition; no claim of a cross-device comparison."
tcn,17,E__snr_0__noise_8128,standard__n8128__electrode__snr0,E,0,8128,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_17/standard__n8128__electrode__snr0.npz,52e453db07f3afe85ab25a854f94f793167754dc0c3117d808f0886ff909a378,40598c8d606d5f79682cf32b9ac0413e66ce26a5b87b6f5e256f795fddc8d56d,b7f3d1fc39ef41f0c7e5fde19c9fdb33643f418220b5beae2b4a25b68357b149,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,45f3681b1729b5e5f5c33afb1cf9f102055966aa1f79952b616b848eebe0c690,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,8.326672684688674e-17,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,17,I__snr_0__noise_8128,standard__n8128__independent_rms__snr0,I,0,8128,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_17/standard__n8128__independent_rms__snr0.npz,a94ee13eb73bafdd9410d01cfa0ca5be42c07e780b5e54af77028bb35fb95fca,68cea6637bde1e1e61155ea6e5268614fb1f6cc69c358e13f7e5a34f874ca01a,25906cf56405bdae430b0cb33fc5c894b641d005d5e0638db02626962cf86f9b,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,45f3681b1729b5e5f5c33afb1cf9f102055966aa1f79952b616b848eebe0c690,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,17,E__snr_0__noise_101,standard__n101__electrode__snr0,E,0,101,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_17/standard__n101__electrode__snr0.npz,1e815ce82f66440165b53f8d046189ce70c3b6373e020ec0b8eb56bbcedc7f5f,68d688de90ec6ccf83a7c2e98bd8a25cbfa429ce71c889f956ce4d8658e3e9de,e372ac625f7d1fdca9a8dbef6073c43da2445cc0f77fffa03ae2ab075bb8f2b5,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,45f3681b1729b5e5f5c33afb1cf9f102055966aa1f79952b616b848eebe0c690,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,8.326672684688674e-17,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,17,I__snr_0__noise_101,standard__n101__independent_rms__snr0,I,0,101,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_17/standard__n101__independent_rms__snr0.npz,35306fa0cf80acd8110a8dbf8f76cd9cc34c1ace6fd5ea9b9acac9825c62f4da,0f2ad21d58fd50805c5dbbf520446feaa016abf7d1f4e81bd1609e4cfe251352,645e88fea28f6de2c9c8bec7fe9f5dc382fd647d827b1a0a1dea643a9dcb6653,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,45f3681b1729b5e5f5c33afb1cf9f102055966aa1f79952b616b848eebe0c690,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,17,E__snr_0__noise_202,standard__n202__electrode__snr0,E,0,202,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_17/standard__n202__electrode__snr0.npz,3c9ce2e253647defe472c9751fba0aa5c9b1a542264149d0c4158ee5953409bc,9fcde8926fe776ed52c9abdfe9d8bc7f8e2bcd6b0c703cd63877ae64b63504d7,ebb2e60939c20fbdc7021b503b4154d20dc64e8743aade8ff0162325fc376218,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,45f3681b1729b5e5f5c33afb1cf9f102055966aa1f79952b616b848eebe0c690,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,17,I__snr_0__noise_202,standard__n202__independent_rms__snr0,I,0,202,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_17/standard__n202__independent_rms__snr0.npz,61e06ae20a14c75ea8a424f8086cef6c0e24b6870bdccbc35cb37501baae26f2,706a68fc29ec18ec7e2e477da90dafc615b251017da43e91fb0fe749ef553d86,9a7b17eb56d13c02a6119fbf3ac49a8f4c072a45c83d59c83a6ebf5003739c85,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,45f3681b1729b5e5f5c33afb1cf9f102055966aa1f79952b616b848eebe0c690,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,17,E__snr_0__noise_303,standard__n303__electrode__snr0,E,0,303,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_17/standard__n303__electrode__snr0.npz,b18690922b6b0e4195f430addb8584c8dd5589a580159c9f51639e98bffdbe67,413e2c473f8f76c0106b1b5b1b7154980a74731cb9267d8c13bedb8366174e4a,b857ed34aea876a9ea653fb6930a38eb9b517ecf2c81adc409178a704a80ef37,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,45f3681b1729b5e5f5c33afb1cf9f102055966aa1f79952b616b848eebe0c690,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,17,I__snr_0__noise_303,standard__n303__independent_rms__snr0,I,0,303,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_17/standard__n303__independent_rms__snr0.npz,35ecbe86ff1c7f0d46b21086ac2db33e357b8cdf663606c54f3f6c868a0578a9,bbdb48802dfee065571c33818260225261bdc9eb8a20d07c669d69181c325c77,e7d0b59426ed89bc126f168ab5470e76731871a876717d4759ed05591d438457,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,45f3681b1729b5e5f5c33afb1cf9f102055966aa1f79952b616b848eebe0c690,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,5.551115123125783e-17,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,17,E__snr_0__noise_404,standard__n404__electrode__snr0,E,0,404,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_17/standard__n404__electrode__snr0.npz,aa4de06c3c40c92e852c5533526f82d23cd5e0801254b3ee604cfad6e00b21fa,0797636176f0201a85081570cb55784361cce91360305cf611d4912bb89cba97,0cbfd65142656d2a4539e8a5e14d4477612faf9c6c24ff0f5d758e573cb0c418,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,45f3681b1729b5e5f5c33afb1cf9f102055966aa1f79952b616b848eebe0c690,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,5.551115123125783e-17,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,17,I__snr_0__noise_404,standard__n404__independent_rms__snr0,I,0,404,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_17/standard__n404__independent_rms__snr0.npz,77bf05180dc5c247c18c2b35bc7f61b595c1f30bd5f4667faf0c27d88e0675b7,289be15d91c635641a7c5bed205b938df864145bc4f1f3f527b14ab5f032d0da,b9685535e0d715ed9954ee60e7ab5fe88109a982718286ff18519e20e4dca459,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,45f3681b1729b5e5f5c33afb1cf9f102055966aa1f79952b616b848eebe0c690,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,17,E__snr_0__noise_505,standard__n505__electrode__snr0,E,0,505,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_17/standard__n505__electrode__snr0.npz,8e5e9f8c2c050e6ad1201901809d9227f52d896ab25939d5bac40fef524bb693,01c131339cd840e189c5bcaa2dc0408f8825aaad5eba15675c3db7de6496afd9,42b6424cc834cef160a7cb3f74c5dfcc17f21eeab757205a60a26c8986fbff79,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,45f3681b1729b5e5f5c33afb1cf9f102055966aa1f79952b616b848eebe0c690,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,5.551115123125783e-17,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,17,I__snr_0__noise_505,standard__n505__independent_rms__snr0,I,0,505,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_17/standard__n505__independent_rms__snr0.npz,defa020a328ce6e8df45aef853e965716ac0367a2929b916f59e34fdb48b6914,13a6ebe5e217c404e1df7b21d164fb13a998b01da80d100a810e4efaa4622454,ce3dcc966a294de3f65ce5c8391a420750abbaa2fd697122f8d6836e7100a9aa,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,45f3681b1729b5e5f5c33afb1cf9f102055966aa1f79952b616b848eebe0c690,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,8.326672684688674e-17,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
tcn,17,E__snr_5__noise_8128,standard__n8128__electrode__snr5,E,5,8128,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/tcn/seed_17/standard__n8128__electrode__snr5.npz,5cb13e7b2e564d9323370eb8199316b435d69048bea0e399a29be0dab8ec05c0,1a358df9b5edc96dbc5805af6e0797d0363ea483c2cdc433991386bbccba99aa,a114022f00f77977526a8a7b16dd997e3a58abcbd77c090af1d926369049c636,6ab54c8261689377c6c10f99db394501b9049ed832793c6ff2ebd827b5d95eec,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,45f3681b1729b5e5f5c33afb1cf9f102055966aa1f79952b616b848eebe0c690,84cba5ac1aa33634d663eccbbb277738657d998f0664727a56c99c922dbc8583,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
