model,seed,case_id,prediction_case_id,condition,snr,noise_seed,status,passed,reference_prediction_path,reference_prediction_sha256,reference_p_sha256,input_sha256,checkpoint_sha256,cohort_sha256,thresholds_sha256,original_run_fingerprint,original_source_sha256,all_original_metrics_recomputed,maximum_original_metric_abs_error,fresh_prediction_path,fresh_prediction_sha256,fresh_p_sha256,probabilities_max_abs,fixed_threshold_label_agreement,fresh_macro_auroc_difference,fresh_macro_f1_difference,fresh_ece_difference,numerical_comparison,cross_device_bridge,evidence_note
resnet,29,I__snr_5__noise_101,standard__n101__independent_rms__snr5,I,5,101,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n101__independent_rms__snr5.npz,ae638ee23b240963809eb5b29b23d8a0121e1605be3c5c4d35d009b3cfff3f7d,3828006c1be5294a9211fa6894de7159474b20a0878e3a9e6a31df339a9b89c1,d49ac1d77ee75afd3789bb2ceff039ce8d719c2ca6f6a349c9c17f7098b08599,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,7.4505805691682525e-09,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,E__snr_5__noise_202,standard__n202__electrode__snr5,E,5,202,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n202__electrode__snr5.npz,2c1d864e013d4f16640ada3e87b1bea3a5f080e3facd328109fb8efab64d505b,bb1126a818caf52c30f545bda026678870cd726271a73478760bc51c9d4a6327,6c3f29be5575354876cd0d27a39ced457ab439a24964f15c6afe323c5cda1cd5,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,5.960464477539063e-08,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,I__snr_5__noise_202,standard__n202__independent_rms__snr5,I,5,202,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n202__independent_rms__snr5.npz,62df0d04c6b2d1f050107de112a08d1896e5386ea46789ad45244212d7011a20,75cb003cf5e25aa1f84c785ca5d3954e77bf82de30d44992f83d9f5634992db7,0360ee49bce1989641f1db50607d38189be93cd3e3f0c15d2967aeceb8879683,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,8.326672684688674e-17,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,E__snr_5__noise_303,standard__n303__electrode__snr5,E,5,303,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n303__electrode__snr5.npz,e51400a678cadcdc85308dd38b4f52dd92d4b9271b838304315712114356a4e6,170f0b62eef7db915d53d3b68132a22539eac34f849352d9fc5a73b1d0756258,11085aab3b59af30ed304293a4d6b71096b369fe6a48bc66e37a8d7f0b8ef749,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.4901161207725444e-08,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,I__snr_5__noise_303,standard__n303__independent_rms__snr5,I,5,303,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n303__independent_rms__snr5.npz,17d1438d5c750041f9f8c9ab2507ef0343aeb8e2da1e513f959877406571f47b,8d38d33181677b42bd3247f20e70aaa59f6365ab4cc52417af52978e3dc740cf,c20aab6721faa0e8591c24d76190edbb47049c50f9ed46c7a86ae50545ff5794,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.4901161207725444e-08,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,E__snr_5__noise_404,standard__n404__electrode__snr5,E,5,404,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n404__electrode__snr5.npz,0de0d3e1d997900b425d491d062e850b676a785a45b6530926ea1223f7ee64c8,aeff913bf83032d10a7a02f95a3e5b4d88acbdb4aa2f2a3ab2675871cfd1c753,b87c690599f9e43fd18ff01ff673d41836632423c4e2b1a4f7594389236e9e02,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,5.960464477539063e-08,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,I__snr_5__noise_404,standard__n404__independent_rms__snr5,I,5,404,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n404__independent_rms__snr5.npz,1062f0624a8201cd3718d040995f3f367e3b979de9722fd06756aed00b6ea63b,8f46a4cee79994844ebb5bfe8e396df8107ac227c5a71a4ba1dd3a3ae4790c8e,39d832fbf0ea92025813b71fe99c3a23638662e68df3c98584f1e9933048a487,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1920928955078125e-07,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,E__snr_5__noise_505,standard__n505__electrode__snr5,E,5,505,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n505__electrode__snr5.npz,53ec8b47eb2661a7b060cc3274a2aaa78dc3bd498c4aa44c46bda6133e06f30b,888230f7a2a7eb1820c91dbfd5462407ae8bab3b4a019ec7966645c590ea5252,55993a149666eee52bca0be88f2fce8d7c3203c66b73c39bf19371aee26ad4a6,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.4901161207725444e-08,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,I__snr_5__noise_505,standard__n505__independent_rms__snr5,I,5,505,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n505__independent_rms__snr5.npz,da8b04a0e3ac5100c8165cba468d42c0988e3f951783dbf5e7434f0bc8038270,ece2f37d8f08bfc968fe5245323137efe358f3fa647abb40086c4c54bf405d67,2e1ebb8fee3c5cfc3af7c2a5eede4bb35c6eed8e806f604d6181ebc212b9c620,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,8.326672684688674e-17,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,E__snr_10__noise_8128,standard__n8128__electrode__snr10,E,10,8128,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n8128__electrode__snr10.npz,b688a3dee9965a34052e7f9272c6ac76283aebd8204f76d50bf03cfd4cfba5fa,14ae5064a632760c46bb049d0ad7a3c0bb37062845a0a9d734c34714ba234b37,f3748f9ddb4fcc1a68c5173fc418ec9284195cab1bb36f491b124eebf0a7d449,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.4901161138336505e-08,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,I__snr_10__noise_8128,standard__n8128__independent_rms__snr10,I,10,8128,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n8128__independent_rms__snr10.npz,4c372fc9f45af2c02cc273be8ad95357cef2577edf4e9eb43bc5b5f35ca4006b,eefc6cecccf6f8c9c4e5fc21ef7c48ec8ae7cd572c0b2d3870ba888b7ce35f80,52a737fdeb584852a0d45c42729c1a3c8a4457e5b51ab403ca1fd00fd4b40bb9,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.4901161193847656e-08,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,E__snr_10__noise_101,standard__n101__electrode__snr10,E,10,101,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n101__electrode__snr10.npz,979f7034afb70bde1ad9429e23ed9f043aa061310a8f04f9f6293c657f8e618b,0d1c33a81ae7a21c37d8299d63111673379d569bef9164ef500c4dfd6ada1a49,e1c5a093c971f8dd322ef87c4a61793f2d978a2d00dc936ce1086c33dc58d528,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,7.450580596923828e-09,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,I__snr_10__noise_101,standard__n101__independent_rms__snr10,I,10,101,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n101__independent_rms__snr10.npz,649fa1f2e1351763720d50c29a2f2e568677ea2c5e8b2da9c130a8e67c17d33e,06a0e233d545e5ba7388c71053fe0beced64837958363f7b45415e1df9be7026,2e11974ad9bf84a2a653ea36780b96e915ea2f3150c9ce8d696e750a95c83949,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1920928955078125e-07,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,E__snr_10__noise_202,standard__n202__electrode__snr10,E,10,202,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n202__electrode__snr10.npz,45d6e35e8dacda42ebf16c7a0db822743490b48e2f927f406d60f845b14ba1e5,7d9e675cdf42e1777e4bd3b5cd4b689e697fc7442d0061a18962f778958eba14,3d70887ac00be71d38641e553b5714375d65d43e8ab541234506fbea4dc34e40,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,I__snr_10__noise_202,standard__n202__independent_rms__snr10,I,10,202,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n202__independent_rms__snr10.npz,67fceac5079541cafc5b836b7f9001ac852bbcad272c6d165c50c674a2ab0dbf,9730ce87c36649255dd312db57eedef8bae8ab7b2327017940290df16e5a13b5,fa03e8ff81a47d8c5aba08b3ed4465ae3a01e93831fe18abff00db5f891a5c45,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,E__snr_10__noise_303,standard__n303__electrode__snr10,E,10,303,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n303__electrode__snr10.npz,c8a31751153800b1c12b3d4561896c61d37f62d6ae1a7feec5007d4fcd4066b9,b8517f3a0ceade76ac52716b6af019d00e1eae3faeb3be20f5188ff14b383c31,d27221228a6175077197c5969fe2e636abdf77f352110f583ed6244c3f94b2e2,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,7.450580694068343e-09,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,I__snr_10__noise_303,standard__n303__independent_rms__snr10,I,10,303,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n303__independent_rms__snr10.npz,1eb1929d7111414703bdcd95478483c2e3cc911d174ac3575b915c0873cd6580,46dd8f37f6b4e6a17864c7efc35ba281098765ed8d8d493957301d394a91f2c7,4cca537f5eea5b5d6ca82ef45d0358b7471452611b18e7bbe977f9002fd8514c,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.1102230246251565e-16,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,E__snr_10__noise_404,standard__n404__electrode__snr10,E,10,404,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n404__electrode__snr10.npz,fa19cd639903a2909952cf2d1450a15b7cd0ce79f2637abf0f564a957fb3ef64,1a20eff4485fbdb80a7165297080330d3dac2cb2ed505439bcc8c1f03261827e,fc7501548d880b83095d2309ef6e16796d4f009b3847b4e6d2f1d864bc9dfca1,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,5.960464477539063e-08,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,I__snr_10__noise_404,standard__n404__independent_rms__snr10,I,10,404,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n404__independent_rms__snr10.npz,d102fb88095dae32b9362630e3f9914c7a5aef66fd02ec9bf7b49f9d698ff945,755f4e3df9742ef77e45aea24315d1d7d9e521bffe50c72f05f3c5a8626bb519,dc05ef41e573ddcb91f35d3658be71e2bf841c76403c1d5b67bfc07df3cf6cf9,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,7.450580555290465e-09,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,E__snr_10__noise_505,standard__n505__electrode__snr10,E,10,505,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n505__electrode__snr10.npz,0b3ae00cda5a8fd1748c804c3f8e378969344ba0c223c9b20c28b5f2a104a7bf,863b358a9393309e79852d8f0e1086272d5ae540aa81788732b3249ff17b0c61,c22add93be122130704cd51011c6203d71a117fed08f0ca09cfe5b2231db026f,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,7.450580666312767e-09,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,29,I__snr_10__noise_505,standard__n505__independent_rms__snr10,I,10,505,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_29/standard__n505__independent_rms__snr10.npz,274f657e6d32ee2e6fbca8ca8cf842e3d82096de74f3b75a6eed68d916cc74b1,96c58d14cda4a33d9013c52d260802f2c3246c58eaa1b8798ef48be2c5c554b3,40f2f74bd5618065dc046256d7aaf6013feb004c515e5cce69c08aa92797d386,d88f9588b099e1dd5dddb32a3258f043ae873f62694eb9af5bcc9755ac8d2f5a,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,6764877ad0aba668843ec6b3196643034675a64db9a5abf739f975a8b1e2b837,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,1.7881393432617188e-07,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,43,clean,clean,clean,,,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_43/clean.npz,55dcce70dc4001fda86025d9dc0b9f525cb95440eed930b6a52dc2f1eb825391,a068a235e684b4104c2d0a3532efef7015ab093ca4be72a4d2aec2e903fa4a90,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,d2486cf1fdf7bdb8e580e1e920522c530883a8da5246b52e2bdfa2a2d90b6cbd,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,20ba05751abc015180d2a21a59d4d2b4ca7c43a951f89d8691185fa273b000c3,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,7.450580680190555e-09,signed_control_mechanism/predictions/full/worker_resnet_0/internal_clean/seed_43.npz,bb7c8c131e4b9ebd5157a97b85a2b34a6d74cde47cb0e72b4319f6ef0d59230a,a068a235e684b4104c2d0a3532efef7015ab093ca4be72a4d2aec2e903fa4a90,0.0,1.0,0.0,0.0,0.0,fresh_internal_clean_vs_immutable_original_clean_same_assigned_host,False,"Independent fresh clean computation, not a new condition; no claim of a cross-device comparison."
resnet,43,E__snr_0__noise_8128,standard__n8128__electrode__snr0,E,0,8128,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_43/standard__n8128__electrode__snr0.npz,b5a83bec4259bfa96030e00b60a255a96b89c734acb635da98ab7fd91b8bcd27,1a8a2b8d0016918e79a88333a9011a0aaf43ec22c79d55d75a9cc14c6fcfed88,b7f3d1fc39ef41f0c7e5fde19c9fdb33643f418220b5beae2b4a25b68357b149,d2486cf1fdf7bdb8e580e1e920522c530883a8da5246b52e2bdfa2a2d90b6cbd,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,20ba05751abc015180d2a21a59d4d2b4ca7c43a951f89d8691185fa273b000c3,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,8.326672684688674e-17,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,43,I__snr_0__noise_8128,standard__n8128__independent_rms__snr0,I,0,8128,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_43/standard__n8128__independent_rms__snr0.npz,71536aa76d81831553b0b48c772a33366f4000008d5f22e77eafbaed8ac3988a,73e13791b2bdf76028d7daf03a7905b35164bec9cc35f0c21aeaaa877f68cc2a,25906cf56405bdae430b0cb33fc5c894b641d005d5e0638db02626962cf86f9b,d2486cf1fdf7bdb8e580e1e920522c530883a8da5246b52e2bdfa2a2d90b6cbd,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,20ba05751abc015180d2a21a59d4d2b4ca7c43a951f89d8691185fa273b000c3,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,8.326672684688674e-17,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
resnet,43,E__snr_0__noise_101,standard__n101__electrode__snr0,E,0,101,verified_immutable_reuse,True,methodology_supplement/results/predictions/full/resnet/seed_43/standard__n101__electrode__snr0.npz,3f806fd96bcd9d49111fd0da44b1848f264b364213157ea0697ed047713e5527,a85c7b83fa6e8b8dca12629754c7d3fdb49fe1e2b1bc8f8ed3e56186f0461990,e372ac625f7d1fdca9a8dbef6073c43da2445cc0f77fffa03ae2ab075bb8f2b5,d2486cf1fdf7bdb8e580e1e920522c530883a8da5246b52e2bdfa2a2d90b6cbd,bf8e9c8aae5066cf8e49d3f701dcc9b3236b12dfe38fe034c1194f261670e9e7,20ba05751abc015180d2a21a59d4d2b4ca7c43a951f89d8691185fa273b000c3,8c34291679df86ee9005f5ec8dae8741de853475e1f2870299ee2226b8bb3c51,71d6ecf41388929ce16b6bdc71dda3c8519feac3aa4fb04538d7bf7b1d42fbc2,True,5.551115123125783e-17,,,,,,,,,not_applicable_immutable_file_reused_no_fresh_E_I_inference,False,File SHA and stored probability SHA validate the immutable reference; no self-comparison is presented as a numerical bridge.
