object,snr,noise_seed,mode,n_valid,n_null,mean,sd,median,q1,q3,iqr,min,max
E_input,5,303,,2158,0,1.03783441835072e-06,6.751456644690634e-07,9.073723085495532e-07,5.943364207087165e-07,1.3152231740490209e-06,7.208867533403043e-07,1.90536817449683e-08,8.909414569187468e-06
I_noise,5,303,,2158,0,0.3742679255853505,0.008881008774757736,0.37442437595465095,0.3683433167674861,0.38022789014428304,0.011884573376796936,0.3481394359495109,0.401968403665799
I_input,5,303,,2158,0,0.08992410069625283,0.0022494534445062853,0.0899521166633592,0.08839696985401874,0.09149031919935148,0.0030933493453327437,0.08317258094503954,0.09680081998065794
S_noise,5,303,S_00,2158,0,0.45300179532421,0.00915696870653,0.4529347981326827,0.4471627735221958,0.45912515545379323,0.011962381931597432,0.4226373401218886,0.4830099476975285
S_input,5,303,S_00,2158,0,0.10885671475966385,0.0022870145996496637,0.10883409105149683,0.10732190745487416,0.11043129883497094,0.0031093913800967765,0.10130234954092049,0.11613650721191203
S_noise,5,303,S_01,2158,0,0.3141087440814964,0.009653978491250699,0.31392317933471375,0.30756843651470067,0.32067980218188064,0.013111365667179964,0.28122577376246166,0.34495568729293113
S_input,5,303,S_01,2158,0,0.07548866646241832,0.0023980994192382083,0.07547254028394786,0.07383790122857925,0.07713649892705812,0.0032985976984788723,0.0680673909133921,0.08363664711432708
S_noise,5,303,S_02,2158,0,0.23154500790451973,0.009181497475215215,0.23123826712569562,0.2250512360431966,0.23769339529363245,0.012642159250435853,0.20428133762156472,0.262234762883398
S_input,5,303,S_02,2158,0,0.05563164348763763,0.002284013688899266,0.055540030650235064,0.05399364328156274,0.057188483059002176,0.003194839777439437,0.049016012401360845,0.06298588764201758
S_noise,5,303,S_03,2158,0,0.5557537771598314,0.010334435377148758,0.5557546373673112,0.5487470746251207,0.5627674025274492,0.014020327902328433,0.5202230042480259,0.5886370053778553
S_input,5,303,S_03,2158,0,0.13350566205747144,0.002622897527436198,0.1334594303148175,0.13171917419588505,0.13529918330062873,0.003580009104743681,0.12511518222856788,0.14279377125792045
S_noise,5,303,S_04,2158,0,0.4991521915858325,0.009342232986011332,0.4992614923590335,0.4928467895995965,0.5055555669649671,0.012708777365370572,0.4680605941841402,0.5294076289708902
S_input,5,303,S_04,2158,0,0.11991226204989737,0.0023944703930802577,0.1199498065989871,0.11834808372190979,0.12155969463221342,0.0032116109103036278,0.11230015601632912,0.12826125383449344
E_noise,5,404,,2158,0,1.1134442798113826e-15,1.9470531593429066e-16,1.088073850241405e-15,9.742242560481726e-16,1.2201389247061848e-15,2.4591466865801215e-16,7.156619248491984e-16,2.005464358358936e-15
E_input,5,404,,2158,0,1.0384121907262175e-06,6.76836940038922e-07,9.097478693405871e-07,5.935281775713484e-07,1.3263675217983969e-06,7.328393442270484e-07,1.895921633238292e-08,8.874201789961575e-06
I_noise,5,404,,2158,0,0.37451933661931924,0.008809278805956092,0.37442550545086195,0.36868108112561426,0.3804050533676051,0.011723972241990843,0.3372542413585363,0.40417248528892424
I_input,5,404,,2158,0,0.08998156958561024,0.0022336916969848833,0.08996073630381941,0.08852589649641701,0.09144577220850106,0.002919875712084047,0.08104531928351938,0.09853416162620376
S_noise,5,404,S_00,2158,0,0.4529516227232325,0.009228621821358175,0.4529692099169199,0.44658569895085287,0.4591242477183718,0.01253854876751892,0.4219553379548042,0.48337463952783516
S_input,5,404,S_00,2158,0,0.10883339052172958,0.002328151955955612,0.10879474726061744,0.10728743708871996,0.11037214205724138,0.0030847049685214234,0.10118235718334928,0.11679050770079914
S_noise,5,404,S_01,2158,0,0.31431202901878147,0.00976499566213327,0.3143262383935108,0.3078728181809194,0.32093785080993653,0.013065032629017148,0.2838514298040282,0.34654806123837034
S_input,5,404,S_01,2158,0,0.07554314304881643,0.002429026662233748,0.07552794397543937,0.07395881594740522,0.07715020190838186,0.0031913859609766365,0.06804278821254882,0.08422296271696464
