epoch,train_loss,val_loss,val_macro_auroc,val_macro_ap,val_macro_auroc_defined_classes,val_macro_ap_defined_classes,auroc_class_count,selection_metric,selection_score,epoch_compute_seconds,elapsed_seconds
1,0.4564531987820373,0.41092841203592695,0.8495074834510989,0.6531527050007726,0.8495074834510989,0.6531527050007726,5,macro_auroc,0.8495074834510989,27.170960000017658,27.19938240002375
2,0.36113537568533566,0.38652892114953913,0.87570268753303,0.7061083918013076,0.87570268753303,0.7061083918013076,5,macro_auroc,0.87570268753303,27.634905399987474,54.880361299961805
3,0.33470090204255415,0.3410815147462562,0.8904265726082278,0.7346578613162368,0.8904265726082278,0.7346578613162368,5,macro_auroc,0.8904265726082278,27.29576749994885,82.22395939996932
4,0.31642661850225223,0.34839298143524605,0.8939308637536861,0.7470043920947308,0.8939308637536861,0.7470043920947308,5,macro_auroc,0.8939308637536861,26.767246400006115,109.03690710000228
5,0.3088985160603732,0.3446195580530478,0.9014792113601834,0.7632162363139837,0.9014792113601834,0.7632162363139837,5,macro_auroc,0.9014792113601834,26.848124800017104,135.9257550999755
6,0.2996442138492796,0.34137091843301964,0.9037153477267059,0.7677943450307833,0.9037153477267059,0.7677943450307833,5,macro_auroc,0.9037153477267059,26.740065000019968,162.7269223999465
7,0.29251709507154205,0.3158129337560542,0.9086335414934916,0.7798118131020484,0.9086335414934916,0.7798118131020484,5,macro_auroc,0.9086335414934916,27.343080599908717,190.11094069993123
8,0.2889410758626961,0.32921198618711983,0.9092999453462621,0.7791008306704734,0.9092999453462621,0.7791008306704734,5,macro_auroc,0.9092999453462621,27.96266520000063,218.11483019997831
9,0.28582613499151743,0.33064703364185605,0.9104690904440581,0.782648311152684,0.9104690904440581,0.782648311152684,5,macro_auroc,0.9104690904440581,26.95405619998928,245.1129743999336
10,0.2790947869870122,0.33163066506941297,0.9105576322139814,0.7811149617105839,0.9105576322139814,0.7811149617105839,5,macro_auroc,0.9105576322139814,26.979267699993216,272.13661069993395
11,0.27581176175721717,0.3296309335145124,0.9143419228562983,0.7896904931074491,0.9143419228562983,0.7896904931074491,5,macro_auroc,0.9143419228562983,27.363753599929623,299.545891799964
12,0.2745318402383791,0.32795330412678925,0.913590746469124,0.7845825873347864,0.913590746469124,0.7845825873347864,5,macro_auroc,0.913590746469124,27.184857500018552,326.77908040001057
13,0.2702429480894308,0.30705348693202394,0.9161754213857611,0.791572034121368,0.9161754213857611,0.791572034121368,5,macro_auroc,0.9161754213857611,27.699222199968062,354.50764109997544
14,0.2679807409221968,0.34610647849134496,0.914609063614298,0.7908974774987031,0.914609063614298,0.7908974774987031,5,macro_auroc,0.914609063614298,26.90943270002026,381.45910089998506
15,0.263144795759532,0.3369435836584459,0.9146446609883089,0.7904167314484213,0.9146446609883089,0.7904167314484213,5,macro_auroc,0.9146446609883089,27.290383500047028,408.772202400025
16,0.2657525664161838,0.3200732589823446,0.9164781440696176,0.7917347356688548,0.9164781440696176,0.7917347356688548,5,macro_auroc,0.9164781440696176,27.534619600046426,436.3314562999876
17,0.26288620811160734,0.3152077698529822,0.9173475584569266,0.7952963503887378,0.9173475584569266,0.7952963503887378,5,macro_auroc,0.9173475584569266,27.093691000016406,463.4656337000197
18,0.2568828378355048,0.29481141478906475,0.920895421741899,0.8007639207442981,0.920895421741899,0.8007639207442981,5,macro_auroc,0.920895421741899,27.436305499984883,490.94315669999924
19,0.25411067070237536,0.3174559178190151,0.9188221953769016,0.7975041687827937,0.9188221953769016,0.7975041687827937,5,macro_auroc,0.9188221953769016,26.822997999959625,517.8128021999728
20,0.25707737986348156,0.3078100967385007,0.9212048779033228,0.8003022841179316,0.9212048779033228,0.8003022841179316,5,macro_auroc,0.9212048779033228,27.03683490003459,544.8748433999717
21,0.2553915319119536,0.3095585376663066,0.9198690660985921,0.7987748965375436,0.9198690660985921,0.7987748965375436,5,macro_auroc,0.9198690660985921,26.930914400028996,571.8466956999619
22,0.25599927594220157,0.3132490317119357,0.9169403959904032,0.7942152425388195,0.9169403959904032,0.7942152425388195,5,macro_auroc,0.9169403959904032,27.08795930002816,598.9635352999903
23,0.24938445602304007,0.36058361865823113,0.9170511784398286,0.7953063542432047,0.9170511784398286,0.7953063542432047,5,macro_auroc,0.9170511784398286,26.847014900064096,625.8346536000026
24,0.24896080912317836,0.3563434033336088,0.9176129820001503,0.796298963983794,0.9176129820001503,0.796298963983794,5,macro_auroc,0.9176129820001503,26.63788910000585,652.4975647999672
25,0.24651610024414697,0.3254681738980552,0.919205072600878,0.796906957984848,0.919205072600878,0.796906957984848,5,macro_auroc,0.919205072600878,26.757126300013624,679.283222099999
