epoch,train_loss,val_loss,val_macro_auroc,val_macro_ap,val_macro_auroc_defined_classes,val_macro_ap_defined_classes,auroc_class_count,selection_metric,selection_score,epoch_compute_seconds,elapsed_seconds
1,0.44142271304130554,0.39998197889328,0.850614350962464,0.6606947350802861,0.850614350962464,0.6606947350802861,5,macro_auroc,0.850614350962464,12.742984400014393,14.775018400046974
2,0.3238511307239533,0.3457812023162842,0.8838795002373839,0.7394190477897823,0.8838795002373839,0.7394190477897823,5,macro_auroc,0.8838795002373839,12.320151399937458,27.139003599993885
3,0.2914379982948303,0.34064687633514407,0.8826708257241348,0.7388489063473009,0.8826708257241348,0.7388489063473009,5,macro_auroc,0.8826708257241348,12.334319400019012,39.52206049999222
4,0.26939701199531557,0.36124437594413755,0.8844229269021915,0.7346875235745761,0.8844229269021915,0.7346875235745761,5,macro_auroc,0.8844229269021915,12.347878400003538,51.89545050007291
5,0.23686918139457702,0.44198631620407103,0.8830019777284466,0.7375436036341761,0.8830019777284466,0.7375436036341761,5,macro_auroc,0.8830019777284466,12.33289750001859,64.27619500004221
6,0.20408517825603484,0.3892150547504425,0.8820045920274596,0.7375023725365825,0.8820045920274596,0.7375023725365825,5,macro_auroc,0.8820045920274596,12.373839300009422,76.67823010007851
7,0.17803785634040833,0.42489142513275147,0.8778893791707935,0.7269737757863044,0.8778893791707935,0.7269737757863044,5,macro_auroc,0.8778893791707935,12.445201999973506,89.15029020002112
8,0.1439623911380768,0.38710407876968383,0.885654696414651,0.7374479497301661,0.885654696414651,0.7374479497301661,5,macro_auroc,0.885654696414651,12.439230999909341,101.61934069998097
9,0.11143926590681076,0.5026527543067932,0.8805867734880707,0.7321856480828911,0.8805867734880707,0.7321856480828911,5,macro_auroc,0.8805867734880707,12.40267069998663,114.07304220006336
10,0.0974049357175827,0.5651278920173645,0.8704820146083566,0.7139365140263026,0.8704820146083566,0.7139365140263026,5,macro_auroc,0.8704820146083566,12.477030400070362,126.57741400005762
11,0.07239296793937683,0.454340437412262,0.8755050612493745,0.7239351105643935,0.8755050612493745,0.7239351105643935,5,macro_auroc,0.8755050612493745,12.43472160003148,139.03768690000288
12,0.055027305424213406,0.50294327044487,0.87374402852412,0.7180400921857949,0.87374402852412,0.7180400921857949,5,macro_auroc,0.87374402852412,12.3674914999865,151.44317910005338
13,0.056916060507297514,0.5429229526519775,0.8819326908848903,0.7296064917354279,0.8819326908848903,0.7296064917354279,5,macro_auroc,0.8819326908848903,12.348116000066511,163.81755470007192
14,0.043932656586170196,0.5989078598022461,0.8788939340505655,0.7201553669679323,0.8788939340505655,0.7201553669679323,5,macro_auroc,0.8788939340505655,12.383912999997847,176.22673940006644
15,0.03983455550670624,0.7248200440406799,0.8722204047649269,0.7207573082847201,0.8722204047649269,0.7207573082847201,5,macro_auroc,0.8722204047649269,12.362363200052641,188.61616640002467
