object,snr,noise_seed,mode,n_valid,n_null,mean,sd,median,q1,q3,iqr,min,max
S_input,5,404,S_02,100,0,0.05592839334416884,0.002201250483297608,0.05596505265654534,0.054313108797779834,0.05740607755618761,0.0030929687584077756,0.050283661347869074,0.06031301263365596
S_noise,5,404,S_03,100,0,0.5564895268859525,0.010282846497241259,0.5577432991251272,0.5483129790398859,0.5637928592317835,0.01547988019189761,0.5329879567617514,0.5789986465182535
S_input,5,404,S_03,100,0,0.133644871688349,0.0027245266760704944,0.1338815060561075,0.13193070144091384,0.1358143024666714,0.0038836010257575493,0.12766679656333138,0.1393560628899133
S_noise,5,404,S_04,100,0,0.49963409565500877,0.009268598339334506,0.5007769431060518,0.4928314199949438,0.5063440204988316,0.013512600503887862,0.4763226285754913,0.5195700081345153
S_input,5,404,S_04,100,0,0.1198308917937537,0.002419316483897222,0.11985648876617686,0.1181917078689914,0.12137598550729481,0.0031842776383034094,0.11315224090941202,0.12479658294575798
E_noise,5,505,,100,0,1.0866606288954254e-15,1.7878847680933797e-16,1.057212508363364e-15,9.739748843074963e-16,1.1808537309993002e-15,2.0687884669180385e-16,7.320503909147474e-16,1.7428852094821985e-15
E_input,5,505,,100,0,9.258671820125525e-07,5.486408440151558e-07,8.869853172536393e-07,5.919040500273225e-07,1.1092162598337416e-06,5.173122098064191e-07,4.65294113978208e-08,3.0651328916935604e-06
I_noise,5,505,,100,0,0.37371617269194685,0.008567587497260748,0.373469306094127,0.3678515436760984,0.37973024235156344,0.011878698675465038,0.3531704937881148,0.39512593104578236
I_input,5,505,,100,0,0.08983569074369142,0.0021034972242765237,0.08960084132884738,0.08840731867827423,0.09143469531015778,0.0030273766318835577,0.08467541619101802,0.09452769639767204
S_noise,5,505,S_00,100,0,0.4527832343039993,0.009594688484295079,0.45232076427994655,0.4465473420196683,0.45910967169947997,0.01256232967981169,0.4335020494360292,0.4772701797059998
S_input,5,505,S_00,100,0,0.10885954080926658,0.0024494360344380108,0.10893810485781122,0.10704597263795851,0.11052218453778816,0.003476211899829648,0.10366360336052108,0.1141678407507504
S_noise,5,505,S_01,100,0,0.314300653476828,0.009715526750007555,0.31422600613030405,0.3074704415206933,0.32073749894968034,0.013267057428987039,0.294729858734558,0.3375397118503281
S_input,5,505,S_01,100,0,0.07555387763852577,0.0024791723002366853,0.07553067018128715,0.07387263695566852,0.07714531816514969,0.003272681209481168,0.07059122886188245,0.08114519386893826
S_noise,5,505,S_02,100,0,0.2316888913975044,0.009999158261248234,0.23117245577209816,0.22456104390658194,0.2390615277589085,0.014500483852326551,0.2102504778822542,0.2538592782840804
S_input,5,505,S_02,100,0,0.05566888911850607,0.0024525829794976614,0.05568852344026952,0.05403700120012908,0.057193429864640564,0.0031564286645114834,0.05003223992312535,0.06185113373982925
S_noise,5,505,S_03,100,0,0.55542237490519,0.010394922214621833,0.5546745292867221,0.5483594846186757,0.5621229105958947,0.013763425977219024,0.533328719794337,0.5792027865138677
S_input,5,505,S_03,100,0,0.13336333130490896,0.0027118098975724507,0.13302341631473225,0.13143919687638206,0.1351436123495793,0.003704415473197248,0.12748112603680087,0.13984810192860658
S_noise,5,505,S_04,100,0,0.4988106815896185,0.00952265610623039,0.49813110940055105,0.49218745700378264,0.5049242136941671,0.012736756690384432,0.47901681249907524,0.5217577422348738
S_input,5,505,S_04,100,0,0.1197829817835695,0.002321278389191228,0.11947894652968552,0.11824734439507671,0.12110981909255353,0.002862474697476816,0.11525500138486282,0.1267331778505721
E_noise,10,8128,,100,0,1.779538525401885e-15,4.916987219143885e-16,1.7336408218473558e-15,1.4891170136327108e-15,2.027861095891105e-15,5.387440822583944e-16,8.099186945848978e-16,3.852654306405674e-15
E_input,10,8128,,100,0,1.1092571535091261e-06,6.573289719743237e-07,1.0628584911284192e-06,7.045913432475232e-07,1.3221478076962004e-06,6.175564644486772e-07,5.6071017163544104e-08,3.6801888296425062e-06
I_noise,10,8128,,100,0,0.3742375375835039,0.007783872049300805,0.3754429285845832,0.36841321093155444,0.3797275998889644,0.011314388957409938,0.35518359420102685,0.3908207985565704
I_input,10,8128,,100,0,0.034037128940275364,0.0007211223214157836,0.0341494808062861,0.03347325528134506,0.03451906205139622,0.001045806770051158,0.03224302354663798,0.03549226411312963
S_noise,10,8128,S_00,100,0,0.45279036567100023,0.00753543847842969,0.4526144277279075,0.4484882446279382,0.4587019430275202,0.010213698399582027,0.43170341042865534,0.47090111714799293
S_input,10,8128,S_00,100,0,0.04114694726617038,0.0007210563938199837,0.04114513493653002,0.0407322401831919,0.041697793756839435,0.0009655535736475332,0.03909534629702867,0.04260653051448135
S_noise,10,8128,S_01,100,0,0.31391552459734784,0.008738081655157326,0.3140099668287788,0.30837410220160844,0.31917888047383114,0.010804778272222704,0.29374918250233667,0.3416649823913116
S_input,10,8128,S_01,100,0,0.02855390421740862,0.0008081755645181155,0.02857878891034455,0.02804002182773546,0.029049498300494574,0.0010094764727591153,0.026646810549065137,0.030968373491126796
S_noise,10,8128,S_02,100,0,0.23215272399145503,0.008856471559484559,0.23161388699514437,0.2273133226148301,0.23785893562196173,0.010545613007131638,0.2107676221519723,0.25431409096276486
S_input,10,8128,S_02,100,0,0.0211107978178927,0.000838430397663809,0.02103197383271123,0.020612815361969336,0.02162718031192764,0.0010143649499583032,0.01933940149974465,0.02334603840561385
S_noise,10,8128,S_03,100,0,0.5562966451816552,0.008859236320930679,0.5571223902841292,0.5503756002135324,0.5630784046129198,0.012702804399387424,0.5360887585651617,0.5772565891988654
S_input,10,8128,S_03,100,0,0.05058578836518789,0.0008331875105371442,0.050573463823341956,0.04998315734355543,0.05118582811598289,0.0012026707724274652,0.048620890253695224,0.052706940368911354
S_noise,10,8128,S_04,100,0,0.4995804198153295,0.00782191697831313,0.5003721246810361,0.49402454262711354,0.5053631535688488,0.011338610941735217,0.48276113499317586,0.5189986461422416
S_input,10,8128,S_04,100,0,0.045425048846925116,0.0007269126664495602,0.04553831139874584,0.044914454558365874,0.04591829710409826,0.0010038425457323877,0.043459171732908856,0.04712492041467974
E_noise,10,101,,100,0,1.7884588230161313e-15,5.089403511534214e-16,1.757982878221978e-15,1.4789605886598385e-15,2.097017945245893e-15,6.180573565860545e-16,8.492188859704552e-16,3.580262104483333e-15
E_input,10,101,,100,0,1.1082779183465805e-06,6.587061630347831e-07,1.0680825971279097e-06,7.036721195689007e-07,1.3196182690059493e-06,6.159461494370486e-07,5.616654643467902e-08,3.7045059871935158e-06
I_noise,10,101,,100,0,0.37442653677837584,0.008731497699302471,0.3750984491175767,0.3684037130624677,0.37936716146579236,0.010963448403324638,0.3554823161322632,0.4007841025368404
I_input,10,101,,100,0,0.03409121549257788,0.0008172481051954607,0.034104557575171085,0.03355597745672399,0.03459578101130487,0.00103980355458088,0.03220802086787617,0.03653928544749752
S_noise,10,101,S_00,100,0,0.45361607759506045,0.00964929102045731,0.45296906386739183,0.44870643602307775,0.4588297634661799,0.010123327443102126,0.43358821537565023,0.48316159670792974
S_input,10,101,S_00,100,0,0.041258438952248365,0.0009162878807828194,0.04121514168526208,0.040759014823307856,0.041736068165399515,0.0009770533420916591,0.039305512461683303,0.04408553124280644
S_noise,10,101,S_01,100,0,0.3131097184047073,0.010695301002365923,0.31195008566810956,0.3059127955839718,0.3188760801927739,0.01296328460880214,0.2928241274358279,0.34116224139236695
S_input,10,101,S_01,100,0,0.02845798783069673,0.0009666244774465887,0.028372799331230884,0.027804310669490212,0.0289750679298739,0.0011707572603836883,0.026533803808688194,0.03124217026816338
S_noise,10,101,S_02,100,0,0.2304910576888197,0.009874083945605676,0.23085027315026718,0.22374618062826415,0.23582394775812288,0.012077767129858724,0.21026171385852158,0.2571174672855323
S_input,10,101,S_02,100,0,0.020964907142714043,0.0008971315221934054,0.02095611259704671,0.02028613599522189,0.021382857922834033,0.0010967219276121418,0.019086616759847106,0.02331260535519836
S_noise,10,101,S_03,100,0,0.556444691930515,0.01005043231487408,0.5557146024475861,0.5502148630458019,0.5624393434983438,0.012224480452541875,0.5342531165950173,0.586462254906637
S_input,10,101,S_03,100,0,0.05060211664615177,0.0009326815705094833,0.05049644103426165,0.049994347751022225,0.05123464096243444,0.0012402932114122175,0.048433054547827585,0.05318655942528637
S_noise,10,101,S_04,100,0,0.4999814646490642,0.009028632087198556,0.4987251326858998,0.49469267358726887,0.505884069960014,0.011191396372745133,0.4798608416862651,0.526772086812473
S_input,10,101,S_04,100,0,0.04545404077561429,0.0008417943516445253,0.045380275570237896,0.04494436222407678,0.04600260505425223,0.0010582428301754501,0.04359756477751481,0.04811000710864149
E_noise,10,202,,100,0,1.782633354568853e-15,5.184163090463728e-16,1.719596852312975e-15,1.4679502346433494e-15,2.0660590068515884e-15,5.98108772208239e-16,8.278581207397933e-16,3.721058970568635e-15
E_input,10,202,,100,0,1.1095774598308049e-06,6.607596771255929e-07,1.0648051122221487e-06,6.99881705360184e-07,1.3212719271387451e-06,6.213902217785611e-07,5.673611214209728e-08,3.7290881793915296e-06
I_noise,10,202,,100,0,0.3731906584693999,0.009772988731351066,0.3721873731720784,0.3665108082905739,0.3795688262850828,0.013058017994508897,0.3509192025598323,0.3978046612318546
I_input,10,202,,100,0,0.033931756498988795,0.0009476374948803211,0.03382298781260592,0.03328398605959566,0.034710427552967986,0.0014264414933723227,0.03166862668149353,0.036385941539358466
S_noise,10,202,S_00,100,0,0.4515268557333506,0.010335661721472223,0.45220294421542706,0.44399262499518133,0.45866985943567684,0.014677234440495512,0.42885517360412884,0.4782089107509541
S_input,10,202,S_00,100,0,0.04105954579663322,0.0009178745927193113,0.041152595098003036,0.040450685021654345,0.04168606393243116,0.0012353789107768173,0.03864416918600694,0.043656999917337624
S_noise,10,202,S_01,100,0,0.31327809108499827,0.010705652647101624,0.3120112925637812,0.30690991452607974,0.3205895865271257,0.013679672001045973,0.2861491423763562,0.34322285193518826
S_input,10,202,S_01,100,0,0.028474827554363077,0.0009655859059600815,0.028330273216364603,0.027854264492806757,0.029114376920266447,0.00126011242745969,0.0261508182892,0.03122108137487319
S_noise,10,202,S_02,100,0,0.2310705832855865,0.008916739099897293,0.23040769687179108,0.22551320098826644,0.23655057369518653,0.011037372706920096,0.20870470646698444,0.25676102394698763
S_input,10,202,S_02,100,0,0.021013689551157042,0.0008194148945051792,0.02086725978040853,0.020479373401653254,0.021521652451682072,0.001042279050028818,0.01900551849191004,0.02351153816824482
S_noise,10,202,S_03,100,0,0.5540533034842072,0.01143630774174339,0.5546521390722712,0.5463666879861697,0.5624043307020441,0.01603764271587438,0.529683672765898,0.5796436093646278
S_input,10,202,S_03,100,0,0.05036069697864179,0.0011031148998904162,0.05039012256075336,0.04950558325129778,0.05114229434749472,0.0016367110961969383,0.04804740009937169,0.0527554800350669
S_noise,10,202,S_04,100,0,0.49758849777121855,0.010287226082133848,0.49870723885024826,0.4907644720549762,0.5045488156661743,0.013784343611198069,0.4758820636099592,0.5208186851397699
S_input,10,202,S_04,100,0,0.045247937792390135,0.0009954809661773542,0.045298994181371136,0.04458903190037249,0.04591013998040961,0.0013211080800371172,0.04289237200961396,0.047221811874292946
E_noise,10,303,,100,0,1.7946530533337853e-15,5.175214464102771e-16,1.7499730621029966e-15,1.4601760076107678e-15,2.0661214079598837e-15,6.059454003491159e-16,8.007995498362919e-16,3.655719810800689e-15
E_input,10,303,,100,0,1.1076918687644156e-06,6.580256079920044e-07,1.0716622159864282e-06,7.004710766927871e-07,1.3102062617229472e-06,6.097351850301601e-07,5.5655753740092195e-08,3.6545544325891974e-06
I_noise,10,303,,100,0,0.37368649795080955,0.008316736261588742,0.3733776721408115,0.36913523226675793,0.3783276311578303,0.009192398891072373,0.34861615793073253,0.3978400674901157
I_input,10,303,,100,0,0.033955955264040064,0.0007992847281602389,0.033869156163455816,0.033547947674448075,0.03448604778619729,0.0009381001117492113,0.031867223112650174,0.035929773075542626
S_noise,10,303,S_00,100,0,0.45211653813143554,0.009013357984443568,0.4528098701551623,0.44624735231648416,0.45775345110909504,0.011506098792610886,0.42263734012168924,0.47338380825171505
S_input,10,303,S_00,100,0,0.04109568732298883,0.0008393150403262738,0.041075913662687646,0.04054571626004543,0.041597084509714874,0.0010513682496694418,0.03835894354653609,0.043142578459539255
S_noise,10,303,S_01,100,0,0.31472153941105985,0.011433607498662264,0.3141068621362421,0.30622352129957026,0.32342382542523573,0.017200304125665478,0.286319503050088,0.3449556867273623
S_input,10,303,S_01,100,0,0.028616220788366013,0.0010644085492000559,0.028562007185981092,0.02785178563803505,0.029380827672162248,0.0015290420341271989,0.025841296811743467,0.03155466552430606
S_noise,10,303,S_02,100,0,0.23295871045720667,0.010925434627943991,0.23165493364917905,0.225167918584579,0.23999683436287206,0.014828915778293067,0.2111760481340002,0.26223476406283674
S_input,10,303,S_02,100,0,0.02118490820923152,0.0010112644806142279,0.021117374307032845,0.02048226062904302,0.021870463580669602,0.0013882029516265812,0.018933022690700508,0.023833665769707867
S_noise,10,303,S_03,100,0,0.5554499879940831,0.011036806700725878,0.5551120909985566,0.5485229875028826,0.5636971674344372,0.015174179931554566,0.5202230040980045,0.5801466677219649
S_input,10,303,S_03,100,0,0.05050838305400843,0.001022692107008563,0.050449997424501944,0.04984414325198242,0.051279737839815535,0.0014355945878331139,0.047486531812724844,0.05280100229762962
S_noise,10,303,S_04,100,0,0.49863974463223926,0.009578582244905194,0.49861321792037083,0.4928142567705329,0.5059050705366486,0.01309081376611565,0.46806059393437943,0.5178676802982262
S_input,10,303,S_04,100,0,0.0453203581026754,0.0008725364123232837,0.045444096281964066,0.04476657707427252,0.04598275261670347,0.0012161755424309473,0.04270394398786905,0.047065210672193804
E_noise,10,404,,100,0,1.804359560703111e-15,5.158813506081527e-16,1.7276121181873977e-15,1.502553045826702e-15,2.118326846100516e-15,6.157738002738139e-16,7.942273425430152e-16,3.606140926393689e-15
E_input,10,404,,100,0,1.1085973514098268e-06,6.597505866456684e-07,1.063857116051663e-06,7.050698516036878e-07,1.3235710068060306e-06,6.185011552023428e-07,5.57123686736062e-08,3.65177425915296e-06
I_noise,10,404,,100,0,0.37460292643362314,0.008874770902704426,0.37405763834467354,0.36869981024727183,0.3801803758172716,0.011480565569999768,0.3522140027032696,0.39869884483415313
I_input,10,404,,100,0,0.03405483189312088,0.0008398304173155338,0.034033799590935984,0.033530145715554,0.034571677095416274,0.001041531379862272,0.03177819180134142,0.03619143647830541
S_noise,10,404,S_00,100,0,0.45328620157375693,0.008988150429014685,0.4544913231720366,0.44691359049041357,0.4597380212662585,0.012824430775844942,0.43001490914525214,0.47327126651533363
S_input,10,404,S_00,100,0,0.04123161064183796,0.0008138038925323979,0.04133051037060286,0.04062731024316148,0.04177639378772361,0.0011490835445621336,0.03929571230886423,0.04296601629412959
S_noise,10,404,S_01,100,0,0.31533553275657805,0.009502974552850933,0.3141881759033114,0.3095194905530962,0.32248646104349965,0.012966970490403462,0.28750673169937346,0.334572584376599
S_input,10,404,S_01,100,0,0.028699970510267372,0.0008670376546164326,0.0286105998038523,0.028204830183055685,0.029311407413005114,0.0011065772299494285,0.026083276789151278,0.03048667046517209
S_noise,10,404,S_02,100,0,0.23300169417066688,0.008567968828986295,0.23305044791260193,0.22626903087564937,0.23875493402877845,0.012485903153129085,0.2087696404461262,0.2498824422776
S_input,10,404,S_02,100,0,0.021168794768379365,0.0008111146179410263,0.021155805116699435,0.02059601192176735,0.021735483881851918,0.001139471960084567,0.019011448019925242,0.02277993836776558
S_noise,10,404,S_03,100,0,0.5564895269180148,0.010282846287509338,0.5577432985081482,0.5483129787286795,0.563792858892576,0.015479880163896564,0.5329879590569103,0.5789986473030597
S_input,10,404,S_03,100,0,0.050576206571816454,0.0009876115187133505,0.05063788021913311,0.04990059501104233,0.051377581931466354,0.0014769869204240213,0.048352336455216215,0.05263316362332069
S_noise,10,404,S_04,100,0,0.4996340956583476,0.009268598214507276,0.5007769429206296,0.49283142004258207,0.5063440218705069,0.013512601827924797,0.476322630132024,0.5195700078937037
S_input,10,404,S_04,100,0,0.045367703276579394,0.000875176702558948,0.04540486157645075,0.044706035143882605,0.045963625609927665,0.0012575904660450596,0.042972619926423004,0.047203616643570305
E_noise,10,505,,100,0,1.783071370395387e-15,4.8012037125002e-16,1.7330919893194532e-15,1.4868883323057395e-15,2.0994762594634557e-15,6.125879271577162e-16,8.310851548685762e-16,3.688691268978787e-15
E_input,10,505,,100,0,1.1079012948815545e-06,6.566102539042927e-07,1.0641661398473464e-06,7.07814991696492e-07,1.3266674361645937e-06,6.188524444681017e-07,5.571975898714788e-08,3.665431567915085e-06
I_noise,10,505,,100,0,0.37371617273229346,0.008567587456683207,0.3734693056225292,0.36785154484424587,0.3797302425304219,0.011878697686176054,0.35317049357435554,0.3951259304038847
I_input,10,505,,100,0,0.033987839893984975,0.0007804042937073009,0.03393120316654954,0.03345328344874839,0.03455361068316114,0.0011003272344127443,0.032063567570405245,0.035821152290211634
S_noise,10,505,S_00,100,0,0.45278323433263945,0.009594688574217069,0.4523207637041331,0.44654734017819503,0.45910967185690044,0.012562331678705407,0.43350204965077643,0.4772701805327654
S_input,10,505,S_00,100,0,0.041181942224489496,0.0008990860800449013,0.04120813566492244,0.040521963884345334,0.041793916497976216,0.001271952613630882,0.03934853629727323,0.04325588334296996
S_noise,10,505,S_01,100,0,0.3143006535887953,0.00971552691808744,0.3142260069707885,0.30747044170980253,0.32073749851330197,0.013267056803499433,0.294729859319028,0.3375397115011156
S_input,10,505,S_01,100,0,0.028584666774203397,0.0009145283722989139,0.028543882875096294,0.02799271624294225,0.029155603940531585,0.0011628876975893349,0.02675130624081562,0.030664090934439024
S_noise,10,505,S_02,100,0,0.23168889134873724,0.00999915832825223,0.23117245678232928,0.22456104311554884,0.23906152650424262,0.01450048338869378,0.2102504784507721,0.25385927863276714
S_input,10,505,S_02,100,0,0.021063943698923664,0.0009176046728910433,0.021058125689732355,0.02046612256938332,0.02166478585273878,0.0011986632833554597,0.018992911386870693,0.023296035504523478
S_noise,10,505,S_03,100,0,0.555422374844081,0.010394922424888143,0.5546745297164118,0.5483594849199919,0.5621229101526098,0.013763425232617976,0.5333287201513549,0.5792027872021884
S_input,10,505,S_03,100,0,0.05047319390262535,0.00099151388624456,0.05035900323890902,0.04977598607205796,0.05107113355693989,0.0012951474848819297,0.04832293232340711,0.05280198903195747
S_noise,10,505,S_04,100,0,0.49881068149738444,0.009522656105696841,0.49813110977664166,0.4921874554396201,0.504924213977362,0.012736758537741866,0.4790168129128953,0.521757743964551
S_input,10,505,S_04,100,0,0.045331909045969246,0.0008612683539224479,0.04521675685586965,0.0447427514641655,0.045795484232237324,0.001052732768071822,0.043616678046736496,0.047738439634250826
