epoch,train_loss,val_loss,val_macro_auroc,val_macro_ap,val_macro_auroc_defined_classes,val_macro_ap_defined_classes,auroc_class_count,selection_metric,selection_score,epoch_compute_seconds,elapsed_seconds
1,0.3600863581503674,0.3378253250841992,0.8940465075514779,0.7476286458482596,0.8940465075514779,0.7476286458482596,5,macro_auroc,0.8940465075514779,52.70676099997945,52.74163469998166
2,0.29602150210477907,0.31999069382848855,0.9016797595328123,0.7636758956724709,0.9016797595328123,0.7636758956724709,5,macro_auroc,0.9016797595328123,52.72866649995558,105.53990069997963
3,0.27434246583611255,0.3190449420692536,0.9060390676929371,0.7698540668603414,0.9060390676929371,0.7698540668603414,5,macro_auroc,0.9060390676929371,52.714177099987864,158.32050959998742
4,0.2604551445304636,0.30872877132414883,0.912253904919069,0.7867574075098821,0.912253904919069,0.7867574075098821,5,macro_auroc,0.912253904919069,52.710619999910705,211.1201744999271
5,0.2448897471412008,0.30741122412214966,0.9151223024906205,0.7919132723255451,0.9151223024906205,0.7919132723255451,5,macro_auroc,0.9151223024906205,52.72618529992178,263.9203515999252
6,0.23311063245347052,0.30925513094313656,0.9124930324126567,0.7867004493943335,0.9124930324126567,0.7867004493943335,5,macro_auroc,0.9124930324126567,52.78846910002176,316.7865972999716
7,0.22071921421392438,0.3462958210890024,0.904293905443779,0.7703937875297353,0.904293905443779,0.7703937875297353,5,macro_auroc,0.904293905443779,52.71738970000297,369.54939739999827
8,0.2064222964950759,0.33112241193055,0.9113941210219101,0.7869878731121217,0.9113941210219101,0.7869878731121217,5,macro_auroc,0.9113941210219101,52.75404030003119,422.3457807999803
9,0.1891228218487235,0.36918200967696263,0.8995181106622049,0.764795229882432,0.8995181106622049,0.764795229882432,5,macro_auroc,0.8995181106622049,52.728136499994434,475.11936170002446
10,0.17039708679773521,0.3963586358077484,0.9056635931178555,0.774413678962229,0.9056635931178555,0.774413678962229,5,macro_auroc,0.9056635931178555,52.73926840000786,527.897829500027
11,0.15409147318995994,0.38887324593162714,0.9027958512789528,0.7602068577702152,0.9027958512789528,0.7602068577702152,5,macro_auroc,0.9027958512789528,52.726379100000486,580.6648569999961
12,0.13705282453015827,0.424995345121661,0.8964068617578744,0.7563056414769018,0.8964068617578744,0.7563056414769018,5,macro_auroc,0.8964068617578744,53.02815250004642,633.7302969999146
13,0.12281177954731265,0.45853995346400855,0.8845223869649097,0.7291994550983377,0.8845223869649097,0.7291994550983377,5,macro_auroc,0.8845223869649097,52.734109599958174,686.5561630999437
14,0.10699504702145923,0.4829336244817771,0.8908636770481575,0.7433355937414706,0.8908636770481575,0.7433355937414706,5,macro_auroc,0.8908636770481575,52.72885239997413,739.3261158999521
15,0.08786278689383512,0.5276219695945377,0.8940988830316016,0.7469237502718229,0.8940988830316016,0.7469237502718229,5,macro_auroc,0.8940988830316016,52.70350950001739,792.0800354999956
16,0.07571217990945915,0.5270053564613374,0.8919076952531221,0.7424378184420404,0.8919076952531221,0.7424378184420404,5,macro_auroc,0.8919076952531221,52.754017700091936,844.8763492999133
17,0.07118057533034505,0.6387174093934386,0.883611576632307,0.7341039723165166,0.883611576632307,0.7341039723165166,5,macro_auroc,0.883611576632307,52.712733099935576,897.6262164999498
18,0.060905007809030735,0.596602608250994,0.8881551735252803,0.7384933552171098,0.8881551735252803,0.7384933552171098,5,macro_auroc,0.8881551735252803,52.67280479997862,950.3367638000054
19,0.055437144645655696,0.5905782638702677,0.8891717570753098,0.7385157981504085,0.8891717570753098,0.7385157981504085,5,macro_auroc,0.8891717570753098,52.706389599945396,1003.0821853999514
20,0.04703272835425012,0.6478274045208293,0.8888461079560779,0.733204656612477,0.8888461079560779,0.733204656612477,5,macro_auroc,0.8888461079560779,52.72202440002002,1055.84675529995
21,0.048632001081707045,0.640911833382275,0.8887551325721933,0.7427446801967506,0.8887551325721933,0.7427446801967506,5,macro_auroc,0.8887551325721933,52.73789739992935,1108.6235987999244
22,0.047374425146722646,0.6997764087789878,0.895633357456294,0.7564170825346053,0.895633357456294,0.7564170825346053,5,macro_auroc,0.895633357456294,53.2185852000257,1161.8742999000242
23,0.04160632697411372,0.6372659680227865,0.8908834789916071,0.7376815842901172,0.8908834789916071,0.7376815842901172,5,macro_auroc,0.8908834789916071,52.73677509999834,1214.6487817999441
24,0.0297541401973306,0.6399640198189415,0.8908613114228627,0.7434153270278956,0.8908613114228627,0.7434153270278956,5,macro_auroc,0.8908613114228627,53.09214249998331,1267.7774943999248
25,0.02953046662512721,0.7212195035351401,0.8922939133113257,0.741241887654118,0.8922939133113257,0.741241887654118,5,macro_auroc,0.8922939133113257,52.82954760000575,1320.6499975000042
