epoch,train_loss,val_loss,val_macro_auroc,val_macro_ap,val_macro_f1_at_0p5,clean_count,clean_fraction,independent_count,independent_fraction,electrode_count,electrode_fraction,snr_20_count,snr_10_count,combo_RA_LA_LL_count,combo_V1_count,combo_V2_count,combo_V3_count,combo_V4_count,combo_V5_count,combo_V6_count,combo_RA_LA_count,combo_LA_LL_count,combo_RA_LL_count,actual_snr_db_count,actual_snr_db_mean,actual_snr_db_std,actual_snr_db_min,actual_snr_db_max,actual_snr_error_db_count,actual_snr_error_db_mean,actual_snr_error_db_std,actual_snr_error_db_min,actual_snr_error_db_max,rms_match_relative_error_count,rms_match_relative_error_mean,rms_match_relative_error_std,rms_match_relative_error_min,rms_match_relative_error_max,exposure_count,unique_records,exposure_min,exposure_max,order_sha256,epoch_seconds,elapsed_seconds
1,0.45723377603944193,0.41171205124339544,0.8500986429140227,0.6537342377023924,0.5001085569973601,8541,0.4999414656988996,0,0.0,8543,0.5000585343011005,4237,4306,2110,738,665,708,720,724,714,748,687,729,8543,14.959616015583,4.999836807219728,10.000000000879922,19.99999991551927,8543,-4.4349105784572175e-08,1.0464525821486324e-07,-1.9709580101334723e-07,1.1897228091584111e-07,0,,,,,17084,17084,1,1,dd79ddcdd88e1eb2b42f54e9f26c7097f048086111c95340d588a7cf5423f0bb,40.50035009998828,40.53885489993263
2,0.361934242923152,0.39371209486777387,0.8747640803586357,0.7048435441475946,0.5743117589179377,8588,0.5026925778506205,0,0.0,8496,0.49730742214937956,4215,4281,2173,708,716,718,659,705,738,703,702,674,8496,14.961158147510316,4.999849025270346,9.999999997736321,19.999999908361737,8496,-4.4580077638618764e-08,1.0465128290664987e-07,-2.0073267492648483e-07,1.3580088875642105e-07,0,,,,,17084,17084,1,1,6a76c8291ac70284f98b9e46a2f5fb72b97a5fbf1826ddf1a52c7a26e0506abe,39.541626299964264,80.23052290000487
3,0.33568042763025857,0.3422243797601325,0.8894993288857277,0.733732558569957,0.6453351577549871,8527,0.49912198548349335,0,0.0,8557,0.5008780145165067,4230,4327,2101,722,749,728,718,706,718,734,678,703,8557,14.943321213282122,4.999678637688044,9.999999995292173,19.999999910714827,8557,-4.416792102882743e-08,1.0481147851590791e-07,-2.046415801260082e-07,1.157547142582871e-07,0,,,,,17084,17084,1,1,1783fa2800479d5691fa2e1ad7a94ef1c02888e21ebb050454b58e6161168133,39.81580710003618,120.1942868999904
4,0.31808452561124373,0.34727687004672403,0.8929066819150897,0.7455028901716501,0.6342659714387787,8431,0.4935026925778506,0,0.0,8653,0.5064973074221494,4292,4361,2247,748,736,648,769,720,736,721,675,653,8653,14.960129390217949,4.999840927405447,10.000000004071337,19.999999909567016,8653,-4.466012799828498e-08,1.0467430122270129e-07,-1.9692237529511658e-07,1.2098295698592665e-07,0,,,,,17084,17084,1,1,2dcbe16aea3bd2265a2a0eb3d0e3d161422c8e6c646ea7e681b45c0ece09ee39,40.21826370002236,160.56903060001787
5,0.310960151891858,0.3438011537282576,0.9006370490715337,0.7620869115400966,0.6509092344881202,8518,0.49859517677358933,0,0.0,8566,0.5014048232264107,4237,4329,2136,684,676,704,726,751,706,725,733,725,8566,14.946299278461971,4.999711511656631,9.999999993212718,19.999999901990158,8566,-4.44425332466559e-08,1.0454239391584537e-07,-2.0644419151949478e-07,1.1578685388258236e-07,0,,,,,17084,17084,1,1,dcc0598f3e03e4af9d5c3e1a5c95db8fa32ce607b7ddf7bd189a73a45dd45360,39.8842108999379,200.5974722999381
6,0.30188342283436914,0.34009727182948246,0.9027729195448048,0.7663515216913495,0.6561708671341051,8529,0.4992390540856942,0,0.0,8555,0.5007609459143058,4278,4277,2148,697,698,720,713,721,695,674,712,777,8555,15.000584407916906,4.999999862043091,10.000000004611707,19.999999909642703,8555,-4.561903868648553e-08,1.045995002428029e-07,-2.0545838452790122e-07,1.1398632970838207e-07,0,,,,,17084,17084,1,1,4dbb1608aa1c1c0bc4634da88bc3d11895ac610286a05df7e3ee477618e99e40,39.938710500020534,240.6945816000225
7,0.2945298748101766,0.3167770436625556,0.9079539161036804,0.7790700249757666,0.6686648848677959,8542,0.5,0,0.0,8542,0.5,4265,4277,2129,719,681,729,715,716,736,713,717,687,8542,14.992975838566844,4.9999949623261335,9.999999998691562,19.99999991118511,8542,-4.530110164729794e-08,1.0465005670564707e-07,-2.0427937030831345e-07,1.180001234502015e-07,0,,,,,17084,17084,1,1,49d77b004f52c6c2ab646dba123426d5699ef78ed9cfbcca1ab1f13218b355f7,40.197521499940194,281.046393299941
8,0.29221090746272005,0.33255246667693067,0.9083975638981808,0.7778091032966857,0.6570235383993894,8437,0.4938538983844533,0,0.0,8647,0.5061461016155467,4265,4382,2148,720,693,718,702,738,750,761,696,721,8647,14.932346434496555,4.999542175215281,9.999999998650187,19.999999904757047,8647,-4.4050919079127554e-08,1.0471516291031344e-07,-2.0849672210943027e-07,1.1265988675290828e-07,0,,,,,17084,17084,1,1,8606379c14dfff0d34406773ec0ead6d95f8abfe76dc76a6687ff197837dd3d7,39.78220140002668,320.97066600003745
9,0.2882633347040707,0.3301529253295728,0.9101618970203802,0.7825781789599026,0.6752024614393939,8424,0.4930929524701475,0,0.0,8660,0.5069070475298525,4300,4360,2187,724,692,767,735,712,702,706,738,697,8660,14.965357923011917,4.999879887561191,9.99999999350292,19.999999909160458,8660,-4.4655519623051603e-08,1.047796092290787e-07,-2.054296466269534e-07,1.1644610786731846e-07,0,,,,,17084,17084,1,1,15deecc79ec03946693b6d73a2960e377133ce35cbb79f885dfca75ab1256ed0,39.80168299993966,360.93257179996
10,0.2818301761214556,0.3313688618605757,0.9100823275056238,0.7812425351485558,0.675784287970508,8581,0.5022828377429174,0,0.0,8503,0.4977171622570826,4241,4262,2102,709,729,684,732,757,714,687,735,654,8503,14.987651371667189,4.999984647448064,9.999999996502545,19.999999912925205,8503,-4.547969954766526e-08,1.045667667689275e-07,-2.0209128237524965e-07,1.1282516076960292e-07,0,,,,,17084,17084,1,1,3ae9bff607737790c290ba9f84d7fbb09ab02dfea0ea60b3438005e0e5cc3904,39.722195800044574,400.7968741999939
11,0.27920846250653963,0.3250359305686631,0.9140794606450884,0.7898988303697309,0.6703649860137195,8553,0.5006438773121049,0,0.0,8531,0.4993561226878951,4298,4233,2134,725,697,685,714,718,728,778,681,671,8531,15.038096307992662,4.999854760875666,9.999999996825517,19.999999903242383,8531,-4.6479264147963196e-08,1.0455826752093513e-07,-2.0321426674740906e-07,1.2028259988028367e-07,0,,,,,17084,17084,1,1,1272944b8be32c28cf2d109e7512ce00bf6bddb4c4e13295e358655bc9b3cf70,40.91137049999088,441.83713090000674
12,0.2774656522234942,0.3280010198946879,0.9126836185997093,0.7841837580323867,0.6893781490087056,8586,0.5025755092484195,0,0.0,8498,0.4974244907515804,4246,4252,2161,737,691,744,698,663,710,696,706,692,8498,14.99646971213419,4.999998649971632,9.999999995421208,19.999999918415355,8498,-4.545583189139409e-08,1.0455375140348667e-07,-2.0299052394534556e-07,1.1849463454893794e-07,0,,,,,17084,17084,1,1,1139581385f09afb976b26edf118e0449bb2b0046e90d86c920d856503090eee,41.72659939993173,483.70315199997276
13,0.2739150555330315,0.30326852046876784,0.916089673924602,0.7917733745345504,0.695390800750788,8442,0.49414656988995553,0,0.0,8642,0.5058534301100445,4292,4350,2126,708,726,703,701,731,742,717,744,744,8642,14.966442908119092,4.999887287352011,10.000000010428753,19.999999908789462,8642,-4.490104213394995e-08,1.0462432261559432e-07,-2.123737417036864e-07,1.1805797939246077e-07,0,,,,,17084,17084,1,1,a66b01cac11420822763ef0d68167e4c14b34d26705d1da8a43f8410c15ba9b7,43.961585300043225,527.7874776999233
14,0.2716233355536781,0.3442759729664901,0.9144029367849509,0.7915432595738355,0.6621559681298561,8558,0.5009365488176071,0,0.0,8526,0.49906345118239287,4302,4224,2092,727,691,728,699,666,732,707,739,745,8526,15.045742388506463,4.999790654719919,9.99999997998836,19.999999904961577,8526,-4.639853277380064e-08,1.0464896535862264e-07,-2.1052947829502955e-07,1.1758303664066716e-07,0,,,,,17084,17084,1,1,8f4da853421afada707ac04945fb734f352ac750cd99cb39e8be26a9f13bef83,39.72996690007858,567.6584530000109
