epoch,train_loss,val_loss,val_macro_auroc,val_macro_ap,val_macro_f1_at_0p5,clean_count,clean_fraction,independent_count,independent_fraction,electrode_count,electrode_fraction,snr_20_count,snr_10_count,combo_RA_LA_LL_count,combo_V1_count,combo_V2_count,combo_V3_count,combo_V4_count,combo_V5_count,combo_V6_count,combo_RA_LA_count,combo_LA_LL_count,combo_RA_LL_count,actual_snr_db_count,actual_snr_db_mean,actual_snr_db_std,actual_snr_db_min,actual_snr_db_max,actual_snr_error_db_count,actual_snr_error_db_mean,actual_snr_error_db_std,actual_snr_error_db_min,actual_snr_error_db_max,rms_match_relative_error_count,rms_match_relative_error_mean,rms_match_relative_error_std,rms_match_relative_error_min,rms_match_relative_error_max,exposure_count,unique_records,exposure_min,exposure_max,order_sha256,epoch_seconds,elapsed_seconds
1,0.44494831371307375,0.4140029580593109,0.848004946572616,0.6663859846870841,0.5916307591760688,2007,0.50175,1993,0.49825,0,0.0,996,997,519,168,179,158,161,153,167,161,162,165,1993,14.9974911733142,4.999999266855802,10.000000010941882,19.99999990127803,1993,-4.595323579495084e-08,1.0453907413557334e-07,-1.9562675390716322e-07,1.1068959082649599e-07,1993,3.810366795922476e-09,2.18081062908104e-09,4.881441170368732e-12,1.0672210091061702e-08,4000,4000,1,1,dcdba62de8fb4f0d3f2c5211de34804375300b1c928e783ec55073b67f6ca8ef,17.60280759993475,17.632132399943657
2,0.329318843126297,0.3670802979469299,0.8809544770008866,0.7340960528785432,0.5983320805349366,2027,0.50675,1973,0.49325,0,0.0,1026,947,502,160,158,158,176,157,180,169,146,167,1973,15.200202687277056,4.995990174697329,10.000000011721887,19.999999903220495,1973,-4.96717549128547e-08,1.0465886554205749e-07,-1.9267474726802902e-07,1.1142457800872307e-07,1973,3.7002817947869735e-09,2.1986110385896684e-09,4.1553158489321855e-12,1.0104029179729734e-08,4000,4000,1,1,75ba37616cf03ce37219c020a3cc0f40aa54a93b0222f8e76b09a04de4205676,17.661476299981587,35.387910899939016
3,0.2985956823825836,0.36467315888404844,0.8821583343452591,0.7416315628043162,0.6227182030794892,1963,0.49075,2037,0.50925,0,0.0,1018,1019,498,180,170,205,161,163,174,170,166,150,2037,14.997545364731247,4.999999293435969,10.00000000955607,19.999999896596808,2037,-4.5185297170841585e-08,1.0487744288062422e-07,-2.0096058150897989e-07,1.1079202621999684e-07,2037,3.7136943620147636e-09,2.167580154871739e-09,1.8063345773477472e-12,1.0996835007087273e-08,4000,4000,1,1,66f965b4db32e8a5893a8f2598086467f1aa79ba63fb0d2fb52d5efcbb6fa1a1,17.609123799949884,53.09258409996983
4,0.2776461169719696,0.34985929608345034,0.8874186545129806,0.7413535734730308,0.6172198935580899,2005,0.50125,1995,0.49875,0,0.0,998,997,509,167,145,176,164,188,166,169,144,167,1995,15.002506220064165,4.999999267929556,10.000000011610881,19.99999990506079,1995,-4.5599996302467746e-08,1.0477949311301973e-07,-2.0253474986020592e-07,1.1881224892817954e-07,1995,3.75896257303713e-09,2.1504037105918474e-09,4.868282017013005e-12,1.1112772866705324e-08,4000,4000,1,1,d7975b4e32cc8e63fe2adae23269cbf13313ee2d1e6559c1ac078bafa002f799,17.103686599992216,70.29435819992796
5,0.2518840825557709,0.409055814743042,0.8835533321400451,0.7399933349197798,0.5828323602155017,2018,0.5045,1982,0.4955,0,0.0,1030,952,510,162,146,159,169,174,166,164,162,170,1982,15.196770888837335,4.996126515543789,9.999999984033591,19.999999896755373,1982,-4.9608678928207696e-08,1.0471608326987172e-07,-2.0515218324135276e-07,1.3488527628169322e-07,1982,3.701965447844852e-09,2.1675784018494865e-09,3.675096857434906e-12,1.0177841611249439e-08,4000,4000,1,1,d59bdaeaf485d0deb698ff7e57a27e45e179d7ccc952e5b4017143b014dd8cf5,17.045244300039485,87.43627489998471
6,0.22266315734386444,0.353574009180069,0.8873994226688883,0.7451225992570837,0.666183772404022,2016,0.504,1984,0.496,0,0.0,1017,967,502,162,154,185,181,152,151,153,177,167,1984,15.126008016608466,4.998411840766886,10.000000013775054,19.999999896402265,1984,-4.790766252432509e-08,1.0459959344914498e-07,-1.9659011485373412e-07,1.1218517670386063e-07,1984,3.821252816309973e-09,2.1478433527117922e-09,6.414452764181833e-13,1.1801896958284143e-08,4000,4000,1,1,830ad710e78451e6c21ca719bbd9277817b9b059b70803fcf87ac7d9faa7d23b,17.067120700026862,104.56957439996768
7,0.20938568031787871,0.4045401885509491,0.8863542799996311,0.7385382822136488,0.6142291906567279,1965,0.49125,2035,0.50875,0,0.0,1034,1001,452,170,181,149,183,154,182,194,191,179,2035,15.08108103359268,4.999342439024061,10.000000003951463,19.999999907867057,2035,-4.748840306651817e-08,1.0437687783027106e-07,-1.9456635058645588e-07,1.0757987389808932e-07,2035,3.72953767674358e-09,2.1120936071053667e-09,1.0182530191308315e-11,1.0887741911784879e-08,4000,4000,1,1,ab31f0bba387094118b432cdb6bdc1125af3308b42b927e581eb8eec495638ea,17.080644099973142,121.71837769995909
8,0.1787009711265564,0.4090231535434723,0.880562599676628,0.7287800076153763,0.6557033265027726,2020,0.505,1980,0.495,0,0.0,977,1003,488,163,163,159,179,156,157,175,165,175,1980,14.934343390331556,4.999568799172603,10.000000008255531,19.999999905066044,1980,-4.4011878138369904e-08,1.0455827336259989e-07,-2.0682666246329973e-07,1.1331912119771914e-07,1980,3.823772236384476e-09,2.2028767390572256e-09,4.2601551175467754e-12,1.1231506407092424e-08,4000,4000,1,1,e3b0d42c8b9ad78797c2db4f340878f44c6c2d229bdf47b7b6921172a3fdad68,17.044159700046293,138.8309065999929
9,0.157259002327919,0.3937071907520294,0.8842644729677207,0.7367677047885378,0.6129808992146704,1993,0.49825,2007,0.50175,0,0.0,1022,985,526,175,153,161,177,151,131,177,165,191,2007,15.092177331604887,4.999150157072972,10.000000009355432,19.99999990433239,2007,-4.7568008729213684e-08,1.0453647750388762e-07,-2.075751517338631e-07,1.110706762119662e-07,2007,3.840865404664742e-09,2.215754475728265e-09,1.9337098719398124e-12,1.1829436513821192e-08,4000,4000,1,1,de185a49bae8cc50bfcb16ee0fd509e0ddae28c227eb8d4d4fdb57a394a2c7f4,17.11844430002384,156.02124769997317
10,0.13543783855438232,0.45101571130752566,0.8747397648520657,0.7286974170725758,0.6516906487858197,1995,0.49875,2005,0.50125,0,0.0,1012,993,500,185,165,154,161,183,163,141,183,170,2005,15.047381499433174,4.9997753894239,10.000000007730543,19.999999895097403,2005,-4.670149089348289e-08,1.052203781784179e-07,-1.9614120461142193e-07,1.0153032192761202e-07,2005,3.700795166564975e-09,2.2131355264679746e-09,6.215841149907231e-12,1.1005541720654363e-08,4000,4000,1,1,183cd88c632483d86dd8663472bd6a942c876b483a2da33274244c15ef78fdee,17.10606010002084,173.20131949998904
