model,kind,snr,active,comparison,condition,metric,seed,left_value,right_value,difference,n_seeds,mean_difference,std,ci95_low,ci95_high
resnet,bandpass,0,all,covariance_minus_electrode,all,macro_f1,17,0.468311885378585,0.4713649167852632,-0.0030530314066782305,3,-0.0020718889413027055,0.0047403048178765875,-0.013847458904435788,0.009703681021830378
resnet,bandpass,0,all,covariance_minus_electrode,all,macro_f1,29,0.4696315865966111,0.4665493745944424,0.0030822120021686827,3,-0.0020718889413027055,0.0047403048178765875,-0.013847458904435788,0.009703681021830378
resnet,bandpass,0,all,covariance_minus_electrode,all,macro_f1,43,0.5135095346830283,0.5197543821024269,-0.006244847419398569,3,-0.0020718889413027055,0.0047403048178765875,-0.013847458904435788,0.009703681021830378
resnet,bandpass,0,all,noisy_minus_clean,covariance,macro_auroc,17,0.7972965623388999,0.9068922993183458,-0.10959573697944591,3,-0.09348919906902826,0.015078715335028919,-0.13094680447705742,-0.05603159366099911
resnet,bandpass,0,all,noisy_minus_clean,covariance,macro_auroc,29,0.8167480078903882,0.907911261424449,-0.09116325353406085,3,-0.09348919906902826,0.015078715335028919,-0.13094680447705742,-0.05603159366099911
resnet,bandpass,0,all,noisy_minus_clean,covariance,macro_auroc,43,0.8289918978297347,0.9087005045233127,-0.07970860669357804,3,-0.09348919906902826,0.015078715335028919,-0.13094680447705742,-0.05603159366099911
resnet,bandpass,0,all,noisy_minus_clean,covariance,macro_ap,17,0.6124503192116818,0.7807184945903615,-0.16826817537867966,3,-0.14980623835881443,0.017871740250396173,-0.19420210228887969,-0.10541037442874918
resnet,bandpass,0,all,noisy_minus_clean,covariance,macro_ap,29,0.6423561654638492,0.7909168445498038,-0.1485606790859546,3,-0.14980623835881443,0.017871740250396173,-0.19420210228887969,-0.10541037442874918
resnet,bandpass,0,all,noisy_minus_clean,covariance,macro_ap,43,0.6539816239030252,0.7865714845148342,-0.132589860611809,3,-0.14980623835881443,0.017871740250396173,-0.19420210228887969,-0.10541037442874918
resnet,bandpass,0,all,noisy_minus_clean,covariance,macro_f1,17,0.468311885378585,0.7118815125857424,-0.2435696272071574,3,-0.23391816163969512,0.024974363534282038,-0.2959579199213986,-0.17187840335799168
resnet,bandpass,0,all,noisy_minus_clean,covariance,macro_f1,29,0.4696315865966111,0.7222581554037724,-0.2526265688071613,3,-0.23391816163969512,0.024974363534282038,-0.2959579199213986,-0.17187840335799168
resnet,bandpass,0,all,noisy_minus_clean,covariance,macro_f1,43,0.5135095346830283,0.7190678235877949,-0.20555828890476657,3,-0.23391816163969512,0.024974363534282038,-0.2959579199213986,-0.17187840335799168
resnet,bandpass,0,all,noisy_minus_clean,electrode,macro_auroc,17,0.7990826108255347,0.9068922993183458,-0.10780968849281114,3,-0.09257961493107796,0.014665247165969465,-0.1290101084677509,-0.05614912139440501
resnet,bandpass,0,all,noisy_minus_clean,electrode,macro_auroc,29,0.8165355118588782,0.907911261424449,-0.09137574956557082,3,-0.09257961493107796,0.014665247165969465,-0.1290101084677509,-0.05614912139440501
resnet,bandpass,0,all,noisy_minus_clean,electrode,macro_auroc,43,0.8301470977884609,0.9087005045233127,-0.0785534067348519,3,-0.09257961493107796,0.014665247165969465,-0.1290101084677509,-0.05614912139440501
resnet,bandpass,0,all,noisy_minus_clean,electrode,macro_ap,17,0.6166453303931819,0.7807184945903615,-0.16407316419717954,3,-0.1478128868253303,0.01660168380191738,-0.1890537556357168,-0.10657201801494381
resnet,bandpass,0,all,noisy_minus_clean,electrode,macro_ap,29,0.642441005946759,0.7909168445498038,-0.1484758386030448,3,-0.1478128868253303,0.01660168380191738,-0.1890537556357168,-0.10657201801494381
resnet,bandpass,0,all,noisy_minus_clean,electrode,macro_ap,43,0.6556818268390676,0.7865714845148342,-0.13088965767576655,3,-0.1478128868253303,0.01660168380191738,-0.1890537556357168,-0.10657201801494381
resnet,bandpass,0,all,noisy_minus_clean,electrode,macro_f1,17,0.4713649167852632,0.7118815125857424,-0.24051659580047918,3,-0.2318462726983924,0.0291802921744649,-0.3043341369279754,-0.1593584084688094
resnet,bandpass,0,all,noisy_minus_clean,electrode,macro_f1,29,0.4665493745944424,0.7222581554037724,-0.25570878080932996,3,-0.2318462726983924,0.0291802921744649,-0.3043341369279754,-0.1593584084688094
resnet,bandpass,0,all,noisy_minus_clean,electrode,macro_f1,43,0.5197543821024269,0.7190678235877949,-0.199313441485368,3,-0.2318462726983924,0.0291802921744649,-0.3043341369279754,-0.1593584084688094
resnet,bandpass,0,all,noisy_minus_clean,independent,macro_auroc,17,0.8198729838561926,0.9068922993183458,-0.08701931546215325,3,-0.07096325187558843,0.014311180922302293,-0.10651419610392086,-0.03541230764725599
resnet,bandpass,0,all,noisy_minus_clean,independent,macro_auroc,29,0.8415904814225714,0.907911261424449,-0.06632078000187758,3,-0.07096325187558843,0.014311180922302293,-0.10651419610392086,-0.03541230764725599
