kind,condition,frequency,power
bandpass,independent_rms,34.765625,0.00013272382359355437
bandpass,independent_rms,35.15625,0.00013184177835349415
bandpass,independent_rms,35.546875,0.00013586272496692871
bandpass,independent_rms,35.9375,0.00013145759449696717
bandpass,independent_rms,36.328125,0.0001278233191682754
bandpass,independent_rms,36.71875,0.0001309165434971944
bandpass,independent_rms,37.109375,0.0001301837519658643
bandpass,independent_rms,37.5,0.00013183948091787607
bandpass,independent_rms,37.890625,0.00013625636384100793
bandpass,independent_rms,38.28125,0.00013586902086793685
bandpass,independent_rms,38.671875,0.00013421008897174794
bandpass,independent_rms,39.0625,0.0001312560708453712
bandpass,independent_rms,39.453125,0.0001337195514441312
bandpass,independent_rms,39.84375,0.00011235034677720752
bandpass,independent_rms,40.234375,2.9082251043610342e-05
bandpass,independent_rms,40.625,3.9517102316548564e-07
bandpass,independent_rms,41.015625,1.4539516220632318e-08
bandpass,independent_rms,41.40625,2.2251124229985173e-09
bandpass,independent_rms,41.796875,5.827616539879834e-10
bandpass,independent_rms,42.1875,2.043932829368747e-10
bandpass,independent_rms,42.578125,8.6291497857496e-11
bandpass,independent_rms,42.96875,4.143694808720946e-11
bandpass,independent_rms,43.359375,2.1878142438945408e-11
bandpass,independent_rms,43.75,1.2425570626756769e-11
bandpass,independent_rms,44.140625,7.478156521249457e-12
bandpass,independent_rms,44.53125,4.718561496044975e-12
bandpass,independent_rms,44.921875,3.0971947730293953e-12
bandpass,independent_rms,45.3125,2.1025635492528494e-12
bandpass,independent_rms,45.703125,1.4698644465282263e-12
bandpass,independent_rms,46.09375,1.054861102975869e-12
bandpass,independent_rms,46.484375,7.755179041067938e-13
bandpass,independent_rms,46.875,5.83413755295296e-13
bandpass,independent_rms,47.265625,4.49043716288627e-13
bandpass,independent_rms,47.65625,3.5393683383940524e-13
bandpass,independent_rms,48.046875,2.862723251286306e-13
bandpass,independent_rms,48.4375,2.3836409973838747e-13
bandpass,independent_rms,48.828125,2.0518005190226082e-13
bandpass,independent_rms,49.21875,1.8345495386405902e-13
bandpass,independent_rms,49.609375,1.711569965915769e-13
bandpass,independent_rms,50.0,8.358771902514472e-14
bandpass,electrode,0.0,1.2054016415748584e-05
bandpass,electrode,0.390625,6.45939853127518e-05
bandpass,electrode,0.78125,0.0001301889133848958
bandpass,electrode,1.171875,0.00013246177691260093
bandpass,electrode,1.5625,0.00013208336506122869
bandpass,electrode,1.953125,0.0001329562174752521
bandpass,electrode,2.34375,0.00013332315887093285
bandpass,electrode,2.734375,0.00013514501598466293
bandpass,electrode,3.125,0.00013069803226059467
bandpass,electrode,3.515625,0.00013095232771069432
bandpass,electrode,3.90625,0.00013410772682164883
bandpass,electrode,4.296875,0.0001370196660422447
bandpass,electrode,4.6875,0.0001318338169439243
bandpass,electrode,5.078125,0.00012974356644013745
bandpass,electrode,5.46875,0.00013189180385082212
bandpass,electrode,5.859375,0.00013079329496341565
bandpass,electrode,6.25,0.00013137649499376963
bandpass,electrode,6.640625,0.00012609208974187714
bandpass,electrode,7.03125,0.00012940698418314344
bandpass,electrode,7.421875,0.0001365805036901477
bandpass,electrode,7.8125,0.00013708513169622297
bandpass,electrode,8.203125,0.00013845695717376087
bandpass,electrode,8.59375,0.00014106045588418872
bandpass,electrode,8.984375,0.0001386413304743651
bandpass,electrode,9.375,0.00013593471082378483
bandpass,electrode,9.765625,0.00013087165016999332
bandpass,electrode,10.15625,0.00013181952764466364
bandpass,electrode,10.546875,0.0001247764435952072
bandpass,electrode,10.9375,0.00012784783320631327
bandpass,electrode,11.328125,0.0001322456994453383
bandpass,electrode,11.71875,0.00013829346155661934
bandpass,electrode,12.109375,0.00013116659779554502
bandpass,electrode,12.5,0.0001305579201879555
bandpass,electrode,12.890625,0.0001358300819538764
bandpass,electrode,13.28125,0.00013708804279521344
bandpass,electrode,13.671875,0.0001347680116304537
bandpass,electrode,14.0625,0.00014221698404591284
bandpass,electrode,14.453125,0.00014090089282350914
bandpass,electrode,14.84375,0.00013272503166215577
bandpass,electrode,15.234375,0.0001346088039768821
bandpass,electrode,15.625,0.00013016123695586953
bandpass,electrode,16.015625,0.00013053095509372057
bandpass,electrode,16.40625,0.00013505988734231593
bandpass,electrode,16.796875,0.00013350653452927694
bandpass,electrode,17.1875,0.0001357541417813719
bandpass,electrode,17.578125,0.00013297951246569862
bandpass,electrode,17.96875,0.00013201638184408027
bandpass,electrode,18.359375,0.00013337065697736924
bandpass,electrode,18.75,0.00013300899985032742
bandpass,electrode,19.140625,0.00013264289574706
bandpass,electrode,19.53125,0.00012995600216252052
