kind,snr,condition,active,n_records,actual_snr_mean,actual_snr_max_error,offdiag_abs_corr_mean,covariance_relative_error_mean,correlation_mae_mean,rms_relative_error_max,psd_band_relative_error
bw,10,covariance,all,128,10.0,1.0658141036401503e-14,0.4980341878987409,1.3731569281752655e-15,7.018879607457713e-16,2.2116067373848087e-14,0.03353624648039464
bw,0,covariance,all,128,0.0,1.0658141036401503e-14,0.4980341878987409,1.3731569281752655e-15,7.018879607457713e-16,2.2116067373848087e-14,0.03353624648039464
ma,20,independent,all,128,20.0,3.552713678800501e-15,0.24514292774167837,1.122922184290501,0.4135143709230369,5.660391773433783,0.1102925230926024
ma,10,independent,all,128,10.0,3.552713678800501e-15,0.24514292774167837,1.122922184290501,0.4135143709230369,5.660391773433783,0.1102925230926024
ma,0,independent,all,128,0.0,3.552713678800501e-15,0.24514292774167837,1.122922184290501,0.4135143709230369,5.660391773433783,0.1102925230926024
ma,20,independent_rms,all,128,20.0,3.552713678800501e-15,0.24514292774167837,0.9208010227940029,0.41351437092303683,3.4911478092271447e-16,0.20452074294193487
ma,10,independent_rms,all,128,10.0,3.552713678800501e-15,0.24514292774167837,0.9208010227940029,0.41351437092303683,3.4911478092271447e-16,0.20452074294193487
ma,0,independent_rms,all,128,0.0,3.552713678800501e-15,0.24514292774167837,0.9208010227940029,0.41351437092303683,3.4911478092271447e-16,0.20452074294193487
ma,20,electrode,all,128,20.0,1.7763568394002505e-15,0.3858295923592844,0.0,0.0,0.0,0.0
ma,10,electrode,all,128,10.0,1.7763568394002505e-15,0.3858295923592844,0.0,0.0,0.0,0.0
ma,0,electrode,all,128,0.0,1.7763568394002505e-15,0.3858295923592844,0.0,0.0,0.0,0.0
ma,20,covariance,all,128,20.0,1.0658141036401503e-14,0.3858295923592843,1.3754805719347452e-15,4.562722494312721e-16,5.079484175231521e-15,0.14391328000221795
ma,10,covariance,all,128,10.0,1.0658141036401503e-14,0.3858295923592843,1.3754805719347452e-15,4.562722494312721e-16,5.079484175231521e-15,0.14391328000221795
ma,0,covariance,all,128,0.0,1.0658141036401503e-14,0.3858295923592843,1.3754805719347452e-15,4.562722494312721e-16,5.079484175231521e-15,0.14391328000221795
em,20,independent,all,128,20.0,1.7763568394002505e-15,0.24696581835660747,1.0869190309999697,0.4629469202898673,6.2047241808699605,0.03470322875413314
em,10,independent,all,128,10.0,1.7763568394002505e-15,0.24696581835660747,1.0869190309999697,0.4629469202898673,6.2047241808699605,0.03470322875413314
em,0,independent,all,128,0.0,1.7763568394002505e-15,0.24696581835660747,1.0869190309999697,0.4629469202898673,6.2047241808699605,0.03470322875413314
em,20,independent_rms,all,128,20.0,1.7763568394002505e-15,0.24696581835660752,0.9156467404678317,0.4629469202898674,3.5964878109525193e-16,0.24409927830036907
em,10,independent_rms,all,128,10.0,1.7763568394002505e-15,0.24696581835660752,0.9156467404678317,0.4629469202898674,3.5964878109525193e-16,0.24409927830036907
em,0,independent_rms,all,128,0.0,1.7763568394002505e-15,0.24696581835660752,0.9156467404678317,0.4629469202898674,3.5964878109525193e-16,0.24409927830036907
em,20,electrode,all,128,20.0,1.7763568394002505e-15,0.44651719150966795,0.0,0.0,0.0,0.0
em,10,electrode,all,128,10.0,1.7763568394002505e-15,0.44651719150966795,0.0,0.0,0.0,0.0
em,0,electrode,all,128,0.0,1.7763568394002505e-15,0.44651719150966795,0.0,0.0,0.0,0.0
em,20,covariance,all,128,20.0,1.0658141036401503e-14,0.44651719150966795,1.4071157889769459e-15,5.01143575701879e-16,7.678153586532751e-15,0.04730405354763594
em,10,covariance,all,128,10.0,1.0658141036401503e-14,0.44651719150966795,1.4071157889769459e-15,5.01143575701879e-16,7.678153586532751e-15,0.04730405354763594
em,0,covariance,all,128,0.0,1.0658141036401503e-14,0.44651719150966795,1.4071157889769459e-15,5.01143575701879e-16,7.678153586532751e-15,0.04730405354763594
