model,seed,kind,snr,condition,active,metric,clean,noisy,clean_drop,normalized_robustness
resnet,17,bandpass,10,covariance,V3,f1_STTC,0.7306967984934086,0.7107296137339055,0.019967184759503098,0.9726737754953283
resnet,17,bandpass,10,covariance,V3,f1_CD,0.7054871220604704,0.6910755148741419,0.014411607186328501,0.9795721187011649
resnet,17,bandpass,10,covariance,V3,f1_HYP,0.5960502692998204,0.5553822152886115,0.040668054011208876,0.9317707648049327
resnet,17,bandpass,10,covariance,V4,macro_auroc,0.9068922993183458,0.8998519763026541,0.007040323015691685,0.9922368697782794
resnet,17,bandpass,10,covariance,V4,macro_ap,0.7807184945903615,0.7687850979238987,0.011933396666462759,0.9847148533688717
resnet,17,bandpass,10,covariance,V4,macro_f1,0.7118815125857424,0.7002666636652609,0.01161484892048148,0.9836842947651823
resnet,17,bandpass,10,covariance,V4,auroc_NORM,0.9340980287369056,0.9285774493063432,0.005520579430562389,0.994089935679426
resnet,17,bandpass,10,covariance,V4,auroc_MI,0.88623473541384,0.8768645409317052,0.00937019448213483,0.9894269609295457
resnet,17,bandpass,10,covariance,V4,auroc_STTC,0.9193764165289954,0.9137742019071916,0.005602214621803769,0.993906506059892
resnet,17,bandpass,10,covariance,V4,auroc_CD,0.9032148887853731,0.8946481600093164,0.008566728776056798,0.9905152927798083
resnet,17,bandpass,10,covariance,V4,auroc_HYP,0.8915374271266145,0.8853955293587144,0.006141897767900195,0.9931108918346947
resnet,17,bandpass,10,covariance,V4,ap_NORM,0.9086485024952592,0.8983843035381966,0.010264198957062542,0.9887038839222598
resnet,17,bandpass,10,covariance,V4,ap_MI,0.7463392051587087,0.7314713317483061,0.014867873410402521,0.9800789328650892
resnet,17,bandpass,10,covariance,V4,ap_STTC,0.8025813723497355,0.7924965993273689,0.010084773022366544,0.9874345787594988
resnet,17,bandpass,10,covariance,V4,ap_CD,0.8134023735586858,0.8036140528137771,0.009788320744908763,0.9879662009061122
resnet,17,bandpass,10,covariance,V4,ap_HYP,0.632621019389418,0.6179592021918449,0.01466181719757309,0.9768236957844035
resnet,17,bandpass,10,covariance,V4,f1_NORM,0.8484848484848485,0.8393676695563488,0.009117178928499725,0.9892547534045308
resnet,17,bandpass,10,covariance,V4,f1_MI,0.6786885245901639,0.6587112171837709,0.01997730740639303,0.9705648369118556
resnet,17,bandpass,10,covariance,V4,f1_STTC,0.7306967984934086,0.7358490566037735,-0.0051522581103649046,1.0070511573610026
resnet,17,bandpass,10,covariance,V4,f1_CD,0.7054871220604704,0.6978260869565217,0.007661035103948666,0.9891407867480803
resnet,17,bandpass,10,covariance,V4,f1_HYP,0.5960502692998204,0.56957928802589,0.02647098127393044,0.9555893476803871
resnet,17,bandpass,10,covariance,V5,macro_auroc,0.9068922993183458,0.8974636018614962,0.0094286974568496,0.9896032886540925
resnet,17,bandpass,10,covariance,V5,macro_ap,0.7807184945903615,0.7640530173417864,0.016665477248575034,0.9786536666352473
resnet,17,bandpass,10,covariance,V5,macro_f1,0.7118815125857424,0.6911801461220816,0.02070136646366083,0.9709202077893007
resnet,17,bandpass,10,covariance,V5,auroc_NORM,0.9340980287369056,0.9261086997136736,0.007989329023232017,0.9914470122209479
resnet,17,bandpass,10,covariance,V5,auroc_MI,0.88623473541384,0.8751628222523746,0.011071913161465385,0.9875067939451926
resnet,17,bandpass,10,covariance,V5,auroc_STTC,0.9193764165289954,0.9097454849878704,0.009630931541124932,0.9895244957680392
resnet,17,bandpass,10,covariance,V5,auroc_CD,0.9032148887853731,0.8953080722798028,0.007906816505570347,0.9912459187677979
resnet,17,bandpass,10,covariance,V5,auroc_HYP,0.8915374271266145,0.8809929300737591,0.010544497052855428,0.9881726815577131
resnet,17,bandpass,10,covariance,V5,ap_NORM,0.9086485024952592,0.8938185446897349,0.014829957805524319,0.9836791038935484
resnet,17,bandpass,10,covariance,V5,ap_MI,0.7463392051587087,0.7279594590249058,0.018379746133802888,0.9753734682464258
resnet,17,bandpass,10,covariance,V5,ap_STTC,0.8025813723497355,0.7878890963101011,0.014692276039634411,0.9816937240922984
resnet,17,bandpass,10,covariance,V5,ap_CD,0.8134023735586858,0.8038381724648022,0.009564201093883673,0.9882417344652833
resnet,17,bandpass,10,covariance,V5,ap_HYP,0.632621019389418,0.6067598142193883,0.025861205170029655,0.959120540768707
resnet,17,bandpass,10,covariance,V5,f1_NORM,0.8484848484848485,0.824634655532359,0.02385019295248947,0.9718908440191348
resnet,17,bandpass,10,covariance,V5,f1_MI,0.6786885245901639,0.6597774244833068,0.018911100106857148,0.9721358186817008
resnet,17,bandpass,10,covariance,V5,f1_STTC,0.7306967984934086,0.7279344858962693,0.002762312597139327,0.9962196185834795
resnet,17,bandpass,10,covariance,V5,f1_CD,0.7054871220604704,0.7047413793103449,0.0007457427501255109,0.9989429392432474
resnet,17,bandpass,10,covariance,V5,f1_HYP,0.5960502692998204,0.5388127853881278,0.05723748391169259,0.9039720525924209
resnet,17,bandpass,10,covariance,V6,macro_auroc,0.9068922993183458,0.8948773650044011,0.012014934313944736,0.9867515312193494
resnet,17,bandpass,10,covariance,V6,macro_ap,0.7807184945903615,0.7600425612445717,0.020675933345789765,0.9735167880740269
resnet,17,bandpass,10,covariance,V6,macro_f1,0.7118815125857424,0.6879381218074143,0.023943390778328077,0.966366044972392
resnet,17,bandpass,10,covariance,V6,auroc_NORM,0.9340980287369056,0.9250754919468016,0.009022536790104008,0.9903409101469846
resnet,17,bandpass,10,covariance,V6,auroc_MI,0.88623473541384,0.8696517412935324,0.016582994120307615,0.981288259804503
