model,kind,snr,active,comparison,condition,outcome,mean_difference,ci95_low,ci95_high,p_value,p_holm,standardized_effect,n_patients,n_records,n_seeds,inference_unit,bootstrap_seed,bootstrap_count,permutation_seed,permutation_count,permutation_method,holm_family,status,patient_median,patient_fraction_positive,mean_without_largest_1pct_abs,mean_without_largest_5pct_abs
resnet,bandpass,10,LA,noisy_minus_clean,covariance,macro_ap,-0.019794311758911626,-0.03508354658061422,-0.0045050769372090346,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
resnet,bandpass,10,LA,noisy_minus_clean,covariance,macro_f1,-0.029163371665081355,-0.0456041994973258,-0.012722543832836913,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
resnet,bandpass,10,LA,noisy_minus_clean,electrode,loss,0.024383882980884248,0.01910382209901508,0.029836792181821926,9.999000099990002e-05,,0.20676889368340373,1877,2158,3,patient,3526419040274979242,2000,18148403542108029179,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.030451858866499062,0.705380927011188,0.028055882579801076,0.02674798969820222
resnet,bandpass,10,LA,noisy_minus_clean,electrode,mean_probability,0.010999844876303571,0.010207258617473803,0.01179853798859295,9.999000099990002e-05,,0.6161396221299288,1877,2158,3,patient,2014676510037425454,2000,17451492499255345892,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.00821799241627256,0.8145977623867874,0.010692144192412238,0.009484434403395161
resnet,bandpass,10,LA,noisy_minus_clean,electrode,probability_shift,0.06330464952133505,0.0616543072730509,0.06494162530407199,9.999000099990002e-05,,1.7114415173829665,1877,2158,3,patient,17880159352884512248,2000,75988293782475026,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.056387392970888565,1.0,0.06194627467974343,0.05820484440007859
resnet,bandpass,10,LA,noisy_minus_clean,electrode,macro_auroc,-0.011454363210431326,-0.01899092803781042,-0.003917798383052234,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
resnet,bandpass,10,LA,noisy_minus_clean,electrode,macro_ap,-0.0190633535962255,-0.0322662170069676,-0.005860490185483401,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
resnet,bandpass,10,LA,noisy_minus_clean,electrode,macro_f1,-0.029528826949421754,-0.048458136103657234,-0.01059951779518627,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
resnet,bandpass,10,LA,noisy_minus_clean,independent_rms,loss,0.018764453240590746,0.014190475706232334,0.02318393522283121,9.999000099990002e-05,,0.18992575194846564,1877,2158,3,patient,17277323063972029224,2000,8894907302671261098,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.022971938323514685,0.7059136920618008,0.021008932357263338,0.022917570489676572
resnet,bandpass,10,LA,noisy_minus_clean,independent_rms,mean_probability,0.010811682239474865,0.010101646518626894,0.011515520563550867,9.999000099990002e-05,,0.7011491429990288,1877,2158,3,patient,18022149581879401769,2000,8859742644343886135,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.007619648861388366,0.8598827916888652,0.010427891902966635,0.009216046063383157
resnet,bandpass,10,LA,noisy_minus_clean,independent_rms,probability_shift,0.052996632662289454,0.05152696733978607,0.05440221863225057,9.999000099990002e-05,,1.661723467074577,1877,2158,3,patient,14036826096084419529,2000,14589397989422573849,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.04715912237297743,1.0,0.051768112118066645,0.04858169988667035
resnet,bandpass,10,LA,noisy_minus_clean,independent_rms,macro_auroc,-0.009054901301862336,-0.016700018467761958,-0.0014097841359627123,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
resnet,bandpass,10,LA,noisy_minus_clean,independent_rms,macro_ap,-0.016914077226193498,-0.02914783185590146,-0.0046803225964855335,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
resnet,bandpass,10,LA,noisy_minus_clean,independent_rms,macro_f1,-0.021010251032304954,-0.035188526409105136,-0.0068319756555047725,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
resnet,bandpass,10,LL,noisy_minus_clean,covariance,loss,0.04862202768577859,0.04093498683819784,0.055696725445591705,9.999000099990002e-05,,0.2944704187166957,1877,2158,3,patient,6931789489027859636,2000,8491105016937215268,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.05268624779223834,0.7096430474160895,0.05048554074559984,0.04980448738110638
resnet,bandpass,10,LL,noisy_minus_clean,covariance,mean_probability,0.015900279764903436,0.01492613253565296,0.016848807808084405,9.999000099990002e-05,,0.7530746520838415,1877,2158,3,patient,3832858531779876497,2000,11271166929175831954,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.01216671631619748,0.8391049547149707,0.015096115600003325,0.013524789755423781
resnet,bandpass,10,LL,noisy_minus_clean,covariance,probability_shift,0.08815307919038218,0.08591628092379641,0.09041702331222765,9.999000099990002e-05,,1.789937967541066,1877,2158,3,patient,6137759924862162733,2000,12974225490063328193,10000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.0800351227944096,1.0,0.08656990162856552,0.08181538185944108
resnet,bandpass,10,LL,noisy_minus_clean,covariance,macro_auroc,-0.015498771469018457,-0.031438528182424985,0.00044098524438807365,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
resnet,bandpass,10,LL,noisy_minus_clean,covariance,macro_ap,-0.024387819665596517,-0.05072268264468626,0.001947043313493227,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
resnet,bandpass,10,LL,noisy_minus_clean,covariance,macro_f1,-0.04171031073366164,-0.07291682678892501,-0.010503794678398265,,,,1877,2158,3,training_seed,,0,,0,not_tested,not_tested,seed_t_interval_fragile_with_few_seeds,,,,
