epoch,train_loss,val_loss,val_macro_auroc,val_macro_ap,val_macro_f1_at_0p5,clean_count,clean_fraction,independent_count,independent_fraction,electrode_count,electrode_fraction,snr_20_count,snr_10_count,combo_RA_LA_LL_count,combo_V1_count,combo_V2_count,combo_V3_count,combo_V4_count,combo_V5_count,combo_V6_count,combo_RA_LA_count,combo_LA_LL_count,combo_RA_LL_count,actual_snr_db_count,actual_snr_db_mean,actual_snr_db_std,actual_snr_db_min,actual_snr_db_max,actual_snr_error_db_count,actual_snr_error_db_mean,actual_snr_error_db_std,actual_snr_error_db_min,actual_snr_error_db_max,rms_match_relative_error_count,rms_match_relative_error_mean,rms_match_relative_error_std,rms_match_relative_error_min,rms_match_relative_error_max,exposure_count,unique_records,exposure_min,exposure_max,order_sha256,epoch_seconds,elapsed_seconds
1,0.3532916305076878,0.3267506939833784,0.89784512920477,0.7555583991448762,0.6239627692039689,8561,0.5011121517209085,0,0.0,8523,0.49888784827909155,4381,4142,2116,727,727,686,713,701,740,710,682,721,8523,15.140208798556145,4.998033657670073,10.000000000934133,19.9999999137625,8523,-4.809409524297752e-08,1.0444017955602108e-07,-2.1492361668151716e-07,1.1559637869140715e-07,0,,,,,17084,17084,1,1,7b160a32602113665655291d4bb11f1c3439bd0a17bde695fc63c1bc3d9c8035,66.03191430005245,66.08243319997564
2,0.29622285264461107,0.3047740491383118,0.9074992985857993,0.778460776574564,0.6658965994738907,8517,0.49853664247248886,0,0.0,8567,0.5014633575275111,4332,4235,2174,661,699,704,746,751,710,705,717,700,8567,15.056612536615477,4.999679387454898,9.999999991485934,19.999999921603933,8567,-4.655249428550274e-08,1.046235363882453e-07,-2.0039643189306844e-07,1.1941399868931057e-07,0,,,,,17084,17084,1,1,702a970c07a7e06e15e3d63ca928870b3959ae324716c57a04a09209ef10dc5d,69.97916720004287,136.28105220000725
3,0.27745069884020224,0.29887190697244254,0.9104919399558804,0.7829268431693359,0.6912495917011678,8557,0.5008780145165067,0,0.0,8527,0.49912198548349335,4154,4373,2140,695,698,721,740,670,727,693,749,694,8527,14.871584336125421,4.998350566854553,10.000000000035724,19.99999991679981,8527,-4.2905892633291534e-08,1.0473042480189349e-07,-2.0360614882974915e-07,1.1355592732797959e-07,0,,,,,17084,17084,1,1,8a2ae16df489f5e9e49041b8a23d13f3888e3611260faabcdf64b5394b0c10b9,71.76293830003124,209.35611259995494
4,0.265213106002888,0.29444755801283523,0.9143284951741496,0.7925458983378146,0.7075039552112009,8404,0.49192226644813863,0,0.0,8680,0.5080777335518614,4318,4362,2246,691,764,667,664,691,741,734,758,724,8680,14.97465433304258,4.9999356554880965,10.000000004732923,19.999999902724362,8680,-4.483760371978469e-08,1.0481801645687497e-07,-2.017991889147197e-07,1.1772724306524651e-07,0,,,,,17084,17084,1,1,65c8914bec6fa9fcb9b27fff30635d223d8e25a47448a9572882e918ab53211f,66.54539630003273,276.08327119995374
5,0.2539593855974909,0.30460507202570614,0.9109839513897378,0.7878464984508492,0.6941395789972279,8627,0.5049754155935379,0,0.0,8457,0.4950245844064622,4266,4191,2073,730,732,762,664,698,718,664,724,692,8457,15.044341919150401,4.999803271342173,10.000000001529179,19.99999990659906,8457,-4.6085496623932514e-08,1.0462678573680511e-07,-2.0418256951870717e-07,1.1173954383991713e-07,0,,,,,17084,17084,1,1,6d73870553b0ed99b591cc90529451c8603dac4413e94d3154cd08fb5e4fe0a0,66.22038230008911,342.50298450002447
6,0.24428003699152623,0.30890468629519735,0.9142998881170203,0.7904960989066255,0.6956985683468367,8537,0.4997073284944978,0,0.0,8547,0.5002926715055023,4252,4295,2163,681,713,712,728,746,639,729,732,704,8547,14.974844929844112,4.999936617947138,10.000000003263203,19.999999914399723,8547,-4.5000863359691105e-08,1.0490800400961117e-07,-2.0643313192181267e-07,1.1615277450971462e-07,0,,,,,17084,17084,1,1,9a24f5970fb15a8502523e599a275410a899177e35b8f21de03f91c4fe6b2fa5,66.27926810004283,408.9354851000244
7,0.2340307544835751,0.3431931638817641,0.9086682428644608,0.7815886140482169,0.6716137550131054,8475,0.4960782018262702,0,0.0,8609,0.5039217981737298,4326,4283,2217,767,709,688,725,674,740,711,679,699,8609,15.024973818552995,4.99993752602835,9.999999991707796,19.999999903831007,8609,-4.600734908698217e-08,1.0494387981635502e-07,-1.9822557462134682e-07,1.1372250519059435e-07,0,,,,,17084,17084,1,1,0d1a841bd70049abf3fc32768bfe45d61f892a88b47f8beb0053acae4d72f276,66.1916594998911,475.3017415999202
8,0.22532651282618404,0.3317526404755424,0.9112974125828803,0.7837707840506535,0.6950069707439671,8556,0.5008194802154062,0,0.0,8528,0.49918051978459377,4293,4235,2071,751,723,697,715,720,714,718,733,686,8528,15.03400558264719,4.999884256600247,9.99999999634242,19.99999990519018,8528,-4.5870633841034974e-08,1.0459586359959605e-07,-2.0814967172100296e-07,1.2249277325793173e-07,0,,,,,17084,17084,1,1,c964f517867c7a51f4026e7bd789cf2e4f41595cea9a7469b9fc11428de2fc18,66.2754888999043,541.7242595999269
9,0.21378908830569907,0.34216521495652885,0.9029502998734819,0.7687130771716266,0.6428867253819733,8454,0.49484898150316087,0,0.0,8630,0.5051510184968392,4282,4348,2150,716,723,715,689,737,749,685,749,717,8630,14.96176125286467,4.999853673953638,10.00000000859633,19.99999990159057,8630,-4.4933706024943925e-08,1.0486903725606582e-07,-2.0127259503510686e-07,1.2099503621243457e-07,0,,,,,17084,17084,1,1,7d9523df1df85233b56ac723e5c6d8634af21d3daa80039bde81c22d25174c96,66.35824009997305,608.2475637999596
10,0.20520014359629482,0.323595148374961,0.9107535231178294,0.783194487369543,0.7080454423042547,8475,0.4960782018262702,0,0.0,8609,0.5039217981737298,4316,4293,2130,696,716,704,740,715,702,709,765,732,8609,15.013358067734657,4.999982051887001,9.99999998107046,19.99999990423592,8609,-4.5867386196077394e-08,1.0494156009173203e-07,-2.0827107505283493e-07,1.094408386137502e-07,0,,,,,17084,17084,1,1,a9c869fe50e8fcbd3c99d24bd71f2dc31368d27f55aa7f05fe2a4ab70ec57da0,66.4071545000188,674.8148387999972
11,0.1906918344983896,0.3882900210373444,0.9026288763563544,0.7593725692913899,0.6292835757625341,8543,0.5000585343011005,0,0.0,8541,0.4999414656988996,4356,4185,2123,744,693,669,727,701,732,705,726,721,8541,15.100105326482696,4.998997687095599,10.000000007136787,19.999999930549855,8541,-4.759527900582384e-08,1.0464629330068197e-07,-2.0398151789891017e-07,1.1513461117829138e-07,0,,,,,17084,17084,1,1,e538b8571529be78707de2e15d086388771c63a2d1329f2471289f8e37ebd544,66.2821747000562,741.2545079999836
12,0.1806110106050982,0.38227249619456394,0.9042876660352732,0.7669570638281792,0.6620873710775166,8575,0.5019316319363146,0,0.0,8509,0.4980683680636853,4271,4238,2118,743,679,703,743,728,696,680,668,751,8509,15.019391186964027,4.999962293832435,10.000000001264564,19.99999990786764,8509,-4.584828821090296e-08,1.0483985398010749e-07,-2.124352924681716e-07,1.2708775543046613e-07,0,,,,,17084,17084,1,1,9504d1207884869acfd35df03ac58b8d544ce2bcd9601830a38e4c2c539a3c40,66.19603909994476,807.598908899934
