architecture,snr_db,train_seed,combo_id,noise_seed,combo_set,metric,unit,M_EE,M_IE,M_EI,M_II,g_E,g_I,gamma
resnet,15,202,RA,20005,heldout,absolute macro-AUROC,fraction,0.9086670549945209,0.9060647954887215,0.9088232622022678,0.9065519531618456,0.002602259505799398,0.0022713090404222758,0.00033095046537712225
resnet,15,202,RA_LA_V1_V6,20001,heldout,absolute macro-AUROC,fraction,0.9078551987234647,0.9055824997510529,0.9086697668350601,0.906742576353726,0.0022726989724117796,0.0019271904813340512,0.0003455084910777284
resnet,15,202,RA_LA_V1_V6,20002,heldout,absolute macro-AUROC,fraction,0.9084151376939273,0.9059148312431731,0.9077581360647604,0.9059553083475016,0.002500306450754275,0.0018028277172588147,0.0006974787334954602
resnet,15,202,RA_LA_V1_V6,20003,heldout,absolute macro-AUROC,fraction,0.9073496027035926,0.9057274188556137,0.9085195254736199,0.9061457767578848,0.001622183847978853,0.0023737487157351467,-0.0007515648677562936
resnet,15,202,RA_LA_V1_V6,20004,heldout,absolute macro-AUROC,fraction,0.9088425276529621,0.9062784236468217,0.908771170750408,0.9064998555621818,0.0025641040061404885,0.0022713151882262084,0.00029278881791428013
resnet,15,202,RA_LA_V1_V6,20005,heldout,absolute macro-AUROC,fraction,0.9081774120927026,0.905616422980421,0.9090331156869407,0.9062819244515147,0.002560989112281642,0.002751191235425998,-0.00019020212314435625
resnet,15,202,RA_V1,20001,heldout,absolute macro-AUROC,fraction,0.9074387918429749,0.9047307713626551,0.9088247510424333,0.9064877456791722,0.002708020480319817,0.002337005363261091,0.00037101511705872614
resnet,15,202,RA_V1,20002,heldout,absolute macro-AUROC,fraction,0.90907105095241,0.9056508035373814,0.9077742069065466,0.9059039213634881,0.0034202474150286655,0.0018702855430585696,0.0015499618719700958
resnet,15,202,RA_V1,20003,heldout,absolute macro-AUROC,fraction,0.9078166764860089,0.9058510953590015,0.9084445962966031,0.9057890410548467,0.0019655811270073986,0.0026555552417564243,-0.0006899741147490257
resnet,15,202,RA_V1,20004,heldout,absolute macro-AUROC,fraction,0.9082583939639564,0.9058214338757324,0.9085375854525649,0.9063100082060244,0.002436960088223916,0.0022275772465405463,0.00020938284168336985
resnet,15,202,RA_V1,20005,heldout,absolute macro-AUROC,fraction,0.908495247848356,0.9058957576429947,0.9088444062955869,0.9065903444130441,0.002599490205361321,0.002254061882542846,0.00034542832281847513
resnet,15,202,RA_V2_V5,20001,heldout,absolute macro-AUROC,fraction,0.9078120707827495,0.9051474614862753,0.9088186085461402,0.9066239387370867,0.002664609296474163,0.0021946698090534733,0.0004699394874206897
resnet,15,202,RA_V2_V5,20002,heldout,absolute macro-AUROC,fraction,0.9089410369022415,0.9060798744737506,0.9079002017956437,0.9058099312491983,0.002861162428490882,0.002090270546445394,0.000770891882045488
resnet,15,202,RA_V2_V5,20003,heldout,absolute macro-AUROC,fraction,0.9080487413970401,0.9057807978952344,0.9087214407984533,0.9059559806462261,0.0022679435018057026,0.002765460152227228,-0.0004975166504215256
resnet,15,202,RA_V2_V5,20004,heldout,absolute macro-AUROC,fraction,0.9079650614855762,0.9057682682237356,0.9085192757259289,0.9060241810443468,0.002196793261840635,0.002495094681582155,-0.00029830141974152014
resnet,15,202,RA_V2_V5,20005,heldout,absolute macro-AUROC,fraction,0.9091037499727264,0.9060892164537758,0.9086794044714607,0.9063975697034674,0.003014533518950535,0.0022818347679932627,0.0007326987509572724
tcn,5,17,LA,20001,heldout,absolute macro-AUROC,fraction,0.907226002061897,0.9062133131162208,0.9109233158054483,0.9121146682317818,0.0010126889456761878,-0.001191352426333503,0.0022040413720096907
tcn,5,17,LA,20002,heldout,absolute macro-AUROC,fraction,0.9070116745869882,0.9058465833405315,0.9095077906904754,0.910806386687789,0.0011650912464566954,-0.001298595997313634,0.0024636872437703294
tcn,5,17,LA,20003,heldout,absolute macro-AUROC,fraction,0.9064785495499637,0.905395599294159,0.909785115601019,0.9110151456146379,0.0010829502558046267,-0.0012300300136188769,0.0023129802694235035
tcn,5,17,LA,20004,heldout,absolute macro-AUROC,fraction,0.9064032921109737,0.9052971585041334,0.9103592724856353,0.9117212624053058,0.0011061336068403094,-0.0013619899196705143,0.0024681235265108237
tcn,5,17,LA,20005,heldout,absolute macro-AUROC,fraction,0.9057174889545099,0.9045892969937697,0.9096145474531347,0.9107768178896277,0.0011281919607402102,-0.0011622704364929737,0.002290462397233184
tcn,5,17,LA_V3_V6,20001,heldout,absolute macro-AUROC,fraction,0.9092153705455546,0.9088030978015162,0.9108033576088774,0.9118457768658569,0.00041227274403832226,-0.0010424192569794544,0.0014546920010177766
tcn,5,17,LA_V3_V6,20002,heldout,absolute macro-AUROC,fraction,0.909082805095688,0.908715757557491,0.9099911635281417,0.910944777931717,0.0003670475381969407,-0.0009536144035753313,0.001320661941772272
tcn,5,17,LA_V3_V6,20003,heldout,absolute macro-AUROC,fraction,0.9085911450988133,0.9082207105193568,0.9101853639617197,0.9111317524797938,0.00037043457945651337,-0.0009463885180741594,0.0013168230975306727
tcn,5,17,LA_V3_V6,20004,heldout,absolute macro-AUROC,fraction,0.9079852023126449,0.9076683303452372,0.9103845698007287,0.9114728030114947,0.00031687196740770585,-0.0010882332107660098,0.0014051051781737156
tcn,5,17,LA_V3_V6,20005,heldout,absolute macro-AUROC,fraction,0.9076835934667147,0.9072180973603136,0.9099374742700782,0.9109287993389987,0.0004654961064011198,-0.0009913250689205233,0.0014568211753216431
tcn,5,17,LA_V6,20001,heldout,absolute macro-AUROC,fraction,0.9088143438376715,0.9081759262764499,0.9109160984141063,0.9119175168167327,0.0006384175612215159,-0.0010014184026264639,0.0016398359638479798
tcn,5,17,LA_V6,20002,heldout,absolute macro-AUROC,fraction,0.9084576335046766,0.907709111767123,0.9098638657667113,0.9108871014990516,0.0007485217375535758,-0.0010232357323403107,0.0017717574698938865
tcn,5,17,LA_V6,20003,heldout,absolute macro-AUROC,fraction,0.908237405523239,0.9074920286506319,0.9102135077227009,0.9111751579020098,0.0007453768726070065,-0.0009616501793088261,0.0017070270519158326
tcn,5,17,LA_V6,20004,heldout,absolute macro-AUROC,fraction,0.9073674756812261,0.9066944060677734,0.9104979241956862,0.9116194893556105,0.0006730696134527037,-0.0011215651599243426,0.0017946347733770462
tcn,5,17,LA_V6,20005,heldout,absolute macro-AUROC,fraction,0.9071571587800907,0.9064283767925622,0.9101472125117358,0.9111438185143745,0.0007287819875285706,-0.0009966060026387336,0.0017253879901673042
tcn,5,17,LL,20001,heldout,absolute macro-AUROC,fraction,0.9076621680117007,0.9065405583558481,0.909815372424361,0.9105078945684193,0.0011216096558526178,-0.0006925221440583496,0.0018141317999109674
tcn,5,17,LL,20002,heldout,absolute macro-AUROC,fraction,0.9075950507649437,0.9066791828585448,0.9091994823408625,0.9099021545838053,0.0009158679063989705,-0.0007026722429428478,0.0016185401493418183
tcn,5,17,LL,20003,heldout,absolute macro-AUROC,fraction,0.90754880926659,0.9068391712773755,0.909559881756022,0.9102353312265963,0.0007096379892145288,-0.0006754494705742964,0.0013850874597888252
tcn,5,17,LL,20004,heldout,absolute macro-AUROC,fraction,0.9084642146464533,0.9075348720459246,0.9096382617633336,0.9103376027647805,0.000929342600528682,-0.0006993410014468626,0.0016286836019755446
tcn,5,17,LL,20005,heldout,absolute macro-AUROC,fraction,0.9076385764052806,0.9066916969216228,0.9101341365823676,0.9108576420400674,0.0009468794836577921,-0.0007235054576997246,0.0016703849413575167
tcn,5,17,LL_V1_V4,20001,heldout,absolute macro-AUROC,fraction,0.9090667878957845,0.9084858428684717,0.9111866716005969,0.9116521301692824,0.0005809450273128736,-0.00046545856868551727,0.0010464035959983908
tcn,5,17,LL_V1_V4,20002,heldout,absolute macro-AUROC,fraction,0.9092814145951641,0.908923647389369,0.9105894164019522,0.9110140697840923,0.0003577672057950565,-0.0004246533821400389,0.0007824205879350954
tcn,5,17,LL_V1_V4,20003,heldout,absolute macro-AUROC,fraction,0.9090170936246709,0.9086109573003315,0.910931768400355,0.9114218821613609,0.00040613632433939006,-0.0004901137610059392,0.0008962500853453292
tcn,5,17,LL_V1_V4,20004,heldout,absolute macro-AUROC,fraction,0.9096968573455916,0.9092181753647134,0.9109710212826947,0.9115239195531434,0.0004786819808781928,-0.0005528982704486873,0.0010315802513268801
tcn,5,17,LL_V1_V4,20005,heldout,absolute macro-AUROC,fraction,0.9093959190026816,0.908880267651987,0.9111534552262182,0.911603728485766,0.0005156513506945348,-0.0004502732595478287,0.0009659246102423635
tcn,5,17,LL_V4,20001,heldout,absolute macro-AUROC,fraction,0.9084813137574688,0.9075730672487499,0.9105881247702727,0.9111564629212389,0.0009082465087189018,-0.00056833815096613,0.0014765846596850318
tcn,5,17,LL_V4,20002,heldout,absolute macro-AUROC,fraction,0.9090697102343949,0.9083783940887343,0.9100776989405265,0.9107425322329294,0.0006913161456605366,-0.0006648332924029665,0.001356149438063503
tcn,5,17,LL_V4,20003,heldout,absolute macro-AUROC,fraction,0.908143557452815,0.907674961843202,0.9102547276499336,0.9108069024431916,0.0004685956096130983,-0.0005521747932579757,0.001020770402871074
tcn,5,17,LL_V4,20004,heldout,absolute macro-AUROC,fraction,0.9091201206230357,0.9084077145653822,0.9104047921818497,0.9111030386408341,0.0007124060576535474,-0.0006982464589844195,0.0014106525166379669
tcn,5,17,LL_V4,20005,heldout,absolute macro-AUROC,fraction,0.9085645667319143,0.9079203083698983,0.9108788386617146,0.9115129172278028,0.0006442583620159814,-0.0006340785660882142,0.0012783369281041956
tcn,5,17,RA,20001,heldout,absolute macro-AUROC,fraction,0.9072920124733489,0.9062532038471416,0.9092284573737036,0.9104396446786638,0.0010388086262073104,-0.0012111873049601707,0.002249995931167481
tcn,5,17,RA,20002,heldout,absolute macro-AUROC,fraction,0.9075037032798907,0.9066059154827559,0.9082570982680085,0.9093910618656149,0.0008977877971347858,-0.0011339635976064244,0.0020317513947412102
tcn,5,17,RA,20003,heldout,absolute macro-AUROC,fraction,0.9081939466890638,0.9072363964481898,0.9090325810262609,0.9098729974151933,0.0009575502408740721,-0.0008404163889323968,0.001797966629806469
tcn,5,17,RA,20004,heldout,absolute macro-AUROC,fraction,0.9080757220090441,0.9070223600086962,0.9086420633894537,0.9096497945225603,0.0010533620003478905,-0.001007731133106593,0.0020610931334544835
tcn,5,17,RA,20005,heldout,absolute macro-AUROC,fraction,0.9069263867289123,0.9059488293725417,0.9095679188956266,0.9105775398173312,0.0009775573563706175,-0.001009620921704646,0.0019871782780752634
tcn,5,17,RA_LA_V1_V6,20001,heldout,absolute macro-AUROC,fraction,0.9091731941604373,0.9087405711297188,0.9107182144130261,0.9118452897437128,0.00043262303071844865,-0.0011270753306866776,0.0015596983614051263
tcn,5,17,RA_LA_V1_V6,20002,heldout,absolute macro-AUROC,fraction,0.9091283316235241,0.9086794821611368,0.909487682502579,0.9104798299142505,0.00044884946238732404,-0.000992147411671418,0.001440996874058742
tcn,5,17,RA_LA_V1_V6,20003,heldout,absolute macro-AUROC,fraction,0.9101069648262667,0.9095034076606188,0.9102196383575766,0.9111034304603305,0.0006035571656479721,-0.0008837921027539108,0.001487349268401883
tcn,5,17,RA_LA_V1_V6,20004,heldout,absolute macro-AUROC,fraction,0.9091246477529957,0.908808265795994,0.9100734994625288,0.9109793589294396,0.0003163819570016768,-0.0009058594669107967,0.0012222414239124735
tcn,5,17,RA_LA_V1_V6,20005,heldout,absolute macro-AUROC,fraction,0.9087760309208581,0.9083349482324069,0.9103474662927509,0.9112449023908862,0.000441082688451222,-0.0008974360981353069,0.001338518786586529
tcn,5,17,RA_V1,20001,heldout,absolute macro-AUROC,fraction,0.9084203541667979,0.9077362774406156,0.9103398844009852,0.9113336198052794,0.0006840767261823144,-0.0009937354042941493,0.0016778121304764637
tcn,5,17,RA_V1,20002,heldout,absolute macro-AUROC,fraction,0.9084044050824664,0.907758362343435,0.9092576644148466,0.9100757439259002,0.0006460427390314605,-0.0008180795110536154,0.001464122250085076
tcn,5,17,RA_V1,20003,heldout,absolute macro-AUROC,fraction,0.9100629675436418,0.9091923050594375,0.9099323329796702,0.9106024773936902,0.0008706624842043098,-0.0006701444140199131,0.001540806898224223
tcn,5,17,RA_V1,20004,heldout,absolute macro-AUROC,fraction,0.9097788710047464,0.9089870709744188,0.9097811078032656,0.9104917565354471,0.0007918000303276385,-0.000710648732181518,0.0015024487625091565
tcn,5,17,RA_V1,20005,heldout,absolute macro-AUROC,fraction,0.9083924764523331,0.9076970336308022,0.9105082604730095,0.9112342528692702,0.0006954428215308894,-0.0007259923962606996,0.001421435217791589
tcn,5,17,RA_V2_V5,20001,heldout,absolute macro-AUROC,fraction,0.9092845738642581,0.9088117169179654,0.9102764930597773,0.911319215687788,0.00047285694629273234,-0.0010427226280106394,0.0015155795743033718
tcn,5,17,RA_V2_V5,20002,heldout,absolute macro-AUROC,fraction,0.909421884267301,0.9090179327824923,0.90976889215196,0.9106389045044615,0.0004039514848086512,-0.0008700123525015035,0.0012739638373101547
tcn,5,17,RA_V2_V5,20003,heldout,absolute macro-AUROC,fraction,0.9102851963496127,0.9097858617338523,0.9101753211688873,0.9108427669620914,0.0004993346157603495,-0.0006674457932041022,0.0011667804089644518
tcn,5,17,RA_V2_V5,20004,heldout,absolute macro-AUROC,fraction,0.9088599887781958,0.908497491806801,0.9100810172319574,0.9108173856997877,0.0003624969713948989,-0.0007363684678302063,0.0010988654392251052
tcn,5,17,RA_V2_V5,20005,heldout,absolute macro-AUROC,fraction,0.9089860093591099,0.9085940832016852,0.9108347519870972,0.9117841010607938,0.0003919261574246713,-0.0009493490736965926,0.001341275231121264
tcn,5,29,LA,20001,heldout,absolute macro-AUROC,fraction,0.9116984204768016,0.909880092295704,0.9142991208660783,0.9154104923770555,0.001818328181097617,-0.0011113715109771771,0.002929699692074794
tcn,5,29,LA,20002,heldout,absolute macro-AUROC,fraction,0.9114983916758627,0.9102489063452438,0.9145267319877183,0.9158101920970549,0.0012494853306188602,-0.0012834601093366649,0.002532945439955525
tcn,5,29,LA,20003,heldout,absolute macro-AUROC,fraction,0.9096292271173605,0.9082871710328673,0.9139834069152574,0.9152064461539092,0.0013420560844932261,-0.0012230392386518574,0.0025650953231450835
tcn,5,29,LA,20004,heldout,absolute macro-AUROC,fraction,0.9103552152573655,0.9093262488982894,0.9144937987113085,0.9157322536537797,0.0010289663590761222,-0.0012384549424712121,0.0022674213015473343
tcn,5,29,LA,20005,heldout,absolute macro-AUROC,fraction,0.9109308132704047,0.9094649508749333,0.9142849882717705,0.9154179043676509,0.0014658623954714178,-0.0011329160958803985,0.0025987784913518164
tcn,5,29,LA_V3_V6,20001,heldout,absolute macro-AUROC,fraction,0.9143755707391076,0.9133518236145772,0.9151554206152305,0.9162296483186854,0.0010237471245303498,-0.0010742277034548886,0.0020979748279852384
tcn,5,29,LA_V3_V6,20002,heldout,absolute macro-AUROC,fraction,0.9134573948757188,0.9129034566474337,0.9156667234753805,0.9169652813522429,0.0005539382282850891,-0.001298557876862394,0.001852496105147483
tcn,5,29,LA_V3_V6,20003,heldout,absolute macro-AUROC,fraction,0.9121945364465341,0.9113990923163955,0.9151795406234753,0.9161314205181519,0.0007954441301386561,-0.0009518798946765994,0.0017473240248152555
tcn,5,29,LA_V3_V6,20004,heldout,absolute macro-AUROC,fraction,0.912271006704233,0.9119551232310462,0.915389662905168,0.9164982880990508,0.00031588347318678434,-0.001108625193882773,0.0014245086670695573
tcn,5,29,LA_V3_V6,20005,heldout,absolute macro-AUROC,fraction,0.9129884298241177,0.9123003499906467,0.9157961159625293,0.9169140703973383,0.000688079833470967,-0.0011179544348089987,0.0018060342682799657
tcn,5,29,LA_V6,20001,heldout,absolute macro-AUROC,fraction,0.9132428081714978,0.9119265634597473,0.9144318812519329,0.91556731961774,0.0013162447117505138,-0.0011354383658070955,0.0024516830775576093
tcn,5,29,LA_V6,20002,heldout,absolute macro-AUROC,fraction,0.9126650389882831,0.9116549952540065,0.9148547898905889,0.9161150192596612,0.0010100437342766,-0.0012602293690723299,0.00227027310334893
tcn,5,29,LA_V6,20003,heldout,absolute macro-AUROC,fraction,0.9108724379264656,0.9098902416645689,0.9146202960115426,0.9155848252659473,0.0009821962618966618,-0.0009645292544047113,0.001946725516301373
tcn,5,29,LA_V6,20004,heldout,absolute macro-AUROC,fraction,0.9111112824828304,0.9104222440501273,0.915009114602727,0.9160335167204424,0.0006890384327030707,-0.0010244021177153728,0.0017134405504184436
tcn,5,29,LA_V6,20005,heldout,absolute macro-AUROC,fraction,0.9117600257598786,0.9107534243519085,0.914805652212206,0.9158898800128801,0.0010066014079700425,-0.0010842278006740758,0.0020908292086441183
tcn,5,29,LL,20001,heldout,absolute macro-AUROC,fraction,0.9101342381913391,0.9065404850293401,0.9137489317515065,0.9146505798879392,0.003593753161998947,-0.0009016481364326756,0.004495401298431623
tcn,5,29,LL,20002,heldout,absolute macro-AUROC,fraction,0.9090170006835617,0.9053095685513217,0.9126003405685802,0.9139902587876249,0.0037074321322400072,-0.0013899182190446613,0.0050973503512846685
tcn,5,29,LL,20003,heldout,absolute macro-AUROC,fraction,0.9094010602509401,0.906240576298066,0.9138854995340966,0.9149584547175007,0.00316048395287416,-0.0010729551834041118,0.004233439136278272
tcn,5,29,LL,20004,heldout,absolute macro-AUROC,fraction,0.909621298386717,0.9058389293294951,0.913576347842832,0.9147405734904703,0.003782369057221957,-0.001164225647638295,0.004946594704860252
tcn,5,29,LL,20005,heldout,absolute macro-AUROC,fraction,0.9091254013286555,0.9055602491305107,0.9141279914584484,0.91545164165971,0.0035651521981447942,-0.0013236502012616835,0.004888802399406478
tcn,5,29,LL_V1_V4,20001,heldout,absolute macro-AUROC,fraction,0.911000041826884,0.9095564957582731,0.9138504609106048,0.9148647399378256,0.001443546068610857,-0.0010142790272207325,0.0024578250958315895
tcn,5,29,LL_V1_V4,20002,heldout,absolute macro-AUROC,fraction,0.9105503069146621,0.9088710745760895,0.913533030567765,0.9148375059917718,0.0016792323385725894,-0.0013044754240068013,0.0029837077625793906
tcn,5,29,LL_V1_V4,20003,heldout,absolute macro-AUROC,fraction,0.9110756172573783,0.9097132244184627,0.9142907600388428,0.9155426138795881,0.0013623928389155937,-0.0012518538407453317,0.0026142466796609254
tcn,5,29,LL_V1_V4,20004,heldout,absolute macro-AUROC,fraction,0.9109227302007719,0.9092920501205697,0.9140114082485287,0.9151290983679429,0.0016306800802021737,-0.0011176901194142053,0.002748370199616379
tcn,5,29,LL_V1_V4,20005,heldout,absolute macro-AUROC,fraction,0.9110058334157138,0.9093951864084502,0.9144875017942524,0.9159859348698326,0.0016106470072636547,-0.0014984330755801745,0.003109080082843829
tcn,5,29,LL_V4,20001,heldout,absolute macro-AUROC,fraction,0.9113731687246952,0.9088918993583442,0.914299555231765,0.9151660078092565,0.0024812693663509577,-0.0008664525774915166,0.0033477219438424743
tcn,5,29,LL_V4,20002,heldout,absolute macro-AUROC,fraction,0.9106220347573586,0.9079252308215521,0.9134633914141712,0.9148339592990217,0.0026968039358065132,-0.0013705678848504599,0.004067371820656973
tcn,5,29,LL_V4,20003,heldout,absolute macro-AUROC,fraction,0.9106978971645875,0.9084884543881364,0.9144126185511497,0.915478196878792,0.002209442776451076,-0.0010655783276422026,0.0032750211040932786
tcn,5,29,LL_V4,20004,heldout,absolute macro-AUROC,fraction,0.9108442758680748,0.9083919790170574,0.9139934834011555,0.915223971695242,0.0024522968510174437,-0.0012304882940864514,0.003682785145103895
tcn,5,29,LL_V4,20005,heldout,absolute macro-AUROC,fraction,0.9102873772664525,0.9078368121617405,0.9146810928036512,0.9160145291127849,0.002450565104711977,-0.0013334363091337398,0.0037840014138457168
tcn,5,29,RA,20001,heldout,absolute macro-AUROC,fraction,0.9093819043970022,0.9075841163696239,0.9155766907800846,0.9165292930555182,0.0017977880273782887,-0.0009526022754335894,0.002750390302811878
tcn,5,29,RA,20002,heldout,absolute macro-AUROC,fraction,0.9093705557570168,0.907312234074382,0.9145431814574613,0.9155467598895874,0.002058321682634756,-0.0010035784321261731,0.0030619001147609293
tcn,5,29,RA,20003,heldout,absolute macro-AUROC,fraction,0.910761994297353,0.9084718478196953,0.9150458193759471,0.9159673057612683,0.002290146477657795,-0.0009214863853211908,0.003211632862978986
tcn,5,29,RA,20004,heldout,absolute macro-AUROC,fraction,0.9104471540058077,0.9084554925161304,0.9146761022685309,0.9155940239499524,0.001991661489677221,-0.000917921681421463,0.002909583171098684
tcn,5,29,RA,20005,heldout,absolute macro-AUROC,fraction,0.910459196624184,0.908492377502742,0.9159036615831774,0.9171666264883891,0.0019668191214419206,-0.0012629649052117164,0.003229784026653637
tcn,5,29,RA_LA_V1_V6,20001,heldout,absolute macro-AUROC,fraction,0.9121720684149274,0.9111864806304103,0.9147947827904643,0.9156836333934194,0.0009855877845170724,-0.0008888506029550713,0.0018744383874721438
tcn,5,29,RA_LA_V1_V6,20002,heldout,absolute macro-AUROC,fraction,0.9114615486967834,0.9106109370031034,0.9146460435428848,0.9158838608296842,0.000850611693680059,-0.001237817286799392,0.002088428980479451
tcn,5,29,RA_LA_V1_V6,20003,heldout,absolute macro-AUROC,fraction,0.9119502610458403,0.9110616764244188,0.9148427680263722,0.9158273185284453,0.0008885846214214954,-0.0009845505020731338,0.0018731351234946292
tcn,5,29,RA_LA_V1_V6,20004,heldout,absolute macro-AUROC,fraction,0.9112207730929969,0.9100934890847874,0.9145495733192641,0.9156564349127512,0.0011272840082094948,-0.0011068615934870518,0.0022341456016965466
tcn,5,29,RA_LA_V1_V6,20005,heldout,absolute macro-AUROC,fraction,0.9127155952206397,0.9116529886534781,0.9151549801361144,0.9163568337663494,0.001062606567161617,-0.0012018536302349503,0.0022644601973965672
tcn,5,29,RA_V1,20001,heldout,absolute macro-AUROC,fraction,0.910488685004886,0.9095556450951492,0.9149153436830646,0.9160118937383007,0.0009330399097368103,-0.001096550055236123,0.002029589964972933
tcn,5,29,RA_V1,20002,heldout,absolute macro-AUROC,fraction,0.9099730177589503,0.9088743891950675,0.9145355837570779,0.9155291478078518,0.0010986285638828752,-0.0009935640507738874,0.0020921926146567627
tcn,5,29,RA_V1,20003,heldout,absolute macro-AUROC,fraction,0.9121649812972012,0.910870524814554,0.914717205767926,0.9159006147584379,0.0012944564826472549,-0.0011834089905118361,0.002477865473159091
tcn,5,29,RA_V1,20004,heldout,absolute macro-AUROC,fraction,0.9117673111331813,0.9106385720293557,0.9143010418206347,0.9154581283480543,0.0011287391038256045,-0.0011570865274196374,0.002285825631245242
tcn,5,29,RA_V1,20005,heldout,absolute macro-AUROC,fraction,0.9117117856525301,0.9107650640214466,0.9153186778161378,0.9168045057885811,0.000946721631083447,-0.0014858279724432322,0.002432549603526679
tcn,5,29,RA_V2_V5,20001,heldout,absolute macro-AUROC,fraction,0.9124040667089501,0.911713950821245,0.9156632365948834,0.9166457181783549,0.0006901158877051783,-0.0009824815834715839,0.0016725974711767622
tcn,5,29,RA_V2_V5,20002,heldout,absolute macro-AUROC,fraction,0.9119155365044206,0.9113139656929341,0.9148622971813782,0.9158463311024022,0.0006015708114864848,-0.0009840339210239746,0.0015856047325104594
tcn,5,29,RA_V2_V5,20003,heldout,absolute macro-AUROC,fraction,0.9126879162706206,0.9113864456102008,0.9152493584244743,0.916228816128335,0.0013014706604198567,-0.0009794577038606533,0.00228092836428051
tcn,5,29,RA_V2_V5,20004,heldout,absolute macro-AUROC,fraction,0.9117071478436358,0.9108295996231301,0.9149436255531007,0.9160423700901003,0.000877548220505675,-0.0010987445369995408,0.001976292757505216
tcn,5,29,RA_V2_V5,20005,heldout,absolute macro-AUROC,fraction,0.9122201707048138,0.9116683852252045,0.9160623224803617,0.9173096671574583,0.0005517854796092125,-0.00124734467709664,0.0017991301567058526
tcn,5,43,LA,20001,heldout,absolute macro-AUROC,fraction,0.9059128055495312,0.904512746947925,0.9110525114235415,0.911548320951343,0.0014000586016061911,-0.0004958095278014829,0.001895868129407674
tcn,5,43,LA,20002,heldout,absolute macro-AUROC,fraction,0.9055746482899764,0.904294915052285,0.910821392933587,0.9113807883321918,0.0012797332376913717,-0.0005593953986048339,0.0018391286362962056
tcn,5,43,LA,20003,heldout,absolute macro-AUROC,fraction,0.9048086932833292,0.903057884467966,0.9103957869205989,0.910956359829713,0.0017508088153632695,-0.0005605729091141542,0.0023113817244774237
tcn,5,43,LA,20004,heldout,absolute macro-AUROC,fraction,0.9058031050358684,0.9042568166180193,0.9106672545093556,0.9111318811175593,0.0015462884178490954,-0.0004646266082036776,0.002010915026052773
tcn,5,43,LA,20005,heldout,absolute macro-AUROC,fraction,0.9043931925934492,0.9030106863322089,0.9098894794596223,0.9104044147476946,0.0013825062612402572,-0.0005149352880723379,0.0018974415493125951
tcn,5,43,LA_V3_V6,20001,heldout,absolute macro-AUROC,fraction,0.9087023242697801,0.9079950764018857,0.9117845344989725,0.9123511296329362,0.0007072478678944449,-0.0005665951339637321,0.001273843001858177
tcn,5,43,LA_V3_V6,20002,heldout,absolute macro-AUROC,fraction,0.9084989044214536,0.907944783851514,0.9118371528210432,0.9124545399341774,0.0005541205699396423,-0.0006173871131341935,0.0011715076830738358
tcn,5,43,LA_V3_V6,20003,heldout,absolute macro-AUROC,fraction,0.9078747321947349,0.9070753131574539,0.9113127784439463,0.9118100328550389,0.0007994190372809795,-0.0004972544110926069,0.0012966734483735864
tcn,5,43,LA_V3_V6,20004,heldout,absolute macro-AUROC,fraction,0.9083644653909623,0.90758064722874,0.9111950097079111,0.9117988741912517,0.0007838181622222828,-0.0006038644833405993,0.0013876826455628821
tcn,5,43,LA_V3_V6,20005,heldout,absolute macro-AUROC,fraction,0.9074216162564299,0.9067269354166168,0.9109778846340337,0.9115000682961352,0.0006946808398131665,-0.0005221836621014386,0.0012168645019146052
tcn,5,43,LA_V6,20001,heldout,absolute macro-AUROC,fraction,0.9076562287742933,0.9066190201460449,0.911318681225907,0.9118394504868947,0.0010372086282484094,-0.0005207692609877634,0.0015579778892361729
tcn,5,43,LA_V6,20002,heldout,absolute macro-AUROC,fraction,0.907142633299529,0.9062012020663988,0.9113613234036624,0.9120123890110463,0.0009414312331302854,-0.0006510656073839272,0.0015924968405142126
tcn,5,43,LA_V6,20003,heldout,absolute macro-AUROC,fraction,0.906725796160252,0.9054704279111505,0.9107590261001034,0.911351460317227,0.0012553682491014406,-0.0005924342171236274,0.001847802466225068
tcn,5,43,LA_V6,20004,heldout,absolute macro-AUROC,fraction,0.9068824657292403,0.9057842349818443,0.910868821164847,0.9114040029521139,0.0010982307473959008,-0.0005351817872668585,0.0016334125346627593
tcn,5,43,LA_V6,20005,heldout,absolute macro-AUROC,fraction,0.9059180667389629,0.9049502907701257,0.9103640955780505,0.9109045859828202,0.0009677759688372367,-0.0005404904047696668,0.0015082663736069035
tcn,5,43,LL,20001,heldout,absolute macro-AUROC,fraction,0.9078767081916925,0.9074312201292297,0.9108154012482986,0.9112079775836872,0.0004454880624628066,-0.0003925763353885836,0.0008380643978513902
tcn,5,43,LL,20002,heldout,absolute macro-AUROC,fraction,0.9082305617007519,0.9077426877773231,0.9113233047628697,0.911869532630017,0.0004878739234287499,-0.0005462278671473086,0.0010341017905760586
tcn,5,43,LL,20003,heldout,absolute macro-AUROC,fraction,0.907345904466232,0.9071330276058365,0.9116749093103529,0.9120909161674973,0.00021287686039550557,-0.0004160068571443798,0.0006288837175398854
tcn,5,43,LL,20004,heldout,absolute macro-AUROC,fraction,0.9070199363050033,0.9064613616786964,0.9115303222353821,0.9122641822673829,0.0005585746263069291,-0.0007338600320008215,0.0012924346583077506
tcn,5,43,LL,20005,heldout,absolute macro-AUROC,fraction,0.9078269612683142,0.9073477262916997,0.9113848634923392,0.9119264920262463,0.00047923497661450654,-0.0005416285339071569,0.0010208635105216635
