architecture,snr_db,train_seed,train_strategy,test_structure,combo_id,noise_seed,case_id,prediction_path,prediction_sha256,checkpoint_path,checkpoint_sha256,clean_input_sha256,noisy_input_sha256,config_sha256,matrix_sha256,record_identity_path,diagnostics_path,cohort_path,patient_draws_path,n_records,n_patients,class_order,unit,recomputed_macro_auroc,original_macro_auroc,absolute_error,passed
resnet,15,17,electrode,electrode,LA_V3_V6,20001,bandpass_n20001_cLA_V3_V6_electrode_s15,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLA_V3_V6_electrode_s15.npz,2303f48d4f1e518df3c99a15e7dbb65933447cb9fcb70bf505350618aa20388a,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,a3b3e3045e1d44c8acb0e618df0cc6ac0b586b13a161c87f56d3b667ec2b0bb6,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLA_V3_V6_electrode_s15.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.9100533023155719,0.9100533023155719,0.0,True
resnet,5,17,electrode,electrode,LA_V3_V6,20001,bandpass_n20001_cLA_V3_V6_electrode_s5,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLA_V3_V6_electrode_s5.npz,5f8a73257829fd633a74822c445b26e27f286d0ffa80c3bfd00b4251992c6fa0,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,7c8d847c152e6d4b77fdb2e4c2773e8c4c26212062ac872529d6f7ecee436a13,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLA_V3_V6_electrode_s5.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.8942674099997177,0.8942674099997177,0.0,True
resnet,15,17,electrode,independent_rms,LA_V3_V6,20001,bandpass_n20001_cLA_V3_V6_independent_rms_s15,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLA_V3_V6_independent_rms_s15.npz,1fc4f956526d6e66a5a8397119e1a3f9afafa4d15b7c68ff93dbb93af3bd2d6e,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,01e8eadd19e97ae06899f14d2f6388a558070ba929d35a9c8c0d823b440cbee4,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLA_V3_V6_independent_rms_s15.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.9086275132551638,0.9086275132551638,0.0,True
resnet,5,17,electrode,independent_rms,LA_V3_V6,20001,bandpass_n20001_cLA_V3_V6_independent_rms_s5,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLA_V3_V6_independent_rms_s5.npz,e14858cc79a2506331d9dd6cf377c904d1b8e33a2f42d3d99679f2e864780024,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,0cad877c704b72d5dbf6bcbf43ea2a9b0f1a32285af0c32b52982b8520b027f8,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLA_V3_V6_independent_rms_s5.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.8996501662336568,0.8996501662336568,0.0,True
resnet,15,17,electrode,electrode,LA_V6,20001,bandpass_n20001_cLA_V6_electrode_s15,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLA_V6_electrode_s15.npz,3c342a3992b3c0624ced941b23a63c0c24b1a9fdd0f4dafe9cfd9d8aa5c9e1b5,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,ee064181053c5d75ba6c5d8a78216702a986e78e12107a7d339241959fb8109d,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLA_V6_electrode_s15.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.9100218576426787,0.9100218576426787,0.0,True
resnet,5,17,electrode,electrode,LA_V6,20001,bandpass_n20001_cLA_V6_electrode_s5,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLA_V6_electrode_s5.npz,87dd10d73bbbb6d1f882bb7d0d5acd218ba206dc533b679a48a7f5a7d0af43dd,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,7073f0277fd8d28100e44c13f84bb735e076034b227bad135d69de305ed0bbc2,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLA_V6_electrode_s5.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.8928734461114949,0.8928734461114949,0.0,True
resnet,15,17,electrode,independent_rms,LA_V6,20001,bandpass_n20001_cLA_V6_independent_rms_s15,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLA_V6_independent_rms_s15.npz,1f3a2d920d0ecb25a24ff0e2c7196b3af0d4725da6f7b668633fdb2c187fe9f3,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,40a030aac5d241b9bf98eda00f7879647cf771f4c47d9659787fa0a2d3dbab9c,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLA_V6_independent_rms_s15.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.9087510835481872,0.9087510835481872,0.0,True
resnet,5,17,electrode,independent_rms,LA_V6,20001,bandpass_n20001_cLA_V6_independent_rms_s5,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLA_V6_independent_rms_s5.npz,9af42f59cf8bdcf061ac086726c0ba0ccf6743c135cdd2290cca8714cfc85407,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,8fbee5ed1a07ec1c98f117322d29f2a997eb3e0306c655b28c15e4a827e4ff3c,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLA_V6_independent_rms_s5.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.8994187931945842,0.8994187931945842,0.0,True
resnet,15,17,electrode,electrode,LA,20001,bandpass_n20001_cLA_electrode_s15,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLA_electrode_s15.npz,780963198b109d1e3a46767fcb684477c559221be7dc4d4e4469aa4301789b4e,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,135c5b29489e5a523378c28cd046cb5859aab2f71a5c172d911d9ead044b15f6,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLA_electrode_s15.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.9097479776570665,0.9097479776570665,0.0,True
resnet,5,17,electrode,electrode,LA,20001,bandpass_n20001_cLA_electrode_s5,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLA_electrode_s5.npz,ceb6e4d79112c5f7a2677be57624f554444f037719a17393f3ab54f5c4190c8d,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,8f76632d9a1317a3f46c07eeda9e4bed9886c9caeed239def5a9bbcb9f4a3b81,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLA_electrode_s5.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.8914957894419338,0.8914957894419338,0.0,True
resnet,15,17,electrode,independent_rms,LA,20001,bandpass_n20001_cLA_independent_rms_s15,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLA_independent_rms_s15.npz,51e8ca57e926b0b05c84ca3954f87dad63e99eae140e9eb019411212f84b506e,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,19670c52b82630c7776fd196898e7582cd052b292d5c924bc5d9220864737d47,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLA_independent_rms_s15.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.908602145273697,0.908602145273697,0.0,True
resnet,5,17,electrode,independent_rms,LA,20001,bandpass_n20001_cLA_independent_rms_s5,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLA_independent_rms_s5.npz,0b4ac0712590ae64f8aff4440df3c7bc99d9022be70e541908bd3e20d702667c,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,385cbe67b1271f617e59a8886a4a1f68b2065d166035f8ab74de1c475ebe08cb,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLA_independent_rms_s5.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.8995155743466997,0.8995155743466997,0.0,True
resnet,15,17,electrode,electrode,LL_V1_V4,20001,bandpass_n20001_cLL_V1_V4_electrode_s15,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLL_V1_V4_electrode_s15.npz,6bcf93a746f6624810f8cb0044e42689fd27b696fecc7627d917569f2dde31ab,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,808b9cac62e727a2633093519180afd4b2f44a38819da1d97028809256c4d272,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLL_V1_V4_electrode_s15.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.9088060536440586,0.9088060536440585,1.1102230246251565e-16,True
resnet,5,17,electrode,electrode,LL_V1_V4,20001,bandpass_n20001_cLL_V1_V4_electrode_s5,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLL_V1_V4_electrode_s5.npz,9f6b572610dc2df3d70be3274608cf8d01844ab1e211888f11329e7a2a25750b,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,e94844049f10580cb8f5d68b17aace096a3f0683a3b6b46ece97acef3fdbb11d,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLL_V1_V4_electrode_s5.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.8903438083644012,0.8903438083644012,0.0,True
resnet,15,17,electrode,independent_rms,LL_V1_V4,20001,bandpass_n20001_cLL_V1_V4_independent_rms_s15,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLL_V1_V4_independent_rms_s15.npz,74a90807ed37ea8575f16178cc55134ff4d2806ef37fa3fd0c08d960c3ab4e95,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,85893d1ef999df9db333d6aa575952f1008f103a2441d3ff593b95fded13a65f,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLL_V1_V4_independent_rms_s15.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.9086262564068284,0.9086262564068284,0.0,True
resnet,5,17,electrode,independent_rms,LL_V1_V4,20001,bandpass_n20001_cLL_V1_V4_independent_rms_s5,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLL_V1_V4_independent_rms_s5.npz,01accd039caa67c15e9445c43b487be8afa0fb0e1f89bb4b83aa05ddcfad25d8,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,c7a4832f88d02f2faf2274d6037fec18f08fddf20b605b33b3f538281120095a,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLL_V1_V4_independent_rms_s5.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.8987242577198401,0.8987242577198401,0.0,True
resnet,15,17,electrode,electrode,LL_V4,20001,bandpass_n20001_cLL_V4_electrode_s15,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLL_V4_electrode_s15.npz,7397b9233fcf034b8e85f00b24a687a0839e9c9e9eaf901c19bf4ee341373fc8,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,d40234735a1287141e513ff3744b4982aa1ce4ec56d77ff2b6e7e89f61f0bb99,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLL_V4_electrode_s15.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.9086830372756065,0.9086830372756065,0.0,True
resnet,5,17,electrode,electrode,LL_V4,20001,bandpass_n20001_cLL_V4_electrode_s5,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLL_V4_electrode_s5.npz,301993f1360315ffc2ea8f64793caa743314aa24dc08aeb7d2882692f32b100b,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,6e5cf086d8e7eae896be7e28c9cd5b32b4a52ce4f2008ad5c29664d5b48a5402,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLL_V4_electrode_s5.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.8896115368636266,0.8896115368636266,0.0,True
resnet,15,17,electrode,independent_rms,LL_V4,20001,bandpass_n20001_cLL_V4_independent_rms_s15,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLL_V4_independent_rms_s15.npz,7836101f4855de40b9dc4cfc2b1f7b66f3af85cd5f7d5b2e17216964ed5e4193,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,28ec3ef227a23704ada4458320253169a4fa5d3fea33edb9250f37974d8bb757,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLL_V4_independent_rms_s15.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.9086252288804404,0.9086252288804403,1.1102230246251565e-16,True
resnet,5,17,electrode,independent_rms,LL_V4,20001,bandpass_n20001_cLL_V4_independent_rms_s5,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLL_V4_independent_rms_s5.npz,cd66629c552d0f83d5a457c4ff76ffb63d8a6143e1b1353a8f18b17e77f5f963,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,d94b356a22d42dfda761b68468acaf417d2205ea843d3d0cc5cd8c155bdf04ee,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLL_V4_independent_rms_s5.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.8989337020728027,0.8989337020728027,0.0,True
resnet,15,17,electrode,electrode,LL,20001,bandpass_n20001_cLL_electrode_s15,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLL_electrode_s15.npz,950610795fa200fa8f30c7c8e085725b377b723ed8042756aa71e85c84c57879,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,4c24b46859e84fed4763d3f4ff015ed7a5b197d6bebb55a9e2bf0ec4a6b454d6,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLL_electrode_s15.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.9088097819960558,0.9088097819960558,0.0,True
resnet,5,17,electrode,electrode,LL,20001,bandpass_n20001_cLL_electrode_s5,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLL_electrode_s5.npz,a4d422c9b445786296fb87bc8d31f55c10a7defc7b59a35e28a6dfee329d3bb2,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,3f1a99ab47e9bcb1e62e5c547c618dbf57be69919198b1dce61edde36e45fe07,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLL_electrode_s5.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.8868923762564448,0.8868923762564448,0.0,True
resnet,15,17,electrode,independent_rms,LL,20001,bandpass_n20001_cLL_independent_rms_s15,phase2/results/predictions/full/electrode/resnet/seed_17/bandpass_n20001_cLL_independent_rms_s15.npz,379aee64734f364de2fc298b51929b897a27f0966c4258f7439359f38ab94831,phase2/results/checkpoints/full/electrode/resnet/seed_17/best.pt,378032a6627c7bd70fc8bddcd8e5c8f47c1c897410ba9ea567349bdbbd6f2da8,3f667437db6e65e4f2852bcbf00ca26043dcee6236fb9a13ef612457494e63d4,a53e1f8224e3c58adec4f6f620df701f90bb70d637b0639880edbb3cc412def9,980993c490b41e9793164c1d9bbfa54f728606fff281e07486e7af2fc41ddda7,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,overnight_supplements_v2/did/record_input_identity.parquet,phase2/results/test_inputs/full/diagnostics/bandpass_n20001_cLL_independent_rms_s15.npz,phase2/results/tables/full/patient_bootstrap/cohort.npz,phase2/results/tables/full/patient_bootstrap/patient_draws.npy,2158,1877,"[""NORM"", ""MI"", ""STTC"", ""CD"", ""HYP""]",fraction,0.9086395340865767,0.9086395340865767,0.0,True
