condition,mode,snr_db,noise_seed,metric,n_rows,n_records,n_patients,n_noise_bases,n_finite,n_null,n_positive_inf,n_negative_inf,n_anomalous,unit,min,p05,p25,median,p75,p95,max,mean,sd,class_name,true_label,stratum
E,,10,404,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,7.698426956492469e-16,1.0554585861770129e-15,1.4202375542767767e-15,1.7804791352468743e-15,2.2324483682501536e-15,3.1413021825723547e-15,4.335404787784521e-15,1.8879942457597777e-15,6.375508558071421e-16,NORM,0,negative
E,,10,505,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,9.999971916298021,9.999986166657694,9.999992742358337,9.999995382784482,9.999997277814293,9.999999036406475,9.99999985923887,9.999994439640194,3.995654337739647e-06,NORM,0,negative
E,,10,505,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,-2.8155564983869324e-05,-1.3890057754574437e-05,-7.3203668822691966e-06,-4.688292963558681e-06,-2.7817875180407787e-06,-1.0169699312294867e-06,-2.0702172902112213e-07,-5.618894629273959e-06,3.995402106284016e-06,NORM,0,negative
E,,10,505,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,7.824955068405828e-16,1.0502910251963762e-15,1.4086128459720988e-15,1.771186365399652e-15,2.2385798710021557e-15,3.1479136485802606e-15,4.354927125470823e-15,1.883709666704474e-15,6.317567704902461e-16,NORM,0,negative
E,,10,8128,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,9.999971896581165,9.99998616692009,9.999992737512478,9.999995380301854,9.999997276500904,9.999999046466886,9.999999855421516,9.999994439991246,3.9952894512793935e-06,NORM,0,negative
E,,10,8128,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,-2.8155564983869324e-05,-1.3890057755056603e-05,-7.320366882028114e-06,-4.688292964040846e-06,-2.7817875187640246e-06,-1.0169699313741358e-06,-2.0702172902112213e-07,-5.618894629282836e-06,3.995402106285376e-06,NORM,0,negative
E,,10,8128,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,7.996992252016474e-16,1.0897026175890798e-15,1.414209359703017e-15,1.7746933319666344e-15,2.2341330972912032e-15,3.105646877767824e-15,5.052729370014466e-15,1.8820521502344817e-15,6.278030754283729e-16,NORM,0,negative
I,,0,101,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8815138624645211,1.938847262751757,1.999841205806355,2.040159506781264,2.0778455589085336,2.1340426603737797,2.256579287891636,2.039033573622433,0.05812095720992957,NORM,0,negative
I,,0,101,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8815138619332186,1.9388472571932913,1.9998412075838141,2.04015950347401,2.0778455532592854,2.1340426501556724,2.256579287393202,2.039033573359252,0.05812095748588399,NORM,0,negative
I,,0,101,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,0.35159181630761,0.360095669418587,0.36902028706389794,0.37485037835023693,0.38025234341259206,0.38822046668681875,0.4052409348791606,0.37463302159941975,0.008371354554577975,NORM,0,negative
I,,0,202,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8476995093155675,1.9367697670895005,1.9964636513613923,2.0356478161588063,2.078886804654965,2.1341819094715007,2.2317094392154524,2.0366136424242756,0.060484330899800605,NORM,0,negative
I,,0,202,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8476995055450254,1.9367697705732563,1.9964636489387262,2.035647815954739,2.0788868047829627,2.1341819142792087,2.2317094292384274,2.0366136424445624,0.06048433072189902,NORM,0,negative
I,,0,202,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,0.34652439165746346,0.359789400172801,0.3685288684226995,0.37420141521179856,0.38040129520963023,0.388240673890141,0.4018245292619858,0.3742798334790271,0.008713312467398145,NORM,0,negative
I,,0,303,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.858450085683099,1.9338926046120395,1.995452628217432,2.037149500425461,2.0764286080755605,2.138691413195055,2.2327501263976597,2.036247032938613,0.061725528342343225,NORM,0,negative
I,,0,303,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8584500920212825,1.9338926070452063,1.995452627245945,2.0371495016881584,2.0764286095706748,2.1386914173161404,2.2327501300679553,2.0362470329779994,0.0617255284039211,NORM,0,negative
I,,0,303,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,0.3481394357243511,0.35936586551075733,0.36838219700806907,0.3744175443932607,0.38005044391372944,0.38887465089807405,0.4019684023859139,0.37422449272225716,0.008893834938772016,NORM,0,negative
I,,0,404,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.85383732535283,1.935031782107463,1.9977916989640199,2.0376751541209748,2.0788853711420896,2.142402582370068,2.248789048652861,2.0389957765744997,0.06232790796469311,NORM,0,negative
I,,0,404,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8538373304753375,1.9350317826997085,1.997791696377497,2.0376751505910025,2.078885368773161,2.1424025768383355,2.2487890459540836,2.0389957765981794,0.06232790792115436,NORM,0,negative
I,,0,404,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,0.34744648155694624,0.359533738039142,0.3687220264038209,0.3744932277737746,0.38040038855959457,0.3893972977123625,0.40417248432754826,0.3746192222692408,0.008969687019233192,NORM,0,negative
I,,0,505,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8656496323439222,1.9363781957865887,1.9921847362282215,2.0354738591867787,2.0765586014917625,2.1333140830180817,2.2394034295946987,2.035312363458832,0.06122312617681084,NORM,0,negative
I,,0,505,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8656496335189663,1.9363781955904484,1.9921847430424346,2.0354738645615122,2.0765585974052856,2.133314082804764,2.239403424619515,2.035312363363262,0.06122312618341371,NORM,0,negative
I,,0,505,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,0.3492201448069822,0.3597322230612952,0.36790691613217485,0.37417631856436384,0.38006867379011666,0.3881173863580981,0.40288335630186456,0.37409084386711916,0.008819455839937063,NORM,0,negative
I,,0,8128,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8493673357158849,1.935575955612577,1.9941111661758835,2.035333578372199,2.0763308182664466,2.1368440354511677,2.230612938276909,2.035626937130465,0.06073884092020764,NORM,0,negative
I,,0,8128,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8493673362739738,1.9355759503020689,1.9941111633010902,2.035333581781429,2.076330823029369,2.1368440410759773,2.2306129427897163,2.035626937165131,0.06073884111754018,NORM,0,negative
I,,0,8128,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,0.3467751386954534,0.35961428878446206,0.3681871023859964,0.374157081746573,0.38003652421976664,0.3886156624304341,0.40167365975082503,0.37413716313701884,0.008747921739724251,NORM,0,negative
I,,5,101,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,6.881513748013493,6.938847137478809,6.999841095302768,7.04015939260705,7.077845443812741,7.1340425549729805,7.256579170398243,7.039033461594184,0.05812095687991278,NORM,0,negative
I,,5,101,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8815138654033234,1.9388472555522906,1.9998412114748567,2.0401595057654056,2.0778455556950735,2.1340426584101637,2.2565792875689574,2.039033573525349,0.05812095737520189,NORM,0,negative
I,,5,101,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,0.3515918168257018,0.36009566917682706,0.3690202876292211,0.3748503786800742,0.38025234376018674,0.3882204678496097,0.40524093490322993,0.37463302162355216,0.008371354537863454,NORM,0,negative
I,,5,202,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,6.847699382743649,6.936769670656663,6.9964635411563645,7.035647709956798,7.078886686601503,7.134181806032153,7.231709325024358,7.036613530583156,0.060484331207339204,NORM,0,negative
I,,5,202,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.84769950858969,1.9367697767884586,1.9964636530012392,2.0356478150656874,2.078886807663284,2.1341819162554803,2.231709438192672,2.036613642409385,0.0604843308083681,NORM,0,negative
I,,5,202,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,0.34652439211558894,0.35978940108904056,0.36852886901337767,0.3742014150836902,0.3804012956205868,0.38824067416848346,0.4018245304952986,0.3742798334737824,0.00871331248059695,NORM,0,negative
I,,5,303,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,6.858449978832242,6.933892488001635,6.995452516162331,7.0371494056387345,7.076428502012753,7.138691296968884,7.232750030499766,7.0362469213419265,0.061725528577042575,NORM,0,negative
I,,5,303,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.858450093521384,1.933892604005697,1.9954526292115586,2.0371495037379024,2.0764286078829137,2.1386914162135198,2.232750139362565,2.036247033117214,0.06172552849665428,NORM,0,negative
I,,5,303,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,0.3481394359495109,0.3593658650624164,0.3683821972939251,0.3744175446885175,0.38005044367281,0.38887465074291766,0.401968403665799,0.37422449274212805,0.008893834951624447,NORM,0,negative
I,,5,404,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,6.853837225920172,6.9350316804830126,6.997791588062865,7.037675033351183,7.0788852706781915,7.142402466574985,7.248788937969707,7.0389956646206855,0.062327907405702695,NORM,0,negative
I,,5,404,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8538373385105487,1.9350317868514215,1.9977916994709595,2.037675151857484,2.0788853677209564,2.14240257695658,2.248789052961486,2.0389957765911864,0.06232790773027454,NORM,0,negative
I,,5,404,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,0.34744648276428497,0.3595337386514073,0.36872202685348104,0.3744932279561836,0.38040038850418934,0.38939729772899345,0.40417248528892424,0.3746192222686307,0.008969686991148805,NORM,0,negative
I,,5,505,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,6.865649527441815,6.936378076104558,6.992184632001811,7.0354737404431145,7.076558486658666,7.133313972218007,7.2394032956955,7.035312251656403,0.061223126958167666,NORM,0,negative
I,,5,505,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.865649636332869,1.9363781891554463,1.9921847434202573,2.0354738608021736,2.0765585982826535,2.1333140840838807,2.2394034198344634,2.035312363445487,0.06122312645847781,NORM,0,negative
I,,5,505,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,0.34922014522863887,0.35973222211256994,0.367906916187165,0.37417631802263845,0.38006867391534926,0.3881173865383172,0.4028833556439622,0.37409084387841096,0.008819455879482178,NORM,0,negative
I,,5,8128,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,6.849367218868614,6.935575833038385,6.9941110516032685,7.035333468338024,7.0763306968616675,7.136843923272477,7.230612840362847,7.035626824968263,0.06073884105984086,NORM,0,negative
I,,5,8128,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8493673327207405,1.935575948271689,1.9941111640328875,2.035333581876081,2.0763308204439133,2.1368440382631073,2.2306129439045366,2.035626936922855,0.06073884106580768,NORM,0,negative
I,,5,8128,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,0.34677513816100947,0.3596142884850989,0.36818710249245845,0.3741570817602129,0.38003652385068887,0.3886156620344442,0.40167365990441345,0.37413716310221246,0.008747921731917775,NORM,0,negative
I,,10,101,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,11.881513925218902,11.93884730477288,11.999841274479294,12.040159572764278,12.077845624677106,12.134042713231608,12.256579334140598,12.039033632101074,0.0581209573862738,NORM,0,negative
I,,10,101,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8815138674527432,1.9388472526432294,1.999841211597356,2.0401595012556166,2.07784556244642,2.1340426539998663,2.2565792828213085,2.039033573808507,0.058120957631615885,NORM,0,negative
I,,10,101,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,0.35159181713168325,0.36009566874823323,0.3690202876470209,0.374850378030908,0.38025234472360914,0.38822046722834014,0.40524093425304736,0.37463302166383,0.008371354574715925,NORM,0,negative
I,,10,202,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,11.847699566733365,11.93676980619849,11.99646371465628,12.035647861305684,12.07888685969671,12.134181988375694,12.231709509038577,12.036613701312458,0.060484330473884594,NORM,0,negative
I,,10,202,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8476995086163717,1.9367697639347,1.9964636541058565,2.0356478100218443,2.078886804896651,2.134181917263919,2.231709446173147,2.0366136425978825,0.060484330352094585,NORM,0,negative
I,,10,202,q_noise,1195,1195,1039,1,1195,0,0,0,0,fraction,0.3465243921196037,0.3597893991943327,0.3685288691740322,0.37420141435689536,0.38040129522583027,0.3882406743105451,0.40182453159448916,0.3742798335018539,0.008713312414747883,NORM,0,negative
I,,10,303,snr_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,11.858450158775423,11.933892668313314,11.995452680167725,12.037149585466278,12.076428662836825,12.138691476375408,12.232750191077823,12.036247091760146,0.061725528408278364,NORM,0,negative
I,,10,303,delta_p_db,1195,1195,1039,1,1195,0,0,0,0,dB,1.8584500988348618,1.9338926124008848,1.9954526268558277,2.0371495078693513,2.0764286076520477,2.138691416164092,2.232750132452211,2.036247033448348,0.06172552846152646,NORM,0,negative
