condition,mode,snr_db,noise_seed,metric,n_rows,n_records,n_patients,n_noise_bases,n_finite,n_null,n_positive_inf,n_negative_inf,n_anomalous,unit,min,p05,p25,median,p75,p95,max,mean,sd,class_name,true_label,stratum
S_01,S_01,0,303,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.28622486498851124,0.29881702951104655,0.3077225652922513,0.31374659511748704,0.3204900540553589,0.33042302743282526,0.3449556879134451,0.31402807564296537,0.009647026099452036,MI,0,negative
S_01,S_01,0,404,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.4611791597510115,1.5365048270267547,1.5975932393411134,1.6379938752528902,1.6811855880203987,1.739014821857659,1.8367504720504957,1.638737204859983,0.061618245016206184,MI,0,negative
S_01,S_01,0,404,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.4611791570170531,1.5365048265509789,1.5975932398258152,1.6379938784428205,1.681185584962829,1.739014818251088,1.8367504807982735,1.638737204981082,0.06161824487526174,MI,0,negative
S_01,S_01,0,404,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.285698634122113,0.29798045552922925,0.3077864732934461,0.3141966165439892,0.32098259701207177,0.32996418381027315,0.3448741495837753,0.31424438427247087,0.009729710881779478,MI,0,negative
S_01,S_01,0,505,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.4406412157850075,1.5340688374112568,1.5929151727825939,1.6321460548513032,1.6766977136616257,1.740204194366275,1.8581101077373694,1.6353872261015132,0.06303465780213574,MI,0,negative
S_01,S_01,0,505,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.4406412077539008,1.5340688382622427,1.592915170568455,1.6321460548444358,1.6766977111775778,1.7402042015797288,1.8581101062815162,1.6353872260866658,0.06303465782393522,MI,0,negative
S_01,S_01,0,505,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.2823121024288963,0.29758733757823874,0.30704010137279564,0.3132721819541627,0.3202801101806385,0.3301483428366871,0.3480893324389617,0.3137120532237175,0.009951026904746267,MI,0,negative
S_01,S_01,0,8128,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.4556046265518316,1.5411812471372344,1.5915199105499958,1.6354079518893623,1.6769450966595698,1.737043367313461,1.8841113945172134,1.63611087745429,0.06076025834938264,MI,0,negative
S_01,S_01,0,8128,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.455604628105347,1.5411812403930225,1.5915199099639856,1.6354079526046963,1.6769451046778805,1.7370433624876116,1.8841113963970881,1.6361108775972453,0.06076025832222032,MI,0,negative
S_01,S_01,0,8128,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.2847844091671715,0.2987361689239955,0.3068171705993117,0.31378784296911405,0.3203193487965722,0.3296602222416972,0.3519805601247275,0.3138315170375216,0.009589296034392129,MI,0,negative
S_01,S_01,5,101,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,6.39959653242549,6.538629783224581,6.595814992130382,6.6334337090799025,6.6773664555996115,6.739454906365797,6.829757104950133,6.636413152029083,0.061573310587158404,MI,0,negative
S_01,S_01,5,101,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.399596641345051,1.5386299053717167,1.595815112435155,1.6334338118071954,1.6773665698750648,1.7394550189018512,1.8297572189372127,1.6364132641106792,0.061573310266140505,MI,0,negative
S_01,S_01,5,101,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.27549756474021964,0.2983245508010987,0.30750330362386574,0.31347549688521753,0.3203855093796475,0.33003168789545717,0.34381879114476926,0.31387745079944335,0.009724247198902301,MI,0,negative
S_01,S_01,5,202,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,6.416037014719001,6.5331288748561525,6.595148153751724,6.633027511220126,6.677721503093906,6.7358626979068825,6.815323254221102,6.634628326401733,0.06124506597877639,MI,0,negative
S_01,S_01,5,202,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.4160371301726218,1.5331289813358246,1.5951482748360601,1.6330276278975622,1.677721615347481,1.735862808316734,1.8153233741601174,1.6346284384739536,0.06124506587348702,MI,0,negative
S_01,S_01,5,202,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.2782348543016949,0.29743495049015023,0.30739663933643474,0.31341087395472655,0.3204409566037459,0.329478396866769,0.34163422871399796,0.3135961256320129,0.009681286949966806,MI,0,negative
S_01,S_01,5,303,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,6.464383471320799,6.541682503195738,6.597193828915502,6.635146154050556,6.678035468541246,6.741990160924647,6.837287523674424,6.637360399508226,0.061144975047317154,MI,0,negative
S_01,S_01,5,303,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.4643835896670772,1.5416826138729387,1.5971939357329297,1.6351462620438382,1.6780355723354519,1.7419902671292815,1.8372876360586485,1.6373605112572287,0.06114497498238624,MI,0,negative
S_01,S_01,5,303,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.28622486542411374,0.2988170297003334,0.3077225654804983,0.3137465950974215,0.320490054100795,0.3304230268638208,0.34495568729293113,0.314028075629128,0.009647026090764193,MI,0,negative
S_01,S_01,5,404,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,6.46117904526991,6.536504714009328,6.597593121344118,6.637993757841933,6.68118547630686,6.739014713023918,6.836750354511069,6.638737093065957,0.06161824483417882,MI,0,negative
S_01,S_01,5,404,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.4611791575696051,1.5365048285914034,1.5975932397435444,1.6379938743485694,1.6811855925902262,1.7390148236190528,1.8367504758530235,1.6387372049390645,0.06161824492894841,MI,0,negative
S_01,S_01,5,404,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.2856986342129934,0.29798045585903454,0.30778647328031594,0.31419661581616876,0.32098259728798895,0.3299641846384438,0.34487414883779266,0.3142443842657151,0.00972971089056509,MI,0,negative
S_01,S_01,5,505,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,6.440641093820406,6.534068727016725,6.5929150636850915,6.6321459335776485,6.6766975958990935,6.74020407864386,6.858110003168952,6.635387114204141,0.06303465735771512,MI,0,negative
S_01,S_01,5,505,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.4406412116591154,1.534068838601376,1.5929151783909516,1.6321460471046378,1.676697712750601,1.7402041957108327,1.8581101097233454,1.6353872261135796,0.06303465770415612,MI,0,negative
S_01,S_01,5,505,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.28231210307424764,0.2975873376330849,0.30704010262095144,0.3132721807303077,0.32028011042683674,0.3301483419314664,0.34808933295560773,0.3137120532282456,0.009951026885642792,MI,0,negative
S_01,S_01,5,8128,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,6.455604510887766,6.5411811351791815,6.591519802384295,6.635407836948087,6.676944992259766,6.737043256420397,6.884111276797308,6.636110765559723,0.060760258121066224,MI,0,negative
S_01,S_01,5,8128,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.455604621406679,1.5411812438842274,1.5915199083944327,1.6354079553292362,1.6769451036391692,1.737043360112365,1.8841113935708287,1.6361108774528001,0.06076025822201774,MI,0,negative
S_01,S_01,5,8128,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.28478440806400496,0.29873616948774157,0.3068171703487935,0.3137878433996051,0.3203193486340098,0.32966022187506383,0.35198055970301567,0.31383151701491874,0.009589296019380193,MI,0,negative
S_01,S_01,10,101,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,11.39959671607029,11.538629947169387,11.595815155080187,11.633433863097522,11.677366628721055,11.739455087134479,11.829757277001917,11.63641332260485,0.061573310105092205,MI,0,negative
S_01,S_01,10,101,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.3995966429487072,1.5386298992263256,1.5958151021644826,1.6334338087291345,1.6773665721168451,1.739455023607216,1.8297572194460119,1.6364132639665223,0.061573310103894816,MI,0,negative
S_01,S_01,10,101,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.27549756500774614,0.2983245498081122,0.3075033019861863,0.31347549639864414,0.3203855097304561,0.33003168862131665,0.3438187912216444,0.31387745077703105,0.009724247173721709,MI,0,negative
S_01,S_01,10,202,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,11.41603718544946,11.533129051911427,11.595148355384989,11.633027682982402,11.677721677942834,11.735862859954224,11.815323441043637,11.634628497073923,0.061245065633481637,MI,0,negative
S_01,S_01,10,202,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.4160371349159466,1.5331289827656909,1.595148284341601,1.6330276260482146,1.6777216203660574,1.7358628071216204,1.815323376832077,1.634628438503273,0.06124506586380343,MI,0,negative
S_01,S_01,10,202,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.2782348550900002,0.29743495072144865,0.3073966408523471,0.31341087366236403,0.3204409573890259,0.32947839668227397,0.34163422911905184,0.31359612563667083,0.009681286947857972,MI,0,negative
S_01,S_01,10,303,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,11.464383640404488,11.541682678848591,11.597193997401847,11.63514632723021,11.6780356390507,11.741990326896182,11.83728769086562,11.637360569722908,0.06114497528779811,MI,0,negative
S_01,S_01,10,303,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.4643835784833317,1.5416826103856662,1.5971939377217255,1.6351462691302836,1.678035574750065,1.741990270613383,1.8372876323089262,1.6373605113675798,0.061144975223154936,MI,0,negative
S_01,S_01,10,303,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.28622486358603394,0.2988170291372891,0.30772256579749613,0.3137465962172007,0.320490054478593,0.33042302740100243,0.3449556867273623,0.31402807564602303,0.00964702612857714,MI,0,negative
S_01,S_01,10,404,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,11.461179212813477,11.536504872427047,11.597593288021368,11.637993925415312,11.681185640930416,11.739014875517807,11.836750529056312,11.638737263037768,0.06161824462777583,MI,0,negative
S_01,S_01,10,404,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.4611791535663687,1.5365048235967895,1.5975932397766157,1.6379938726193526,1.6811855914990947,1.7390148186880372,1.8367504732515514,1.6387372047872768,0.06161824484556952,MI,0,negative
S_01,S_01,10,404,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.28569863355456526,0.2979804550516995,0.30778647328559866,0.31419661566220436,0.3209825966873861,0.32996418387767407,0.344874148445365,0.3142443842419346,0.00972971087768077,MI,0,negative
S_01,S_01,10,505,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,11.440641286681752,11.534068889924656,11.592915222862414,11.632146109473066,11.676697787847528,11.740204279576,11.858110175527267,11.635387284417467,0.06303465812244888,MI,0,negative
S_01,S_01,10,505,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.4406412162349744,1.5340688354944916,1.5929151656004574,1.6321460480061887,1.6766977202111772,1.7402042085331515,1.8581101191843854,1.635387226022562,0.06303465803702617,MI,0,negative
S_01,S_01,10,505,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.28231210383042554,0.29758733713055147,0.3070401005801032,0.3132721808728651,0.32028011159450703,0.330148343909168,0.3480893343757854,0.3137120532131012,0.00995102693818479,MI,0,negative
S_01,S_01,10,8128,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,11.455604680596128,11.541181304999457,11.591519956034352,11.635408024326779,11.676945166688487,11.737043419856866,11.884111431189798,11.636110936236435,0.06076025817715607,MI,0,negative
S_01,S_01,10,8128,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,1.4556046179420177,1.5411812430489025,1.5915199028829374,1.6354079579177716,1.6769451025916564,1.7370433596490547,1.8841113928065003,1.6361108775439037,0.06076025821535457,MI,0,negative
S_01,S_01,10,8128,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.28478440749342887,0.29873616935285807,0.30681716946910087,0.31378784380862945,0.32031934847006677,0.32966022180355836,0.3519805595889687,0.31383151702932666,0.009589296018309235,MI,0,negative
S_02,S_02,0,101,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9260757256731538,1.05994985642694,1.1096417601773723,1.1438117915102022,1.180641119075291,1.2321994768489402,1.3025977734749898,1.1447581864689858,0.05209050554890419,MI,0,negative
S_02,S_02,0,101,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9260757158570514,1.0599498566381822,1.1096417591148824,1.1438117862211201,1.1806411146433349,1.232199479408895,1.3025977740541572,1.1447581864671827,0.05209050574077492,MI,0,negative
S_02,S_02,0,101,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.19203612733180223,0.21656266522803602,0.225475453898895,0.2315450142991734,0.23803492864749243,0.24702712559769474,0.2591344378112952,0.23165758558437413,0.009214859324722269,MI,0,negative
S_02,S_02,0,202,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9755866573349083,1.059166321745651,1.1070490974433738,1.1419259090602916,1.1782770548870323,1.2260285989852813,1.3208884645677852,1.1422920534424361,0.05163372246963905,MI,0,negative
S_02,S_02,0,202,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9755866561819292,1.0591663152015667,1.1070490915958482,1.1419259165352995,1.1782770594662275,1.226028607030631,1.3208884591007044,1.1422920534657766,0.05163372260856638,MI,0,negative
S_02,S_02,0,202,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.2011946711633312,0.2164211159452193,0.22501294245794196,0.23121218100895266,0.23761962444438364,0.2459561402221413,0.2622474230665816,0.23122212313367652,0.0091396021145869,MI,0,negative
S_02,S_02,0,303,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9924023035433884,1.0597165899707004,1.1070685446879256,1.1415469088786745,1.177891981335419,1.2327444170514614,1.3208125732865714,1.1434053126195152,0.052171111763882894,MI,0,negative
S_02,S_02,0,303,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9924023015876465,1.059716600637694,1.107068536074377,1.1415469112018217,1.1778919862490682,1.232744419887648,1.3208125606298513,1.14340531230546,0.052171111734102715,MI,0,negative
S_02,S_02,0,303,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.20428133855177516,0.21652083760748692,0.22501609038393805,0.2311442085645898,0.2375522929044449,0.24712138989738028,0.2622347627449602,0.231418066444558,0.00922298087770476,MI,0,negative
S_02,S_02,0,404,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.977949843495498,1.056447903896016,1.1122707455826324,1.1453224187941995,1.1817309957677575,1.2296816303113818,1.3163343797001728,1.1463508188991511,0.05218088071051873,MI,0,negative
S_02,S_02,0,404,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9779498424501577,1.0564479096721149,1.1122707456635241,1.1453224220418048,1.181730995467629,1.229681631496596,1.3163343781424133,1.1463508189162308,0.0521808806985267,MI,0,negative
S_02,S_02,0,404,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.20162925545722396,0.2159304866810663,0.22594383022867737,0.23181292464674425,0.23822616058683194,0.24658977716847594,0.26147394465412144,0.23193910461302433,0.009227998650806576,MI,0,negative
S_02,S_02,0,505,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9552463859460556,1.0577311525620527,1.1077824579431523,1.1423961646929288,1.1778875371307982,1.2333087997892733,1.3301566768133726,1.1438258517997995,0.05374523711875075,MI,0,negative
S_02,S_02,0,505,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9552463777974172,1.0577311551329156,1.1077824521405042,1.1423961665752054,1.177887530110666,1.2333087963378686,1.3301566779558882,1.1438258517164697,0.05374523703467947,MI,0,negative
S_02,S_02,0,505,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.19744665171309755,0.21616176488147423,0.22514320998995166,0.23129439486087872,0.2375510010678403,0.24721873008795647,0.26382047248396573,0.23148907401017613,0.009505434069515387,MI,0,negative
S_02,S_02,0,8128,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9349997975791168,1.0567091074476889,1.1090529362843244,1.1423887657175618,1.1796388296414926,1.2312847430893001,1.3220735612122203,1.1439157084638136,0.05237841603551344,MI,0,negative
S_02,S_02,0,8128,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9349997987743462,1.0567091062126104,1.1090529374947935,1.1423887690653105,1.1796388261960407,1.2312847427363238,1.322073564463695,1.1439157085087583,0.05237841610035221,MI,0,negative
S_02,S_02,0,8128,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.19369852194636314,0.21597740889616265,0.2253706238223238,0.23129308016274608,0.23785893529590135,0.24686848260507838,0.2624489635459034,0.2315079118562133,0.009267066355830283,MI,0,negative
S_02,S_02,5,101,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,5.926075600651135,6.059949746764514,6.109641641326401,6.143811677751126,6.180641007762035,6.232199373009178,6.30259766843716,6.144758074321659,0.05209050591380906,MI,0,negative
S_02,S_02,5,101,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9260757126524782,1.0599498607673388,1.1096417606145461,1.143811792135899,1.1806411106985149,1.232199483592074,1.302597781095924,1.1447581865473475,0.0520905057285342,MI,0,negative
S_02,S_02,5,101,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.1920361267356217,0.2165626659729078,0.22547545416634898,0.23154501534576427,0.23803492795537773,0.24702712632296556,0.2591344390125544,0.2316575855985831,0.009214859322270482,MI,0,negative
S_02,S_02,5,202,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,5.97558654384049,6.0591662068647825,6.107048982551305,6.1419258031734785,6.178276937693573,6.2260284994798925,6.320888346222395,6.142291941390691,0.05163372261563294,MI,0,negative
S_02,S_02,5,202,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9755866504646877,1.0591663187434497,1.10704909493581,1.1419259167052065,1.1782770596321184,1.2260286079104186,1.3208884585815897,1.1422920534929386,0.05163372258151932,MI,0,negative
S_02,S_02,5,202,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.20119467011174916,0.216421116584275,0.22501294305394148,0.2312121810390303,0.23761962447348836,0.24595614037488928,0.26224742297839765,0.2312221231385421,0.009139602109598594,MI,0,negative
S_02,S_02,5,303,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,5.992402186870694,6.0597164839707505,6.107068426682031,6.141546806726488,6.177891877646614,6.232744305836775,6.320812463815696,6.143405200563232,0.05217111195860173,MI,0,negative
S_02,S_02,5,303,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9924022965106603,1.059716599762874,1.1070685334912573,1.1415469124536974,1.1778919890338364,1.2327444193848511,1.3208125614447823,1.143405312238445,0.052171111815288614,MI,0,negative
S_02,S_02,5,303,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.20428133762156472,0.2165208374496481,0.2250160899229854,0.23114420878621672,0.23755229339334075,0.24712138981024542,0.262234762883398,0.23141806643252727,0.009222980891845999,MI,0,negative
S_02,S_02,5,404,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,5.977949731643974,6.056447785064621,6.11227063665258,6.145322305200457,6.181730882403246,6.229681519697906,6.3163342547481625,6.146350706932916,0.05218088025210261,MI,0,negative
S_02,S_02,5,404,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9779498418177126,1.0564479090960124,1.1122707463115575,1.1453224189508153,1.1817309937542,1.229681634332097,1.3163343818864768,1.1463508187728773,0.05218088052886896,MI,0,negative
S_02,S_02,5,404,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.20162925534096057,0.2159304865770612,0.22594383034417304,0.23181292409997395,0.2382261602862894,0.2465897776603682,0.2614739452908066,0.23193910458803446,0.009227998620514008,MI,0,negative
S_02,S_02,5,505,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,5.955246273075861,6.057731030238437,6.107782344471318,6.142396050572192,6.1778874233507075,6.233308679784502,6.330156565250013,6.143825739784755,0.05374523673742979,MI,0,negative
S_02,S_02,5,505,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.955246379830721,1.05773115564543,1.1077824572086425,1.1423961656392878,1.177887531108087,1.2333087956983233,1.3301566783857726,1.1438258517252546,0.05374523681397479,MI,0,negative
S_02,S_02,5,505,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.19744665208884132,0.2161617649738757,0.22514321089419578,0.23129439469521995,0.23755100124294756,0.24721872997710412,0.2638204725568361,0.23148907401221402,0.009505434030333755,MI,0,negative
S_02,S_02,5,8128,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,5.934999683158983,6.0567089994133205,6.1090528153508545,6.142388655525709,6.179638706143662,6.231284637065324,6.322073444246957,6.143915596585466,0.052378416154742105,MI,0,negative
S_02,S_02,5,8128,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9349997971787101,1.0567091073293695,1.1090529394051152,1.1423887675054796,1.1796388211366917,1.2312847470505202,1.322073568276342,1.1439157085480331,0.052378416216649654,MI,0,negative
S_02,S_02,5,8128,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.19369852165012097,0.2159774090977787,0.22537062416306064,0.23129307988665643,0.23785893440802539,0.24686848335322484,0.2624489641933954,0.23150791186291594,0.009267066376105366,MI,0,negative
S_02,S_02,10,101,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,10.926075789049367,11.059949919747856,11.109641837432207,11.143811850408387,11.180641163273652,11.232199547583587,11.30259781518089,11.144758244612838,0.052090505502636025,MI,0,negative
S_02,S_02,10,101,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9260757161753365,1.0599498547655262,1.1096417663910363,1.1438117920420436,1.1806411052648176,1.2321994859367074,1.3025977633929287,1.144758186360255,0.052090505433202,MI,0,negative
S_02,S_02,10,101,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.1920361273910162,0.21656266489022657,0.22547545519653242,0.23154501532914312,0.2380349270020362,0.24702712672947358,0.25913443599258984,0.23165758556610713,0.009214859270979375,MI,0,negative
S_02,S_02,10,202,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,10.975586718048365,11.059166373362505,11.107049166127384,11.141925974354049,11.178277128910468,11.226028656564862,11.320888525840672,11.142292112263664,0.05163372184730423,MI,0,negative
S_02,S_02,10,202,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9755866564477518,1.0591663143114396,1.1070490968410303,1.1419259243204873,1.1782770545368049,1.2260286072547453,1.3208884578459195,1.1422920535689511,0.05163372243961302,MI,0,negative
S_02,S_02,10,202,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.20119467121222445,0.21642111578459797,0.22501294339392508,0.23121218238708866,0.23761962357903382,0.24595614026105292,0.26224742285342667,0.2312221231522949,0.009139602084623444,MI,0,negative
S_02,S_02,10,303,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,10.992402347729096,11.059716679860998,11.107068604749246,11.1415469585775,11.177892029281038,11.232744489330894,11.320812629302717,11.1434053708399,0.05217111173203239,MI,0,negative
S_02,S_02,10,303,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9924022985733271,1.0597166079751805,1.1070685415787351,1.1415469112272334,1.1778919825958474,1.232744423511532,1.3208125683876923,1.1434053121774344,0.05217111178819199,MI,0,negative
S_02,S_02,10,303,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.20428133799948867,0.21652083893116625,0.22501609136616774,0.23114420856908968,0.23755229226308586,0.24712139052556895,0.26223476406283674,0.23141806642178722,0.009222980887269264,MI,0,negative
S_02,S_02,10,404,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,10.977949912048617,11.056447960421249,11.11227079440951,11.145322475339352,11.181731044239909,11.229681696147766,11.316334427074965,11.146350876983133,0.05218088074331352,MI,0,negative
S_02,S_02,10,404,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9779498469982073,1.0564479096858608,1.1122707433277148,1.145322420862792,1.181730990089965,1.2296816355906242,1.3163343739341224,1.146350818827999,0.05218088060036208,MI,0,negative
S_02,S_02,10,404,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.20162925629329959,0.21593048668356454,0.22594382981236522,0.23181292443818227,0.23822615964356225,0.24658977787869615,0.2614739439384937,0.23193910459763056,0.009227998633169593,MI,0,negative
S_02,S_02,10,505,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,10.955246446019235,11.05773119918083,11.107782505318145,11.14239622477172,11.177887592704238,11.233308856648433,11.330156729944692,11.14382591035414,0.053745236866620076,MI,0,negative
S_02,S_02,10,505,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.9552463850192263,1.0577311558554743,1.1077824492530786,1.1423961637343154,1.1778875301069036,1.2333087961925207,1.330156677606179,1.1438258517781257,0.05374523701304423,MI,0,negative
S_02,S_02,10,505,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.19744665304764977,0.21616176501193263,0.22514320947478497,0.2312943943580396,0.23755100106717775,0.24721873006276512,0.26382047242468587,0.23148907402113583,0.009505434065081432,MI,0,negative
S_02,S_02,10,8128,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,10.934999866352433,11.056709174973475,11.109052992273124,11.142388827971482,11.179638889723625,11.231284804910262,11.322073641310466,11.143915767002017,0.05237841604385505,MI,0,negative
S_02,S_02,10,8128,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,0.934999800595333,1.056709106470267,1.1090529407028626,1.1423887667398414,1.1796388280540464,1.2312847531476476,1.3220735703462025,1.1439157084909146,0.05237841602190291,MI,0,negative
S_02,S_02,10,8128,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.1936985222844436,0.21597740894265885,0.22537062439452482,0.2312930797511353,0.23785893562196173,0.24686848441055723,0.2624489645449144,0.23150791185322192,0.009267066342280465,MI,0,negative
S_03,S_03,0,101,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,3.1990175637597607,3.3656664644145375,3.4618860091704633,3.530446854300603,3.5963025326791387,3.6860939739752228,3.8903980039012436,3.52941284535137,0.09800915389749197,MI,0,negative
S_03,S_03,0,101,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,3.199017563232837,3.3656664627039334,3.461886006768328,3.530446854498482,3.5963025267322712,3.6860939689829864,3.890398001174704,3.5294128454247846,0.0980091538732813,MI,0,negative
S_03,S_03,0,101,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.5212621369525144,0.5392844112995113,0.5493796752820302,0.556437644731463,0.5631125772492336,0.5720526858243076,0.5917185571122506,0.5562190607939705,0.010016015519474916,MI,0,negative
S_03,S_03,0,202,snr_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,3.223201372181675,3.365448080255098,3.4553680126722,3.5255312797065264,3.5939265680490777,3.691880443037385,3.853092201281676,3.525822281737294,0.09968745428997791,MI,0,negative
S_03,S_03,0,202,delta_p_db,1608,1608,1444,1,1608,0,0,0,0,dB,3.2232013703780127,3.3654480856622526,3.4553680099276765,3.525531282472057,3.5939265754645753,3.6918804444786075,3.85309220365626,3.525822281738533,0.09968745430984835,MI,0,negative
S_03,S_03,0,202,q_noise,1608,1608,1444,1,1608,0,0,0,0,fraction,0.5239206316720714,0.5392612582616538,0.548702571596519,0.5559349391672981,0.5628744569217071,0.572622819442994,0.5881958931089457,0.555848170007625,0.010187499898925648,MI,0,negative
