condition,mode,snr_db,metric,n_rows,n_records,n_patients,n_noise_bases,n_finite,n_null,n_positive_inf,n_negative_inf,n_anomalous,unit,min,p05,p25,median,p75,p95,max,mean,sd
S_02,S_02,0,snr_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,0.9260757256731538,1.059752046965904,1.1090223673356085,1.1433278498404953,1.179627957815116,1.2313910622808062,1.350140460677269,1.1446046962263592,0.05220119898790817
S_02,S_02,0,delta_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,0.9260757158570514,1.0597520492520587,1.1090223629745881,1.1433278517114678,1.1796279598584998,1.2313910575513891,1.3501404616254933,1.1446046961757614,0.052201199050296264
S_02,S_02,0,actual_total_snr_db,12948,2158,1877,6,12948,0,0,0,0,dB,-2.098133176035572e-08,-9.065080922319943e-09,-3.709849492167808e-09,1.1062861128905047e-10,3.824708604785358e-09,9.167307498015393e-09,2.0920098793816365e-08,5.0580340419372096e-11,5.53644943854882e-09
S_02,S_02,0,q_clean,12948,2158,1877,6,12948,0,0,0,0,fraction,2.4953678499437863e-08,3.0934794816011837e-07,7.819882769743013e-07,1.1973709964185677e-06,1.7408738552582284e-06,3.0648009587650653e-06,1.1905967552934596e-05,1.366211922271065e-06,8.894582045242073e-07
S_02,S_02,0,q_noise,12948,2158,1877,6,12948,0,0,0,0,fraction,0.19203612733180223,0.21652690683975934,0.2253644673772713,0.2314595271941018,0.23785652698876028,0.24688646568729697,0.26719931546833414,0.23163018353878317,0.009231281704620908
S_02,S_02,5,snr_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,5.926075600651135,6.059751940427297,6.1090222516791455,6.143327730138276,6.179627852257808,6.231390955446191,6.350140349084863,6.144604584253814,0.05220119902835278
S_02,S_02,5,delta_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,0.9260757126524782,1.0597520511786744,1.1090223631465057,1.143327851615417,1.1796279636319968,1.2313910637749932,1.3501404607682541,1.1446046961852663,0.05220119902668482
S_02,S_02,5,actual_total_snr_db,12948,2158,1877,6,12948,0,0,0,0,dB,4.999999858696412,4.99999987614015,4.999999883082104,4.999999888059634,4.999999892969344,4.999999900128754,4.999999914999575,4.999999888068538,7.2962490186377105e-09
S_02,S_02,5,q_clean,12948,2158,1877,6,12948,0,0,0,0,fraction,2.4953678499437863e-08,3.0934794816011837e-07,7.819882769743013e-07,1.1973709964185677e-06,1.7408738552582284e-06,3.0648009587650653e-06,1.1905967552934596e-05,1.366211922271065e-06,8.894582045242073e-07
S_02,S_02,5,q_noise,12948,2158,1877,6,12948,0,0,0,0,fraction,0.1920361267356217,0.21652690718732295,0.22536446740793592,0.23145952717710433,0.23785652837720733,0.24688646676653656,0.2671993153236891,0.23163018354051623,0.009231281700102843
S_02,S_02,10,snr_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,10.926075789049367,11.059752117315082,11.109022441958569,11.14332790388779,11.179628010224102,11.231391123433196,11.350140503911996,11.144604754578642,0.05220119894206686
S_02,S_02,10,delta_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,0.9260757161753365,1.0597520524101918,1.1090223700265314,1.143327850101076,1.1796279602715023,1.2313910623485902,1.3501404602749403,1.1446046961484482,0.05220119899574726
S_02,S_02,10,actual_total_snr_db,12948,2158,1877,6,12948,0,0,0,0,dB,10.000000023807932,10.000000043559762,10.000000052316247,10.000000058581122,10.000000064393506,10.00000007321132,10.000000090463752,10.0000000584302,8.994973705119085e-09
S_02,S_02,10,q_clean,12948,2158,1877,6,12948,0,0,0,0,fraction,2.4953678499437863e-08,3.0934794816011837e-07,7.819882769743013e-07,1.1973709964185677e-06,1.7408738552582284e-06,3.0648009587650653e-06,1.1905967552934596e-05,1.366211922271065e-06,8.894582045242073e-07
S_02,S_02,10,q_noise,12948,2158,1877,6,12948,0,0,0,0,fraction,0.1920361273910162,0.21652690740949104,0.22536446863510085,0.23145952690912217,0.23785652782742472,0.24688646651918209,0.2671993152404505,0.23163018353406675,0.009231281695027172
S_03,S_03,0,snr_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,3.1896000602152337,3.3626344606090384,3.4576946051310595,3.5259411634587954,3.59412721855093,3.691900318581187,3.895006817433954,3.5261257383326634,0.09950140975927341
S_03,S_03,0,delta_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,3.1896000567885636,3.362634456341779,3.45769460862077,3.525941158107944,3.594127226909663,3.6919003165281072,3.8950068217482334,3.5261257383405087,0.09950140978659525
S_03,S_03,0,actual_total_snr_db,12948,2158,1877,6,12948,0,0,0,0,dB,-2.0549209870234786e-08,-8.955375943649347e-09,-3.757012699401608e-09,-2.515279439204887e-11,3.7090483739566093e-09,9.055807906391072e-09,2.348896011123151e-08,-7.884802032532955e-12,5.505427579446152e-09
S_03,S_03,0,q_clean,12948,2158,1877,6,12948,0,0,0,0,fraction,2.4953678499437863e-08,3.0934794816011837e-07,7.819882769743013e-07,1.1973709964185677e-06,1.7408738552582284e-06,3.0648009587650653e-06,1.1905967552934596e-05,1.366211922271065e-06,8.894582045242073e-07
S_03,S_03,0,q_noise,12948,2158,1877,6,12948,0,0,0,0,fraction,0.5202230051646839,0.538963263486617,0.5489443263394037,0.555976954477283,0.5628951520971764,0.5726242683805568,0.5921514621116537,0.5558795562198254,0.010170777440571857
S_03,S_03,5,snr_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,8.189599939827119,8.362634351642816,8.457694503133954,8.52594104589696,8.59412709838164,8.691900205085833,8.895006701325363,8.52612562652396,0.09950140975493618
S_03,S_03,5,delta_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,3.189600048490969,3.3626344607366856,3.457694611045769,3.525941153363755,3.594127213846673,3.691900315972183,3.895006823479665,3.5261257384297022,0.09950140968064877
S_03,S_03,5,actual_total_snr_db,12948,2158,1877,6,12948,0,0,0,0,dB,4.999999862248769,4.999999876083984,4.99999988320171,4.9999998880875065,4.999999893051076,4.999999900086095,4.999999913058282,4.999999888094223,7.262216117702278e-09
S_03,S_03,5,q_clean,12948,2158,1877,6,12948,0,0,0,0,fraction,2.4953678499437863e-08,3.0934794816011837e-07,7.819882769743013e-07,1.1973709964185677e-06,1.7408738552582284e-06,3.0648009587650653e-06,1.1905967552934596e-05,1.366211922271065e-06,8.894582045242073e-07
S_03,S_03,5,q_noise,12948,2158,1877,6,12948,0,0,0,0,fraction,0.5202230042480259,0.5389632639531527,0.548944326591255,0.5559769539922401,0.5628951507824203,0.5726242683258504,0.5921514622742534,0.5558795562291946,0.01017077742955365
S_03,S_03,10,snr_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,13.189600109479082,13.362634523285987,13.457694652608797,13.525941206243106,13.594127266055466,13.69190036588156,13.89500688423038,13.526125796755819,0.09950140972299064
S_03,S_03,10,delta_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,3.1896000471329744,3.362634460428577,3.4576945968429023,3.5259411573474164,3.5941272167386056,3.691900308140401,3.8950068167970713,3.5261257383525755,0.0995014097741898
S_03,S_03,10,actual_total_snr_db,12948,2158,1877,6,12948,0,0,0,0,dB,10.000000022983404,10.0000000435638,10.000000052347144,10.000000058374017,10.000000064550015,10.000000073116793,10.000000092719239,10.000000058403241,8.991238282608305e-09
S_03,S_03,10,q_clean,12948,2158,1877,6,12948,0,0,0,0,fraction,2.4953678499437863e-08,3.0934794816011837e-07,7.819882769743013e-07,1.1973709964185677e-06,1.7408738552582284e-06,3.0648009587650653e-06,1.1905967552934596e-05,1.366211922271065e-06,8.894582045242073e-07
S_03,S_03,10,q_noise,12948,2158,1877,6,12948,0,0,0,0,fraction,0.5202230040980045,0.538963263920466,0.5489443251161552,0.5559769543995255,0.5628951510734878,0.5726242675551478,0.5921514616466871,0.5558795562210868,0.010170777439480813
S_04,S_04,0,snr_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,2.741372617065119,2.873185279008197,2.949441373456783,3.003727227473913,3.059287646784929,3.1377293026835407,3.292079431657232,3.004608186919504,0.07999102015530146
S_04,S_04,0,delta_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,2.7413726190850882,2.8731852823217507,2.949441370761187,3.0037272251934204,3.0592876425582416,3.1377293046628094,3.2920794409667407,3.0046081869047647,0.07999102009051615
S_04,S_04,0,actual_total_snr_db,12948,2158,1877,6,12948,0,0,0,0,dB,-2.1240011640188594e-08,-8.978977882550157e-09,-3.830823649706342e-09,4.584894939725159e-12,3.822631925587964e-09,9.10714759162643e-09,2.2153436008650678e-08,1.470537417693181e-11,5.5162408450507876e-09
S_04,S_04,0,q_clean,12948,2158,1877,6,12948,0,0,0,0,fraction,2.4953678499437863e-08,3.0934794816011837e-07,7.819882769743013e-07,1.1973709964185677e-06,1.7408738552582284e-06,3.0648009587650653e-06,1.1905967552934596e-05,1.366211922271065e-06,8.894582045242073e-07
S_04,S_04,0,q_noise,12948,2158,1877,6,12948,0,0,0,0,fraction,0.4680605944650282,0.48396304521635636,0.4929446557355025,0.49924324198421466,0.5056086479414108,0.5144583724907134,0.5314114765032473,0.4992600626286353,0.00922034215639534
S_04,S_04,5,snr_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,7.741372515999679,7.873185168279614,7.9494412511108665,8.003727110563366,8.059287517365732,8.137729181417708,8.292079325017248,8.004608075038503,0.07999102003158406
S_04,S_04,5,delta_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,2.7413726167918178,2.873185281063608,2.9494413725799276,3.0037272275020763,3.059287630642836,3.1377293061062894,3.2920794400133913,3.0046081869487296,0.07999101997213466
S_04,S_04,5,actual_total_snr_db,12948,2158,1877,6,12948,0,0,0,0,dB,4.999999858427094,4.999999876113139,4.999999883165148,4.999999888158782,4.999999892948622,4.999999899964177,4.999999915700788,4.999999888089745,7.217423835481826e-09
S_04,S_04,5,q_clean,12948,2158,1877,6,12948,0,0,0,0,fraction,2.4953678499437863e-08,3.0934794816011837e-07,7.819882769743013e-07,1.1973709964185677e-06,1.7408738552582284e-06,3.0648009587650653e-06,1.1905967552934596e-05,1.366211922271065e-06,8.894582045242073e-07
S_04,S_04,5,q_noise,12948,2158,1877,6,12948,0,0,0,0,fraction,0.4680605941841402,0.48396304506686116,0.49294465594784553,0.4992432427523144,0.5056086465849849,0.5144583726520942,0.5314114764003842,0.49926006263395434,0.009220342142874548
S_04,S_04,10,snr_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,12.741372674883939,12.873185317138473,12.94944145000542,13.003727285076808,13.059287686113773,13.137729342962329,13.292079497175289,13.004608245356332,0.07999101991371299
S_04,S_04,10,delta_p_db,12948,2158,1877,6,12948,0,0,0,0,dB,2.74137261475268,2.873185267504367,2.949441379049623,3.0037272254412786,3.059287628905614,3.137729295683786,3.292079433569749,3.004608186909474,0.07999102002380676
S_04,S_04,10,actual_total_snr_db,12948,2158,1877,6,12948,0,0,0,0,dB,10.000000026667049,10.000000043406061,10.00000005236903,10.000000058554491,10.000000064537254,10.00000007323585,10.000000092009959,10.000000058446854,9.020791820107338e-09
S_04,S_04,10,q_clean,12948,2158,1877,6,12948,0,0,0,0,fraction,2.4953678499437863e-08,3.0934794816011837e-07,7.819882769743013e-07,1.1973709964185677e-06,1.7408738552582284e-06,3.0648009587650653e-06,1.1905967552934596e-05,1.366211922271065e-06,8.894582045242073e-07
S_04,S_04,10,q_noise,12948,2158,1877,6,12948,0,0,0,0,fraction,0.46806059393437943,0.48396304345572605,0.49294465670320536,0.4992432423563217,0.5056086463872224,0.5144583714868636,0.5314114757051378,0.4992600626293194,0.009220342148762339
