epoch,train_loss,val_loss,val_macro_auroc,val_macro_ap,val_macro_auroc_defined_classes,val_macro_ap_defined_classes,auroc_class_count,selection_metric,selection_score,epoch_compute_seconds,elapsed_seconds
1,0.4277330284118652,0.4034231548309326,0.8622601710155807,0.6790659254504515,0.8622601710155807,0.6790659254504515,5,macro_auroc,0.8622601710155807,12.372797799995169,12.404228799976408
2,0.32959964632987976,0.37080998373031615,0.8755948328873165,0.7082060530258761,0.8755948328873165,0.7082060530258761,5,macro_auroc,0.8755948328873165,12.373065199935809,24.828508600010537
3,0.3007755651473999,0.3443110072612762,0.888684031379627,0.7429127681280133,0.888684031379627,0.7429127681280133,5,macro_auroc,0.888684031379627,12.373465499957092,37.26574950001668
4,0.27111070954799654,0.35613939809799194,0.8886368289319913,0.7410312587130594,0.8886368289319913,0.7410312587130594,5,macro_auroc,0.8886368289319913,12.394019200000912,49.71192060003523
5,0.23813981580734253,0.39821644353866575,0.8781912791048821,0.7231861447426405,0.8781912791048821,0.7231861447426405,5,macro_auroc,0.8781912791048821,12.415111599955708,62.15297619998455
6,0.21998368263244628,0.4043706576824188,0.8725745711966117,0.726659752315513,0.8725745711966117,0.726659752315513,5,macro_auroc,0.8725745711966117,12.468622300075367,74.65500680007972
7,0.19246593427658082,0.4047544147968292,0.87670035097361,0.7112829878666755,0.87670035097361,0.7112829878666755,5,macro_auroc,0.87670035097361,12.389240900054574,87.07347120007034
8,0.1574527963399887,0.5178387479782105,0.8745911329161731,0.7056013193589193,0.8745911329161731,0.7056013193589193,5,macro_auroc,0.8745911329161731,12.496531499898992,99.60865409998223
9,0.12898094367980956,0.5730864787101746,0.8535076263432497,0.6904268359834289,0.8535076263432497,0.6904268359834289,5,macro_auroc,0.8535076263432497,12.431507900008,112.0719699000474
10,0.10971528804302215,0.5326165416240692,0.8735246111569701,0.717764469033436,0.8735246111569701,0.717764469033436,5,macro_auroc,0.8735246111569701,12.572300700005144,124.67536560003646
11,0.08741282188892364,0.49281891322135923,0.8674907089056527,0.7018606705731,0.8674907089056527,0.7018606705731,5,macro_auroc,0.8674907089056527,12.390845900052227,137.11528350005392
12,0.06642836010456085,0.5050092253684998,0.8680834393861916,0.7122633117132956,0.8680834393861916,0.7122633117132956,5,macro_auroc,0.8680834393861916,12.33566109999083,149.47916200000327
13,0.04733361178636551,0.4721522562503815,0.8694010645245005,0.7130804100312119,0.8694010645245005,0.7130804100312119,5,macro_auroc,0.8694010645245005,12.341484599979594,161.84946870000567
14,0.0462446765601635,0.5559685707092286,0.8711063843315335,0.7158422757122878,0.8711063843315335,0.7158422757122878,5,macro_auroc,0.8711063843315335,12.331354000023566,174.20924140000716
15,0.036922002002596856,0.5254400429725647,0.8690916884721336,0.7089942839095122,0.8690916884721336,0.7089942839095122,5,macro_auroc,0.8690916884721336,12.350777800078504,186.60250640008599
