epoch,train_loss,val_loss,val_macro_auroc,val_macro_ap,val_macro_f1_at_0p5,clean_count,clean_fraction,independent_count,independent_fraction,electrode_count,electrode_fraction,snr_20_count,snr_10_count,combo_RA_LA_LL_count,combo_V1_count,combo_V2_count,combo_V3_count,combo_V4_count,combo_V5_count,combo_V6_count,combo_RA_LA_count,combo_LA_LL_count,combo_RA_LL_count,actual_snr_db_count,actual_snr_db_mean,actual_snr_db_std,actual_snr_db_min,actual_snr_db_max,actual_snr_error_db_count,actual_snr_error_db_mean,actual_snr_error_db_std,actual_snr_error_db_min,actual_snr_error_db_max,rms_match_relative_error_count,rms_match_relative_error_mean,rms_match_relative_error_std,rms_match_relative_error_min,rms_match_relative_error_max,exposure_count,unique_records,exposure_min,exposure_max,order_sha256,epoch_seconds,elapsed_seconds
1,0.36012261502359266,0.35115854193535456,0.8891555221561356,0.7380828448327229,0.6720271955842014,8520,0.49871224537579023,8564,0.5012877546242098,0,0.0,4332,4232,2103,722,711,685,758,692,704,708,745,736,8564,15.058383885882993,4.999659016130759,10.000000004622422,19.999999906479246,8564,-4.685871760776796e-08,1.0464539228560233e-07,-2.0560332103514156e-07,1.1842403679906965e-07,8564,3.7039100790919073e-09,2.1818548941395777e-09,6.515212496071645e-14,1.1515900475801928e-08,17084,17084,1,1,e499188b7a93ebbfebed6f27f4f53be191601e228469a404b857c68505c0273d,80.1534290999407,80.19969139993191
2,0.29389357862693594,0.3101044427204221,0.9065676046554112,0.77935483938739,0.7037011764716331,8445,0.49432217279325685,8639,0.5056778272067431,0,0.0,4337,4302,2092,695,747,706,709,739,746,719,749,737,8639,15.020256928239855,4.999958861363254,9.99999999955892,19.9999999066252,8639,-4.594697165424978e-08,1.0474578125071186e-07,-2.0999204508598268e-07,1.2292033346739117e-07,8639,3.6963580878979114e-09,2.1699495504012953e-09,3.3727515821448583e-13,1.2053916500903666e-08,17084,17084,1,1,c6b3aa981fbd5703f92ec516d130d39600a1e28fb3c4054a50c5af80acf0c0fb,82.60970040003303,163.03393719997257
3,0.2748820386064664,0.31505129477295607,0.908440934723002,0.7806710272890962,0.6496704682031857,8667,0.5073167876375556,8417,0.4926832123624444,0,0.0,4258,4159,2160,718,734,662,719,713,693,645,680,693,8417,15.058809505355454,4.999654027909639,10.000000001784787,19.999999918514312,8417,-4.674149219536544e-08,1.0457029318695749e-07,-2.0924197485783225e-07,1.208856925671853e-07,8417,3.709463433176602e-09,2.1738218832966687e-09,1.9846116512203919e-13,1.1681602782807593e-08,17084,17084,1,1,26c8edf45956229763fa05c4a72b0f61c4b304979d94cdc31f2d004586cce9ea,86.69318130007014,249.950040500029
4,0.26213657347303565,0.31315482537655326,0.9079437261123162,0.7738206676967999,0.6792139022949528,8588,0.5026925778506205,8496,0.49730742214937956,0,0.0,4269,4227,2120,650,741,655,696,710,721,714,704,785,8496,15.024717468004924,4.99993880027913,10.000000001031468,19.999999912928914,8496,-4.6119369478456764e-08,1.0454870278603622e-07,-1.985966129325334e-07,1.1856049475511554e-07,8496,3.76492348012067e-09,2.173157834330815e-09,1.1676996334800691e-13,1.1096918388722837e-08,17084,17084,1,1,57383241e96086e404c866307f8688485947dc86097d70e734d79252f2eabaac,82.9279380000662,333.29658800002653
5,0.25332110280790754,0.30512738011201074,0.9108824585201786,0.7850919099078034,0.6950759875577311,8538,0.4997658627955982,8546,0.5002341372044018,0,0.0,4281,4265,2123,687,695,685,703,716,736,737,730,734,8546,15.009361058750262,4.999991133171571,10.000000005114586,19.99999990676791,8546,-4.586007988016445e-08,1.0457972580151989e-07,-2.16028478661201e-07,1.2771972102143536e-07,8546,3.761417286821445e-09,2.169332980941382e-09,1.0202476486258127e-13,1.3933706508407525e-08,17084,17084,1,1,ede9a333efa8c2a00ea55edf84cffca1eac09dc3ba5b6f0ff30c1222e12cb9ab,76.97427219990641,410.4304136999417
6,0.24036087972153214,0.31174221573760325,0.9104830992172875,0.7866173137424177,0.7121791792063712,8521,0.49877077967689065,8563,0.5012292203231093,0,0.0,4229,4334,2156,714,768,704,671,677,758,703,699,713,8563,14.93868966746758,4.9996239867373795,9.999999997658573,19.999999905046096,8563,-4.40821112795457e-08,1.0476976481591749e-07,-2.079281493649887e-07,1.2093801338153298e-07,8563,3.700397688089751e-09,2.1811381736333322e-09,5.159338922926352e-13,1.1884877326498783e-08,17084,17084,1,1,891201ba470dfdaba32dc49702b5bbde1655841052bf2e7be6d1e566028d9438,77.14314900001045,487.7764354000101
7,0.23422600591986556,0.3409325755986785,0.9078819371488498,0.780952197411765,0.6892852624263043,8583,0.5023999063451182,8501,0.4976000936548818,0,0.0,4264,4237,2114,724,709,698,703,709,670,704,723,747,8501,15.015880438525572,4.999974677188211,9.99999999958727,19.999999909361755,8501,-4.612329274495771e-08,1.0450801484206327e-07,-2.1149879003701244e-07,1.1060395976869586e-07,8501,3.736647135146175e-09,2.1637160676376244e-09,1.1072918389728665e-14,1.299078927319617e-08,17084,17084,1,1,dbd9451b423ec78a6c3b0b6e62e5df6de2f67440b8d9d9861eade3188150a18d,76.64743000001181,564.5852944999933
8,0.22474193119090047,0.3430981786031092,0.9102625867372515,0.7828678666212231,0.6993552988074566,8583,0.5023999063451182,8501,0.4976000936548818,0,0.0,4281,4220,2043,780,695,738,723,670,751,701,738,662,8501,15.035878085621395,4.99987117049783,9.999999997340453,19.99999990197653,8501,-4.636307886520674e-08,1.046070999899747e-07,-2.0855196680713561e-07,1.169624130881175e-07,8501,3.7110814119594766e-09,2.1900869561175276e-09,1.382730525959348e-13,1.1520534206599353e-08,17084,17084,1,1,e8619dc843fb5356a82addbec01a265e89170905a4ef0dd9a042a6d9711690a8,76.78907409997191,641.533600899973
9,0.21388270751119803,0.3475904183363315,0.9073219620644309,0.7799879475948556,0.6743573280567183,8528,0.49918051978459377,8556,0.5008194802154062,0,0.0,4208,4348,2108,726,721,758,697,741,652,688,741,724,8556,14.918186024384635,4.99933049921511,10.00000000313391,19.99999991418885,8556,-4.387155884227466e-08,1.0482375222426995e-07,-1.9956357277806092e-07,1.1694140766849159e-07,8556,3.7268514339479546e-09,2.185998362517348e-09,7.812765891665991e-16,1.0837963398811661e-08,17084,17084,1,1,a19d2b38422d7b32d5c5b41f778843e4832cc38d8d02347a2cb8efb818633987,78.66919300006703,720.3632611000212
10,0.20211550830622463,0.34616067425069247,0.9071375502478736,0.7803635225070316,0.696292079067653,8471,0.4958440646218684,8613,0.5041559353781316,0,0.0,4314,4299,2119,705,751,698,673,742,732,732,727,734,8613,15.008707721722745,4.9999923134856905,10.00000000673616,19.999999905206007,8613,-4.560571393337797e-08,1.0476757530899607e-07,-2.0517504495387584e-07,1.311171278217671e-07,8613,3.729068016247461e-09,2.1709621746917656e-09,1.6984174596236774e-12,1.1741444193379159e-08,17084,17084,1,1,020424ff520efd0d375aa3ce70db07b3d49c93c139327043511f7c765d309c16,76.58295070007443,797.0788300000131
