model,strategy,seed,group_id,class_name,bin_id,count,probability_sum,target_sum
resnet,electrode,17,primary_joint,MI,4,83,24.65093833208084,35.0
resnet,electrode,17,primary_joint,MI,5,58,21.00589719414711,21.0
resnet,electrode,17,primary_joint,MI,6,40,17.41661363840103,19.0
resnet,electrode,17,primary_joint,MI,7,42,20.8079055249691,21.0
resnet,electrode,17,primary_joint,MI,8,37,20.968972623348236,19.0
resnet,electrode,17,primary_joint,MI,9,40,25.165724635124207,25.0
resnet,electrode,17,primary_joint,MI,10,40,28.229308366775513,30.0
resnet,electrode,17,primary_joint,MI,11,29,22.21111524105072,17.0
resnet,electrode,17,primary_joint,MI,12,37,30.787566602230072,27.0
resnet,electrode,17,primary_joint,MI,13,28,25.16077971458435,20.0
resnet,electrode,17,primary_joint,MI,14,45,43.51604801416397,37.0
resnet,electrode,17,primary_joint,STTC,0,1360,19.767595291064936,108.0
resnet,electrode,17,primary_joint,STTC,1,214,20.39105734229088,71.0
resnet,electrode,17,primary_joint,STTC,2,129,21.198322221636772,74.0
resnet,electrode,17,primary_joint,STTC,3,68,15.910448879003525,46.0
resnet,electrode,17,primary_joint,STTC,4,57,17.25242304801941,46.0
resnet,electrode,17,primary_joint,STTC,5,36,13.17199456691742,27.0
resnet,electrode,17,primary_joint,STTC,6,30,12.746057361364365,22.0
resnet,electrode,17,primary_joint,STTC,7,20,10.022989094257355,18.0
resnet,electrode,17,primary_joint,STTC,8,14,7.841687977313995,12.0
resnet,electrode,17,primary_joint,STTC,9,20,12.543307304382324,16.0
resnet,electrode,17,primary_joint,STTC,10,13,9.148321568965912,11.0
resnet,electrode,17,primary_joint,STTC,11,16,12.18348515033722,15.0
resnet,electrode,17,primary_joint,STTC,12,13,10.851183772087097,12.0
resnet,electrode,17,primary_joint,STTC,13,7,6.227015137672424,7.0
resnet,electrode,17,primary_joint,STTC,14,3,2.8722320795059204,3.0
resnet,electrode,17,primary_joint,CD,0,1397,33.214264541107696,124.0
resnet,electrode,17,primary_joint,CD,1,238,22.120631851255894,56.0
resnet,electrode,17,primary_joint,CD,2,92,15.031854808330536,36.0
resnet,electrode,17,primary_joint,CD,3,54,12.47812132537365,25.0
resnet,electrode,17,primary_joint,CD,4,43,12.747178882360458,20.0
resnet,electrode,17,primary_joint,CD,5,25,9.048216342926025,17.0
resnet,electrode,17,primary_joint,CD,6,23,9.88544574379921,13.0
resnet,electrode,17,primary_joint,CD,7,18,9.016812205314636,15.0
resnet,electrode,17,primary_joint,CD,8,10,5.632568776607513,8.0
resnet,electrode,17,primary_joint,CD,9,15,9.582700729370117,13.0
resnet,electrode,17,primary_joint,CD,10,11,7.724341094493866,10.0
resnet,electrode,17,primary_joint,CD,11,11,8.490040838718414,11.0
resnet,electrode,17,primary_joint,CD,12,16,13.296420335769653,15.0
resnet,electrode,17,primary_joint,CD,13,20,18.01858013868332,20.0
resnet,electrode,17,primary_joint,CD,14,27,26.168281495571136,27.0
resnet,electrode,17,primary_joint,HYP,0,1471,19.48065178241086,76.0
resnet,electrode,17,primary_joint,HYP,1,139,13.187634885311127,18.0
resnet,electrode,17,primary_joint,HYP,2,82,13.268302381038666,18.0
resnet,electrode,17,primary_joint,HYP,3,52,11.925407484173775,16.0
resnet,electrode,17,primary_joint,HYP,4,45,13.372557789087296,11.0
resnet,electrode,17,primary_joint,HYP,5,30,11.127664774656296,16.0
resnet,electrode,17,primary_joint,HYP,6,34,14.599715620279312,5.0
resnet,electrode,17,primary_joint,HYP,7,18,8.945124208927155,10.0
resnet,electrode,17,primary_joint,HYP,8,16,9.08126837015152,11.0
resnet,electrode,17,primary_joint,HYP,9,14,8.9219531416893,9.0
resnet,electrode,17,primary_joint,HYP,10,13,9.087914168834686,10.0
resnet,electrode,17,primary_joint,HYP,11,16,12.228713631629944,10.0
resnet,electrode,17,primary_joint,HYP,12,19,15.709348440170288,17.0
resnet,electrode,17,primary_joint,HYP,13,26,23.300769329071045,21.0
resnet,electrode,17,primary_joint,HYP,14,25,24.370239436626434,24.0
resnet,mixed,17,clean,NORM,0,176,4.3802867137492285,1.0
resnet,mixed,17,clean,NORM,1,60,5.412362575531006,1.0
resnet,mixed,17,clean,NORM,2,32,5.3556511253118515,2.0
resnet,mixed,17,clean,NORM,3,21,4.7805673480033875,3.0
resnet,mixed,17,clean,NORM,4,17,4.983431845903397,6.0
resnet,mixed,17,clean,NORM,5,12,4.321184903383255,2.0
resnet,mixed,17,clean,NORM,6,19,8.277441889047623,2.0
resnet,mixed,17,clean,NORM,7,23,11.552893042564392,5.0
resnet,mixed,17,clean,NORM,8,29,16.50130867958069,4.0
resnet,mixed,17,clean,NORM,9,19,11.921976149082184,5.0
resnet,mixed,17,clean,NORM,10,20,14.045413076877594,7.0
resnet,mixed,17,clean,NORM,11,23,17.834349811077118,10.0
resnet,mixed,17,clean,NORM,12,40,33.518427312374115,13.0
resnet,mixed,17,clean,NORM,13,65,58.78690928220749,42.0
resnet,mixed,17,clean,NORM,14,444,437.5378240942955,368.0
resnet,mixed,17,clean,MI,0,726,9.010799964098624,79.0
resnet,mixed,17,clean,MI,1,83,7.710795417428017,37.0
resnet,mixed,17,clean,MI,2,52,8.278458639979362,20.0
resnet,mixed,17,clean,MI,3,29,6.492121994495392,17.0
resnet,mixed,17,clean,MI,4,27,8.099371701478958,16.0
resnet,mixed,17,clean,MI,5,21,7.577344685792923,10.0
resnet,mixed,17,clean,MI,6,13,5.545971840620041,11.0
resnet,mixed,17,clean,MI,7,13,6.3471905291080475,11.0
resnet,mixed,17,clean,MI,8,5,2.877777874469757,4.0
resnet,mixed,17,clean,MI,9,5,3.170582890510559,4.0
resnet,mixed,17,clean,MI,10,7,4.876108407974243,6.0
resnet,mixed,17,clean,MI,11,7,5.341164469718933,6.0
resnet,mixed,17,clean,MI,12,4,3.3271156549453735,4.0
resnet,mixed,17,clean,MI,13,2,1.7780242562294006,2.0
resnet,mixed,17,clean,MI,14,6,5.740200996398926,6.0
resnet,mixed,17,clean,STTC,0,570,6.44897344133642,21.0
resnet,mixed,17,clean,STTC,1,70,6.905229359865189,13.0
resnet,mixed,17,clean,STTC,2,47,7.98063051700592,6.0
resnet,mixed,17,clean,STTC,3,32,7.362325429916382,12.0
resnet,mixed,17,clean,STTC,4,24,7.189207971096039,12.0
resnet,mixed,17,clean,STTC,5,25,9.064626663923264,11.0
resnet,mixed,17,clean,STTC,6,21,9.219588220119476,10.0
resnet,mixed,17,clean,STTC,7,26,13.04839512705803,14.0
resnet,mixed,17,clean,STTC,8,27,15.36171418428421,16.0
resnet,mixed,17,clean,STTC,9,29,18.436704754829407,19.0
resnet,mixed,17,clean,STTC,10,20,13.835188686847687,13.0
resnet,mixed,17,clean,STTC,11,19,14.672973155975342,17.0
resnet,mixed,17,clean,STTC,12,38,31.6660658121109,34.0
resnet,mixed,17,clean,STTC,13,38,34.185701847076416,33.0
resnet,mixed,17,clean,STTC,14,14,13.329663634300232,13.0
resnet,mixed,17,clean,CD,0,627,14.858322626794688,44.0
resnet,mixed,17,clean,CD,1,116,11.19477191567421,20.0
resnet,mixed,17,clean,CD,2,61,9.878999933600426,13.0
resnet,mixed,17,clean,CD,3,37,8.876492515206337,15.0
resnet,mixed,17,clean,CD,4,22,6.567993462085724,9.0
resnet,mixed,17,clean,CD,5,20,7.411650627851486,12.0
resnet,mixed,17,clean,CD,6,18,7.738994657993317,7.0
resnet,mixed,17,clean,CD,7,11,5.538341850042343,5.0
resnet,mixed,17,clean,CD,8,10,5.652692437171936,6.0
resnet,mixed,17,clean,CD,9,7,4.42311018705368,7.0
resnet,mixed,17,clean,CD,10,7,4.896941542625427,5.0
resnet,mixed,17,clean,CD,11,5,3.8212624192237854,5.0
resnet,mixed,17,clean,CD,12,13,10.855732798576355,12.0
resnet,mixed,17,clean,CD,13,14,12.68661630153656,13.0
resnet,mixed,17,clean,CD,14,32,31.002764344215393,32.0
resnet,mixed,17,clean,HYP,0,748,9.248819492844632,39.0
resnet,mixed,17,clean,HYP,1,76,7.340397223830223,16.0
resnet,mixed,17,clean,HYP,2,50,8.420941218733788,11.0
resnet,mixed,17,clean,HYP,3,22,5.112580329179764,4.0
resnet,mixed,17,clean,HYP,4,21,6.205272614955902,6.0
resnet,mixed,17,clean,HYP,5,11,4.017465442419052,9.0
resnet,mixed,17,clean,HYP,6,10,4.278403222560883,2.0
resnet,mixed,17,clean,HYP,7,7,3.5387837886810303,5.0
resnet,mixed,17,clean,HYP,8,7,4.04658305644989,3.0
resnet,mixed,17,clean,HYP,9,7,4.438741207122803,5.0
resnet,mixed,17,clean,HYP,10,6,4.205076158046722,5.0
resnet,mixed,17,clean,HYP,11,7,5.3100534081459045,5.0
resnet,mixed,17,clean,HYP,12,7,5.8732834458351135,6.0
resnet,mixed,17,clean,HYP,13,7,6.38227379322052,6.0
resnet,mixed,17,clean,HYP,14,14,13.589129567146301,14.0
resnet,mixed,17,primary_joint,NORM,0,183,5.840707116789417,0.0
resnet,mixed,17,primary_joint,NORM,1,107,10.76782389730215,4.0
resnet,mixed,17,primary_joint,NORM,2,80,13.229104563593864,4.0
resnet,mixed,17,primary_joint,NORM,3,60,13.93045674264431,2.0
resnet,mixed,17,primary_joint,NORM,4,51,15.451975375413895,3.0
resnet,mixed,17,primary_joint,NORM,5,40,14.684958815574646,3.0
resnet,mixed,17,primary_joint,NORM,6,54,23.360925793647766,4.0
resnet,mixed,17,primary_joint,NORM,7,39,19.313899636268616,7.0
resnet,mixed,17,primary_joint,NORM,8,59,33.527639985084534,10.0
resnet,mixed,17,primary_joint,NORM,9,49,31.19208985567093,12.0
resnet,mixed,17,primary_joint,NORM,10,64,44.84096705913544,19.0
resnet,mixed,17,primary_joint,NORM,11,79,61.09437268972397,26.0
resnet,mixed,17,primary_joint,NORM,12,113,94.48090845346451,56.0
resnet,mixed,17,primary_joint,NORM,13,185,167.03636902570724,109.0
resnet,mixed,17,primary_joint,NORM,14,837,820.7225078344345,683.0
resnet,mixed,17,primary_joint,MI,0,1527,22.50091930988856,215.0
resnet,mixed,17,primary_joint,MI,1,202,19.09489032626152,69.0
resnet,mixed,17,primary_joint,MI,2,106,17.145974412560463,57.0
resnet,mixed,17,primary_joint,MI,3,44,10.096245229244232,33.0
resnet,mixed,17,primary_joint,MI,4,32,9.656253904104233,21.0
resnet,mixed,17,primary_joint,MI,5,23,8.420391261577606,18.0
resnet,mixed,17,primary_joint,MI,6,22,9.401327222585678,15.0
resnet,mixed,17,primary_joint,MI,7,10,4.946833580732346,5.0
resnet,mixed,17,primary_joint,MI,8,8,4.495938777923584,7.0
resnet,mixed,17,primary_joint,MI,9,7,4.504039227962494,7.0
resnet,mixed,17,primary_joint,MI,10,3,2.117552101612091,3.0
resnet,mixed,17,primary_joint,MI,11,3,2.325629234313965,3.0
resnet,mixed,17,primary_joint,MI,12,5,4.139013707637787,5.0
resnet,mixed,17,primary_joint,MI,13,3,2.6814104318618774,3.0
resnet,mixed,17,primary_joint,MI,14,5,4.702224135398865,5.0
resnet,mixed,17,primary_joint,STTC,0,994,17.7277680853731,42.0
resnet,mixed,17,primary_joint,STTC,1,236,22.53130951523781,41.0
resnet,mixed,17,primary_joint,STTC,2,137,22.624214753508568,29.0
resnet,mixed,17,primary_joint,STTC,3,99,23.008490011096,32.0
resnet,mixed,17,primary_joint,STTC,4,93,27.787963837385178,46.0
resnet,mixed,17,primary_joint,STTC,5,65,23.513407796621323,28.0
resnet,mixed,17,primary_joint,STTC,6,62,27.20686486363411,31.0
resnet,mixed,17,primary_joint,STTC,7,50,24.99224415421486,38.0
resnet,mixed,17,primary_joint,STTC,8,55,31.30287516117096,34.0
resnet,mixed,17,primary_joint,STTC,9,49,30.710692763328552,36.0
resnet,mixed,17,primary_joint,STTC,10,51,35.55863493680954,35.0
resnet,mixed,17,primary_joint,STTC,11,29,22.241433560848236,24.0
resnet,mixed,17,primary_joint,STTC,12,43,35.701272428035736,36.0
resnet,mixed,17,primary_joint,STTC,13,30,26.984248876571655,29.0
resnet,mixed,17,primary_joint,STTC,14,7,6.619615375995636,7.0
resnet,mixed,17,primary_joint,CD,0,1249,32.78672826383263,82.0
resnet,mixed,17,primary_joint,CD,1,293,27.151010371744633,61.0
resnet,mixed,17,primary_joint,CD,2,131,21.154126554727554,55.0
resnet,mixed,17,primary_joint,CD,3,62,14.135324135422707,24.0
resnet,mixed,17,primary_joint,CD,4,37,10.954108715057373,12.0
resnet,mixed,17,primary_joint,CD,5,25,9.083386152982712,11.0
resnet,mixed,17,primary_joint,CD,6,31,13.534718483686447,17.0
resnet,mixed,17,primary_joint,CD,7,25,12.35951891541481,20.0
resnet,mixed,17,primary_joint,CD,8,19,10.840001225471497,13.0
resnet,mixed,17,primary_joint,CD,9,19,11.872382938861847,13.0
resnet,mixed,17,primary_joint,CD,10,20,13.898761868476868,15.0
resnet,mixed,17,primary_joint,CD,11,16,12.325526773929596,16.0
resnet,mixed,17,primary_joint,CD,12,17,14.17585700750351,17.0
resnet,mixed,17,primary_joint,CD,13,27,24.30520462989807,25.0
resnet,mixed,17,primary_joint,CD,14,29,27.988987803459167,29.0
resnet,mixed,17,primary_joint,HYP,0,1511,20.253253371221945,83.0
resnet,mixed,17,primary_joint,HYP,1,179,17.142382577061653,40.0
resnet,mixed,17,primary_joint,HYP,2,77,12.588377982378006,17.0
resnet,mixed,17,primary_joint,HYP,3,36,8.271233528852463,8.0
resnet,mixed,17,primary_joint,HYP,4,32,9.74997541308403,6.0
resnet,mixed,17,primary_joint,HYP,5,26,9.691766142845154,16.0
resnet,mixed,17,primary_joint,HYP,6,29,12.353597491979599,17.0
resnet,mixed,17,primary_joint,HYP,7,17,8.47354805469513,11.0
resnet,mixed,17,primary_joint,HYP,8,17,9.734245598316193,9.0
resnet,mixed,17,primary_joint,HYP,9,16,10.203133642673492,11.0
resnet,mixed,17,primary_joint,HYP,10,14,9.750215232372284,12.0
resnet,mixed,17,primary_joint,HYP,11,12,9.178651750087738,10.0
resnet,mixed,17,primary_joint,HYP,12,10,8.347634136676788,9.0
resnet,mixed,17,primary_joint,HYP,13,4,3.598584830760956,3.0
resnet,mixed,17,primary_joint,HYP,14,20,19.373543918132782,20.0
tcn,clean_only,17,clean,NORM,0,211,6.4083811095915735,2.0
tcn,clean_only,17,clean,NORM,1,89,8.532609477639198,8.0
tcn,clean_only,17,clean,NORM,2,38,6.128724068403244,7.0
tcn,clean_only,17,clean,NORM,3,32,7.347833067178726,9.0
tcn,clean_only,17,clean,NORM,4,29,8.76085850596428,13.0
tcn,clean_only,17,clean,NORM,5,38,13.978370696306229,13.0
tcn,clean_only,17,clean,NORM,6,33,14.326647758483887,17.0
tcn,clean_only,17,clean,NORM,7,24,11.925438672304153,12.0
tcn,clean_only,17,clean,NORM,8,25,14.286143064498901,9.0
tcn,clean_only,17,clean,NORM,9,32,20.195374369621277,17.0
tcn,clean_only,17,clean,NORM,10,29,20.308250725269318,20.0
tcn,clean_only,17,clean,NORM,11,40,30.813228964805603,26.0
tcn,clean_only,17,clean,NORM,12,57,47.61767864227295,38.0
tcn,clean_only,17,clean,NORM,13,90,81.58946031332016,72.0
tcn,clean_only,17,clean,NORM,14,233,225.01077342033386,208.0
tcn,clean_only,17,clean,MI,0,439,13.102854227181524,20.0
tcn,clean_only,17,clean,MI,1,149,14.467016406357288,34.0
tcn,clean_only,17,clean,MI,2,98,16.239004880189896,28.0
tcn,clean_only,17,clean,MI,3,61,13.929407954216003,15.0
tcn,clean_only,17,clean,MI,4,48,14.185850232839584,21.0
tcn,clean_only,17,clean,MI,5,42,15.239398270845413,12.0
tcn,clean_only,17,clean,MI,6,36,15.505989491939545,19.0
tcn,clean_only,17,clean,MI,7,29,14.417276412248611,12.0
tcn,clean_only,17,clean,MI,8,29,16.292872667312622,16.0
tcn,clean_only,17,clean,MI,9,28,17.599116802215576,19.0
tcn,clean_only,17,clean,MI,10,20,14.043910324573517,19.0
tcn,clean_only,17,clean,MI,11,14,10.77860140800476,13.0
tcn,clean_only,17,clean,MI,12,6,4.886779189109802,5.0
tcn,clean_only,17,clean,MI,13,1,0.8859978318214417,0.0
tcn,clean_only,17,clean,MI,14,0,0.0,0.0
tcn,clean_only,17,clean,STTC,0,403,8.13412973517552,6.0
tcn,clean_only,17,clean,STTC,1,73,7.123251676559448,6.0
tcn,clean_only,17,clean,STTC,2,53,8.80054321885109,4.0
tcn,clean_only,17,clean,STTC,3,67,15.837688267230988,7.0
tcn,clean_only,17,clean,STTC,4,36,10.661275386810303,11.0
tcn,clean_only,17,clean,STTC,5,43,15.82870289683342,14.0
tcn,clean_only,17,clean,STTC,6,31,13.658134013414383,12.0
tcn,clean_only,17,clean,STTC,7,39,19.468845039606094,11.0
tcn,clean_only,17,clean,STTC,8,29,16.3498095870018,12.0
tcn,clean_only,17,clean,STTC,9,32,20.12401384115219,17.0
tcn,clean_only,17,clean,STTC,10,25,17.59198522567749,14.0
tcn,clean_only,17,clean,STTC,11,36,27.454225540161133,23.0
tcn,clean_only,17,clean,STTC,12,44,36.51304042339325,32.0
tcn,clean_only,17,clean,STTC,13,66,59.57088053226471,52.0
tcn,clean_only,17,clean,STTC,14,23,21.854844331741333,23.0
tcn,clean_only,17,clean,CD,0,537,16.85860592033714,33.0
tcn,clean_only,17,clean,CD,1,154,14.466498956084251,19.0
tcn,clean_only,17,clean,CD,2,74,12.097973182797432,21.0
tcn,clean_only,17,clean,CD,3,41,9.25203551352024,13.0
tcn,clean_only,17,clean,CD,4,33,10.051848709583282,11.0
tcn,clean_only,17,clean,CD,5,16,5.80133792757988,8.0
tcn,clean_only,17,clean,CD,6,19,8.388071775436401,11.0
tcn,clean_only,17,clean,CD,7,20,9.950143903493881,8.0
tcn,clean_only,17,clean,CD,8,16,9.023231446743011,7.0
tcn,clean_only,17,clean,CD,9,9,5.821621894836426,5.0
tcn,clean_only,17,clean,CD,10,15,10.588341891765594,8.0
tcn,clean_only,17,clean,CD,11,15,11.412288784980774,15.0
tcn,clean_only,17,clean,CD,12,18,14.937700927257538,14.0
tcn,clean_only,17,clean,CD,13,21,18.975499033927917,20.0
tcn,clean_only,17,clean,CD,14,12,11.416830778121948,12.0
tcn,clean_only,17,clean,HYP,0,558,12.025167062529363,25.0
tcn,clean_only,17,clean,HYP,1,138,14.118507914245129,9.0
tcn,clean_only,17,clean,HYP,2,64,10.35805056989193,4.0
tcn,clean_only,17,clean,HYP,3,50,11.732953071594238,7.0
tcn,clean_only,17,clean,HYP,4,27,8.068334132432938,7.0
tcn,clean_only,17,clean,HYP,5,29,10.59816625714302,9.0
tcn,clean_only,17,clean,HYP,6,38,16.285894364118576,13.0
tcn,clean_only,17,clean,HYP,7,16,8.01202791929245,8.0
tcn,clean_only,17,clean,HYP,8,19,10.639725744724274,11.0
tcn,clean_only,17,clean,HYP,9,16,10.165148437023163,9.0
tcn,clean_only,17,clean,HYP,10,10,6.898765206336975,5.0
tcn,clean_only,17,clean,HYP,11,11,8.45328688621521,8.0
tcn,clean_only,17,clean,HYP,12,13,10.839689791202545,11.0
tcn,clean_only,17,clean,HYP,13,8,7.108055055141449,7.0
tcn,clean_only,17,clean,HYP,14,3,2.8457406163215637,3.0
tcn,clean_only,17,primary_joint,NORM,0,177,7.265455571003258,0.0
tcn,clean_only,17,primary_joint,NORM,1,154,14.53332807123661,2.0
tcn,clean_only,17,primary_joint,NORM,2,100,16.613708451390266,4.0
tcn,clean_only,17,primary_joint,NORM,3,99,23.079493775963783,9.0
tcn,clean_only,17,primary_joint,NORM,4,89,26.318117678165436,14.0
tcn,clean_only,17,primary_joint,NORM,5,92,33.85967254638672,31.0
tcn,clean_only,17,primary_joint,NORM,6,71,30.877776384353638,24.0
tcn,clean_only,17,primary_joint,NORM,7,79,39.49547407031059,21.0
tcn,clean_only,17,primary_joint,NORM,8,73,41.242595851421356,36.0
tcn,clean_only,17,primary_joint,NORM,9,93,59.108632028102875,41.0
tcn,clean_only,17,primary_joint,NORM,10,93,65.18948549032211,50.0
tcn,clean_only,17,primary_joint,NORM,11,130,100.22808301448822,82.0
tcn,clean_only,17,primary_joint,NORM,12,147,122.51103585958481,107.0
tcn,clean_only,17,primary_joint,NORM,13,315,284.98027914762497,256.0
tcn,clean_only,17,primary_joint,NORM,14,288,275.16921442747116,265.0
tcn,clean_only,17,primary_joint,MI,0,856,32.01674157753587,43.0
tcn,clean_only,17,primary_joint,MI,1,444,42.1210869923234,89.0
tcn,clean_only,17,primary_joint,MI,2,217,35.51828448474407,80.0
tcn,clean_only,17,primary_joint,MI,3,118,26.980171158909798,42.0
tcn,clean_only,17,primary_joint,MI,4,94,28.21038055419922,39.0
tcn,clean_only,17,primary_joint,MI,5,63,22.75150156021118,29.0
tcn,clean_only,17,primary_joint,MI,6,53,23.038911908864975,32.0
tcn,clean_only,17,primary_joint,MI,7,52,25.788947135210037,24.0
tcn,clean_only,17,primary_joint,MI,8,45,25.486285507678986,38.0
tcn,clean_only,17,primary_joint,MI,9,27,17.12408083677292,24.0
tcn,clean_only,17,primary_joint,MI,10,21,14.757912337779999,17.0
tcn,clean_only,17,primary_joint,MI,11,10,7.68844598531723,9.0
tcn,clean_only,17,primary_joint,MI,12,0,0.0,0.0
tcn,clean_only,17,primary_joint,MI,13,0,0.0,0.0
tcn,clean_only,17,primary_joint,MI,14,0,0.0,0.0
tcn,clean_only,17,primary_joint,STTC,0,737,19.114169203676283,7.0
tcn,clean_only,17,primary_joint,STTC,1,297,28.607616402208805,26.0
tcn,clean_only,17,primary_joint,STTC,2,165,27.40206429362297,25.0
tcn,clean_only,17,primary_joint,STTC,3,145,33.736416444182396,50.0
tcn,clean_only,17,primary_joint,STTC,4,103,30.797523617744446,35.0
tcn,clean_only,17,primary_joint,STTC,5,87,31.92309659719467,37.0
tcn,clean_only,17,primary_joint,STTC,6,80,34.28057020902634,44.0
tcn,clean_only,17,primary_joint,STTC,7,78,38.96325972676277,33.0
tcn,clean_only,17,primary_joint,STTC,8,64,36.25424188375473,34.0
tcn,clean_only,17,primary_joint,STTC,9,58,36.765728771686554,43.0
tcn,clean_only,17,primary_joint,STTC,10,68,47.92711979150772,53.0
tcn,clean_only,17,primary_joint,STTC,11,47,35.777282893657684,38.0
tcn,clean_only,17,primary_joint,STTC,12,40,33.38539260625839,33.0
tcn,clean_only,17,primary_joint,STTC,13,31,27.563248217105865,30.0
tcn,clean_only,17,primary_joint,STTC,14,0,0.0,0.0
tcn,clean_only,17,primary_joint,CD,0,1167,42.53662773501128,81.0
tcn,clean_only,17,primary_joint,CD,1,335,31.131425209343433,49.0
tcn,clean_only,17,primary_joint,CD,2,146,23.865588575601578,62.0
tcn,clean_only,17,primary_joint,CD,3,75,17.299207791686058,41.0
tcn,clean_only,17,primary_joint,CD,4,42,12.524929910898209,16.0
tcn,clean_only,17,primary_joint,CD,5,35,12.57732805609703,14.0
tcn,clean_only,17,primary_joint,CD,6,35,15.00290161371231,16.0
tcn,clean_only,17,primary_joint,CD,7,29,14.31405308842659,12.0
tcn,clean_only,17,primary_joint,CD,8,24,13.657573401927948,18.0
tcn,clean_only,17,primary_joint,CD,9,19,12.085099756717682,17.0
tcn,clean_only,17,primary_joint,CD,10,24,16.83084386587143,22.0
tcn,clean_only,17,primary_joint,CD,11,11,8.533558905124664,7.0
tcn,clean_only,17,primary_joint,CD,12,26,21.7365944981575,24.0
tcn,clean_only,17,primary_joint,CD,13,26,23.34703427553177,25.0
tcn,clean_only,17,primary_joint,CD,14,6,5.72771817445755,6.0
tcn,clean_only,17,primary_joint,HYP,0,1281,26.728995401994325,51.0
tcn,clean_only,17,primary_joint,HYP,1,278,25.516161635518074,34.0
tcn,clean_only,17,primary_joint,HYP,2,96,15.600790321826935,16.0
tcn,clean_only,17,primary_joint,HYP,3,77,17.668107390403748,18.0
tcn,clean_only,17,primary_joint,HYP,4,58,17.217492640018463,22.0
tcn,clean_only,17,primary_joint,HYP,5,40,14.616594970226288,18.0
tcn,clean_only,17,primary_joint,HYP,6,41,17.621984094381332,20.0
tcn,clean_only,17,primary_joint,HYP,7,25,12.326518684625626,13.0
tcn,clean_only,17,primary_joint,HYP,8,22,12.593030989170074,13.0
tcn,clean_only,17,primary_joint,HYP,9,23,14.694391250610352,15.0
tcn,clean_only,17,primary_joint,HYP,10,20,13.963095366954803,18.0
tcn,clean_only,17,primary_joint,HYP,11,17,13.231890320777893,14.0
tcn,clean_only,17,primary_joint,HYP,12,15,12.42946183681488,14.0
tcn,clean_only,17,primary_joint,HYP,13,5,4.522380471229553,4.0
tcn,clean_only,17,primary_joint,HYP,14,2,1.8776236772537231,2.0
tcn,independent_rms,17,clean,NORM,0,207,5.968972742091864,2.0
tcn,independent_rms,17,clean,NORM,1,87,8.380984738469124,7.0
tcn,independent_rms,17,clean,NORM,2,39,6.474786326289177,8.0
tcn,independent_rms,17,clean,NORM,3,29,6.876367658376694,8.0
tcn,independent_rms,17,clean,NORM,4,27,8.143031239509583,13.0
tcn,independent_rms,17,clean,NORM,5,26,9.40178170800209,7.0
tcn,independent_rms,17,clean,NORM,6,32,13.834945976734161,15.0
tcn,independent_rms,17,clean,NORM,7,34,16.914007604122162,16.0
tcn,independent_rms,17,clean,NORM,8,21,12.02869987487793,10.0
tcn,independent_rms,17,clean,NORM,9,29,18.427871882915497,12.0
tcn,independent_rms,17,clean,NORM,10,34,23.796849131584167,17.0
tcn,independent_rms,17,clean,NORM,11,38,29.30965691804886,29.0
tcn,independent_rms,17,clean,NORM,12,52,43.35658669471741,31.0
tcn,independent_rms,17,clean,NORM,13,96,86.64067417383194,78.0
tcn,independent_rms,17,clean,NORM,14,249,240.56553626060486,218.0
tcn,independent_rms,17,clean,MI,0,460,13.565726411528885,27.0
tcn,independent_rms,17,clean,MI,1,142,13.857101358473301,31.0
tcn,independent_rms,17,clean,MI,2,103,16.987562581896782,27.0
tcn,independent_rms,17,clean,MI,3,60,14.0516017973423,20.0
tcn,independent_rms,17,clean,MI,4,46,13.883781760931015,17.0
tcn,independent_rms,17,clean,MI,5,33,12.155810594558716,14.0
tcn,independent_rms,17,clean,MI,6,36,15.571151286363602,17.0
tcn,independent_rms,17,clean,MI,7,28,13.956393390893936,10.0
tcn,independent_rms,17,clean,MI,8,27,15.221825540065765,15.0
tcn,independent_rms,17,clean,MI,9,26,16.25251054763794,21.0
tcn,independent_rms,17,clean,MI,10,20,13.888766467571259,18.0
tcn,independent_rms,17,clean,MI,11,14,10.867010354995728,13.0
tcn,independent_rms,17,clean,MI,12,4,3.2570239305496216,3.0
tcn,independent_rms,17,clean,MI,13,1,0.8823864459991455,0.0
tcn,independent_rms,17,clean,MI,14,0,0.0,0.0
tcn,independent_rms,17,clean,STTC,0,400,8.010504852049053,6.0
tcn,independent_rms,17,clean,STTC,1,76,7.085410967469215,7.0
tcn,independent_rms,17,clean,STTC,2,58,9.73321282863617,4.0
tcn,independent_rms,17,clean,STTC,3,57,13.35881669819355,7.0
tcn,independent_rms,17,clean,STTC,4,42,12.305258929729462,10.0
tcn,independent_rms,17,clean,STTC,5,42,15.210655510425568,11.0
tcn,independent_rms,17,clean,STTC,6,40,17.268046259880066,15.0
tcn,independent_rms,17,clean,STTC,7,31,15.664644092321396,14.0
tcn,independent_rms,17,clean,STTC,8,34,19.156150341033936,13.0
tcn,independent_rms,17,clean,STTC,9,27,17.115545630455017,12.0
tcn,independent_rms,17,clean,STTC,10,29,20.122644901275635,16.0
tcn,independent_rms,17,clean,STTC,11,38,29.122343599796295,26.0
tcn,independent_rms,17,clean,STTC,12,44,36.90074700117111,35.0
tcn,independent_rms,17,clean,STTC,13,61,55.11324495077133,47.0
tcn,independent_rms,17,clean,STTC,14,21,19.91310453414917,21.0
tcn,independent_rms,17,clean,CD,0,548,16.97775466646999,33.0
