model,group_id,kind,combo_set,combo_id,condition,snr,metric,outcome,lhs,rhs,n_seeds,point,sd,ci95_low,ci95_high,n_expected,n_undefined,positive_seed_count,negative_seed_count,zero_seed_count,dz,t_stat,p_raw,patient_ci95_low,patient_ci95_high
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_auroc,drop,independent_rms,clean_only,1,-0.004875957103760653,,,,1,0,0,1,0,,,,-0.010774454384773166,0.0011338573548734274
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_auroc,drop,electrode,clean_only,1,-0.0013430047787064137,,,,1,0,0,1,0,,,,-0.00969671819213468,0.006357276460898818
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_auroc,drop,mixed,clean_only,1,-0.00439593118599535,,,,1,0,0,1,0,,,,-0.01171113836450205,0.0026880595389259672
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_auroc,drop,clean_only,independent_rms,1,0.004875957103760653,,,,1,0,1,0,0,,,,-0.0011338573548734408,0.010774454384773164
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_auroc,drop,electrode,independent_rms,1,0.0035329523250542394,,,,1,0,1,0,0,,,,-0.003239593035342636,0.009836898904209364
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_auroc,drop,mixed,independent_rms,1,0.00048002591776530323,,,,1,0,1,0,0,,,,-0.0055599497144180835,0.006624045876089076
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_auroc,drop,mixed,electrode,1,-0.003052926407288936,,,,1,0,0,1,0,,,,-0.010039819127632974,0.004451394209542466
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_auroc,retention,independent_rms,clean_only,1,0.005630710275449813,,,,1,0,1,0,0,,,,-0.0012203728560075508,0.01236466097328314
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_auroc,retention,electrode,clean_only,1,0.0016950918594312858,,,,1,0,1,0,0,,,,-0.007112776411005511,0.011295312212464837
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_auroc,retention,mixed,clean_only,1,0.005084988861978612,,,,1,0,1,0,0,,,,-0.002989821000044568,0.013516864544154409
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_auroc,retention,clean_only,independent_rms,1,-0.005630710275449813,,,,1,0,0,1,0,,,,-0.01236466097328314,0.001220372856007526
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_auroc,retention,electrode,independent_rms,1,-0.003935618416018527,,,,1,0,0,1,0,,,,-0.011136463977350335,0.0038127546482438907
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_auroc,retention,mixed,independent_rms,1,-0.0005457214134712007,,,,1,0,0,1,0,,,,-0.0076138721455336345,0.006338315577849642
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_auroc,retention,mixed,electrode,1,0.0033898970025473263,,,,1,0,1,0,0,,,,-0.005099487959600427,0.01135035227602062
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,absolute,independent_rms,clean_only,1,-0.0037448611074055727,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,absolute,electrode,clean_only,1,0.007595731108470782,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,absolute,mixed,clean_only,1,-0.010938853124278003,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,absolute,clean_only,independent_rms,1,0.0037448611074055727,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,absolute,electrode,independent_rms,1,0.011340592215876355,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,absolute,mixed,independent_rms,1,-0.00719399201687243,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,absolute,mixed,electrode,1,-0.018534584232748785,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,clean_cost,independent_rms,clean_only,1,0.013025480140114398,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,clean_cost,electrode,clean_only,1,-0.0070167141396315635,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,clean_cost,mixed,clean_only,1,0.00748499518853496,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,clean_cost,clean_only,independent_rms,1,-0.013025480140114398,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,clean_cost,electrode,independent_rms,1,-0.020042194279745962,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,clean_cost,mixed,independent_rms,1,-0.0055404849515794385,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,clean_cost,mixed,electrode,1,0.014501709328166523,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,drop,independent_rms,clean_only,1,-0.009280619032708826,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,drop,electrode,clean_only,1,-0.0005790169688392188,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,drop,mixed,clean_only,1,0.0034538579357430432,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,drop,clean_only,independent_rms,1,0.009280619032708826,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,drop,electrode,independent_rms,1,0.008701602063869607,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,drop,mixed,independent_rms,1,0.012734476968451869,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,drop,mixed,electrode,1,0.004032874904582262,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,retention,independent_rms,clean_only,1,0.013183976665444908,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,retention,electrode,clean_only,1,0.0014020144016810843,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,retention,mixed,clean_only,1,-0.0058375405913778655,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,retention,clean_only,independent_rms,1,-0.013183976665444908,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,retention,electrode,independent_rms,1,-0.011781962263763823,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,retention,mixed,independent_rms,1,-0.019021517256822773,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__covariance__s5,bandpass,train,RA_LA,covariance,5,macro_f1,retention,mixed,electrode,1,-0.00723955499305895,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,absolute,independent_rms,clean_only,1,0.02328251916844759,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,absolute,electrode,clean_only,1,0.0601166914877993,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,absolute,mixed,clean_only,1,0.032327969507778165,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,absolute,clean_only,independent_rms,1,-0.02328251916844759,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,absolute,electrode,independent_rms,1,0.03683417231935171,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,absolute,mixed,independent_rms,1,0.009045450339330574,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,absolute,mixed,electrode,1,-0.027788721980021136,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,clean_cost,independent_rms,clean_only,1,0.002579112659514382,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,clean_cost,electrode,clean_only,1,-0.013565116806747435,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,clean_cost,mixed,clean_only,1,-0.011006179684441952,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,clean_cost,clean_only,independent_rms,1,-0.002579112659514382,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,clean_cost,electrode,independent_rms,1,-0.016144229466261817,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,clean_cost,mixed,independent_rms,1,-0.013585292343956334,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,clean_cost,mixed,electrode,1,0.0025589371223054824,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,drop,independent_rms,clean_only,1,-0.025861631827961973,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,drop,electrode,clean_only,1,-0.046551574681051866,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,drop,mixed,clean_only,1,-0.021321789823336212,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,drop,clean_only,independent_rms,1,0.025861631827961973,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,drop,electrode,independent_rms,1,-0.020689942853089893,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,drop,mixed,independent_rms,1,0.00453984200462576,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,drop,mixed,electrode,1,0.025229784857715654,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,retention,independent_rms,clean_only,1,0.03553719208132233,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,retention,electrode,clean_only,1,0.0681402575321981,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,retention,mixed,clean_only,1,0.03279724922055416,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,retention,clean_only,independent_rms,1,-0.03553719208132233,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,retention,electrode,independent_rms,1,0.03260306545087577,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,retention,mixed,independent_rms,1,-0.002739942860768174,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_ap,retention,mixed,electrode,1,-0.03534300831164394,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,absolute,independent_rms,clean_only,1,0.019605623754882395,,,,1,0,1,0,0,,,,0.009869071855287074,0.029357707059044766
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,absolute,electrode,clean_only,1,0.033424451436702474,,,,1,0,1,0,0,,,,0.020634799494622262,0.046430572967401905
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,absolute,mixed,clean_only,1,0.021919235738119935,,,,1,0,1,0,0,,,,0.01038352097578259,0.03342431023656857
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,absolute,clean_only,independent_rms,1,-0.019605623754882395,,,,1,0,0,1,0,,,,-0.02935770705904477,-0.009869071855287076
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,absolute,electrode,independent_rms,1,0.013818827681820078,,,,1,0,1,0,0,,,,0.002849804126928607,0.024871125926083877
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,absolute,mixed,independent_rms,1,0.00231361198323754,,,,1,0,1,0,0,,,,-0.0073838795195355165,0.011942974733257871
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,absolute,mixed,electrode,1,-0.011505215698582538,,,,1,0,0,1,0,,,,-0.022902880378646302,0.00019494735110152882
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,clean_cost,independent_rms,clean_only,1,-0.001769815254693663,,,,1,0,0,1,0,,,,-0.006297234905331159,0.0028365417748680275
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,clean_cost,electrode,clean_only,1,-0.008397078093721477,,,,1,0,0,1,0,,,,-0.01553270436458054,-0.0007177519314387038
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,clean_cost,mixed,clean_only,1,-0.002136826610354192,,,,1,0,0,1,0,,,,-0.009311500279275492,0.004685493868543574
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,clean_cost,clean_only,independent_rms,1,0.001769815254693663,,,,1,0,1,0,0,,,,-0.002836541774868037,0.006297234905331159
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,clean_cost,electrode,independent_rms,1,-0.006627262839027814,,,,1,0,0,1,0,,,,-0.013652925308968994,0.0001507927165949718
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,clean_cost,mixed,independent_rms,1,-0.0003670113556605292,,,,1,0,0,1,0,,,,-0.007354560323148329,0.00634613131321498
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,clean_cost,mixed,electrode,1,0.006260251483367285,,,,1,0,1,0,0,,,,-0.0017778489304633189,0.013962999361632894
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,drop,independent_rms,clean_only,1,-0.017835808500188732,,,,1,0,0,1,0,,,,-0.028572711458751468,-0.00764984764539908
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,drop,electrode,clean_only,1,-0.025027373342980996,,,,1,0,0,1,0,,,,-0.03789221919903442,-0.012342146801810953
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,drop,mixed,clean_only,1,-0.019782409127765743,,,,1,0,0,1,0,,,,-0.031440097349383356,-0.00820962977310988
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,drop,clean_only,independent_rms,1,0.017835808500188732,,,,1,0,1,0,0,,,,0.00764984764539908,0.028572711458751468
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,drop,electrode,independent_rms,1,-0.007191564842792264,,,,1,0,0,1,0,,,,-0.018161088216614142,0.0033746969487245754
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,drop,mixed,independent_rms,1,-0.001946600627577011,,,,1,0,0,1,0,,,,-0.011002528226681785,0.007533276964134004
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,drop,mixed,electrode,1,0.005244964215215253,,,,1,0,1,0,0,,,,-0.00680855834507563,0.017155077921071196
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,retention,independent_rms,clean_only,1,0.020673136299840467,,,,1,0,1,0,0,,,,0.009156463620959076,0.03278452760381995
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,retention,electrode,clean_only,1,0.02946988694356245,,,,1,0,1,0,0,,,,0.014989462247495377,0.043721587673559666
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,retention,mixed,clean_only,1,0.02293988747062159,,,,1,0,1,0,0,,,,0.009795779289187853,0.03604560077762819
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,retention,clean_only,independent_rms,1,-0.020673136299840467,,,,1,0,0,1,0,,,,-0.03278452760381996,-0.00915646362095908
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,retention,electrode,independent_rms,1,0.008796750643721984,,,,1,0,1,0,0,,,,-0.003133451519001401,0.021301317550710467
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,retention,mixed,independent_rms,1,0.0022667511707811228,,,,1,0,1,0,0,,,,-0.008225489512096553,0.012436845079957962
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_auroc,retention,mixed,electrode,1,-0.006529999472940862,,,,1,0,0,1,0,,,,-0.020014556013169038,0.00703923307835058
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,absolute,independent_rms,clean_only,1,0.0005646186125323194,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,absolute,electrode,clean_only,1,0.03949954834177205,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,absolute,mixed,clean_only,1,0.02206246195507433,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,absolute,clean_only,independent_rms,1,-0.0005646186125323194,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,absolute,electrode,independent_rms,1,0.03893492972923973,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,absolute,mixed,independent_rms,1,0.02149784334254201,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,absolute,mixed,electrode,1,-0.01743708638669772,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,clean_cost,independent_rms,clean_only,1,0.013025480140114398,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,clean_cost,electrode,clean_only,1,-0.0070167141396315635,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,clean_cost,mixed,clean_only,1,0.00748499518853496,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,clean_cost,clean_only,independent_rms,1,-0.013025480140114398,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,clean_cost,electrode,independent_rms,1,-0.020042194279745962,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,clean_cost,mixed,independent_rms,1,-0.0055404849515794385,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,clean_cost,mixed,electrode,1,0.014501709328166523,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,drop,independent_rms,clean_only,1,-0.013590098752646718,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,drop,electrode,clean_only,1,-0.03248283420214049,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,drop,mixed,clean_only,1,-0.02954745714360929,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,drop,clean_only,independent_rms,1,0.013590098752646718,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,drop,electrode,independent_rms,1,-0.01889273544949377,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,drop,mixed,independent_rms,1,-0.015957358390962573,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,drop,mixed,electrode,1,0.0029353770585311967,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,retention,independent_rms,clean_only,1,0.016249154709922276,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,retention,electrode,clean_only,1,0.050677226334514214,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,retention,mixed,clean_only,1,0.04228519052938218,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,retention,clean_only,independent_rms,1,-0.016249154709922276,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,retention,electrode,independent_rms,1,0.03442807162459194,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,retention,mixed,independent_rms,1,0.026036035819459902,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s0,bandpass,train,RA_LA,electrode,0,macro_f1,retention,mixed,electrode,1,-0.008392035805132037,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s10,bandpass,train,RA_LA,electrode,10,macro_ap,absolute,independent_rms,clean_only,1,0.0024346464760538478,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s10,bandpass,train,RA_LA,electrode,10,macro_ap,absolute,electrode,clean_only,1,0.014076332811635672,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s10,bandpass,train,RA_LA,electrode,10,macro_ap,absolute,mixed,clean_only,1,0.010257675158328095,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s10,bandpass,train,RA_LA,electrode,10,macro_ap,absolute,clean_only,independent_rms,1,-0.0024346464760538478,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s10,bandpass,train,RA_LA,electrode,10,macro_ap,absolute,electrode,independent_rms,1,0.011641686335581825,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s10,bandpass,train,RA_LA,electrode,10,macro_ap,absolute,mixed,independent_rms,1,0.007823028682274247,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s10,bandpass,train,RA_LA,electrode,10,macro_ap,absolute,mixed,electrode,1,-0.0038186576533075778,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s10,bandpass,train,RA_LA,electrode,10,macro_ap,clean_cost,independent_rms,clean_only,1,0.002579112659514382,,,,1,0,1,0,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s10,bandpass,train,RA_LA,electrode,10,macro_ap,clean_cost,electrode,clean_only,1,-0.013565116806747435,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s10,bandpass,train,RA_LA,electrode,10,macro_ap,clean_cost,mixed,clean_only,1,-0.011006179684441952,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s10,bandpass,train,RA_LA,electrode,10,macro_ap,clean_cost,clean_only,independent_rms,1,-0.002579112659514382,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s10,bandpass,train,RA_LA,electrode,10,macro_ap,clean_cost,electrode,independent_rms,1,-0.016144229466261817,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s10,bandpass,train,RA_LA,electrode,10,macro_ap,clean_cost,mixed,independent_rms,1,-0.013585292343956334,,,,1,0,0,1,0,,,,,
resnet,bandpass__combo_RA_LA__electrode__s10,bandpass,train,RA_LA,electrode,10,macro_ap,clean_cost,mixed,electrode,1,0.0025589371223054824,,,,1,0,1,0,0,,,,,
