model,group_id,kind,combo_set,combo_id,condition,snr,metric,outcome,lhs,rhs,n_seeds,point,sd,ci95_low,ci95_high,n_expected,n_undefined,positive_seed_count,negative_seed_count,zero_seed_count,dz,t_stat,p_raw,patient_ci95_low,patient_ci95_high
resnet,bandpass__train__independent_rms__s0,bandpass,train,aggregate,independent_rms,0,macro_f1,drop,mixed,clean_only,1,-0.009662858630403393,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s0,bandpass,train,aggregate,independent_rms,0,macro_f1,drop,clean_only,independent_rms,1,0.022624091584314887,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s0,bandpass,train,aggregate,independent_rms,0,macro_f1,drop,electrode,independent_rms,1,0.006838238441314037,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s0,bandpass,train,aggregate,independent_rms,0,macro_f1,drop,mixed,independent_rms,1,0.012961232953911495,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s0,bandpass,train,aggregate,independent_rms,0,macro_f1,drop,mixed,electrode,1,0.006122994512597457,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s0,bandpass,train,aggregate,independent_rms,0,macro_f1,retention,independent_rms,clean_only,1,0.031129887863015626,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s0,bandpass,train,aggregate,independent_rms,0,macro_f1,retention,electrode,clean_only,1,0.025313523511963032,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s0,bandpass,train,aggregate,independent_rms,0,macro_f1,retention,mixed,clean_only,1,0.012666731256004371,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s0,bandpass,train,aggregate,independent_rms,0,macro_f1,retention,clean_only,independent_rms,1,-0.031129887863015626,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s0,bandpass,train,aggregate,independent_rms,0,macro_f1,retention,electrode,independent_rms,1,-0.005816364351052594,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s0,bandpass,train,aggregate,independent_rms,0,macro_f1,retention,mixed,independent_rms,1,-0.018463156607011255,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s0,bandpass,train,aggregate,independent_rms,0,macro_f1,retention,mixed,electrode,1,-0.012646792255958661,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,absolute,independent_rms,clean_only,1,0.004198369037224259,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,absolute,electrode,clean_only,1,0.012172152808897052,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,absolute,mixed,clean_only,1,0.012430373194163069,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,absolute,clean_only,independent_rms,1,-0.004198369037224259,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,absolute,electrode,independent_rms,1,0.007973783771672793,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,absolute,mixed,independent_rms,1,0.00823200415693881,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,absolute,mixed,electrode,1,0.000258220385266017,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,clean_cost,independent_rms,clean_only,1,0.002579112659514382,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,clean_cost,electrode,clean_only,1,-0.013565116806747435,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,clean_cost,mixed,clean_only,1,-0.011006179684441952,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,clean_cost,clean_only,independent_rms,1,-0.002579112659514382,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,clean_cost,electrode,independent_rms,1,-0.016144229466261817,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,clean_cost,mixed,independent_rms,1,-0.013585292343956334,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,clean_cost,mixed,electrode,1,0.0025589371223054824,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,drop,independent_rms,clean_only,1,-0.006777481696738641,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,drop,electrode,clean_only,1,0.0013929639978503827,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,drop,mixed,clean_only,1,-0.0014241935097211167,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,drop,clean_only,independent_rms,1,0.006777481696738641,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,drop,electrode,independent_rms,1,0.008170445694589024,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,drop,mixed,independent_rms,1,0.005353288187017524,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,drop,mixed,electrode,1,-0.0028171575075714994,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,retention,independent_rms,clean_only,1,0.009482548802499435,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,retention,electrode,clean_only,1,-0.0016938732379881971,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,retention,mixed,clean_only,1,0.0021436113425246095,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,retention,clean_only,independent_rms,1,-0.009482548802499435,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,retention,electrode,independent_rms,1,-0.011176422040487632,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,retention,mixed,independent_rms,1,-0.007338937459974826,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_ap,retention,mixed,electrode,1,0.0038374845805128066,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,absolute,independent_rms,clean_only,1,0.004385469571658418,,,,1,0,1,0,0,,,,-0.00010477218223898517,0.009024482869180839
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,absolute,electrode,clean_only,1,0.008940769741012211,,,,1,0,1,0,0,,,,0.0020138712552079273,0.015425707695744114
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,absolute,mixed,clean_only,1,0.004024647326663633,,,,1,0,1,0,0,,,,-0.002535302730671976,0.010867213075309145
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,absolute,clean_only,independent_rms,1,-0.004385469571658418,,,,1,0,0,1,0,,,,-0.009024482869180839,0.00010477218223898063
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,absolute,electrode,independent_rms,1,0.004555300169353793,,,,1,0,1,0,0,,,,-0.0016109019509587402,0.010753104240714977
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,absolute,mixed,independent_rms,1,-0.0003608222449947851,,,,1,0,0,1,0,,,,-0.0065076357217411255,0.006179600813532053
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,absolute,mixed,electrode,1,-0.004916122414348578,,,,1,0,0,1,0,,,,-0.01252857459321711,0.0028221937623949325
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,clean_cost,independent_rms,clean_only,1,-0.001769815254693663,,,,1,0,0,1,0,,,,-0.006297234905331159,0.0028365417748680275
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,clean_cost,electrode,clean_only,1,-0.008397078093721477,,,,1,0,0,1,0,,,,-0.01553270436458054,-0.0007177519314387038
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,clean_cost,mixed,clean_only,1,-0.002136826610354192,,,,1,0,0,1,0,,,,-0.009311500279275492,0.004685493868543574
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,clean_cost,clean_only,independent_rms,1,0.001769815254693663,,,,1,0,1,0,0,,,,-0.002836541774868037,0.006297234905331159
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,clean_cost,electrode,independent_rms,1,-0.006627262839027814,,,,1,0,0,1,0,,,,-0.013652925308968994,0.0001507927165949718
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,clean_cost,mixed,independent_rms,1,-0.0003670113556605292,,,,1,0,0,1,0,,,,-0.007354560323148329,0.00634613131321498
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,clean_cost,mixed,electrode,1,0.006260251483367285,,,,1,0,1,0,0,,,,-0.0017778489304633189,0.013962999361632894
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,drop,independent_rms,clean_only,1,-0.002615654316964755,,,,1,0,0,1,0,,,,-0.005327087286762344,-0.00010083818154093597
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,drop,electrode,clean_only,1,-0.0005436916472907338,,,,1,0,0,1,0,,,,-0.0038100752941405774,0.0025055770013403416
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,drop,mixed,clean_only,1,-0.0018878207163094407,,,,1,0,0,1,0,,,,-0.004876206842883155,0.0009351270339344866
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,drop,clean_only,independent_rms,1,0.002615654316964755,,,,1,0,1,0,0,,,,0.00010083818154093264,0.005327087286762344
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,drop,electrode,independent_rms,1,0.002071962669674021,,,,1,0,1,0,0,,,,-0.0007437630387650801,0.0046583476495339615
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,drop,mixed,independent_rms,1,0.0007278336006553143,,,,1,0,1,0,0,,,,-0.001788782767250041,0.0031139658064138487
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,drop,mixed,electrode,1,-0.0013441290690187069,,,,1,0,0,1,0,,,,-0.00418745441919261,0.0015632545425306838
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,retention,independent_rms,clean_only,1,0.0030085854971526604,,,,1,0,1,0,0,,,,0.00011712256189326535,0.006108072214380169
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,retention,electrode,clean_only,1,0.0006517504557543852,,,,1,0,1,0,0,,,,-0.0028014245618264043,0.00434294901220905
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,retention,mixed,clean_only,1,0.002173853888056354,,,,1,0,1,0,0,,,,-0.0010569118497760848,0.005590805158493174
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,retention,clean_only,independent_rms,1,-0.0030085854971526604,,,,1,0,0,1,0,,,,-0.0061080722143801724,-0.00011712256189326924
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,retention,electrode,independent_rms,1,-0.0023568350413982753,,,,1,0,0,1,0,,,,-0.005315291512286574,0.0008541440360726453
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,retention,mixed,independent_rms,1,-0.0008347316090963064,,,,1,0,0,1,0,,,,-0.0035516841109984485,0.0020499556796470075
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_auroc,retention,mixed,electrode,1,0.0015221034323019689,,,,1,0,1,0,0,,,,-0.0017910374286889852,0.004795630547915386
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,absolute,independent_rms,clean_only,1,-0.002238166864293678,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,absolute,electrode,clean_only,1,0.008688315164385618,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,absolute,mixed,clean_only,1,-0.0028063645329877707,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,absolute,clean_only,independent_rms,1,0.002238166864293678,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,absolute,electrode,independent_rms,1,0.010926482028679296,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,absolute,mixed,independent_rms,1,-0.0005681976686940926,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,absolute,mixed,electrode,1,-0.011494679697373389,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,clean_cost,independent_rms,clean_only,1,0.013025480140114398,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,clean_cost,electrode,clean_only,1,-0.0070167141396315635,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,clean_cost,mixed,clean_only,1,0.00748499518853496,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,clean_cost,clean_only,independent_rms,1,-0.013025480140114398,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,clean_cost,electrode,independent_rms,1,-0.020042194279745962,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,clean_cost,mixed,independent_rms,1,-0.0055404849515794385,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,clean_cost,mixed,electrode,1,0.014501709328166523,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,drop,independent_rms,clean_only,1,-0.01078731327582072,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,drop,electrode,clean_only,1,-0.0016716010247540547,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,drop,mixed,clean_only,1,-0.004678630655547189,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,drop,clean_only,independent_rms,1,0.01078731327582072,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,drop,electrode,independent_rms,1,0.009115712251066665,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,drop,mixed,independent_rms,1,0.006108682620273531,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,drop,mixed,electrode,1,-0.0030070296307931343,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,retention,independent_rms,clean_only,1,0.016286841976230648,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,retention,electrode,clean_only,1,0.0026110330704324225,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,retention,mixed,clean_only,1,0.00697067859081324,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,retention,clean_only,independent_rms,1,-0.016286841976230648,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,retention,electrode,independent_rms,1,-0.013675808905798226,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,retention,mixed,independent_rms,1,-0.009316163385417409,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s10,bandpass,train,aggregate,independent_rms,10,macro_f1,retention,mixed,electrode,1,0.004359645520380817,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,absolute,independent_rms,clean_only,1,0.011986370872382635,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,absolute,electrode,clean_only,1,0.02235929778401402,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,absolute,mixed,clean_only,1,0.018799636882301907,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,absolute,clean_only,independent_rms,1,-0.011986370872382635,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,absolute,electrode,independent_rms,1,0.010372926911631386,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,absolute,mixed,independent_rms,1,0.006813266009919272,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,absolute,mixed,electrode,1,-0.003559660901712114,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,clean_cost,independent_rms,clean_only,1,0.002579112659514382,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,clean_cost,electrode,clean_only,1,-0.013565116806747435,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,clean_cost,mixed,clean_only,1,-0.011006179684441952,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,clean_cost,clean_only,independent_rms,1,-0.002579112659514382,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,clean_cost,electrode,independent_rms,1,-0.016144229466261817,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,clean_cost,mixed,independent_rms,1,-0.013585292343956334,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,clean_cost,mixed,electrode,1,0.0025589371223054824,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,drop,independent_rms,clean_only,1,-0.014565483531897017,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,drop,electrode,clean_only,1,-0.008794180977266586,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,drop,mixed,clean_only,1,-0.007793457197859954,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,drop,clean_only,independent_rms,1,0.014565483531897017,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,drop,electrode,independent_rms,1,0.005771302554630431,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,drop,mixed,independent_rms,1,0.006772026334037062,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,drop,mixed,electrode,1,0.0010007237794066315,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,retention,independent_rms,clean_only,1,0.02029830195796678,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,retention,electrode,clean_only,1,0.012974016848052883,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,retention,mixed,clean_only,1,0.011471496342637888,,,,1,0,1,0,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,retention,clean_only,independent_rms,1,-0.02029830195796678,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,retention,electrode,independent_rms,1,-0.007324285109913897,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,retention,mixed,independent_rms,1,-0.008826805615328892,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_ap,retention,mixed,electrode,1,-0.0015025205054149948,,,,1,0,0,1,0,,,,,
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,absolute,independent_rms,clean_only,1,0.008090727134259401,,,,1,0,1,0,0,,,,0.0032490023756575866,0.013201346872347216
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,absolute,electrode,clean_only,1,0.012709959592726583,,,,1,0,1,0,0,,,,0.005390054014423643,0.02043650130653483
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,absolute,mixed,clean_only,1,0.007190408567243067,,,,1,0,1,0,0,,,,0.0003760526901119194,0.014759814741840425
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,absolute,clean_only,independent_rms,1,-0.008090727134259401,,,,1,0,0,1,0,,,,-0.013201346872347216,-0.0032490023756575896
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,absolute,electrode,independent_rms,1,0.004619232458467182,,,,1,0,1,0,0,,,,-0.001761149346831825,0.010910950127898264
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,absolute,mixed,independent_rms,1,-0.0009003185670163338,,,,1,0,0,1,0,,,,-0.006981409161863089,0.005329632769138802
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,absolute,mixed,electrode,1,-0.005519551025483516,,,,1,0,0,1,0,,,,-0.012925784862111562,0.0020917489065596373
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,clean_cost,independent_rms,clean_only,1,-0.001769815254693663,,,,1,0,0,1,0,,,,-0.006297234905331159,0.0028365417748680275
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,clean_cost,electrode,clean_only,1,-0.008397078093721477,,,,1,0,0,1,0,,,,-0.01553270436458054,-0.0007177519314387038
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,clean_cost,mixed,clean_only,1,-0.002136826610354192,,,,1,0,0,1,0,,,,-0.009311500279275492,0.004685493868543574
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,clean_cost,clean_only,independent_rms,1,0.001769815254693663,,,,1,0,1,0,0,,,,-0.002836541774868037,0.006297234905331159
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,clean_cost,electrode,independent_rms,1,-0.006627262839027814,,,,1,0,0,1,0,,,,-0.013652925308968994,0.0001507927165949718
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,clean_cost,mixed,independent_rms,1,-0.0003670113556605292,,,,1,0,0,1,0,,,,-0.007354560323148329,0.00634613131321498
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,clean_cost,mixed,electrode,1,0.006260251483367285,,,,1,0,1,0,0,,,,-0.0017778489304633189,0.013962999361632894
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,drop,independent_rms,clean_only,1,-0.006320911879565738,,,,1,0,0,1,0,,,,-0.010960579430592643,-0.0018285669506052271
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,drop,electrode,clean_only,1,-0.004312881499005106,,,,1,0,0,1,0,,,,-0.010152031479237428,0.001305607993479775
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,drop,mixed,clean_only,1,-0.005053581956888875,,,,1,0,0,1,0,,,,-0.010588720729023013,0.0002450454950440553
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,drop,clean_only,independent_rms,1,0.006320911879565738,,,,1,0,1,0,0,,,,0.001828566950605226,0.010960579430592641
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,drop,electrode,independent_rms,1,0.0020080303805606325,,,,1,0,1,0,0,,,,-0.0026543500659993945,0.006439515594118719
resnet,bandpass__train__independent_rms__s5,bandpass,train,aggregate,independent_rms,5,macro_auroc,drop,mixed,independent_rms,1,0.001267329922676863,,,,1,0,1,0,0,,,,-0.002823561532682398,0.0051063171371024205
