model,seed,group_id,metric,strategy,value,rank
resnet,17,bandpass__combo_RA_V1__independent_rms__s10,ece,clean_only,0.0734055021796376,2.0
resnet,17,bandpass__heldout__independent_rms__s5,macro_auroc,clean_only,0.8544152729610461,4.0
resnet,17,bandpass__heldout__independent_rms__s5,macro_ap,clean_only,0.6784995943909639,4.0
resnet,17,bandpass__heldout__independent_rms__s5,macro_f1,clean_only,0.6315703761444333,4.0
resnet,17,bandpass__heldout__independent_rms__s5,brier,clean_only,0.12529234588146204,2.0
resnet,17,bandpass__heldout__independent_rms__s5,ece,clean_only,0.0762378567337989,2.0
resnet,17,bandpass__combo_RA_V1__independent_rms__s5,macro_auroc,clean_only,0.853696326785067,4.0
resnet,17,bandpass__combo_RA_V1__independent_rms__s5,macro_ap,clean_only,0.6775812925537209,4.0
resnet,17,bandpass__combo_RA_V1__independent_rms__s5,macro_f1,clean_only,0.6320426633342461,3.0
resnet,17,bandpass__combo_RA_V1__independent_rms__s5,brier,clean_only,0.1255639791488647,2.0
resnet,17,bandpass__combo_RA_V1__independent_rms__s5,ece,clean_only,0.0761586653009056,2.0
resnet,17,bandpass__heldout__independent_rms__s0,macro_auroc,clean_only,0.8021153238203023,4.0
resnet,17,bandpass__heldout__independent_rms__s0,macro_ap,clean_only,0.5877010923602168,4.0
resnet,17,bandpass__heldout__independent_rms__s0,macro_f1,clean_only,0.5473617973520262,4.0
resnet,17,bandpass__heldout__independent_rms__s0,brier,clean_only,0.1470793336629867,2.0
resnet,17,bandpass__heldout__independent_rms__s0,ece,clean_only,0.08211394491735845,2.0
resnet,17,bandpass__combo_RA_V1__independent_rms__s0,macro_auroc,clean_only,0.8023040200051657,4.0
resnet,17,bandpass__combo_RA_V1__independent_rms__s0,macro_ap,clean_only,0.586654323411285,4.0
resnet,17,bandpass__combo_RA_V1__independent_rms__s0,macro_f1,clean_only,0.5456294386763779,4.0
resnet,17,bandpass__combo_RA_V1__independent_rms__s0,brier,clean_only,0.147240862250328,2.0
resnet,17,bandpass__combo_RA_V1__independent_rms__s0,ece,clean_only,0.0821425552532077,2.0
resnet,17,bandpass__heldout__electrode__s10,macro_auroc,clean_only,0.8656085433179922,4.0
resnet,17,bandpass__heldout__electrode__s10,macro_ap,clean_only,0.704727332288352,4.0
resnet,17,bandpass__heldout__electrode__s10,macro_f1,clean_only,0.6517061857299917,3.0
resnet,17,bandpass__heldout__electrode__s10,brier,clean_only,0.1200008764863014,2.0
resnet,17,bandpass__heldout__electrode__s10,ece,clean_only,0.0773153542671352,2.0
resnet,17,bandpass__combo_RA_V1__electrode__s10,macro_auroc,clean_only,0.8649534305476436,4.0
resnet,17,bandpass__combo_RA_V1__electrode__s10,macro_ap,clean_only,0.7043140221181322,4.0
resnet,17,bandpass__combo_RA_V1__electrode__s10,macro_f1,clean_only,0.6539882970075513,3.0
resnet,17,bandpass__combo_RA_V1__electrode__s10,brier,clean_only,0.1207069307565689,2.0
resnet,17,bandpass__combo_RA_V1__electrode__s10,ece,clean_only,0.077350118612498,2.0
resnet,17,bandpass__heldout__electrode__s5,macro_auroc,clean_only,0.846531849259174,4.0
resnet,17,bandpass__heldout__electrode__s5,macro_ap,clean_only,0.6678526863903465,4.0
resnet,17,bandpass__heldout__electrode__s5,macro_f1,clean_only,0.6175295030003141,3.0
resnet,17,bandpass__heldout__electrode__s5,brier,clean_only,0.12996606528759,2.0
resnet,17,bandpass__heldout__electrode__s5,ece,clean_only,0.0780754446370527,2.0
resnet,17,bandpass__combo_RA_V1__electrode__s5,macro_auroc,clean_only,0.8453279166331743,4.0
resnet,17,bandpass__combo_RA_V1__electrode__s5,macro_ap,clean_only,0.6678879759102834,4.0
resnet,17,bandpass__combo_RA_V1__electrode__s5,macro_f1,clean_only,0.6098385305837464,3.0
resnet,17,bandpass__combo_RA_V1__electrode__s5,brier,clean_only,0.1311574727296829,2.0
resnet,17,bandpass__combo_RA_V1__electrode__s5,ece,clean_only,0.080040280637145,2.0
resnet,17,primary_joint,macro_auroc,clean_only,0.846531849259174,4.0
resnet,17,primary_joint,macro_ap,clean_only,0.6678526863903465,4.0
resnet,17,primary_joint,macro_f1,clean_only,0.6175295030003141,3.0
resnet,17,primary_joint,brier,clean_only,0.12996606528759,2.0
resnet,17,primary_joint,ece,clean_only,0.0780754446370527,2.0
resnet,17,bandpass__heldout__electrode__s0,macro_auroc,clean_only,0.7820014699944273,4.0
resnet,17,bandpass__heldout__electrode__s0,macro_ap,clean_only,0.5552027743128874,4.0
resnet,17,bandpass__heldout__electrode__s0,macro_f1,clean_only,0.5139086395819977,4.0
resnet,17,bandpass__heldout__electrode__s0,brier,clean_only,0.15517248958349225,2.0
resnet,17,bandpass__heldout__electrode__s0,ece,clean_only,0.08663838129732751,2.0
resnet,17,bandpass__combo_RA_V1__electrode__s0,macro_auroc,clean_only,0.7810275793765212,4.0
resnet,17,bandpass__combo_RA_V1__electrode__s0,macro_ap,clean_only,0.5526105983670664,4.0
resnet,17,bandpass__combo_RA_V1__electrode__s0,macro_f1,clean_only,0.5055916458922874,3.0
resnet,17,bandpass__combo_RA_V1__electrode__s0,brier,clean_only,0.1553176343441009,2.0
resnet,17,bandpass__combo_RA_V1__electrode__s0,ece,clean_only,0.0858414633091538,2.0
resnet,17,bandpass__heldout__covariance__s10,macro_auroc,clean_only,0.867477748253398,4.0
resnet,17,bandpass__heldout__covariance__s10,macro_ap,clean_only,0.7060411086890792,4.0
resnet,17,bandpass__heldout__covariance__s10,macro_f1,clean_only,0.6580550588292797,2.0
resnet,17,bandpass__heldout__covariance__s10,brier,clean_only,0.11945008486509315,2.0
resnet,17,bandpass__heldout__covariance__s10,ece,clean_only,0.0771765285529196,2.0
resnet,17,bandpass__combo_RA_V1__covariance__s10,macro_auroc,clean_only,0.8673293343287763,3.0
resnet,17,bandpass__combo_RA_V1__covariance__s10,macro_ap,clean_only,0.7067966513992092,4.0
resnet,17,bandpass__combo_RA_V1__covariance__s10,macro_f1,clean_only,0.6598884605356294,2.0
resnet,17,bandpass__combo_RA_V1__covariance__s10,brier,clean_only,0.1196364760398864,2.0
resnet,17,bandpass__combo_RA_V1__covariance__s10,ece,clean_only,0.0793026045892387,2.0
resnet,17,bandpass__heldout__covariance__s5,macro_auroc,clean_only,0.8503900252191503,4.0
resnet,17,bandpass__heldout__covariance__s5,macro_ap,clean_only,0.6720069517436695,4.0
resnet,17,bandpass__heldout__covariance__s5,macro_f1,clean_only,0.6239858106164669,3.0
resnet,17,bandpass__heldout__covariance__s5,brier,clean_only,0.12944008409976954,2.0
resnet,17,bandpass__heldout__covariance__s5,ece,clean_only,0.08196292128823696,2.0
resnet,17,bandpass__combo_RA_V1__covariance__s5,macro_auroc,clean_only,0.852093092657707,3.0
resnet,17,bandpass__combo_RA_V1__covariance__s5,macro_ap,clean_only,0.6735404069168099,4.0
resnet,17,bandpass__combo_RA_V1__covariance__s5,macro_f1,clean_only,0.6216511079979254,3.0
resnet,17,bandpass__combo_RA_V1__covariance__s5,brier,clean_only,0.1298672407865524,2.0
resnet,17,bandpass__combo_RA_V1__covariance__s5,ece,clean_only,0.0842142724454403,2.0
resnet,17,bandpass__heldout__covariance__s0,macro_auroc,clean_only,0.7834839602784552,4.0
resnet,17,bandpass__heldout__covariance__s0,macro_ap,clean_only,0.5588047566143534,4.0
resnet,17,bandpass__heldout__covariance__s0,macro_f1,clean_only,0.5173580280079155,4.0
resnet,17,bandpass__heldout__covariance__s0,brier,clean_only,0.15538942813873285,2.0
resnet,17,bandpass__heldout__covariance__s0,ece,clean_only,0.08971185581237075,2.0
resnet,17,bandpass__combo_RA_V1__covariance__s0,macro_auroc,clean_only,0.7887731764766994,4.0
resnet,17,bandpass__combo_RA_V1__covariance__s0,macro_ap,clean_only,0.5620644441595483,4.0
resnet,17,bandpass__combo_RA_V1__covariance__s0,macro_f1,clean_only,0.5139319442441194,3.0
resnet,17,bandpass__combo_RA_V1__covariance__s0,brier,clean_only,0.1549458056688308,2.0
resnet,17,bandpass__combo_RA_V1__covariance__s0,ece,clean_only,0.0867995254613459,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s10,macro_auroc,clean_only,0.8647767537119556,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s10,macro_ap,clean_only,0.7033425775668753,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s10,macro_f1,clean_only,0.6541115710683046,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s10,brier,clean_only,0.1188909038901329,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s10,ece,clean_only,0.0741345737885683,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s5,macro_auroc,clean_only,0.8551342191370251,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s5,macro_ap,clean_only,0.6794178962282068,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s5,macro_f1,clean_only,0.6310980889546205,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s5,brier,clean_only,0.1250207126140594,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s5,ece,clean_only,0.0763170481666922,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s0,macro_auroc,clean_only,0.801926627635439,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s0,macro_ap,clean_only,0.5887478613091488,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s0,macro_f1,clean_only,0.5490941560276743,3.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s0,brier,clean_only,0.1469178050756454,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__independent_rms__s0,ece,clean_only,0.0820853345815092,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s10,macro_auroc,clean_only,0.8662636560883408,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s10,macro_ap,clean_only,0.705140642458572,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s10,macro_f1,clean_only,0.649424074452432,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s10,brier,clean_only,0.1192948222160339,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s10,ece,clean_only,0.0772805899217724,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s5,macro_auroc,clean_only,0.8477357818851738,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s5,macro_ap,clean_only,0.6678173968704094,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s5,macro_f1,clean_only,0.6252204754168817,3.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s5,brier,clean_only,0.1287746578454971,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s5,ece,clean_only,0.0761106086369604,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s0,macro_auroc,clean_only,0.7829753606123333,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s0,macro_ap,clean_only,0.5577949502587085,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s0,macro_f1,clean_only,0.522225633271708,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s0,brier,clean_only,0.1550273448228836,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__electrode__s0,ece,clean_only,0.0874352992855012,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s10,macro_auroc,clean_only,0.8676261621780196,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s10,macro_ap,clean_only,0.7052855659789491,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s10,macro_f1,clean_only,0.65622165712293,3.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s10,brier,clean_only,0.1192636936902999,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s10,ece,clean_only,0.0750504525166005,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s5,macro_auroc,clean_only,0.8486869577805936,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s5,macro_ap,clean_only,0.670473496570529,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s5,macro_f1,clean_only,0.6263205132350084,3.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s5,brier,clean_only,0.1290129274129867,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s5,ece,clean_only,0.0797115701310336,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s0,macro_auroc,clean_only,0.778194744080211,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s0,macro_ap,clean_only,0.5555450690691585,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s0,macro_f1,clean_only,0.5207841117717117,4.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s0,brier,clean_only,0.1558330506086349,2.0
resnet,17,bandpass__combo_RA_LA_V1_V6__covariance__s0,ece,clean_only,0.0926241861633956,2.0
resnet,17,bandpass__all__independent_rms__s10,macro_auroc,clean_only,0.8663709698882778,4.0
resnet,17,bandpass__all__independent_rms__s10,macro_ap,clean_only,0.7036166504851245,4.0
resnet,17,bandpass__all__independent_rms__s10,macro_f1,clean_only,0.6511957337771894,4.0
resnet,17,bandpass__all__independent_rms__s10,brier,clean_only,0.1185132563114166,2.0
resnet,17,bandpass__all__independent_rms__s10,ece,clean_only,0.0713890028171241,2.0
resnet,17,bandpass__all__independent_rms__s5,macro_auroc,clean_only,0.856589548415062,4.0
resnet,17,bandpass__all__independent_rms__s5,macro_ap,clean_only,0.6818149692664481,4.0
resnet,17,bandpass__all__independent_rms__s5,macro_f1,clean_only,0.630698979190585,4.0
resnet,17,bandpass__all__independent_rms__s5,brier,clean_only,0.1242122277617454,2.0
resnet,17,bandpass__all__independent_rms__s5,ece,clean_only,0.0742731676407158,2.0
resnet,17,bandpass__all__independent_rms__s0,macro_auroc,clean_only,0.8071558002092916,4.0
resnet,17,bandpass__all__independent_rms__s0,macro_ap,clean_only,0.5885856833415547,4.0
resnet,17,bandpass__all__independent_rms__s0,macro_f1,clean_only,0.5611433715710475,2.0
resnet,17,bandpass__all__independent_rms__s0,brier,clean_only,0.1449288576841354,2.0
resnet,17,bandpass__all__independent_rms__s0,ece,clean_only,0.0745654165264219,1.0
resnet,17,bandpass__all__electrode__s10,macro_auroc,clean_only,0.8678789521094459,4.0
resnet,17,bandpass__all__electrode__s10,macro_ap,clean_only,0.7068322273490009,4.0
resnet,17,bandpass__all__electrode__s10,macro_f1,clean_only,0.6623138409143436,2.0
resnet,17,bandpass__all__electrode__s10,brier,clean_only,0.1179962530732154,2.0
resnet,17,bandpass__all__electrode__s10,ece,clean_only,0.0753984129274264,2.0
resnet,17,bandpass__all__electrode__s5,macro_auroc,clean_only,0.8506924603038384,4.0
resnet,17,bandpass__all__electrode__s5,macro_ap,clean_only,0.6734272275189962,4.0
resnet,17,bandpass__all__electrode__s5,macro_f1,clean_only,0.6309865270676405,4.0
resnet,17,bandpass__all__electrode__s5,brier,clean_only,0.1261066645383834,2.0
resnet,17,bandpass__all__electrode__s5,ece,clean_only,0.0751394551627338,2.0
resnet,17,bandpass__all__electrode__s0,macro_auroc,clean_only,0.7881000336220556,4.0
resnet,17,bandpass__all__electrode__s0,macro_ap,clean_only,0.5683354810592798,4.0
resnet,17,bandpass__all__electrode__s0,macro_f1,clean_only,0.5449793052212779,3.0
resnet,17,bandpass__all__electrode__s0,brier,clean_only,0.150831863284111,2.0
resnet,17,bandpass__all__electrode__s0,ece,clean_only,0.0828301187366247,2.0
resnet,17,bandpass__all__covariance__s10,macro_auroc,clean_only,0.8672030742285297,4.0
resnet,17,bandpass__all__covariance__s10,macro_ap,clean_only,0.7070160301138956,4.0
resnet,17,bandpass__all__covariance__s10,macro_f1,clean_only,0.6570057635750731,3.0
resnet,17,bandpass__all__covariance__s10,brier,clean_only,0.1181028187274932,2.0
resnet,17,bandpass__all__covariance__s10,ece,clean_only,0.0725081566710025,2.0
resnet,17,bandpass__all__covariance__s5,macro_auroc,clean_only,0.8524890838011215,4.0
resnet,17,bandpass__all__covariance__s5,macro_ap,clean_only,0.6779771510737873,4.0
resnet,17,bandpass__all__covariance__s5,macro_f1,clean_only,0.6293701036706799,3.0
resnet,17,bandpass__all__covariance__s5,brier,clean_only,0.1258082836866378,2.0
resnet,17,bandpass__all__covariance__s5,ece,clean_only,0.0747963117055594,2.0
resnet,17,bandpass__all__covariance__s0,macro_auroc,clean_only,0.7844413475134855,4.0
resnet,17,bandpass__all__covariance__s0,macro_ap,clean_only,0.5614430507038513,4.0
resnet,17,bandpass__all__covariance__s0,macro_f1,clean_only,0.5303470250998938,4.0
resnet,17,bandpass__all__covariance__s0,brier,clean_only,0.1522244364023208,3.0
resnet,17,bandpass__all__covariance__s0,ece,clean_only,0.0850069635402411,2.0
resnet,17,clean,macro_auroc,electrode,0.8780248308647153,1.0
resnet,17,clean,macro_ap,electrode,0.7276602250201064,1.0
resnet,17,clean,macro_f1,electrode,0.6727039864990643,1.0
resnet,17,clean,brier,electrode,0.1208023279905319,3.0
resnet,17,clean,ece,electrode,0.1012641279816627,4.0
resnet,17,bandpass__train__independent_rms__s10,macro_auroc,electrode,0.8756106105505047,1.0
resnet,17,bandpass__train__independent_rms__s10,macro_ap,electrode,0.717823491180528,2.0
resnet,17,bandpass__train__independent_rms__s10,macro_f1,electrode,0.6663256014906888,1.0
resnet,17,bandpass__train__independent_rms__s10,brier,electrode,0.12278332710266109,3.0
resnet,17,bandpass__train__independent_rms__s10,ece,electrode,0.10023944577431303,4.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s10,macro_auroc,electrode,0.8752404006834276,1.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s10,macro_ap,electrode,0.714883316755884,2.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s10,macro_f1,electrode,0.6610438190947805,1.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s10,brier,electrode,0.1233848482370376,4.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s10,ece,electrode,0.1002922710448503,4.0
resnet,17,bandpass__train__independent_rms__s5,macro_auroc,electrode,0.8677514898399945,1.0
resnet,17,bandpass__train__independent_rms__s5,macro_ap,electrode,0.702421603080271,1.0
resnet,17,bandpass__train__independent_rms__s5,macro_f1,electrode,0.6499910327525317,1.0
resnet,17,bandpass__train__independent_rms__s5,brier,electrode,0.13045530095696448,4.0
resnet,17,bandpass__train__independent_rms__s5,ece,electrode,0.10763617473317304,4.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s5,macro_auroc,electrode,0.8675578609363788,1.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s5,macro_ap,electrode,0.6988527924684189,1.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s5,macro_f1,electrode,0.6485143006732643,1.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s5,brier,electrode,0.1323389708995819,4.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s5,ece,electrode,0.1098918830171227,4.0
resnet,17,bandpass__train__independent_rms__s0,macro_auroc,electrode,0.8318165511505988,1.0
resnet,17,bandpass__train__independent_rms__s0,macro_ap,electrode,0.6449089647284499,1.0
resnet,17,bandpass__train__independent_rms__s0,macro_f1,electrode,0.5705971016969408,1.0
resnet,17,bandpass__train__independent_rms__s0,brier,electrode,0.15675069242715836,4.0
resnet,17,bandpass__train__independent_rms__s0,ece,electrode,0.13353730538245293,4.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s0,macro_auroc,electrode,0.8351651112086251,1.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s0,macro_ap,electrode,0.6486183852342517,1.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s0,macro_f1,electrode,0.5801491775696637,1.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s0,brier,electrode,0.159417524933815,4.0
resnet,17,bandpass__combo_RA_LA_LL__independent_rms__s0,ece,electrode,0.1441946847222746,4.0
resnet,17,bandpass__train__electrode__s10,macro_auroc,electrode,0.8745779920309296,1.0
resnet,17,bandpass__train__electrode__s10,macro_ap,electrode,0.7195462029347517,1.0
resnet,17,bandpass__train__electrode__s10,macro_f1,electrode,0.6660831340142358,1.0
resnet,17,bandpass__train__electrode__s10,brier,electrode,0.12220950275659556,3.0
resnet,17,bandpass__train__electrode__s10,ece,electrode,0.09957108913656319,4.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s10,macro_auroc,electrode,0.8724225764649427,1.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s10,macro_ap,electrode,0.7170180643986965,1.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s10,macro_f1,electrode,0.6652355892247919,1.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s10,brier,electrode,0.1217133700847625,3.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s10,ece,electrode,0.0968264026971534,4.0
resnet,17,bandpass__train__electrode__s5,macro_auroc,electrode,0.8647649802240854,1.0
resnet,17,bandpass__train__electrode__s5,macro_ap,electrode,0.7006752812412043,1.0
resnet,17,bandpass__train__electrode__s5,macro_f1,electrode,0.6422201519409021,1.0
resnet,17,bandpass__train__electrode__s5,brier,electrode,0.13007730245590204,4.0
resnet,17,bandpass__train__electrode__s5,ece,electrode,0.10450895836865526,4.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s5,macro_auroc,electrode,0.8602206101075904,1.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s5,macro_ap,electrode,0.6958702649078904,1.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s5,macro_f1,electrode,0.6418663789377073,1.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s5,brier,electrode,0.1295222342014312,3.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s5,ece,electrode,0.1004074831437319,3.0
resnet,17,bandpass__train__electrode__s0,macro_auroc,electrode,0.8219577698026402,1.0
resnet,17,bandpass__train__electrode__s0,macro_ap,electrode,0.6317519431624092,1.0
resnet,17,bandpass__train__electrode__s0,macro_f1,electrode,0.558559394659374,1.0
resnet,17,bandpass__train__electrode__s0,brier,electrode,0.1562598049640655,4.0
resnet,17,bandpass__train__electrode__s0,ece,electrode,0.1281647574308514,4.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s0,macro_auroc,electrode,0.8122953756396554,1.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s0,macro_ap,electrode,0.6117810795332738,1.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s0,macro_f1,electrode,0.5544717776781521,1.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s0,brier,electrode,0.1573621481657028,4.0
resnet,17,bandpass__combo_RA_LA_LL__electrode__s0,ece,electrode,0.1270982129320502,4.0
resnet,17,bandpass__train__covariance__s10,macro_auroc,electrode,0.8746515308491976,1.0
resnet,17,bandpass__train__covariance__s10,macro_ap,electrode,0.71824942517382,1.0
resnet,17,bandpass__train__covariance__s10,macro_f1,electrode,0.6645161359498457,1.0
resnet,17,bandpass__train__covariance__s10,brier,electrode,0.12272385656833647,3.0
resnet,17,bandpass__train__covariance__s10,ece,electrode,0.09996106213938442,4.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s10,macro_auroc,electrode,0.8705561701352595,1.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s10,macro_ap,electrode,0.7117159356546586,2.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s10,macro_f1,electrode,0.6528001894124128,2.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s10,brier,electrode,0.1233279183506965,3.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s10,ece,electrode,0.0977420572556555,4.0
resnet,17,bandpass__train__covariance__s5,macro_auroc,electrode,0.8643414798497953,1.0
resnet,17,bandpass__train__covariance__s5,macro_ap,electrode,0.6993576062824087,1.0
resnet,17,bandpass__train__covariance__s5,macro_f1,electrode,0.6420582897701123,1.0
resnet,17,bandpass__train__covariance__s5,brier,electrode,0.13100413605570788,4.0
resnet,17,bandpass__train__covariance__s5,ece,electrode,0.10545542562602084,4.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s5,macro_auroc,electrode,0.857524107669775,3.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s5,macro_ap,electrode,0.6875227646130158,2.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s5,macro_f1,electrode,0.6321415461357296,2.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s5,brier,electrode,0.1334175914525985,4.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s5,ece,electrode,0.1035224314533174,4.0
resnet,17,bandpass__train__covariance__s0,macro_auroc,electrode,0.8202319374903622,1.0
resnet,17,bandpass__train__covariance__s0,macro_ap,electrode,0.6316132175013184,1.0
resnet,17,bandpass__train__covariance__s0,macro_f1,electrode,0.5605417651723544,1.0
resnet,17,bandpass__train__covariance__s0,brier,electrode,0.1564346060156822,4.0
resnet,17,bandpass__train__covariance__s0,ece,electrode,0.12857383491583166,4.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s0,macro_auroc,electrode,0.8066199817815212,3.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s0,macro_ap,electrode,0.6070653257232357,1.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s0,macro_f1,electrode,0.5377082316523313,3.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s0,brier,electrode,0.1596347838640213,4.0
resnet,17,bandpass__combo_RA_LA_LL__covariance__s0,ece,electrode,0.1307310058344156,4.0
resnet,17,bandpass__combo_V1__independent_rms__s10,macro_auroc,electrode,0.8750867650264667,1.0
resnet,17,bandpass__combo_V1__independent_rms__s10,macro_ap,electrode,0.719436696345945,2.0
resnet,17,bandpass__combo_V1__independent_rms__s10,macro_f1,electrode,0.6667284144019348,1.0
resnet,17,bandpass__combo_V1__independent_rms__s10,brier,electrode,0.1216267794370651,4.0
resnet,17,bandpass__combo_V1__independent_rms__s10,ece,electrode,0.1000312279015779,4.0
resnet,17,bandpass__combo_V1__independent_rms__s5,macro_auroc,electrode,0.8660596415863161,1.0
resnet,17,bandpass__combo_V1__independent_rms__s5,macro_ap,electrode,0.7038331133653241,2.0
resnet,17,bandpass__combo_V1__independent_rms__s5,macro_f1,electrode,0.650789830448986,1.0
resnet,17,bandpass__combo_V1__independent_rms__s5,brier,electrode,0.1261507123708725,3.0
resnet,17,bandpass__combo_V1__independent_rms__s5,ece,electrode,0.099278386992216,4.0
resnet,17,bandpass__combo_V1__independent_rms__s0,macro_auroc,electrode,0.8285804561912133,2.0
resnet,17,bandpass__combo_V1__independent_rms__s0,macro_ap,electrode,0.6478450308718973,1.0
resnet,17,bandpass__combo_V1__independent_rms__s0,macro_f1,electrode,0.5539327972740012,3.0
resnet,17,bandpass__combo_V1__independent_rms__s0,brier,electrode,0.1451307833194732,2.0
resnet,17,bandpass__combo_V1__independent_rms__s0,ece,electrode,0.0995315532132982,2.0
resnet,17,bandpass__combo_V1__electrode__s10,macro_auroc,electrode,0.8752941393456736,1.0
resnet,17,bandpass__combo_V1__electrode__s10,macro_ap,electrode,0.720043703208455,1.0
resnet,17,bandpass__combo_V1__electrode__s10,macro_f1,electrode,0.6670082960614188,1.0
resnet,17,bandpass__combo_V1__electrode__s10,brier,electrode,0.1215302497148513,4.0
resnet,17,bandpass__combo_V1__electrode__s10,ece,electrode,0.1013413459077477,4.0
