noise_seed,snr,lead,frequency_hz,electrode_psd,marginal_shift_psd
8128,10,III,33.203125,0.00017068727613390785,0.0001698626537586731
8128,10,III,33.59375,0.00016994539075708688,0.0001686855275572906
8128,10,III,33.984375,0.00017160667438173834,0.0001718453473155294
8128,10,III,34.375,0.00017105945386189093,0.00017185827563338408
8128,10,III,34.765625,0.00017085546454254682,0.00017243410151667374
8128,10,III,35.15625,0.0001765083596499347,0.00017439857198729884
8128,10,III,35.546875,0.00017495771653645086,0.00017716593324033602
8128,10,III,35.9375,0.0001744284419770953,0.00017599139245581545
8128,10,III,36.328125,0.00017567815066799186,0.00017338406143254178
8128,10,III,36.71875,0.0001745650100433828,0.00017309219070948224
8128,10,III,37.109375,0.00017802427467507537,0.000177773290344863
8128,10,III,37.5,0.0001775691339355833,0.00017826161601808795
8128,10,III,37.890625,0.000174726888138019,0.00017435255209465725
8128,10,III,38.28125,0.0001728661180304535,0.00017178608908926892
8128,10,III,38.671875,0.00017286173110598208,0.00017774755258565406
8128,10,III,39.0625,0.00017022530103077076,0.00017747966441719205
8128,10,III,39.453125,0.00017246318390954336,0.0001749257342481063
8128,10,III,39.84375,0.0001429474839820241,0.00014371693262750726
8128,10,III,40.234375,3.8030113242318605e-05,3.778599856371449e-05
8128,10,III,40.625,5.366415901357441e-07,5.346164926172031e-07
8128,10,III,41.015625,1.9410056295022705e-08,1.9432052811786915e-08
8128,10,III,41.40625,2.93721463858036e-09,2.9528493545426695e-09
8128,10,III,41.796875,7.637221501267738e-10,7.697758905552931e-10
8128,10,III,42.1875,2.6661630019807777e-10,2.69089064896615e-10
8128,10,III,42.578125,1.1223205663127693e-10,1.1332188322698406e-10
8128,10,III,42.96875,5.380221567119902e-11,5.431390551714689e-11
8128,10,III,43.359375,2.8385033764263982e-11,2.863572452075007e-11
8128,10,III,43.75,1.6119917498903226e-11,1.6245982136764226e-11
8128,10,III,44.140625,9.706155411402421e-12,9.769721415523593e-12
8128,10,III,44.53125,6.129935365619731e-12,6.160965885339501e-12
8128,10,III,44.921875,4.028747714130612e-12,4.0423312422788576e-12
8128,10,III,45.3125,2.7392337675885938e-12,2.743368418228688e-12
8128,10,III,45.703125,1.9184513972344724e-12,1.9174653591050057e-12
8128,10,III,46.09375,1.3796732313620827e-12,1.375841427563552e-12
8128,10,III,46.484375,1.016657499605617e-12,1.011322325418117e-12
8128,10,III,46.875,7.667420773280099e-13,7.606830933374077e-13
8128,10,III,47.265625,5.917749770496149e-13,5.853456864228997e-13
8128,10,III,47.65625,4.677616179197078e-13,4.612493507866636e-13
8128,10,III,48.046875,3.794632765624611e-13,3.7295145410165097e-13
8128,10,III,48.4375,3.1688729010282035e-13,3.104328432157569e-13
8128,10,III,48.828125,2.7350610145115387e-13,2.6711788551953995e-13
8128,10,III,49.21875,2.4507838222599717e-13,2.3876178239965004e-13
8128,10,III,49.609375,2.289876354888201e-13,2.2271337428979807e-13
8128,10,III,50.0,1.1188769816583332e-13,1.0875217198871164e-13
8128,10,aVR,0.0,1.1462705925686414e-05,1.134389403367245e-05
8128,10,aVR,0.390625,6.217145985875279e-05,6.198062905476139e-05
8128,10,aVR,0.78125,0.00012143213039291268,0.0001210164647157431
8128,10,aVR,1.171875,0.00012847356766171705,0.00013142639159605986
8128,10,aVR,1.5625,0.00012815373556465692,0.00013106114576631652
8128,10,aVR,1.953125,0.0001306715600144677,0.00013269509954213075
8128,10,aVR,2.34375,0.00013181111366111466,0.00013420851969290416
8128,10,aVR,2.734375,0.0001328467548712551,0.00013411742113096043
8128,10,aVR,3.125,0.00013330778277377087,0.00013461125521315112
8128,10,aVR,3.515625,0.0001350168712140808,0.00013294532360721831
8128,10,aVR,3.90625,0.00013098702202368536,0.00013197912669107672
8128,10,aVR,4.296875,0.0001298817330019254,0.00013236431571537018
8128,10,aVR,4.6875,0.00013208960242406685,0.00013068206191708934
8128,10,aVR,5.078125,0.00013046391588877567,0.00013078154869869803
8128,10,aVR,5.46875,0.00012994085998315367,0.00013000774577777064
8128,10,aVR,5.859375,0.0001329710885787548,0.00013064305310902974
8128,10,aVR,6.25,0.00012935531163781156,0.00013150464122004687
8128,10,aVR,6.640625,0.00013089332269528597,0.00013145695668932318
8128,10,aVR,7.03125,0.0001337300447056047,0.00013277250031801675
8128,10,aVR,7.421875,0.00012912563127666024,0.0001315814005767427
8128,10,aVR,7.8125,0.00013008038621062717,0.00013124518287350382
8128,10,aVR,8.203125,0.00012883393701958802,0.00012873640587333663
8128,10,aVR,8.59375,0.00013044701649370962,0.000130110298619513
8128,10,aVR,8.984375,0.00013075435201162324,0.00012804722503785944
8128,10,aVR,9.375,0.00012992629511131046,0.00013070362749338933
8128,10,aVR,9.765625,0.0001280032344726072,0.0001284397696135948
8128,10,aVR,10.15625,0.000128959033395763,0.0001286676799951419
8128,10,aVR,10.546875,0.00012917665479526,0.00012879325694561676
8128,10,aVR,10.9375,0.0001281489115403955,0.00012767370965911093
8128,10,aVR,11.328125,0.00013266405729164252,0.00013429861182175502
8128,10,aVR,11.71875,0.00012885328991150413,0.0001324548031797991
8128,10,aVR,12.109375,0.0001296636491345197,0.00013015415061242767
8128,10,aVR,12.5,0.00013077093721895535,0.00013078726743111693
8128,10,aVR,12.890625,0.000134007286253317,0.00013216619368568226
8128,10,aVR,13.28125,0.00013143838330657715,0.0001288727438016576
8128,10,aVR,13.671875,0.0001303452027033604,0.00012978460421792613
8128,10,aVR,14.0625,0.000130205891925482,0.00012967362759352046
8128,10,aVR,14.453125,0.00013297952440352294,0.00013021609639835626
8128,10,aVR,14.84375,0.0001283878744149121,0.0001298216125218268
8128,10,aVR,15.234375,0.00012922090708785176,0.0001295463407669749
8128,10,aVR,15.625,0.0001306159338611924,0.0001288496744693714
8128,10,aVR,16.015625,0.0001289777961947605,0.0001303969892112457
8128,10,aVR,16.40625,0.0001298785008274898,0.00013072971007147227
8128,10,aVR,16.796875,0.00012985644466140654,0.0001311908219178244
8128,10,aVR,17.1875,0.00012762693461819448,0.00013198699251310174
8128,10,aVR,17.578125,0.00012950559422279358,0.00013147458030565932
8128,10,aVR,17.96875,0.00013035204890949917,0.00013165271966453525
8128,10,aVR,18.359375,0.000130686853558066,0.0001309573897447673
8128,10,aVR,18.75,0.00013206787407794051,0.00013218162415170776
8128,10,aVR,19.140625,0.0001309685049707848,0.00013103030968901323
8128,10,aVR,19.53125,0.00012846332600447254,0.0001278763608806259
8128,10,aVR,19.921875,0.00012795530590294598,0.0001284177781491325
8128,10,aVR,20.3125,0.00013110001856139733,0.00012865781860439292
8128,10,aVR,20.703125,0.0001320280132536513,0.00013084543038074204
8128,10,aVR,21.09375,0.00013016554331686764,0.0001310489810414448
8128,10,aVR,21.484375,0.00013342083611514447,0.0001299153308703108
8128,10,aVR,21.875,0.00013327101120074787,0.00013356137001689712
8128,10,aVR,22.265625,0.00013170748805992869,0.00013184149356031238
8128,10,aVR,22.65625,0.00013060856072473685,0.00013121369003060943
8128,10,aVR,23.046875,0.00013183288328729467,0.00013433814157791951
8128,10,aVR,23.4375,0.00013331188605729334,0.0001330268521088464
8128,10,aVR,23.828125,0.00013031410304342487,0.00013037665253140963
8128,10,aVR,24.21875,0.00013155914678798596,0.00013192845130081463
8128,10,aVR,24.609375,0.00013252466643186612,0.00013260463536240741
8128,10,aVR,25.0,0.0001296893602677607,0.0001278610923101846
8128,10,aVR,25.390625,0.00012911059891927137,0.00012770832896322106
8128,10,aVR,25.78125,0.00013221491995689337,0.00013183248840935985
8128,10,aVR,26.171875,0.0001317687376117597,0.0001309511998321169
8128,10,aVR,26.5625,0.0001313032546684355,0.00013001454889387102
8128,10,aVR,26.953125,0.00013170532706850428,0.00013234475546863313
8128,10,aVR,27.34375,0.00013190415758732756,0.00013156946587235908
8128,10,aVR,27.734375,0.00012916992105369533,0.0001290034076633556
8128,10,aVR,28.125,0.000130737594210099,0.0001299161391668535
8128,10,aVR,28.515625,0.00013109108452698142,0.00013047712836721239
8128,10,aVR,28.90625,0.00013010367229298816,0.00012904316139527043
8128,10,aVR,29.296875,0.00013027503224957083,0.00012925065374077887
8128,10,aVR,29.6875,0.000131906926666416,0.0001309839750966679
8128,10,aVR,30.078125,0.00013144262654257857,0.0001305443329473493
8128,10,aVR,30.46875,0.0001295026745814944,0.0001287693989508052
8128,10,aVR,30.859375,0.0001319816430342788,0.0001298565772737496
8128,10,aVR,31.25,0.000133786247372315,0.0001296134005385047
8128,10,aVR,31.640625,0.00013051444109892483,0.00012857842808873724
8128,10,aVR,32.03125,0.000130295577056694,0.0001327383693853995
8128,10,aVR,32.421875,0.00012752314279099327,0.00012874609960951658
8128,10,aVR,32.8125,0.00012827375545210496,0.0001279343950146616
8128,10,aVR,33.203125,0.0001310733304689105,0.0001302078730483785
8128,10,aVR,33.59375,0.00012918841336037997,0.0001293589255112142
8128,10,aVR,33.984375,0.00013088589050795694,0.00012989760620958594
8128,10,aVR,34.375,0.0001314594567784228,0.00013159313755694253
8128,10,aVR,34.765625,0.0001293946316334859,0.0001301527852893229
8128,10,aVR,35.15625,0.00012979449737602375,0.00013219240713225263
8128,10,aVR,35.546875,0.00012975073527334154,0.0001323575615693489
8128,10,aVR,35.9375,0.00012950635971743568,0.00013235936860169986
8128,10,aVR,36.328125,0.00013223200200888883,0.00013206243286317048
8128,10,aVR,36.71875,0.00013347936118721988,0.00013058383116287085
8128,10,aVR,37.109375,0.00013183035433808013,0.00012937668787831578
8128,10,aVR,37.5,0.00012813163558356394,0.000130859141296494
8128,10,aVR,37.890625,0.00012904628569962803,0.00012998748130924837
8128,10,aVR,38.28125,0.00013129037081108683,0.00013361804356420208
8128,10,aVR,38.671875,0.00013420347994503055,0.000134206312799983
8128,10,aVR,39.0625,0.00013097495651158083,0.00013300224074722894
8128,10,aVR,39.453125,0.000128212708059753,0.00013191083130890805
8128,10,aVR,39.84375,0.00010897089799916802,0.00011023415181384469
8128,10,aVR,40.234375,2.8979665807009327e-05,2.901862760463755e-05
8128,10,aVR,40.625,4.0516150463857206e-07,4.07812415739433e-07
8128,10,aVR,41.015625,1.4711413475643716e-08,1.4927271628899602e-08
8128,10,aVR,41.40625,2.225788571743535e-09,2.278661847490314e-09
8128,10,aVR,41.796875,5.778194063443882e-10,5.964365071998823e-10
8128,10,aVR,42.1875,2.0130965433268589e-10,2.0926247072242708e-10
8128,10,aVR,42.578125,8.456189278324005e-11,8.841418197660535e-11
8128,10,aVR,42.96875,4.045268288647151e-11,4.2495802126063045e-11
8128,10,aVR,43.359375,2.1298531292550488e-11,2.2459401537631774e-11
8128,10,aVR,43.75,1.207160507567867e-11,1.2768509540075386e-11
8128,10,aVR,44.140625,7.25454345190981e-12,7.6922571608811e-12
8128,10,aVR,44.53125,4.572952788150827e-12,4.858438700202029e-12
8128,10,aVR,44.921875,2.999737898805707e-12,3.1921127724412765e-12
8128,10,aVR,45.3125,2.0356891550606212e-12,2.1690673003194644e-12
8128,10,aVR,45.703125,1.4229194677413234e-12,1.5178103132320318e-12
8128,10,aVR,46.09375,1.0211854541575832e-12,1.0902592305699537e-12
8128,10,aVR,46.484375,7.508380792145436e-13,8.02327630292894e-13
8128,10,aVR,46.875,5.649577249095773e-13,6.041242353317927e-13
8128,10,aVR,47.265625,4.3493768252316166e-13,4.65419605796799e-13
8128,10,aVR,47.65625,3.428996198378525e-13,3.671892634987295e-13
8128,10,aVR,48.046875,2.7741126553200433e-13,2.972539290507963e-13
8128,10,aVR,48.4375,2.310316681664433e-13,2.47722934844528e-13
8128,10,aVR,48.828125,1.989094058224847e-13,2.1339515747987425e-13
8128,10,aVR,49.21875,1.7786944502230272e-13,1.9091151158962102e-13
8128,10,aVR,49.609375,1.6595968418573003e-13,1.7819702248584886e-13
8128,10,aVR,50.0,8.105229547061036e-14,8.702953810378363e-14
8128,10,aVL,0.0,1.164699694277909e-05,1.1157498863099943e-05
8128,10,aVL,0.390625,6.094718511183468e-05,6.044214103461984e-05
8128,10,aVL,0.78125,0.00012086335395915459,0.0001204897172492523
8128,10,aVL,1.171875,0.00013271057885174054,0.00013207467035555366
8128,10,aVL,1.5625,0.00012907327776862933,0.00012884750186024395
8128,10,aVL,1.953125,0.000132597556908188,0.00013048729296428978
8128,10,aVL,2.34375,0.00013234797221149948,0.00013241473182576684
8128,10,aVL,2.734375,0.0001316356384956852,0.00013322244990592676
8128,10,aVL,3.125,0.00012946031843607102,0.0001301183339465897
8128,10,aVL,3.515625,0.00013255451210274032,0.0001313080570484233
8128,10,aVL,3.90625,0.00013409469939884238,0.00013154071857344438
8128,10,aVL,4.296875,0.00013046972950641814,0.00012947549577381977
8128,10,aVL,4.6875,0.0001300996711260118,0.00012749562591088786
8128,10,aVL,5.078125,0.00012962749478434983,0.00012507941669651025
8128,10,aVL,5.46875,0.0001263935739513074,0.00012699058658951554
8128,10,aVL,5.859375,0.00012845392082631,0.0001291996606040783
8128,10,aVL,6.25,0.0001307663819590163,0.00013109746067689458
8128,10,aVL,6.640625,0.00013028776306557368,0.00013316840051069424
8128,10,aVL,7.03125,0.00013188261248887396,0.00013020594341541083
8128,10,aVL,7.421875,0.000129765880222082,0.00012871047306741164
8128,10,aVL,7.8125,0.00013085660273817518,0.00012986450926139498
8128,10,aVL,8.203125,0.00013159405991774336,0.00012954154357847468
8128,10,aVL,8.59375,0.000129432964491319,0.00013023989023470465
8128,10,aVL,8.984375,0.00012416770650480353,0.00012376327416527012
8128,10,aVL,9.375,0.0001266928601930615,0.00012749692211611293
8128,10,aVL,9.765625,0.00012983092002712642,0.00013196410533973982
8128,10,aVL,10.15625,0.0001296826770285102,0.00013161984035450343
8128,10,aVL,10.546875,0.00012892347289755656,0.00012986388795131323
8128,10,aVL,10.9375,0.00012727239195352248,0.0001263832262699462
8128,10,aVL,11.328125,0.00013050125118908837,0.0001285340207259016
8128,10,aVL,11.71875,0.00012987258843832018,0.00013137067046822373
8128,10,aVL,12.109375,0.0001295037109151255,0.00013054779795405947
8128,10,aVL,12.5,0.00013149216933178834,0.00012996792957704946
8128,10,aVL,12.890625,0.00013370700909883147,0.00013078106672969217
8128,10,aVL,13.28125,0.000130811776385014,0.00013318210476607586
8128,10,aVL,13.671875,0.00012894825733313938,0.0001286189843256921
8128,10,aVL,14.0625,0.00012665774955151105,0.00012738365097519092
8128,10,aVL,14.453125,0.00013017412342789444,0.00012856966237444748
8128,10,aVL,14.84375,0.0001295227482547797,0.0001284729713211507
8128,10,aVL,15.234375,0.0001304346485481654,0.0001301434038715514
8128,10,aVL,15.625,0.00013239899606651712,0.00013303104813253995
8128,10,aVL,16.015625,0.00013274634052639836,0.00013416442098454024
8128,10,aVL,16.40625,0.00013267158570301566,0.00013329909117068323
8128,10,aVL,16.796875,0.00012735239786535376,0.0001294109080513223
8128,10,aVL,17.1875,0.00012725250371796004,0.0001293701794157438
8128,10,aVL,17.578125,0.00013222537046070758,0.00013164556813786944
8128,10,aVL,17.96875,0.00013297185323796575,0.00013355600683797025
8128,10,aVL,18.359375,0.00013273427439903772,0.00013068426083232815
8128,10,aVL,18.75,0.00013553614819681288,0.00013303568326673875
8128,10,aVL,19.140625,0.0001311673466051666,0.0001288340468759766
8128,10,aVL,19.53125,0.00012799387888835672,0.00012779020817254674
8128,10,aVL,19.921875,0.00012983612595638292,0.0001281222475305572
8128,10,aVL,20.3125,0.0001314892005301817,0.0001289825674588479
8128,10,aVL,20.703125,0.00012959791635135118,0.00012833776079908127
8128,10,aVL,21.09375,0.00013088790481179542,0.00012949148581235277
8128,10,aVL,21.484375,0.00013071196346004275,0.0001318510128625336
8128,10,aVL,21.875,0.00013159112948281119,0.0001317676369486684
8128,10,aVL,22.265625,0.00013182100196015362,0.0001296507900780245
8128,10,aVL,22.65625,0.00013158427865426312,0.00012914185319004768
8128,10,aVL,23.046875,0.0001315018157280778,0.0001298310320717434
8128,10,aVL,23.4375,0.00013102708395570622,0.00012995700967436736
8128,10,aVL,23.828125,0.00013251677674927683,0.0001297649857325318
8128,10,aVL,24.21875,0.00013312010371446545,0.00013174527883492388
8128,10,aVL,24.609375,0.00013027361526538191,0.00013071270774317895
8128,10,aVL,25.0,0.0001297289091266139,0.00012957380983702672
8128,10,aVL,25.390625,0.00013041644928357687,0.00012933910511906776
8128,10,aVL,25.78125,0.00012993345878265387,0.00013087232958755723
8128,10,aVL,26.171875,0.00012803912791269637,0.00013115913609412235
8128,10,aVL,26.5625,0.00013043604321204082,0.00013222188816026408
8128,10,aVL,26.953125,0.00013323192950786912,0.00013326131360526992
8128,10,aVL,27.34375,0.00012891971911089154,0.00012993215849773913
8128,10,aVL,27.734375,0.00012587475424921739,0.00013013200307086903
8128,10,aVL,28.125,0.00012972027381744222,0.00013081334991545812
8128,10,aVL,28.515625,0.00012970589232597546,0.00013083417843998523
8128,10,aVL,28.90625,0.0001298283883775991,0.0001308247737506896
8128,10,aVL,29.296875,0.0001322784158616226,0.000133572960056413
8128,10,aVL,29.6875,0.00012955947411566988,0.00012966494078225238
8128,10,aVL,30.078125,0.00013158232184882582,0.00012889665477436958
8128,10,aVL,30.46875,0.00013078288589866527,0.00012992853521280078
8128,10,aVL,30.859375,0.00013282130964819782,0.0001316221192985872
8128,10,aVL,31.25,0.00013323391879834276,0.00013264108255238338
8128,10,aVL,31.640625,0.0001302115839504012,0.00012925108151292796
8128,10,aVL,32.03125,0.00013076751348573923,0.00013403133486680646
8128,10,aVL,32.421875,0.0001321872245898938,0.00013348154249584213
8128,10,aVL,32.8125,0.00013247777614929196,0.00013312259232632439
8128,10,aVL,33.203125,0.00013003962622866748,0.0001301553988480367
8128,10,aVL,33.59375,0.0001265905926544963,0.00012680056771601953
8128,10,aVL,33.984375,0.00013040911193332757,0.00013088148539015576
8128,10,aVL,34.375,0.00013020680453109968,0.00013041995953926795
8128,10,aVL,34.765625,0.00012913116259483025,0.00013026294757399374
8128,10,aVL,35.15625,0.00013519063074288648,0.00013537118109653449
8128,10,aVL,35.546875,0.0001304557401752431,0.00013460932302875763
8128,10,aVL,35.9375,0.00012940114603957758,0.00013168364182889855
8128,10,aVL,36.328125,0.00013095269546663886,0.00012940765286031862
8128,10,aVL,36.71875,0.00013141367420364935,0.0001285885827068903
8128,10,aVL,37.109375,0.00013168950256382868,0.00013284175572597577
8128,10,aVL,37.5,0.00013219781821696073,0.00013351892605882582
8128,10,aVL,37.890625,0.0001309635911858789,0.00013064623529507148
8128,10,aVL,38.28125,0.00012908183822559936,0.0001296278667723183
8128,10,aVL,38.671875,0.00013052502949578124,0.0001333603768727496
8128,10,aVL,39.0625,0.000128382371273496,0.000132354023618782
8128,10,aVL,39.453125,0.00013252296656403854,0.00013519414895095432
8128,10,aVL,39.84375,0.00011074262918304596,0.00011080572673419799
8128,10,aVL,40.234375,2.9083755668485176e-05,2.898945445808794e-05
8128,10,aVL,40.625,4.0580475815380175e-07,4.0919646561735935e-07
8128,10,aVL,41.015625,1.47171590598304e-08,1.494740500557738e-08
8128,10,aVL,41.40625,2.2241216530781583e-09,2.27001639873958e-09
8128,10,aVL,41.796875,5.767835926971251e-10,5.908410610142401e-10
8128,10,aVL,42.1875,2.007930253656086e-10,2.062249394578727e-10
8128,10,aVL,42.578125,8.430857324890589e-11,8.673804699387564e-11
8128,10,aVL,42.96875,4.032850810962944e-11,4.1530604591044824e-11
8128,10,aVL,43.359375,2.1237829206507843e-11,2.187928385768511e-11
8128,10,aVL,43.75,1.2043144479389112e-11,1.2406035332244978e-11
8128,10,aVL,44.140625,7.242664487358371e-12,7.457922168599087e-12
8128,10,aVL,44.53125,4.569663320817607e-12,4.702485135937729e-12
8128,10,aVL,44.921875,3.0007839627433514e-12,3.0856885843580764e-12
8128,10,aVL,45.3125,2.038963387150983e-12,2.0948467024546696e-12
8128,10,aVL,45.703125,1.4271859460954936e-12,1.46502319480131e-12
8128,10,aVL,46.09375,1.0258679815246379e-12,1.0521612921733806e-12
8128,10,aVL,46.484375,7.555826059896413e-13,7.743345962581909e-13
8128,10,aVL,46.875,5.696140155310979e-13,5.833168594091909e-13
8128,10,aVL,47.265625,4.394350570925844e-13,4.497418722910645e-13
8128,10,aVL,47.65625,3.4721902417665893e-13,3.5518092711305977e-13
8128,10,aVL,48.046875,2.8155412856025715e-13,2.878960112242907e-13
8128,10,aVL,48.4375,2.3502696544749966e-13,2.40264538783195e-13
8128,10,aVL,48.828125,2.0277447216564e-13,2.0726084640112548e-13
8128,10,aVL,49.21875,1.8165541940482845e-13,1.8565755294680961e-13
8128,10,aVL,49.609375,1.696918512277266e-13,1.7342174265120206e-13
8128,10,aVL,50.0,8.290632386487164e-14,8.473129176153073e-14
8128,10,aVF,0.0,1.1765313784246152e-05,1.1576315752704577e-05
8128,10,aVF,0.390625,6.289089749275529e-05,6.276391699261155e-05
8128,10,aVF,0.78125,0.00012228713184543838,0.00012198739880025356
8128,10,aVF,1.171875,0.0001328100070263569,0.00013377823648506897
8128,10,aVF,1.5625,0.00013173679668385238,0.00013249255137029657
8128,10,aVF,1.953125,0.00013272704239980824,0.00013442639283255911
8128,10,aVF,2.34375,0.00013149945055452637,0.00013102711766665315
8128,10,aVF,2.734375,0.0001281780433253877,0.000129509175380589
8128,10,aVF,3.125,0.0001299427562088862,0.00012956941349708613
8128,10,aVF,3.515625,0.0001324683548554377,0.00013144239915678592
8128,10,aVF,3.90625,0.0001335144216601307,0.00013295291547584363
8128,10,aVF,4.296875,0.00013122924907426372,0.0001332131845819816
8128,10,aVF,4.6875,0.00013108448550906845,0.0001293874343960479
8128,10,aVF,5.078125,0.00012970718459045862,0.00012850217542018577
8128,10,aVF,5.46875,0.00012747996440323772,0.00012724188818564124
8128,10,aVF,5.859375,0.00012973193846157365,0.00012940540852904986
8128,10,aVF,6.25,0.00012961804018500156,0.00013075019118614713
8128,10,aVF,6.640625,0.00013068186997080157,0.00012967410342614369
8128,10,aVF,7.03125,0.00013153166293676814,0.00013140849754355834
8128,10,aVF,7.421875,0.00013122925787615344,0.00013388874192188371
8128,10,aVF,7.8125,0.00013118775837525913,0.0001312771463832278
8128,10,aVF,8.203125,0.0001311718189512097,0.00013086722841789368
8128,10,aVF,8.59375,0.00012931763078090865,0.00013272182862378494
8128,10,aVF,8.984375,0.00012909465917678687,0.0001310728512274259
8128,10,aVF,9.375,0.00013048843873067958,0.00013039699386811087
8128,10,aVF,9.765625,0.00012876384233967937,0.00012869555895291993
8128,10,aVF,10.15625,0.00012856525590339765,0.0001301209303176184
8128,10,aVF,10.546875,0.00013070884375093614,0.00013086552404384716
8128,10,aVF,10.9375,0.00013331618218519298,0.00013175948244870567
8128,10,aVF,11.328125,0.00013503508414743512,0.00013143388161915434
8128,10,aVF,11.71875,0.00013190202565336193,0.0001306833216958901
8128,10,aVF,12.109375,0.00013366025943313843,0.0001347198551610403
8128,10,aVF,12.5,0.00013169719429063383,0.00013293235310993937
8128,10,aVF,12.890625,0.00012814960174780532,0.0001288841864797124
8128,10,aVF,13.28125,0.0001282527192711419,0.00012974971165851247
8128,10,aVF,13.671875,0.0001321643080131011,0.00013178276423476078
8128,10,aVF,14.0625,0.00013104064147585097,0.00012975104494634523
8128,10,aVF,14.453125,0.00013312274131851526,0.00013076152133793044
8128,10,aVF,14.84375,0.00013301418836149427,0.00013083365031973246
8128,10,aVF,15.234375,0.00013028370417134783,0.0001308892131404648
8128,10,aVF,15.625,0.00013001678783411953,0.0001318953368993078
8128,10,aVF,16.015625,0.0001312356905674687,0.0001315806909856419
8128,10,aVF,16.40625,0.00013148300584127335,0.00013323970090932264
8128,10,aVF,16.796875,0.0001306533576144391,0.0001303847645921419
8128,10,aVF,17.1875,0.00012905635157134694,0.00012983558772997945
8128,10,aVF,17.578125,0.00013066241965503065,0.00012987735875580258
8128,10,aVF,17.96875,0.00012965536084998193,0.00012854130127031452
8128,10,aVF,18.359375,0.00012917708595420874,0.00012839069977663953
8128,10,aVF,18.75,0.00013244388517854596,0.00013283632892264344
8128,10,aVF,19.140625,0.0001326794163079687,0.00013244362944494082
8128,10,aVF,19.53125,0.00012779429166717127,0.00012796019411818394
8128,10,aVF,19.921875,0.00012913110135632253,0.00012926026755789006
8128,10,aVF,20.3125,0.00013306408186517765,0.00013219968382249044
8128,10,aVF,20.703125,0.00013125868217466128,0.00013142575284651233
8128,10,aVF,21.09375,0.00013194461341649162,0.0001299396118637439
8128,10,aVF,21.484375,0.00013333374454433433,0.00013103460162541255
8128,10,aVF,21.875,0.00013125052489849708,0.00013329242714912458
8128,10,aVF,22.265625,0.00013242025243584616,0.00013314853879913268
8128,10,aVF,22.65625,0.00013371891019760677,0.00013348724709844433
8128,10,aVF,23.046875,0.00013176069024249695,0.00013159441732572429
8128,10,aVF,23.4375,0.00013393262665731083,0.00013279528596677045
8128,10,aVF,23.828125,0.000133973471371951,0.00013284667698193136
8128,10,aVF,24.21875,0.0001353427248148322,0.0001325269963536996
8128,10,aVF,24.609375,0.00012926298761263598,0.00012817274460825837
8128,10,aVF,25.0,0.00012839176577599402,0.00013070652069086889
8128,10,aVF,25.390625,0.00013326309480795538,0.00012999660377132092
8128,10,aVF,25.78125,0.0001344588278120182,0.00013235707673333265
8128,10,aVF,26.171875,0.00013455673696078288,0.00013419240983245586
8128,10,aVF,26.5625,0.00013275882694446139,0.00013185647947543455
8128,10,aVF,26.953125,0.00013152809046506554,0.00013296289698886383
8128,10,aVF,27.34375,0.00013028287086738776,0.0001325276142210094
8128,10,aVF,27.734375,0.00012879130296182165,0.0001323714237919683
8128,10,aVF,28.125,0.00013180140168334535,0.00013132241544999454
8128,10,aVF,28.515625,0.00013159222017428918,0.00013091251385542507
8128,10,aVF,28.90625,0.0001311370140415414,0.00013016035175798324
8128,10,aVF,29.296875,0.0001324090929885482,0.0001323454632580044
8128,10,aVF,29.6875,0.00013050752695293908,0.00013160025285694342
8128,10,aVF,30.078125,0.0001296611346034964,0.0001310655037329627
8128,10,aVF,30.46875,0.00012969251730598794,0.00013064401058916715
8128,10,aVF,30.859375,0.00012790829047217158,0.00012940293566287013
8128,10,aVF,31.25,0.00013121008984371383,0.00013021003890832748
8128,10,aVF,31.640625,0.0001313246158928792,0.00013088501920635422
8128,10,aVF,32.03125,0.00012829368020274,0.000128541477331397
8128,10,aVF,32.421875,0.0001279929328052439,0.0001279729437945396
8128,10,aVF,32.8125,0.00013030509644087785,0.00012919378690297986
8128,10,aVF,33.203125,0.00012752022512686206,0.00012819346552315255
8128,10,aVF,33.59375,0.00012919217901877575,0.00013126185362635423
8128,10,aVF,33.984375,0.00012809134221619347,0.00012980123452667531
8128,10,aVF,34.375,0.00012796480924399435,0.00012821069104891305
8128,10,aVF,34.765625,0.00012777855100183348,0.00012784310827214566
8128,10,aVF,35.15625,0.0001282785226421217,0.0001284522715814945
8128,10,aVF,35.546875,0.00013124705828206415,0.0001290833665412205
8128,10,aVF,35.9375,0.0001315840308488173,0.00013058353160713638
8128,10,aVF,36.328125,0.00013280122506574565,0.00013085675840381603
8128,10,aVF,36.71875,0.00013171164289199066,0.00013018910171759584
8128,10,aVF,37.109375,0.00013450298375070426,0.00013346008752926944
8128,10,aVF,37.5,0.00013163327501661338,0.00012972181481763758
8128,10,aVF,37.890625,0.00013012730054542783,0.0001293498424611
8128,10,aVF,38.28125,0.0001310377298093927,0.00013149896739886386
8128,10,aVF,38.671875,0.00013104615807289652,0.0001313751909824024
8128,10,aVF,39.0625,0.00012860857052777192,0.00012962416378319637
8128,10,aVF,39.453125,0.00012560446903704412,0.00012777006080985363
8128,10,aVF,39.84375,0.0001045587390623293,0.000106012011199209
8128,10,aVF,40.234375,2.8189954611804278e-05,2.8170748019661535e-05
8128,10,aVF,40.625,4.0049777407589144e-07,4.0263476184618556e-07
8128,10,aVF,41.015625,1.4474861669008156e-08,1.4606545637098348e-08
