noise_seed,snr,lead,frequency_hz,electrode_psd,marginal_shift_psd
8128,20,II,11.71875,1.740613604824853e-05,1.767258739785933e-05
8128,20,II,12.109375,1.7650850000219687e-05,1.794909657133837e-05
8128,20,II,12.5,1.7486404995181636e-05,1.7463787597157606e-05
8128,20,II,12.890625,1.7360301597651306e-05,1.7067048443668278e-05
8128,20,II,13.28125,1.7269797651367273e-05,1.6850567002910653e-05
8128,20,II,13.671875,1.7603145913354347e-05,1.7368884609554377e-05
8128,20,II,14.0625,1.7592681611567142e-05,1.748654807782213e-05
8128,20,II,14.453125,1.786801897713495e-05,1.7728251519821227e-05
8128,20,II,14.84375,1.7479173144095727e-05,1.7596647721556724e-05
8128,20,II,15.234375,1.7269981868666284e-05,1.7566216969436677e-05
8128,20,II,15.625,1.728295406457115e-05,1.733576700909079e-05
8128,20,II,16.015625,1.723025120630301e-05,1.7427344508879775e-05
8128,20,II,16.40625,1.733561985122016e-05,1.762970799733218e-05
8128,20,II,16.796875,1.749632112951249e-05,1.7509517660751126e-05
8128,20,II,17.1875,1.7160626101921442e-05,1.7371045090436458e-05
8128,20,II,17.578125,1.7249363370362666e-05,1.729715130754073e-05
8128,20,II,17.96875,1.7201910435482545e-05,1.723457049641501e-05
8128,20,II,18.359375,1.719971656904399e-05,1.6986269982611974e-05
8128,20,II,18.75,1.7488328403400444e-05,1.7331499611721383e-05
8128,20,II,19.140625,1.760571176943354e-05,1.7314066599003077e-05
8128,20,II,19.53125,1.70898388840061e-05,1.7022621913126707e-05
8128,20,II,19.921875,1.7081631436163283e-05,1.734170464505795e-05
8128,20,II,20.3125,1.7637289751290487e-05,1.7386960772216003e-05
8128,20,II,20.703125,1.764335525742422e-05,1.7563660607906408e-05
8128,20,II,21.09375,1.7481441214843714e-05,1.7648358263179924e-05
8128,20,II,21.484375,1.790209851837087e-05,1.792121423076115e-05
8128,20,II,21.875,1.766453162772155e-05,1.775184847743429e-05
8128,20,II,22.265625,1.761931101705423e-05,1.7660698324540345e-05
8128,20,II,22.65625,1.764758587523089e-05,1.7667613681730804e-05
8128,20,II,23.046875,1.7586015536279122e-05,1.771874125610033e-05
8128,20,II,23.4375,1.793164267410966e-05,1.773442984252667e-05
8128,20,II,23.828125,1.7602595133473e-05,1.750297228407624e-05
8128,20,II,24.21875,1.780816263592372e-05,1.761626996392634e-05
8128,20,II,24.609375,1.7480076088409047e-05,1.752221495131495e-05
8128,20,II,25.0,1.7174816070055148e-05,1.7317092502910077e-05
