model,kind,snr,condition,active,seed,noise_seed,metric,outcome,value
resnet,ma,10,independent_rms,all,29,8128,f1_MI,absolute,0.6694915254237288
resnet,ma,10,independent_rms,all,29,8128,f1_MI,clean_drop,0.006394386417239217
resnet,ma,10,independent_rms,all,29,8128,f1_MI,normalized_robustness,0.9905392518083225
resnet,ma,10,independent_rms,all,29,8128,f1_STTC,absolute,0.7381756756756757
resnet,ma,10,independent_rms,all,29,8128,f1_STTC,clean_drop,0.007587036188731133
resnet,ma,10,independent_rms,all,29,8128,f1_STTC,normalized_robustness,0.9898264742001469
resnet,ma,10,independent_rms,all,29,8128,f1_CD,absolute,0.700218818380744
resnet,ma,10,independent_rms,all,29,8128,f1_CD,clean_drop,0.008529797344616008
resnet,ma,10,independent_rms,all,29,8128,f1_CD,normalized_robustness,0.9879649890576869
resnet,ma,10,independent_rms,all,29,8128,f1_HYP,absolute,0.6063651591289783
resnet,ma,10,independent_rms,all,29,8128,f1_HYP,clean_drop,0.028043443021559367
resnet,ma,10,independent_rms,all,29,8128,f1_HYP,normalized_robustness,0.9557959287950185
resnet,ma,20,covariance,all,29,8128,macro_auroc,absolute,0.907497942949637
resnet,ma,20,covariance,all,29,8128,macro_auroc,clean_drop,0.0004133184748119634
resnet,ma,20,covariance,all,29,8128,macro_auroc,normalized_robustness,0.999544758950161
resnet,ma,20,covariance,all,29,8128,macro_ap,absolute,0.7903661409597063
resnet,ma,20,covariance,all,29,8128,macro_ap,clean_drop,0.0005507035900975676
resnet,ma,20,covariance,all,29,8128,macro_ap,normalized_robustness,0.9993037149292094
resnet,ma,20,covariance,all,29,8128,macro_f1,absolute,0.7205935507096537
resnet,ma,20,covariance,all,29,8128,macro_f1,clean_drop,0.0016646046941186654
resnet,ma,20,covariance,all,29,8128,macro_f1,normalized_robustness,0.9976952773981683
resnet,ma,20,covariance,all,29,8128,micro_auroc,absolute,0.9197383067113484
resnet,ma,20,covariance,all,29,8128,micro_ap,absolute,0.821506862189316
resnet,ma,20,covariance,all,29,8128,micro_f1,absolute,0.7515814669174218
resnet,ma,20,covariance,all,29,8128,brier,absolute,0.0932658910751342
resnet,ma,20,covariance,all,29,8128,ece,absolute,0.0385443649419598
resnet,ma,20,covariance,all,29,8128,mean_loss,absolute,0.3067027720632901
resnet,ma,20,covariance,all,29,8128,mean_confidence,absolute,0.8888722658157349
resnet,ma,20,covariance,all,29,8128,mean_entropy,absolute,0.2678375221481102
resnet,ma,20,covariance,all,29,8128,clean_agreement,absolute,0.990454124189064
resnet,ma,20,covariance,all,29,8128,probability_shift,absolute,0.0084657073020935
resnet,ma,20,covariance,all,29,8128,auroc_NORM,absolute,0.9309297566443776
resnet,ma,20,covariance,all,29,8128,auroc_NORM,clean_drop,0.0006725843663235587
resnet,ma,20,covariance,all,29,8128,auroc_NORM,normalized_robustness,0.9992780349106969
resnet,ma,20,covariance,all,29,8128,auroc_MI,absolute,0.8867017186793306
resnet,ma,20,covariance,all,29,8128,auroc_MI,clean_drop,0.000885345997286402
resnet,ma,20,covariance,all,29,8128,auroc_MI,normalized_robustness,0.9990025248975345
resnet,ma,20,covariance,all,29,8128,auroc_STTC,absolute,0.9271465873742638
resnet,ma,20,covariance,all,29,8128,auroc_STTC,clean_drop,-1.7587530206641944e-05
resnet,ma,20,covariance,all,29,8128,auroc_STTC,normalized_robustness,1.0000189698835973
resnet,ma,20,covariance,all,29,8128,auroc_CD,absolute,0.8961596502464966
resnet,ma,20,covariance,all,29,8128,auroc_CD,clean_drop,0.00019409184426066872
resnet,ma,20,covariance,all,29,8128,auroc_CD,normalized_robustness,0.9997834651252666
resnet,ma,20,covariance,all,29,8128,auroc_HYP,absolute,0.896552001803717
resnet,ma,20,covariance,all,29,8128,auroc_HYP,clean_drop,0.0003321576963958295
resnet,ma,20,covariance,all,29,8128,auroc_HYP,normalized_robustness,0.9996296537363526
resnet,ma,20,covariance,all,29,8128,ap_NORM,absolute,0.8997025623104056
resnet,ma,20,covariance,all,29,8128,ap_NORM,clean_drop,0.0007253179710811075
resnet,ma,20,covariance,all,29,8128,ap_NORM,normalized_robustness,0.9991944741072949
resnet,ma,20,covariance,all,29,8128,ap_MI,absolute,0.7608119658247887
resnet,ma,20,covariance,all,29,8128,ap_MI,clean_drop,0.0014169492511603154
resnet,ma,20,covariance,all,29,8128,ap_MI,normalized_robustness,0.9981410450008745
resnet,ma,20,covariance,all,29,8128,ap_STTC,absolute,0.8228755140392336
resnet,ma,20,covariance,all,29,8128,ap_STTC,clean_drop,-0.0007730636583098693
resnet,ma,20,covariance,all,29,8128,ap_STTC,normalized_robustness,1.0009403495354512
resnet,ma,20,covariance,all,29,8128,ap_CD,absolute,0.804774046050615
resnet,ma,20,covariance,all,29,8128,ap_CD,clean_drop,-0.0003736419705849814
resnet,ma,20,covariance,all,29,8128,ap_CD,normalized_robustness,1.0004644974911616
resnet,ma,20,covariance,all,29,8128,ap_HYP,absolute,0.6636666165734884
resnet,ma,20,covariance,all,29,8128,ap_HYP,clean_drop,0.001757956357140933
resnet,ma,20,covariance,all,29,8128,ap_HYP,normalized_robustness,0.9973581433123277
resnet,ma,20,covariance,all,29,8128,f1_NORM,absolute,0.8516746411483254
resnet,ma,20,covariance,all,29,8128,f1_NORM,clean_drop,-0.005189705710735737
resnet,ma,20,covariance,all,29,8128,f1_NORM,normalized_robustness,1.0061308896265788
resnet,ma,20,covariance,all,29,8128,f1_MI,absolute,0.6735930735930736
resnet,ma,20,covariance,all,29,8128,f1_MI,clean_drop,0.002292838247894391
resnet,ma,20,covariance,all,29,8128,f1_MI,normalized_robustness,0.9966076549182009
resnet,ma,20,covariance,all,29,8128,f1_STTC,absolute,0.7411971830985915
resnet,ma,20,covariance,all,29,8128,f1_STTC,clean_drop,0.0045655287658152854
resnet,ma,20,covariance,all,29,8128,f1_STTC,normalized_robustness,0.9938780409717787
resnet,ma,20,covariance,all,29,8128,f1_CD,absolute,0.7123893805309734
resnet,ma,20,covariance,all,29,8128,f1_CD,clean_drop,-0.0036407648056134834
resnet,ma,20,covariance,all,29,8128,f1_CD,normalized_robustness,1.0051368915915022
resnet,ma,20,covariance,all,29,8128,f1_HYP,absolute,0.624113475177305
resnet,ma,20,covariance,all,29,8128,f1_HYP,clean_drop,0.010295126973232649
resnet,ma,20,covariance,all,29,8128,f1_HYP,normalized_robustness,0.9837720879897945
resnet,ma,20,electrode,all,29,8128,macro_auroc,absolute,0.9068816559676292
resnet,ma,20,electrode,all,29,8128,macro_auroc,clean_drop,0.0010296054568198487
resnet,ma,20,electrode,all,29,8128,macro_auroc,normalized_robustness,0.9988659624551817
resnet,ma,20,electrode,all,29,8128,macro_ap,absolute,0.789201799979445
resnet,ma,20,electrode,all,29,8128,macro_ap,clean_drop,0.0017150445703588701
resnet,ma,20,electrode,all,29,8128,macro_ap,normalized_robustness,0.9978315740988765
resnet,ma,20,electrode,all,29,8128,macro_f1,absolute,0.718676306187507
resnet,ma,20,electrode,all,29,8128,macro_f1,clean_drop,0.003581849216265365
resnet,ma,20,electrode,all,29,8128,macro_f1,normalized_robustness,0.9950407632084708
resnet,ma,20,electrode,all,29,8128,micro_auroc,absolute,0.91924234640322
resnet,ma,20,electrode,all,29,8128,micro_ap,absolute,0.8205609575310302
resnet,ma,20,electrode,all,29,8128,micro_f1,absolute,0.7494866529774127
resnet,ma,20,electrode,all,29,8128,brier,absolute,0.0934085324406623
resnet,ma,20,electrode,all,29,8128,ece,absolute,0.0383583735726407
resnet,ma,20,electrode,all,29,8128,mean_loss,absolute,0.3075958510108857
resnet,ma,20,electrode,all,29,8128,mean_confidence,absolute,0.8889529705047607
resnet,ma,20,electrode,all,29,8128,mean_entropy,absolute,0.2678316375998082
resnet,ma,20,electrode,all,29,8128,clean_agreement,absolute,0.9914735866543096
resnet,ma,20,electrode,all,29,8128,probability_shift,absolute,0.0083137946203351
resnet,ma,20,electrode,all,29,8128,auroc_NORM,absolute,0.9309089013151892
resnet,ma,20,electrode,all,29,8128,auroc_NORM,clean_drop,0.0006934396955119437
resnet,ma,20,electrode,all,29,8128,auroc_NORM,normalized_robustness,0.9992556483963331
resnet,ma,20,electrode,all,29,8128,auroc_MI,absolute,0.8863466757123473
resnet,ma,20,electrode,all,29,8128,auroc_MI,clean_drop,0.0012403889642697008
resnet,ma,20,electrode,all,29,8128,auroc_MI,normalized_robustness,0.9986025157253501
resnet,ma,20,electrode,all,29,8128,auroc_STTC,absolute,0.9262261732934524
resnet,ma,20,electrode,all,29,8128,auroc_STTC,clean_drop,0.0009028265506048072
resnet,ma,20,electrode,all,29,8128,auroc_STTC,normalized_robustness,0.9990262125855672
resnet,ma,20,electrode,all,29,8128,auroc_CD,absolute,0.8949623461822134
resnet,ma,20,electrode,all,29,8128,auroc_CD,clean_drop,0.0013913959085438687
resnet,ma,20,electrode,all,29,8128,auroc_CD,normalized_robustness,0.9984477156236367
resnet,ma,20,electrode,all,29,8128,auroc_HYP,absolute,0.8959641833349438
resnet,ma,20,electrode,all,29,8128,auroc_HYP,clean_drop,0.0009199761651690341
resnet,ma,20,electrode,all,29,8128,auroc_HYP,normalized_robustness,0.9989742530778103
resnet,ma,20,electrode,all,29,8128,ap_NORM,absolute,0.8983472927155001
resnet,ma,20,electrode,all,29,8128,ap_NORM,clean_drop,0.0020805875659866135
resnet,ma,20,electrode,all,29,8128,ap_NORM,normalized_robustness,0.997689334579096
resnet,ma,20,electrode,all,29,8128,ap_MI,absolute,0.7611915450774814
resnet,ma,20,electrode,all,29,8128,ap_MI,clean_drop,0.0010373699984675966
resnet,ma,20,electrode,all,29,8128,ap_MI,normalized_robustness,0.9986390309014151
resnet,ma,20,electrode,all,29,8128,ap_STTC,absolute,0.8202157460656805
resnet,ma,20,electrode,all,29,8128,ap_STTC,clean_drop,0.0018867043152432927
resnet,ma,20,electrode,all,29,8128,ap_STTC,normalized_robustness,0.9977050253099637
resnet,ma,20,electrode,all,29,8128,ap_CD,absolute,0.8034356014477075
resnet,ma,20,electrode,all,29,8128,ap_CD,clean_drop,0.000964802632322459
resnet,ma,20,electrode,all,29,8128,ap_CD,normalized_robustness,0.9988005940469105
resnet,ma,20,electrode,all,29,8128,ap_HYP,absolute,0.6628188145908552
resnet,ma,20,electrode,all,29,8128,ap_HYP,clean_drop,0.002605758339774056
resnet,ma,20,electrode,all,29,8128,ap_HYP,normalized_robustness,0.9960840665542392
resnet,ma,20,electrode,all,29,8128,f1_NORM,absolute,0.8475551294343241
resnet,ma,20,electrode,all,29,8128,f1_NORM,clean_drop,-0.0010701939967344698
resnet,ma,20,electrode,all,29,8128,f1_NORM,normalized_robustness,1.0012642800254679
resnet,ma,20,electrode,all,29,8128,f1_MI,absolute,0.6775862068965517
resnet,ma,20,electrode,all,29,8128,f1_MI,clean_drop,-0.0017002950555836671
resnet,ma,20,electrode,all,29,8128,f1_MI,normalized_robustness,1.0025156539362536
resnet,ma,20,electrode,all,29,8128,f1_STTC,absolute,0.7396293027360988
resnet,ma,20,electrode,all,29,8128,f1_STTC,clean_drop,0.006133409128307954
resnet,ma,20,electrode,all,29,8128,f1_STTC,normalized_robustness,0.9917756559402572
resnet,ma,20,electrode,all,29,8128,f1_CD,absolute,0.7071823204419889
resnet,ma,20,electrode,all,29,8128,f1_CD,clean_drop,0.0015662952833710442
resnet,ma,20,electrode,all,29,8128,f1_CD,normalized_robustness,0.9977900552472109
resnet,ma,20,electrode,all,29,8128,f1_HYP,absolute,0.6214285714285714
resnet,ma,20,electrode,all,29,8128,f1_HYP,clean_drop,0.012980030721966185
resnet,ma,20,electrode,all,29,8128,f1_HYP,normalized_robustness,0.9795399515723059
resnet,ma,20,independent,all,29,8128,macro_auroc,absolute,0.907306353882938
resnet,ma,20,independent,all,29,8128,macro_auroc,clean_drop,0.0006049075415109906
resnet,ma,20,independent,all,29,8128,macro_auroc,normalized_robustness,0.9993337371522838
resnet,ma,20,independent,all,29,8128,macro_ap,absolute,0.7899580205539942
resnet,ma,20,independent,all,29,8128,macro_ap,clean_drop,0.000958823995809599
resnet,ma,20,independent,all,29,8128,macro_ap,normalized_robustness,0.9987877056818102
resnet,ma,20,independent,all,29,8128,macro_f1,absolute,0.7202121944417667
resnet,ma,20,independent,all,29,8128,macro_f1,clean_drop,0.0020459609620057106
resnet,ma,20,independent,all,29,8128,macro_f1,normalized_robustness,0.9971672719128258
resnet,ma,20,independent,all,29,8128,micro_auroc,absolute,0.9195244951997312
resnet,ma,20,independent,all,29,8128,micro_ap,absolute,0.8211557185577133
resnet,ma,20,independent,all,29,8128,micro_f1,absolute,0.7487600478878057
resnet,ma,20,independent,all,29,8128,brier,absolute,0.0934513285756111
resnet,ma,20,independent,all,29,8128,ece,absolute,0.0372128228234874
resnet,ma,20,independent,all,29,8128,mean_loss,absolute,0.3071787520568048
resnet,ma,20,independent,all,29,8128,mean_confidence,absolute,0.8888752460479736
resnet,ma,20,independent,all,29,8128,mean_entropy,absolute,0.2674528642238012
resnet,ma,20,independent,all,29,8128,clean_agreement,absolute,0.9917516218721038
resnet,ma,20,independent,all,29,8128,probability_shift,absolute,0.0072680180892348
resnet,ma,20,independent,all,29,8128,auroc_NORM,absolute,0.9312556211629454
resnet,ma,20,independent,all,29,8128,auroc_NORM,clean_drop,0.00034671984775580533
resnet,ma,20,independent,all,29,8128,auroc_NORM,normalized_robustness,0.99962782419763
resnet,ma,20,independent,all,29,8128,auroc_MI,absolute,0.8857315694255994
resnet,ma,20,independent,all,29,8128,auroc_MI,clean_drop,0.0018554952510175804
resnet,ma,20,independent,all,29,8128,auroc_MI,normalized_robustness,0.9979095062041137
resnet,ma,20,independent,all,29,8128,auroc_STTC,absolute,0.9272122474870348
resnet,ma,20,independent,all,29,8128,auroc_STTC,clean_drop,-8.32476429776241e-05
resnet,ma,20,independent,all,29,8128,auroc_STTC,normalized_robustness,1.0000897907863864
resnet,ma,20,independent,all,29,8128,auroc_CD,absolute,0.8954924595318503
resnet,ma,20,independent,all,29,8128,auroc_CD,clean_drop,0.0008612825589069395
resnet,ma,20,independent,all,29,8128,auroc_CD,normalized_robustness,0.9990391264972052
resnet,ma,20,independent,all,29,8128,auroc_HYP,absolute,0.8968398718072599
resnet,ma,20,independent,all,29,8128,auroc_HYP,clean_drop,4.428769285291789e-05
resnet,ma,20,independent,all,29,8128,auroc_HYP,normalized_robustness,0.999950620497214
resnet,ma,20,independent,all,29,8128,ap_NORM,absolute,0.8999813215345276
resnet,ma,20,independent,all,29,8128,ap_NORM,clean_drop,0.0004465587469590915
resnet,ma,20,independent,all,29,8128,ap_NORM,normalized_robustness,0.9995040593947191
resnet,ma,20,independent,all,29,8128,ap_MI,absolute,0.7586143354355095
resnet,ma,20,independent,all,29,8128,ap_MI,clean_drop,0.0036145796404395414
resnet,ma,20,independent,all,29,8128,ap_MI,normalized_robustness,0.9952578817597406
resnet,ma,20,independent,all,29,8128,ap_STTC,absolute,0.8220971422888769
resnet,ma,20,independent,all,29,8128,ap_STTC,clean_drop,5.308092046907298e-06
resnet,ma,20,independent,all,29,8128,ap_STTC,normalized_robustness,0.9999935432706174
resnet,ma,20,independent,all,29,8128,ap_CD,absolute,0.8032875321879077
resnet,ma,20,independent,all,29,8128,ap_CD,clean_drop,0.0011128718921222802
resnet,ma,20,independent,all,29,8128,ap_CD,normalized_robustness,0.9986165199725457
resnet,ma,20,independent,all,29,8128,ap_HYP,absolute,0.6658097713231498
resnet,ma,20,independent,all,29,8128,ap_HYP,clean_drop,-0.0003851983925204916
resnet,ma,20,independent,all,29,8128,ap_HYP,normalized_robustness,1.0005788761148742
resnet,ma,20,independent,all,29,8128,f1_NORM,absolute,0.8430622009569378
resnet,ma,20,independent,all,29,8128,f1_NORM,clean_drop,0.003422734480651779
resnet,ma,20,independent,all,29,8128,f1_NORM,normalized_robustness,0.9959565323157484
resnet,ma,20,independent,all,29,8128,f1_MI,absolute,0.6741379310344827
resnet,ma,20,independent,all,29,8128,f1_MI,clean_drop,0.0017479808064853053
resnet,ma,20,independent,all,29,8128,f1_MI,normalized_robustness,0.9974137931019725
resnet,ma,20,independent,all,29,8128,f1_STTC,absolute,0.7415929203539823
resnet,ma,20,independent,all,29,8128,f1_STTC,clean_drop,0.004169791510424514
resnet,ma,20,independent,all,29,8128,f1_STTC,normalized_robustness,0.9944086886551429
resnet,ma,20,independent,all,29,8128,f1_CD,absolute,0.70509977827051
resnet,ma,20,independent,all,29,8128,f1_CD,clean_drop,0.003648837454850007
resnet,ma,20,independent,all,29,8128,f1_CD,normalized_robustness,0.9948517184021439
resnet,ma,20,independent,all,29,8128,f1_HYP,absolute,0.6371681415929203
resnet,ma,20,independent,all,29,8128,f1_HYP,clean_drop,-0.002759539442382719
resnet,ma,20,independent,all,29,8128,f1_HYP,normalized_robustness,1.0043497825092913
resnet,ma,20,independent_rms,all,29,8128,macro_auroc,absolute,0.9073788755948888
resnet,ma,20,independent_rms,all,29,8128,macro_auroc,clean_drop,0.0005323858295601669
resnet,ma,20,independent_rms,all,29,8128,macro_auroc,normalized_robustness,0.9994136146855098
resnet,ma,20,independent_rms,all,29,8128,macro_ap,absolute,0.7899529920825146
resnet,ma,20,independent_rms,all,29,8128,macro_ap,clean_drop,0.0009638524672892501
resnet,ma,20,independent_rms,all,29,8128,macro_ap,normalized_robustness,0.9987813479066353
resnet,ma,20,independent_rms,all,29,8128,macro_f1,absolute,0.7184642300695944
resnet,ma,20,independent_rms,all,29,8128,macro_f1,clean_drop,0.0037939253341779944
resnet,ma,20,independent_rms,all,29,8128,macro_f1,normalized_robustness,0.9947471339620225
resnet,ma,20,independent_rms,all,29,8128,micro_auroc,absolute,0.9196285013230384
resnet,ma,20,independent_rms,all,29,8128,micro_ap,absolute,0.8210727762761
resnet,ma,20,independent_rms,all,29,8128,micro_f1,absolute,0.7474816458938023
resnet,ma,20,independent_rms,all,29,8128,brier,absolute,0.0934124141931533
resnet,ma,20,independent_rms,all,29,8128,ece,absolute,0.0374335693992998
resnet,ma,20,independent_rms,all,29,8128,mean_loss,absolute,0.3069946573767951
resnet,ma,20,independent_rms,all,29,8128,mean_confidence,absolute,0.888563334941864
resnet,ma,20,independent_rms,all,29,8128,mean_entropy,absolute,0.2680635799741921
resnet,ma,20,independent_rms,all,29,8128,clean_agreement,absolute,0.9919369786839668
resnet,ma,20,independent_rms,all,29,8128,probability_shift,absolute,0.0075520910322666
resnet,ma,20,independent_rms,all,29,8128,auroc_NORM,absolute,0.931027081513923
resnet,ma,20,independent_rms,all,29,8128,auroc_NORM,clean_drop,0.0005752594967781688
resnet,ma,20,independent_rms,all,29,8128,auroc_NORM,normalized_robustness,0.9993825053110607
resnet,ma,20,independent_rms,all,29,8128,auroc_MI,absolute,0.886216644052465
resnet,ma,20,independent_rms,all,29,8128,auroc_MI,clean_drop,0.0013704206241519357
resnet,ma,20,independent_rms,all,29,8128,auroc_MI,normalized_robustness,0.9984560155508241
resnet,ma,20,independent_rms,all,29,8128,auroc_STTC,absolute,0.9271125848158644
resnet,ma,20,independent_rms,all,29,8128,auroc_STTC,clean_drop,1.6415028192717784e-05
resnet,ma,20,independent_rms,all,29,8128,auroc_STTC,normalized_robustness,0.9999822947732242
resnet,ma,20,independent_rms,all,29,8128,auroc_CD,absolute,0.8957726796320018
resnet,ma,20,independent_rms,all,29,8128,auroc_CD,clean_drop,0.0005810624587554436
resnet,ma,20,independent_rms,all,29,8128,auroc_CD,normalized_robustness,0.9993517487209911
resnet,ma,20,independent_rms,all,29,8128,auroc_HYP,absolute,0.8967653879601893
resnet,ma,20,independent_rms,all,29,8128,auroc_HYP,clean_drop,0.00011877153992345679
resnet,ma,20,independent_rms,all,29,8128,auroc_HYP,normalized_robustness,0.9998675731534945
resnet,ma,20,independent_rms,all,29,8128,ap_NORM,absolute,0.899255593547348
resnet,ma,20,independent_rms,all,29,8128,ap_NORM,clean_drop,0.0011722867341387166
resnet,ma,20,independent_rms,all,29,8128,ap_NORM,normalized_robustness,0.9986980781461687
resnet,ma,20,independent_rms,all,29,8128,ap_MI,absolute,0.7592675238537854
resnet,ma,20,independent_rms,all,29,8128,ap_MI,clean_drop,0.0029613912221636562
resnet,ma,20,independent_rms,all,29,8128,ap_MI,normalized_robustness,0.9961148269704979
resnet,ma,20,independent_rms,all,29,8128,ap_STTC,absolute,0.8217609806013623
resnet,ma,20,independent_rms,all,29,8128,ap_STTC,clean_drop,0.0003414697795615096
resnet,ma,20,independent_rms,all,29,8128,ap_STTC,normalized_robustness,0.9995846384104525
resnet,ma,20,independent_rms,all,29,8128,ap_CD,absolute,0.8032724350476684
resnet,ma,20,independent_rms,all,29,8128,ap_CD,clean_drop,0.0011279690323615643
resnet,ma,20,independent_rms,all,29,8128,ap_CD,normalized_robustness,0.9985977517817757
resnet,ma,20,independent_rms,all,29,8128,ap_HYP,absolute,0.666208427362409
resnet,ma,20,independent_rms,all,29,8128,ap_HYP,clean_drop,-0.0007838544317797513
resnet,ma,20,independent_rms,all,29,8128,ap_HYP,normalized_robustness,1.0011779763817954
resnet,ma,20,independent_rms,all,29,8128,f1_NORM,absolute,0.8433157642549114
resnet,ma,20,independent_rms,all,29,8128,f1_NORM,clean_drop,0.003169171182678232
resnet,ma,20,independent_rms,all,29,8128,f1_NORM,normalized_robustness,0.9962560808219981
resnet,ma,20,independent_rms,all,29,8128,f1_MI,absolute,0.6718346253229974
resnet,ma,20,independent_rms,all,29,8128,f1_MI,clean_drop,0.004051286517970598
resnet,ma,20,independent_rms,all,29,8128,f1_MI,normalized_robustness,0.9940059609943197
resnet,ma,20,independent_rms,all,29,8128,f1_STTC,absolute,0.7381370826010545
resnet,ma,20,independent_rms,all,29,8128,f1_STTC,clean_drop,0.007625629263352307
resnet,ma,20,independent_rms,all,29,8128,f1_STTC,normalized_robustness,0.9897747243955414
resnet,ma,20,independent_rms,all,29,8128,f1_CD,absolute,0.7078280044101434
resnet,ma,20,independent_rms,all,29,8128,f1_CD,clean_drop,0.0009206113152165907
resnet,ma,20,independent_rms,all,29,8128,f1_CD,normalized_robustness,0.9987010749710276
resnet,ma,20,independent_rms,all,29,8128,f1_HYP,absolute,0.6312056737588653
resnet,ma,20,independent_rms,all,29,8128,f1_HYP,clean_drop,0.003202928391672355
resnet,ma,20,independent_rms,all,29,8128,f1_HYP,normalized_robustness,0.9949513162624058
resnet,bandpass,0,covariance,all,43,8128,macro_auroc,absolute,0.8289918978297347
resnet,bandpass,0,covariance,all,43,8128,macro_auroc,clean_drop,0.07970860669357804
resnet,bandpass,0,covariance,all,43,8128,macro_auroc,normalized_robustness,0.912282862948003
resnet,bandpass,0,covariance,all,43,8128,macro_ap,absolute,0.6539816239030252
resnet,bandpass,0,covariance,all,43,8128,macro_ap,clean_drop,0.132589860611809
resnet,bandpass,0,covariance,all,43,8128,macro_ap,normalized_robustness,0.8314331713990073
resnet,bandpass,0,covariance,all,43,8128,macro_f1,absolute,0.5135095346830283
resnet,bandpass,0,covariance,all,43,8128,macro_f1,clean_drop,0.20555828890476657
resnet,bandpass,0,covariance,all,43,8128,macro_f1,normalized_robustness,0.7141322665783515
resnet,bandpass,0,covariance,all,43,8128,micro_auroc,absolute,0.7307211607701352
resnet,bandpass,0,covariance,all,43,8128,micro_ap,absolute,0.5306363765874191
resnet,bandpass,0,covariance,all,43,8128,micro_f1,absolute,0.5047507917986331
resnet,bandpass,0,covariance,all,43,8128,brier,absolute,0.1740764528512954
resnet,bandpass,0,covariance,all,43,8128,ece,absolute,0.1709920558135912
resnet,bandpass,0,covariance,all,43,8128,mean_loss,absolute,0.5234715692496247
resnet,bandpass,0,covariance,all,43,8128,mean_confidence,absolute,0.7790874242782593
resnet,bandpass,0,covariance,all,43,8128,mean_entropy,absolute,0.4602076253662397
resnet,bandpass,0,covariance,all,43,8128,clean_agreement,absolute,0.7433734939759036
resnet,bandpass,0,covariance,all,43,8128,probability_shift,absolute,0.2204302698373794
resnet,bandpass,0,covariance,all,43,8128,auroc_NORM,absolute,0.8610713556398458
resnet,bandpass,0,covariance,all,43,8128,auroc_NORM,clean_drop,0.07394865244159421
resnet,bandpass,0,covariance,all,43,8128,auroc_NORM,normalized_robustness,0.9209122245477401
resnet,bandpass,0,covariance,all,43,8128,auroc_MI,absolute,0.7761765038444143
resnet,bandpass,0,covariance,all,43,8128,auroc_MI,clean_drop,0.12124547715965628
resnet,bandpass,0,covariance,all,43,8128,auroc_MI,normalized_robustness,0.8648958018335288
resnet,bandpass,0,covariance,all,43,8128,auroc_STTC,absolute,0.8218090064569685
resnet,bandpass,0,covariance,all,43,8128,auroc_STTC,clean_drop,0.10394699352896142
resnet,bandpass,0,covariance,all,43,8128,auroc_STTC,normalized_robustness,0.8877166407439661
resnet,bandpass,0,covariance,all,43,8128,auroc_CD,absolute,0.8371169112223905
resnet,bandpass,0,covariance,all,43,8128,auroc_CD,clean_drop,0.05806136213656299
resnet,bandpass,0,covariance,all,43,8128,auroc_CD,normalized_robustness,0.9351398890417257
resnet,bandpass,0,covariance,all,43,8128,auroc_HYP,absolute,0.8487857119850549
resnet,bandpass,0,covariance,all,43,8128,auroc_HYP,clean_drop,0.041340548201114324
resnet,bandpass,0,covariance,all,43,8128,auroc_HYP,normalized_robustness,0.9535565345601403
resnet,bandpass,0,covariance,all,43,8128,ap_NORM,absolute,0.8063205803451222
resnet,bandpass,0,covariance,all,43,8128,ap_NORM,clean_drop,0.10578370197107134
resnet,bandpass,0,covariance,all,43,8128,ap_NORM,normalized_robustness,0.8840223601370134
resnet,bandpass,0,covariance,all,43,8128,ap_MI,absolute,0.5731387829547847
resnet,bandpass,0,covariance,all,43,8128,ap_MI,clean_drop,0.20762324340564287
resnet,bandpass,0,covariance,all,43,8128,ap_MI,normalized_robustness,0.7340761507392642
resnet,bandpass,0,covariance,all,43,8128,ap_STTC,absolute,0.6187176312398454
resnet,bandpass,0,covariance,all,43,8128,ap_STTC,clean_drop,0.19254938176624992
resnet,bandpass,0,covariance,all,43,8128,ap_STTC,normalized_robustness,0.7626559706236128
resnet,bandpass,0,covariance,all,43,8128,ap_CD,absolute,0.7232577868054186
resnet,bandpass,0,covariance,all,43,8128,ap_CD,clean_drop,0.0787060834621095
resnet,bandpass,0,covariance,all,43,8128,ap_CD,normalized_robustness,0.9018583175863575
resnet,bandpass,0,covariance,all,43,8128,ap_HYP,absolute,0.5484733381699548
resnet,bandpass,0,covariance,all,43,8128,ap_HYP,clean_drop,0.07828689245397147
resnet,bandpass,0,covariance,all,43,8128,ap_HYP,normalized_robustness,0.8750927569592065
resnet,bandpass,0,covariance,all,43,8128,f1_NORM,absolute,0.4759036144578313
resnet,bandpass,0,covariance,all,43,8128,f1_NORM,clean_drop,0.3696248408267216
resnet,bandpass,0,covariance,all,43,8128,f1_NORM,normalized_robustness,0.5628475440215771
resnet,bandpass,0,covariance,all,43,8128,f1_MI,absolute,0.4624125874125874
resnet,bandpass,0,covariance,all,43,8128,f1_MI,clean_drop,0.23749992352354554
resnet,bandpass,0,covariance,all,43,8128,f1_MI,normalized_robustness,0.6606719842647903
resnet,bandpass,0,covariance,all,43,8128,f1_STTC,absolute,0.5206124852767963
resnet,bandpass,0,covariance,all,43,8128,f1_STTC,clean_drop,0.24259334350280304
resnet,bandpass,0,covariance,all,43,8128,f1_STTC,normalized_robustness,0.6821390320204932
resnet,bandpass,0,covariance,all,43,8128,f1_CD,absolute,0.6214995483288166
resnet,bandpass,0,covariance,all,43,8128,f1_CD,clean_drop,0.09097402460987258
resnet,bandpass,0,covariance,all,43,8128,f1_CD,normalized_robustness,0.8723124224306162
resnet,bandpass,0,covariance,all,43,8128,f1_HYP,absolute,0.48711943793911
resnet,bandpass,0,covariance,all,43,8128,f1_HYP,clean_drop,0.08709931206089
