model,kind,snr,condition,active,seed,noise_seed,metric,outcome,value
tcn,ma,10,covariance,all,43,8128,macro_f1,clean_drop,0.004561840537302908
tcn,ma,10,covariance,all,43,8128,macro_f1,normalized_robustness,0.9938178492185076
tcn,ma,10,covariance,all,43,8128,micro_auroc,absolute,0.924378681525682
tcn,ma,10,covariance,all,43,8128,micro_ap,absolute,0.8335703638015542
tcn,ma,10,covariance,all,43,8128,micro_f1,absolute,0.7626640093007806
tcn,ma,10,covariance,all,43,8128,brier,absolute,0.0924861803650856
tcn,ma,10,covariance,all,43,8128,ece,absolute,0.0503988665543268
tcn,ma,10,covariance,all,43,8128,mean_loss,absolute,0.3075078859707572
tcn,ma,10,covariance,all,43,8128,mean_confidence,absolute,0.9066911339759828
tcn,ma,10,covariance,all,43,8128,mean_entropy,absolute,0.231375905096042
tcn,ma,10,covariance,all,43,8128,clean_agreement,absolute,0.977386468952734
tcn,ma,10,covariance,all,43,8128,probability_shift,absolute,0.0197815019637346
tcn,ma,10,covariance,all,43,8128,auroc_NORM,absolute,0.9413656764730164
tcn,ma,10,covariance,all,43,8128,auroc_NORM,clean_drop,0.001189188249759776
tcn,ma,10,covariance,all,43,8128,auroc_NORM,normalized_robustness,0.9987383352468207
tcn,ma,10,covariance,all,43,8128,auroc_MI,absolute,0.9015615106286748
tcn,ma,10,covariance,all,43,8128,auroc_MI,clean_drop,0.0041485753052915575
tcn,ma,10,covariance,all,43,8128,auroc_MI,normalized_robustness,0.9954195328386909
tcn,ma,10,covariance,all,43,8128,auroc_STTC,absolute,0.9298726545562842
tcn,ma,10,covariance,all,43,8128,auroc_STTC,clean_drop,-0.001639157815253589
tcn,ma,10,covariance,all,43,8128,auroc_STTC,normalized_robustness,1.001765889531036
tcn,ma,10,covariance,all,43,8128,auroc_CD,absolute,0.9078985676021892
tcn,ma,10,covariance,all,43,8128,auroc_CD,clean_drop,0.004131730134699807
tcn,ma,10,covariance,all,43,8128,auroc_CD,normalized_robustness,0.9954697446499884
tcn,ma,10,covariance,all,43,8128,auroc_HYP,absolute,0.8990180210648373
tcn,ma,10,covariance,all,43,8128,auroc_HYP,clean_drop,0.0009240023190645319
tcn,ma,10,covariance,all,43,8128,auroc_HYP,normalized_robustness,0.9989732646147703
tcn,ma,10,covariance,all,43,8128,ap_NORM,absolute,0.9221213353596344
tcn,ma,10,covariance,all,43,8128,ap_NORM,clean_drop,0.0007830348886520566
tcn,ma,10,covariance,all,43,8128,ap_NORM,normalized_robustness,0.9991515536008996
tcn,ma,10,covariance,all,43,8128,ap_MI,absolute,0.7783528136268212
tcn,ma,10,covariance,all,43,8128,ap_MI,clean_drop,0.0053607274774872815
tcn,ma,10,covariance,all,43,8128,ap_MI,normalized_robustness,0.9931598381330419
tcn,ma,10,covariance,all,43,8128,ap_STTC,absolute,0.8188653897443618
tcn,ma,10,covariance,all,43,8128,ap_STTC,clean_drop,-0.001918974706216603
tcn,ma,10,covariance,all,43,8128,ap_STTC,normalized_robustness,1.0023489603110929
tcn,ma,10,covariance,all,43,8128,ap_CD,absolute,0.8258840803977586
tcn,ma,10,covariance,all,43,8128,ap_CD,clean_drop,0.006187459903616133
tcn,ma,10,covariance,all,43,8128,ap_CD,normalized_robustness,0.9925637885627387
tcn,ma,10,covariance,all,43,8128,ap_HYP,absolute,0.6806560710403435
tcn,ma,10,covariance,all,43,8128,ap_HYP,clean_drop,-0.00013607910876045626
tcn,ma,10,covariance,all,43,8128,ap_HYP,normalized_robustness,1.0001999634241074
tcn,ma,10,covariance,all,43,8128,f1_NORM,absolute,0.8572801537722249
tcn,ma,10,covariance,all,43,8128,f1_NORM,clean_drop,0.0010889449402214924
tcn,ma,10,covariance,all,43,8128,f1_NORM,normalized_robustness,0.9987313791434784
tcn,ma,10,covariance,all,43,8128,f1_MI,absolute,0.7115544472152951
tcn,ma,10,covariance,all,43,8128,f1_MI,clean_drop,0.0047170163987686475
tcn,ma,10,covariance,all,43,8128,f1_MI,normalized_robustness,0.9934144850948528
tcn,ma,10,covariance,all,43,8128,f1_STTC,absolute,0.7552447552447552
tcn,ma,10,covariance,all,43,8128,f1_STTC,clean_drop,0.009353784901230178
tcn,ma,10,covariance,all,43,8128,f1_STTC,normalized_robustness,0.9877664101994859
tcn,ma,10,covariance,all,43,8128,f1_CD,absolute,0.7310924369747899
tcn,ma,10,covariance,all,43,8128,f1_CD,clean_drop,0.008865279727112929
tcn,ma,10,covariance,all,43,8128,f1_CD,normalized_robustness,0.9880192076817379
tcn,ma,10,covariance,all,43,8128,f1_HYP,absolute,0.6115444617784711
tcn,ma,10,covariance,all,43,8128,f1_HYP,clean_drop,-0.0012158232808184843
tcn,ma,10,covariance,all,43,8128,f1_HYP,normalized_robustness,1.0019920796815456
tcn,ma,10,electrode,all,43,8128,macro_auroc,absolute,0.9144392962863298
tcn,ma,10,electrode,all,43,8128,macro_auroc,clean_drop,0.0032548574173829614
tcn,ma,10,electrode,all,43,8128,macro_auroc,normalized_robustness,0.9964532220182039
tcn,ma,10,electrode,all,43,8128,macro_ap,absolute,0.8016478686631322
tcn,ma,10,electrode,all,43,8128,macro_ap,clean_drop,0.005583303061607481
tcn,ma,10,electrode,all,43,8128,macro_ap,normalized_robustness,0.9930833901635994
tcn,ma,10,electrode,all,43,8128,macro_f1,absolute,0.7305702961446011
tcn,ma,10,electrode,all,43,8128,macro_f1,clean_drop,0.007334795389808968
tcn,ma,10,electrode,all,43,8128,macro_f1,normalized_robustness,0.9900599745482892
tcn,ma,10,electrode,all,43,8128,micro_auroc,absolute,0.9232415777655014
tcn,ma,10,electrode,all,43,8128,micro_ap,absolute,0.8307482031923211
tcn,ma,10,electrode,all,43,8128,micro_f1,absolute,0.759510420112471
tcn,ma,10,electrode,all,43,8128,brier,absolute,0.0934739783406257
tcn,ma,10,electrode,all,43,8128,ece,absolute,0.0504159758014188
tcn,ma,10,electrode,all,43,8128,mean_loss,absolute,0.310404819535211
tcn,ma,10,electrode,all,43,8128,mean_confidence,absolute,0.9065436124801636
tcn,ma,10,electrode,all,43,8128,mean_entropy,absolute,0.2321944962387112
tcn,ma,10,electrode,all,43,8128,clean_agreement,absolute,0.9774791473586656
tcn,ma,10,electrode,all,43,8128,probability_shift,absolute,0.0198279824107885
tcn,ma,10,electrode,all,43,8128,auroc_NORM,absolute,0.9397680713599847
tcn,ma,10,electrode,all,43,8128,auroc_NORM,clean_drop,0.0027867933627914176
tcn,ma,10,electrode,all,43,8128,auroc_NORM,normalized_robustness,0.9970433621764733
tcn,ma,10,electrode,all,43,8128,auroc_MI,absolute,0.8996981004070556
tcn,ma,10,electrode,all,43,8128,auroc_MI,clean_drop,0.006011985526910846
tcn,ma,10,electrode,all,43,8128,auroc_MI,normalized_robustness,0.9933621303093864
tcn,ma,10,electrode,all,43,8128,auroc_STTC,absolute,0.9274631629179824
tcn,ma,10,electrode,all,43,8128,auroc_STTC,clean_drop,0.0007703338230482526
tcn,ma,10,electrode,all,43,8128,auroc_STTC,normalized_robustness,0.9991701077080799
tcn,ma,10,electrode,all,43,8128,auroc_CD,absolute,0.9077287372384614
tcn,ma,10,electrode,all,43,8128,auroc_CD,clean_drop,0.00430156049842767
tcn,ma,10,electrode,all,43,8128,auroc_CD,normalized_robustness,0.995283533332065
tcn,ma,10,electrode,all,43,8128,auroc_HYP,absolute,0.8975384095081651
tcn,ma,10,electrode,all,43,8128,auroc_HYP,clean_drop,0.002403613875736732
tcn,ma,10,electrode,all,43,8128,auroc_HYP,normalized_robustness,0.9973291458624233
tcn,ma,10,electrode,all,43,8128,ap_NORM,absolute,0.9192734973383354
tcn,ma,10,electrode,all,43,8128,ap_NORM,clean_drop,0.0036308729099510106
tcn,ma,10,electrode,all,43,8128,ap_NORM,normalized_robustness,0.9960658189212277
tcn,ma,10,electrode,all,43,8128,ap_MI,absolute,0.7699533331888042
tcn,ma,10,electrode,all,43,8128,ap_MI,clean_drop,0.013760207915504252
tcn,ma,10,electrode,all,43,8128,ap_MI,normalized_robustness,0.9824422991376447
tcn,ma,10,electrode,all,43,8128,ap_STTC,absolute,0.8164465094956672
tcn,ma,10,electrode,all,43,8128,ap_STTC,clean_drop,0.0004999055424780297
tcn,ma,10,electrode,all,43,8128,ap_STTC,normalized_robustness,0.9993880803755605
tcn,ma,10,electrode,all,43,8128,ap_CD,absolute,0.8259773522477872
tcn,ma,10,electrode,all,43,8128,ap_CD,clean_drop,0.006094188053587524
tcn,ma,10,electrode,all,43,8128,ap_CD,normalized_robustness,0.9926758845130398
tcn,ma,10,electrode,all,43,8128,ap_HYP,absolute,0.6765886510450662
tcn,ma,10,electrode,all,43,8128,ap_HYP,clean_drop,0.003931340886516921
tcn,ma,10,electrode,all,43,8128,ap_HYP,normalized_robustness,0.9942230339532679
tcn,ma,10,electrode,all,43,8128,f1_NORM,absolute,0.8567321514135122
tcn,ma,10,electrode,all,43,8128,f1_NORM,clean_drop,0.001636947298934155
tcn,ma,10,electrode,all,43,8128,f1_NORM,normalized_robustness,0.9980929563955789
tcn,ma,10,electrode,all,43,8128,f1_MI,absolute,0.6981757877280266
tcn,ma,10,electrode,all,43,8128,f1_MI,clean_drop,0.01809567588603722
tcn,ma,10,electrode,all,43,8128,f1_MI,normalized_robustness,0.9747362881166488
tcn,ma,10,electrode,all,43,8128,f1_STTC,absolute,0.7467362924281984
tcn,ma,10,electrode,all,43,8128,f1_STTC,clean_drop,0.017862247717786994
tcn,ma,10,electrode,all,43,8128,f1_STTC,normalized_robustness,0.9766383967783235
tcn,ma,10,electrode,all,43,8128,f1_CD,absolute,0.7403545359749739
tcn,ma,10,electrode,all,43,8128,f1_CD,clean_drop,-0.000396819273071114
tcn,ma,10,electrode,all,43,8128,f1_CD,normalized_robustness,1.0005362729019698
tcn,ma,10,electrode,all,43,8128,f1_HYP,absolute,0.6108527131782946
tcn,ma,10,electrode,all,43,8128,f1_HYP,clean_drop,-0.0005240746806419727
tcn,ma,10,electrode,all,43,8128,f1_HYP,normalized_robustness,1.0008586762058735
tcn,ma,10,independent,all,43,8128,macro_auroc,absolute,0.9159233620625435
tcn,ma,10,independent,all,43,8128,macro_auroc,clean_drop,0.0017707916411692226
tcn,ma,10,independent,all,43,8128,macro_auroc,normalized_robustness,0.9980703901893452
tcn,ma,10,independent,all,43,8128,macro_ap,absolute,0.8042344389206904
tcn,ma,10,independent,all,43,8128,macro_ap,clean_drop,0.002996732804049329
tcn,ma,10,independent,all,43,8128,macro_ap,normalized_robustness,0.9962876398855575
tcn,ma,10,independent,all,43,8128,macro_f1,absolute,0.7333400274079143
tcn,ma,10,independent,all,43,8128,macro_f1,clean_drop,0.004565064126495821
tcn,ma,10,independent,all,43,8128,macro_f1,normalized_robustness,0.9938134806496632
tcn,ma,10,independent,all,43,8128,micro_auroc,absolute,0.9247850778955484
tcn,ma,10,independent,all,43,8128,micro_ap,absolute,0.8340554685631727
tcn,ma,10,independent,all,43,8128,micro_f1,absolute,0.7621890547263681
tcn,ma,10,independent,all,43,8128,brier,absolute,0.0923883467912674
tcn,ma,10,independent,all,43,8128,ece,absolute,0.0482798586304336
tcn,ma,10,independent,all,43,8128,mean_loss,absolute,0.3075158027831725
tcn,ma,10,independent,all,43,8128,mean_confidence,absolute,0.9080458283424376
tcn,ma,10,independent,all,43,8128,mean_entropy,absolute,0.228607016065787
tcn,ma,10,independent,all,43,8128,clean_agreement,absolute,0.9806302131603336
tcn,ma,10,independent,all,43,8128,probability_shift,absolute,0.0173653233796358
tcn,ma,10,independent,all,43,8128,auroc_NORM,absolute,0.9405618773272156
tcn,ma,10,independent,all,43,8128,auroc_NORM,clean_drop,0.0019929873955605304
tcn,ma,10,independent,all,43,8128,auroc_NORM,normalized_robustness,0.9978855475992429
tcn,ma,10,independent,all,43,8128,auroc_MI,absolute,0.9028833107191316
tcn,ma,10,independent,all,43,8128,auroc_MI,clean_drop,0.0028267752148347647
tcn,ma,10,independent,all,43,8128,auroc_MI,normalized_robustness,0.996878940336723
tcn,ma,10,independent,all,43,8128,auroc_STTC,absolute,0.9275639980911669
tcn,ma,10,independent,all,43,8128,auroc_STTC,clean_drop,0.0006694986498637645
tcn,ma,10,independent,all,43,8128,auroc_STTC,normalized_robustness,0.9992787389668509
tcn,ma,10,independent,all,43,8128,auroc_CD,absolute,0.9097788323434648
tcn,ma,10,independent,all,43,8128,auroc_CD,clean_drop,0.0022514653934242457
tcn,ma,10,independent,all,43,8128,auroc_CD,normalized_robustness,0.9975313699555721
tcn,ma,10,independent,all,43,8128,auroc_HYP,absolute,0.8988287918317389
tcn,ma,10,independent,all,43,8128,auroc_HYP,clean_drop,0.0011132315521629188
tcn,ma,10,independent,all,43,8128,auroc_HYP,normalized_robustness,0.9987629963661706
tcn,ma,10,independent,all,43,8128,ap_NORM,absolute,0.9203051464681048
tcn,ma,10,independent,all,43,8128,ap_NORM,clean_drop,0.0025992237801816254
tcn,ma,10,independent,all,43,8128,ap_NORM,normalized_robustness,0.9971836477700506
tcn,ma,10,independent,all,43,8128,ap_MI,absolute,0.778209503519061
tcn,ma,10,independent,all,43,8128,ap_MI,clean_drop,0.005504037585247423
tcn,ma,10,independent,all,43,8128,ap_MI,normalized_robustness,0.9929769778145152
tcn,ma,10,independent,all,43,8128,ap_STTC,absolute,0.817354230975894
tcn,ma,10,independent,all,43,8128,ap_STTC,clean_drop,-0.0004078159377487456
tcn,ma,10,independent,all,43,8128,ap_STTC,normalized_robustness,1.0004991954542444
tcn,ma,10,independent,all,43,8128,ap_CD,absolute,0.8285176074724458
tcn,ma,10,independent,all,43,8128,ap_CD,clean_drop,0.0035539328289289074
tcn,ma,10,independent,all,43,8128,ap_CD,normalized_robustness,0.9957288133798718
tcn,ma,10,independent,all,43,8128,ap_HYP,absolute,0.6767857061679461
tcn,ma,10,independent,all,43,8128,ap_HYP,clean_drop,0.003734285763636991
tcn,ma,10,independent,all,43,8128,ap_HYP,normalized_robustness,0.9945125994696613
tcn,ma,10,independent,all,43,8128,f1_NORM,absolute,0.8542665388302972
tcn,ma,10,independent,all,43,8128,f1_NORM,clean_drop,0.004102559882149137
tcn,ma,10,independent,all,43,8128,f1_NORM,normalized_robustness,0.9952205177361368
tcn,ma,10,independent,all,43,8128,f1_MI,absolute,0.712171052631579
tcn,ma,10,independent,all,43,8128,f1_MI,clean_drop,0.0041004109824848145
tcn,ma,10,independent,all,43,8128,f1_MI,normalized_robustness,0.9942753394602798
tcn,ma,10,independent,all,43,8128,f1_STTC,absolute,0.7491228070175439
tcn,ma,10,independent,all,43,8128,f1_STTC,clean_drop,0.015475733128441527
tcn,ma,10,independent,all,43,8128,f1_STTC,normalized_robustness,0.9797596616827617
tcn,ma,10,independent,all,43,8128,f1_CD,absolute,0.743940990516333
tcn,ma,10,independent,all,43,8128,f1_CD,clean_drop,-0.003983273814430199
tcn,ma,10,independent,all,43,8128,f1_CD,normalized_robustness,1.0053831100392856
tcn,ma,10,independent,all,43,8128,f1_HYP,absolute,0.6071987480438185
tcn,ma,10,independent,all,43,8128,f1_HYP,clean_drop,0.003129890453834161
tcn,ma,10,independent,all,43,8128,f1_HYP,normalized_robustness,0.9948717948701647
tcn,ma,10,independent_rms,all,43,8128,macro_auroc,absolute,0.91630032650576
tcn,ma,10,independent_rms,all,43,8128,macro_auroc,clean_drop,0.0013938271979527794
tcn,ma,10,independent_rms,all,43,8128,macro_auroc,normalized_robustness,0.9984811636934529
tcn,ma,10,independent_rms,all,43,8128,macro_ap,absolute,0.8053094523259127
tcn,ma,10,independent_rms,all,43,8128,macro_ap,clean_drop,0.0019217193988270154
tcn,ma,10,independent_rms,all,43,8128,macro_ap,normalized_robustness,0.9976193691879878
tcn,ma,10,independent_rms,all,43,8128,macro_f1,absolute,0.7328825822131804
tcn,ma,10,independent_rms,all,43,8128,macro_f1,clean_drop,0.005022509321229718
tcn,ma,10,independent_rms,all,43,8128,macro_f1,normalized_robustness,0.9931935564887091
tcn,ma,10,independent_rms,all,43,8128,micro_auroc,absolute,0.925358578183228
tcn,ma,10,independent_rms,all,43,8128,micro_ap,absolute,0.8349204273197335
tcn,ma,10,independent_rms,all,43,8128,micro_f1,absolute,0.7615563684735617
tcn,ma,10,independent_rms,all,43,8128,brier,absolute,0.0919697508215904
tcn,ma,10,independent_rms,all,43,8128,ece,absolute,0.0474931038471596
tcn,ma,10,independent_rms,all,43,8128,mean_loss,absolute,0.3057436795989413
tcn,ma,10,independent_rms,all,43,8128,mean_confidence,absolute,0.907556176185608
tcn,ma,10,independent_rms,all,43,8128,mean_entropy,absolute,0.2300167879782709
tcn,ma,10,independent_rms,all,43,8128,clean_agreement,absolute,0.9800741427247452
tcn,ma,10,independent_rms,all,43,8128,probability_shift,absolute,0.0171454548835754
tcn,ma,10,independent_rms,all,43,8128,auroc_NORM,absolute,0.9405510151765968
tcn,ma,10,independent_rms,all,43,8128,auroc_NORM,clean_drop,0.0020038495461793815
tcn,ma,10,independent_rms,all,43,8128,auroc_NORM,normalized_robustness,0.9978740234418433
tcn,ma,10,independent_rms,all,43,8128,auroc_MI,absolute,0.902946630483944
tcn,ma,10,independent_rms,all,43,8128,auroc_MI,clean_drop,0.002763455450022434
tcn,ma,10,independent_rms,all,43,8128,auroc_MI,normalized_robustness,0.9969488520731558
tcn,ma,10,independent_rms,all,43,8128,auroc_STTC,absolute,0.9286896000243882
tcn,ma,10,independent_rms,all,43,8128,auroc_STTC,clean_drop,-0.00045610328335754513
tcn,ma,10,independent_rms,all,43,8128,auroc_STTC,normalized_robustness,1.0004913669717355
tcn,ma,10,independent_rms,all,43,8128,auroc_CD,absolute,0.9096320503862428
tcn,ma,10,independent_rms,all,43,8128,auroc_CD,clean_drop,0.0023982473506461988
tcn,ma,10,independent_rms,all,43,8128,auroc_CD,normalized_robustness,0.9973704301736526
tcn,ma,10,independent_rms,all,43,8128,auroc_HYP,absolute,0.8996823364576287
tcn,ma,10,independent_rms,all,43,8128,auroc_HYP,clean_drop,0.000259686926273095
tcn,ma,10,independent_rms,all,43,8128,auroc_HYP,normalized_robustness,0.99971144038113
tcn,ma,10,independent_rms,all,43,8128,ap_NORM,absolute,0.9201777284628724
tcn,ma,10,independent_rms,all,43,8128,ap_NORM,clean_drop,0.0027266417854140412
tcn,ma,10,independent_rms,all,43,8128,ap_NORM,normalized_robustness,0.9970455857894817
tcn,ma,10,independent_rms,all,43,8128,ap_MI,absolute,0.7773459717445942
tcn,ma,10,independent_rms,all,43,8128,ap_MI,clean_drop,0.006367569359714276
tcn,ma,10,independent_rms,all,43,8128,ap_MI,normalized_robustness,0.9918751316307056
tcn,ma,10,independent_rms,all,43,8128,ap_STTC,absolute,0.8197001677927738
tcn,ma,10,independent_rms,all,43,8128,ap_STTC,clean_drop,-0.0027537527546285245
tcn,ma,10,independent_rms,all,43,8128,ap_STTC,normalized_robustness,1.0033707874873246
tcn,ma,10,independent_rms,all,43,8128,ap_CD,absolute,0.8286127989639064
tcn,ma,10,independent_rms,all,43,8128,ap_CD,clean_drop,0.003458741337468374
tcn,ma,10,independent_rms,all,43,8128,ap_CD,normalized_robustness,0.9958432163931343
tcn,ma,10,independent_rms,all,43,8128,ap_HYP,absolute,0.6807105946654167
tcn,ma,10,independent_rms,all,43,8128,ap_HYP,clean_drop,-0.00019060273383364468
tcn,ma,10,independent_rms,all,43,8128,ap_HYP,normalized_robustness,1.0002800839579928
tcn,ma,10,independent_rms,all,43,8128,f1_NORM,absolute,0.8526011560693642
tcn,ma,10,independent_rms,all,43,8128,f1_NORM,clean_drop,0.0057679426430822245
tcn,ma,10,independent_rms,all,43,8128,f1_NORM,normalized_robustness,0.993280346819652
tcn,ma,10,independent_rms,all,43,8128,f1_MI,absolute,0.7138157894736842
tcn,ma,10,independent_rms,all,43,8128,f1_MI,clean_drop,0.0024556741403796156
tcn,ma,10,independent_rms,all,43,8128,f1_MI,normalized_robustness,0.9965715873574166
tcn,ma,10,independent_rms,all,43,8128,f1_STTC,absolute,0.7480245829675154
tcn,ma,10,independent_rms,all,43,8128,f1_STTC,clean_drop,0.01657395717846999
tcn,ma,10,independent_rms,all,43,8128,f1_STTC,normalized_robustness,0.9783233209204352
tcn,ma,10,independent_rms,all,43,8128,f1_CD,absolute,0.7423764458464774
tcn,ma,10,independent_rms,all,43,8128,f1_CD,clean_drop,-0.0024187291445746384
tcn,ma,10,independent_rms,all,43,8128,f1_CD,normalized_robustness,1.0032687396711693
tcn,ma,10,independent_rms,all,43,8128,f1_HYP,absolute,0.6075949367088608
tcn,ma,10,independent_rms,all,43,8128,f1_HYP,clean_drop,0.0027337017887918424
tcn,ma,10,independent_rms,all,43,8128,f1_HYP,normalized_robustness,0.99552093475981
tcn,ma,20,covariance,all,43,8128,macro_auroc,absolute,0.9174941915352722
tcn,ma,20,covariance,all,43,8128,macro_auroc,clean_drop,0.00019996216844053727
tcn,ma,20,covariance,all,43,8128,macro_auroc,normalized_robustness,0.9997821036903927
tcn,ma,20,covariance,all,43,8128,macro_ap,absolute,0.8070941970556339
tcn,ma,20,covariance,all,43,8128,macro_ap,clean_drop,0.0001369746691057827
tcn,ma,20,covariance,all,43,8128,macro_ap,normalized_robustness,0.9998303154351523
tcn,ma,20,covariance,all,43,8128,macro_f1,absolute,0.7369632195840277
tcn,ma,20,covariance,all,43,8128,macro_f1,clean_drop,0.0009418719503824224
tcn,ma,20,covariance,all,43,8128,macro_f1,normalized_robustness,0.9987235865937413
tcn,ma,20,covariance,all,43,8128,micro_auroc,absolute,0.9255253462362728
tcn,ma,20,covariance,all,43,8128,micro_ap,absolute,0.8356798077839848
tcn,ma,20,covariance,all,43,8128,micro_f1,absolute,0.7667221297836938
tcn,ma,20,covariance,all,43,8128,brier,absolute,0.0923447981476783
tcn,ma,20,covariance,all,43,8128,ece,absolute,0.0513187446052327
tcn,ma,20,covariance,all,43,8128,mean_loss,absolute,0.3095602526891138
tcn,ma,20,covariance,all,43,8128,mean_confidence,absolute,0.9127790331840516
tcn,ma,20,covariance,all,43,8128,mean_entropy,absolute,0.2182901097534993
tcn,ma,20,covariance,all,43,8128,clean_agreement,absolute,0.992678405931418
tcn,ma,20,covariance,all,43,8128,probability_shift,absolute,0.0052138254977762
tcn,ma,20,covariance,all,43,8128,auroc_NORM,absolute,0.9424358155519929
tcn,ma,20,covariance,all,43,8128,auroc_NORM,clean_drop,0.00011904917078331412
tcn,ma,20,covariance,all,43,8128,auroc_NORM,normalized_robustness,0.9998736952338385
tcn,ma,20,covariance,all,43,8128,auroc_MI,absolute,0.9052996381727724
tcn,ma,20,covariance,all,43,8128,auroc_MI,clean_drop,0.0004104477611940327
tcn,ma,20,covariance,all,43,8128,auroc_MI,normalized_robustness,0.9995468221359484
tcn,ma,20,covariance,all,43,8128,auroc_STTC,absolute,0.9288701653345092
tcn,ma,20,covariance,all,43,8128,auroc_STTC,clean_drop,-0.000636668593478551
tcn,ma,20,covariance,all,43,8128,auroc_STTC,normalized_robustness,1.0006858927141857
tcn,ma,20,covariance,all,43,8128,auroc_CD,absolute,0.9111447536974496
tcn,ma,20,covariance,all,43,8128,auroc_CD,clean_drop,0.0008855440394394121
tcn,ma,20,covariance,all,43,8128,auroc_CD,normalized_robustness,0.9990290409840158
tcn,ma,20,covariance,all,43,8128,auroc_HYP,absolute,0.8997205849196378
tcn,ma,20,covariance,all,43,8128,auroc_HYP,clean_drop,0.00022143846426403435
tcn,ma,20,covariance,all,43,8128,auroc_HYP,normalized_robustness,0.999753941410102
tcn,ma,20,covariance,all,43,8128,ap_NORM,absolute,0.9232607637419517
tcn,ma,20,covariance,all,43,8128,ap_NORM,clean_drop,-0.0003563934936652302
tcn,ma,20,covariance,all,43,8128,ap_NORM,normalized_robustness,1.0003861651370975
tcn,ma,20,covariance,all,43,8128,ap_MI,absolute,0.7833136538091147
tcn,ma,20,covariance,all,43,8128,ap_MI,clean_drop,0.0003998872951938015
tcn,ma,20,covariance,all,43,8128,ap_MI,normalized_robustness,0.9994897532386262
tcn,ma,20,covariance,all,43,8128,ap_STTC,absolute,0.8173781385441097
tcn,ma,20,covariance,all,43,8128,ap_STTC,clean_drop,-0.000431723505964432
tcn,ma,20,covariance,all,43,8128,ap_STTC,normalized_robustness,1.0005284600030269
tcn,ma,20,covariance,all,43,8128,ap_CD,absolute,0.8310591008244573
tcn,ma,20,covariance,all,43,8128,ap_CD,clean_drop,0.001012439476917426
tcn,ma,20,covariance,all,43,8128,ap_CD,normalized_robustness,0.9987832302525941
tcn,ma,20,covariance,all,43,8128,ap_HYP,absolute,0.6804593283585364
tcn,ma,20,covariance,all,43,8128,ap_HYP,clean_drop,6.066357304668202e-05
tcn,ma,20,covariance,all,43,8128,ap_HYP,normalized_robustness,0.999910857028793
tcn,ma,20,covariance,all,43,8128,f1_NORM,absolute,0.8583690987124464
tcn,ma,20,covariance,all,43,8128,f1_NORM,clean_drop,0.0
tcn,ma,20,covariance,all,43,8128,f1_NORM,normalized_robustness,0.999999999998835
tcn,ma,20,covariance,all,43,8128,f1_MI,absolute,0.7163934426229508
tcn,ma,20,covariance,all,43,8128,f1_MI,clean_drop,-0.00012197900888699653
tcn,ma,20,covariance,all,43,8128,f1_MI,normalized_robustness,1.000170297176536
tcn,ma,20,covariance,all,43,8128,f1_STTC,absolute,0.7651858567543064
tcn,ma,20,covariance,all,43,8128,f1_STTC,clean_drop,-0.0005873166083210091
tcn,ma,20,covariance,all,43,8128,f1_STTC,normalized_robustness,1.0007681372334403
tcn,ma,20,covariance,all,43,8128,f1_CD,absolute,0.740506329113924
tcn,ma,20,covariance,all,43,8128,f1_CD,clean_drop,-0.0005486124120211988
tcn,ma,20,covariance,all,43,8128,f1_CD,normalized_robustness,1.0007414104868935
tcn,ma,20,covariance,all,43,8128,f1_HYP,absolute,0.6043613707165109
tcn,ma,20,covariance,all,43,8128,f1_HYP,clean_drop,0.005967267781141761
tcn,ma,20,covariance,all,43,8128,f1_HYP,normalized_robustness,0.990222861249276
tcn,ma,20,electrode,all,43,8128,macro_auroc,absolute,0.9172445955036446
tcn,ma,20,electrode,all,43,8128,macro_auroc,clean_drop,0.0004495582000682008
tcn,ma,20,electrode,all,43,8128,macro_auroc,normalized_robustness,0.9995101219733684
tcn,ma,20,electrode,all,43,8128,macro_ap,absolute,0.8063110217828058
tcn,ma,20,electrode,all,43,8128,macro_ap,clean_drop,0.000920149941933901
tcn,ma,20,electrode,all,43,8128,macro_ap,normalized_robustness,0.9988601159430368
tcn,ma,20,electrode,all,43,8128,macro_f1,absolute,0.7379295689386517
tcn,ma,20,electrode,all,43,8128,macro_f1,clean_drop,-2.447740424160738e-05
tcn,ma,20,electrode,all,43,8128,macro_f1,normalized_robustness,1.0000331714789916
tcn,ma,20,electrode,all,43,8128,micro_auroc,absolute,0.9252748135099677
tcn,ma,20,electrode,all,43,8128,micro_ap,absolute,0.8349675772015746
tcn,ma,20,electrode,all,43,8128,micro_f1,absolute,0.7670048228837518
tcn,ma,20,electrode,all,43,8128,brier,absolute,0.0926580280065536
tcn,ma,20,electrode,all,43,8128,ece,absolute,0.0524472053959427
tcn,ma,20,electrode,all,43,8128,mean_loss,absolute,0.3103763798620881
tcn,ma,20,electrode,all,43,8128,mean_confidence,absolute,0.912857472896576
tcn,ma,20,electrode,all,43,8128,mean_entropy,absolute,0.2181927338228396
tcn,ma,20,electrode,all,43,8128,clean_agreement,absolute,0.9935125115848008
tcn,ma,20,electrode,all,43,8128,probability_shift,absolute,0.0051958006806671
tcn,ma,20,electrode,all,43,8128,auroc_NORM,absolute,0.9423536976933136
tcn,ma,20,electrode,all,43,8128,auroc_NORM,clean_drop,0.00020116702946260112
tcn,ma,20,electrode,all,43,8128,auroc_NORM,normalized_robustness,0.9997865726038966
