model,kind,snr,condition,active,metric,outcome,noise_seed,uncertainty,n_seeds,mean,std,ci95_low,ci95_high
resnet,bw,20,electrode,all,auroc_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9995048477645837,0.0005847029283246233,0.9980523651701797,1.0009573303589878
resnet,bw,20,electrode,all,auroc_STTC,absolute,8128,training_seed_student_t_95,3,0.9232581798625906,0.004582181123380974,0.9118754109320705,0.9346409487931108
resnet,bw,20,electrode,all,auroc_STTC,clean_drop,8128,training_seed_student_t_95,3,0.0008289589237368741,0.0005444236318042313,-0.0005234643511793335,0.0021813821986530818
resnet,bw,20,electrode,all,auroc_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9991015294018428,0.0005920237257874729,0.9976308609383815,1.0005721978653042
resnet,bw,20,electrode,all,brier,absolute,8128,training_seed_student_t_95,3,0.09631531933943427,0.003036844116357782,0.08877138034537628,0.10385925833349226
resnet,bw,20,electrode,all,clean_agreement,absolute,8128,training_seed_student_t_95,3,0.9900834105653381,0.0016159032228138925,0.986069284431057,0.9940975366996192
resnet,bw,20,electrode,all,ece,absolute,8128,training_seed_student_t_95,3,0.046506799783173236,0.008338872278583143,0.02579189268273215,0.06722170688361433
resnet,bw,20,electrode,all,f1_CD,absolute,8128,training_seed_student_t_95,3,0.709384561205458,0.0069905106661997405,0.6920191700353735,0.7267499523755425
resnet,bw,20,electrode,all,f1_CD,clean_drop,8128,training_seed_student_t_95,3,-0.00048145763061813174,0.003559276261768965,-0.009323190018906588,0.008360274757670325
resnet,bw,20,electrode,all,f1_CD,normalized_robustness,8128,training_seed_student_t_95,3,1.000663257306641,0.005023644891723017,0.9881838315808246,1.0131426830324575
resnet,bw,20,electrode,all,f1_HYP,absolute,8128,training_seed_student_t_95,3,0.6029796508897367,0.025574064108710142,0.5394501537953565,0.6665091479841169
resnet,bw,20,electrode,all,f1_HYP,clean_drop,8128,training_seed_student_t_95,3,-0.0014204437396173237,0.008622436622185087,-0.022839763719698997,0.019998876240464352
resnet,bw,20,electrode,all,f1_HYP,normalized_robustness,8128,training_seed_student_t_95,3,1.0026925320623188,0.014831616034582053,0.9658487553450692,1.0395363087795684
resnet,bw,20,electrode,all,f1_MI,absolute,8128,training_seed_student_t_95,3,0.682315022632189,0.008930106539902092,0.6601314082067449,0.7044986370576332
resnet,bw,20,electrode,all,f1_MI,clean_drop,8128,training_seed_student_t_95,3,0.002513959823566022,0.004386194478231628,-0.008381951290745203,0.013409870937877247
resnet,bw,20,electrode,all,f1_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9964069702132878,0.006269194302519281,0.9808334282243024,1.0119805122022734
resnet,bw,20,electrode,all,f1_NORM,absolute,8128,training_seed_student_t_95,3,0.8458305330055887,0.00162538479278904,0.841792853345766,0.8498682126654115
resnet,bw,20,electrode,all,f1_NORM,clean_drop,8128,training_seed_student_t_95,3,0.001002213396741632,0.001002136482714927,-0.001487231632260501,0.003491658425743765
resnet,bw,20,electrode,all,f1_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9988168106721531,0.001183991816325515,0.9958756119508516,1.0017580093934546
resnet,bw,20,electrode,all,f1_STTC,absolute,8128,training_seed_student_t_95,3,0.7438236860731937,0.011433663779986208,0.7154208906942081,0.7722264814521793
resnet,bw,20,electrode,all,f1_STTC,clean_drop,8128,training_seed_student_t_95,3,0.002731426972611269,0.005755107995822141,-0.011565053834829205,0.017027907780051744
resnet,bw,20,electrode,all,f1_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9964405773710787,0.00771152583770342,0.97728408522274,1.0155970695194174
resnet,bw,20,electrode,all,macro_ap,absolute,8128,training_seed_student_t_95,3,0.7856692789612993,0.0047669036711318405,0.7738276337837064,0.7975109241388922
resnet,bw,20,electrode,all,macro_ap,clean_drop,8128,training_seed_student_t_95,3,0.00039966225703388,0.00064778758176747,-0.001209531304018301,0.002008855818086061
resnet,bw,20,electrode,all,macro_ap,normalized_robustness,8128,training_seed_student_t_95,3,0.9994936636884141,0.0008247552972627889,0.9974448579515431,1.001542469425285
resnet,bw,20,electrode,all,macro_auroc,absolute,8128,training_seed_student_t_95,3,0.9077523291925925,0.0007696373673155808,0.9058404439840954,0.9096642144010897
resnet,bw,20,electrode,all,macro_auroc,clean_drop,8128,training_seed_student_t_95,3,8.235922944336653e-05,0.0001773732095606648,-0.0003582602494750148,0.0005229787083617478
resnet,bw,20,electrode,all,macro_auroc,normalized_robustness,8128,training_seed_student_t_95,3,0.9999093849239337,0.00019521067483018422,0.9994244547248577,1.0003943151230095
resnet,bw,20,electrode,all,macro_f1,absolute,8128,training_seed_student_t_95,3,0.7168666907612332,0.005190382491465844,0.7039730658759341,0.7297603156465323
resnet,bw,20,electrode,all,macro_f1,clean_drop,8128,training_seed_student_t_95,3,0.0008691397645366935,0.0009299082963874283,-0.0014408805029601937,0.003179160032033581
resnet,bw,20,electrode,all,macro_f1,normalized_robustness,8128,training_seed_student_t_95,3,0.9987903983402973,0.0012888048002591267,0.9955888297329284,1.0019919669476662
resnet,bw,20,electrode,all,mean_confidence,absolute,8128,training_seed_student_t_95,3,0.8871808052062988,0.0045351261160954245,0.875914927393902,0.8984466830186957
resnet,bw,20,electrode,all,mean_entropy,absolute,8128,training_seed_student_t_95,3,0.26834572077327773,0.0075394499718339026,0.24961668877262227,0.2870747527739332
resnet,bw,20,electrode,all,mean_loss,absolute,8128,training_seed_student_t_95,3,0.31470573394793505,0.008185620806828763,0.29437152460785554,0.33503994328801456
resnet,bw,20,electrode,all,micro_ap,absolute,8128,training_seed_student_t_95,3,0.8175082185340034,0.006115690939601014,0.802316000037719,0.8327004370302877
resnet,bw,20,electrode,all,micro_auroc,absolute,8128,training_seed_student_t_95,3,0.9163216962311256,0.00379432424603013,0.9068960722810703,0.9257473201811809
resnet,bw,20,electrode,all,micro_f1,absolute,8128,training_seed_student_t_95,3,0.7491193864664357,0.005672842179491119,0.7350272652757285,0.763211507657143
resnet,bw,20,electrode,all,probability_shift,absolute,8128,training_seed_student_t_95,3,0.008806212960431966,0.0017085679447847906,0.004561894895756908,0.013050531025107023
resnet,bw,20,independent,all,ap_CD,absolute,8128,training_seed_student_t_95,3,0.8058166403377983,0.006121763730522611,0.7906093361925701,0.8210239444830265
resnet,bw,20,independent,all,ap_CD,clean_drop,8128,training_seed_student_t_95,3,0.0007722422976164101,0.0010581640189516624,-0.0018563828470461305,0.0034008674422789506
resnet,bw,20,independent,all,ap_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9990425031084547,0.001316675529435705,0.9957716997716851,1.002313306445224
resnet,bw,20,independent,all,ap_HYP,absolute,8128,training_seed_student_t_95,3,0.6405760254176234,0.01932689285718837,0.5925653620207186,0.6885866888145281
resnet,bw,20,independent,all,ap_HYP,clean_drop,8128,training_seed_student_t_95,3,0.0010259155637011668,0.0017615924955282345,-0.003350122787122666,0.005401953914525
resnet,bw,20,independent,all,ap_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9984505074775382,0.0026621714301056348,0.9918373070329504,1.0050637079221258
resnet,bw,20,independent,all,ap_MI,absolute,8128,training_seed_student_t_95,3,0.7626657163815432,0.016744170634206152,0.7210708906576447,0.8042605421054417
resnet,bw,20,independent,all,ap_MI,clean_drop,8128,training_seed_student_t_95,3,0.00044433248348511406,0.0010320640813154475,-0.002119456821821777,0.0030081217887920047
resnet,bw,20,independent,all,ap_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9994277783627322,0.0013623673144822128,0.9960434703396128,1.0028120863858516
resnet,bw,20,independent,all,ap_NORM,absolute,8128,training_seed_student_t_95,3,0.9056823677687175,0.0056896321970923616,0.8915485378621066,0.9198161976753283
resnet,bw,20,independent,all,ap_NORM,clean_drop,8128,training_seed_student_t_95,3,0.0013778539289290108,0.0003826336134428309,0.0004273393400041557,0.002328368517853866
resnet,bw,20,independent,all,ap_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.998482443480588,0.00041284516849793155,0.9974568792284211,0.9995080077327549
resnet,bw,20,independent,all,ap_STTC,absolute,8128,training_seed_student_t_95,3,0.8124892437315966,0.010410803305330948,0.7866273746315295,0.8383511128316636
resnet,bw,20,independent,all,ap_STTC,clean_drop,8128,training_seed_student_t_95,3,-0.0005056318193451167,0.0006763940574945358,-0.002185887805550292,0.0011746241668600583
resnet,bw,20,independent,all,ap_STTC,normalized_robustness,8128,training_seed_student_t_95,3,1.0006165567896925,0.0008293387343929538,0.9985563651637972,1.0026767484155878
resnet,bw,20,independent,all,auroc_CD,absolute,8128,training_seed_student_t_95,3,0.8974455087147238,0.004757854021888274,0.8856263441120946,0.9092646733173531
resnet,bw,20,independent,all,auroc_CD,clean_drop,8128,training_seed_student_t_95,3,0.0008034593636374968,0.0007809797842072323,-0.0011366019704022816,0.0027435206976772755
resnet,bw,20,independent,all,auroc_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9991041973632315,0.0008735315337894235,0.996934224737769,1.001274169988694
resnet,bw,20,independent,all,auroc_HYP,absolute,8128,training_seed_student_t_95,3,0.8924557257276602,0.0035028239316871345,0.8837542287014425,0.9011572227538779
resnet,bw,20,independent,all,auroc_HYP,clean_drop,8128,training_seed_student_t_95,3,0.00039355654330530676,7.86840166972237e-05,0.00019809461011816295,0.0005890184764924506
resnet,bw,20,independent,all,auroc_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9995593934154957,8.659268295399827e-05,0.9993442852662107,0.9997745015647808
resnet,bw,20,independent,all,auroc_MI,absolute,8128,training_seed_student_t_95,3,0.890088572290065,0.006075914002597511,0.8749951651830477,0.9051819793970823
resnet,bw,20,independent,all,auroc_MI,clean_drop,8128,training_seed_student_t_95,3,0.0003260214081109621,0.0004822665197151913,-0.0008719950406132825,0.0015240378568352065
resnet,bw,20,independent,all,auroc_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9996340977250325,0.0005435017422493494,0.9982839645507257,1.0009842308993395
resnet,bw,20,independent,all,auroc_NORM,absolute,8128,training_seed_student_t_95,3,0.9327557565777563,0.001532652228809576,0.9289484373772194,0.9365630757782932
resnet,bw,20,independent,all,auroc_NORM,clean_drop,8128,training_seed_student_t_95,3,0.0008177026985925299,0.0002931399641919341,8.950265873122905e-05,0.0015459027384538307
resnet,bw,20,independent,all,auroc_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9991244435112029,0.00031248554047411684,0.9983481863957441,0.9999007006266617
resnet,bw,20,independent,all,auroc_STTC,absolute,8128,training_seed_student_t_95,3,0.9241270038547958,0.004157492806306798,0.9137992191884464,0.9344547885211453
resnet,bw,20,independent,all,auroc_STTC,clean_drop,8128,training_seed_student_t_95,3,-3.986506846838841e-05,0.00029753148285408573,-0.0007789742454500602,0.0006992441085132833
resnet,bw,20,independent,all,auroc_STTC,normalized_robustness,8128,training_seed_student_t_95,3,1.0000431097238163,0.00032121467365743084,0.9992451682394261,1.0008410512082064
resnet,bw,20,independent,all,brier,absolute,8128,training_seed_student_t_95,3,0.09637773533662153,0.0030056803247457986,0.08891121149254703,0.10384425918069602
resnet,bw,20,independent,all,clean_agreement,absolute,8128,training_seed_student_t_95,3,0.9912264442384924,0.00043798105896678804,0.9901384389728941,0.9923144495040906
resnet,bw,20,independent,all,ece,absolute,8128,training_seed_student_t_95,3,0.04705496323960983,0.008216848752654058,0.026643179381646176,0.06746674709757348
resnet,bw,20,independent,all,f1_CD,absolute,8128,training_seed_student_t_95,3,0.7071417962711259,0.007019552028623116,0.6897042623574459,0.724579330184806
resnet,bw,20,independent,all,f1_CD,clean_drop,8128,training_seed_student_t_95,3,0.0017613073037138955,0.004137857435130025,-0.008517700396611712,0.012040315004039504
resnet,bw,20,independent,all,f1_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9975021508679678,0.0058621315529315664,0.9829398088062694,1.012064492929666
resnet,bw,20,independent,all,f1_HYP,absolute,8128,training_seed_student_t_95,3,0.604058307638458,0.027659142322642657,0.5353491891209633,0.6727674261559528
resnet,bw,20,independent,all,f1_HYP,clean_drop,8128,training_seed_student_t_95,3,-0.0024991004883386423,0.003160655556265869,-0.010350604149414607,0.005352403172737321
resnet,bw,20,independent,all,f1_HYP,normalized_robustness,8128,training_seed_student_t_95,3,1.004321446031627,0.005519874826870566,0.9906093168102265,1.0180335752530276
resnet,bw,20,independent,all,f1_MI,absolute,8128,training_seed_student_t_95,3,0.6813460438787251,0.007476496010644522,0.6627733981871623,0.6999186895702879
resnet,bw,20,independent,all,f1_MI,clean_drop,8128,training_seed_student_t_95,3,0.0034829385770298225,0.0061271036041038816,-0.011737630549537375,0.01870350770359702
resnet,bw,20,independent,all,f1_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.995021312784386,0.008761948238582246,0.9732554267367892,1.0167871988319828
resnet,bw,20,independent,all,f1_NORM,absolute,8128,training_seed_student_t_95,3,0.8467747282908031,0.0012415763611428041,0.8436904816301087,0.8498589749514975
resnet,bw,20,independent,all,f1_NORM,clean_drop,8128,training_seed_student_t_95,3,5.801811152720641e-05,0.0007148223899684636,-0.0017176991445749495,0.0018337353676293625
resnet,bw,20,independent,all,f1_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9999320657523662,0.0008435342918780418,0.9978366104067833,1.002027521097949
resnet,bw,20,independent,all,f1_STTC,absolute,8128,training_seed_student_t_95,3,0.7458044778587619,0.012025991688675212,0.715930258384098,0.7756786973334259
resnet,bw,20,independent,all,f1_STTC,clean_drop,8128,training_seed_student_t_95,3,0.0007506351870430658,0.00546231550866574,-0.012818508761344032,0.014319779135430165
resnet,bw,20,independent,all,f1_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9990844770386159,0.007379028301502412,0.9807539545590079,1.0174149995182238
resnet,bw,20,independent,all,macro_ap,absolute,8128,training_seed_student_t_95,3,0.7854459987274559,0.004832137155837994,0.7734423045904375,0.7974496928644743
resnet,bw,20,independent,all,macro_ap,clean_drop,8128,training_seed_student_t_95,3,0.000622942490877354,0.0003126992858190289,-0.00015384559745346463,0.0013997305792081726
resnet,bw,20,independent,all,macro_ap,normalized_robustness,8128,training_seed_student_t_95,3,0.9992090890426769,0.0003943869996618478,0.998229377423805,1.000188800661549
resnet,bw,20,independent,all,macro_auroc,absolute,8128,training_seed_student_t_95,3,0.9073745134330004,0.0006671644959012607,0.9057171849488117,0.909031841917189
resnet,bw,20,independent,all,macro_auroc,clean_drop,8128,training_seed_student_t_95,3,0.000460174989035574,0.0002695629577112426,-0.0002094565198975849,0.001129806497968733
resnet,bw,20,independent,all,macro_auroc,normalized_robustness,8128,training_seed_student_t_95,3,0.9994932884486131,0.0002963694487451737,0.9987570659243836,1.0002295109728425
resnet,bw,20,independent,all,macro_f1,absolute,8128,training_seed_student_t_95,3,0.7170250707875748,0.004817052564404772,0.7050588488530016,0.728991292722148
resnet,bw,20,independent,all,macro_f1,clean_drop,8128,training_seed_student_t_95,3,0.0007107597381950104,0.0009990071906670133,-0.001770911698419916,0.003192431174809937
resnet,bw,20,independent,all,macro_f1,normalized_robustness,8128,training_seed_student_t_95,3,0.9990136232946193,0.0013908578219127721,0.9955585409275657,1.002468705661673
resnet,bw,20,independent,all,mean_confidence,absolute,8128,training_seed_student_t_95,3,0.887229323387146,0.004515372888478544,0.8760125153124004,0.8984461314618916
resnet,bw,20,independent,all,mean_entropy,absolute,8128,training_seed_student_t_95,3,0.2681943089742071,0.007393824316913609,0.24982703115473298,0.2865615867936812
resnet,bw,20,independent,all,mean_loss,absolute,8128,training_seed_student_t_95,3,0.31489681672764397,0.007989521806864344,0.2950497443086066,0.33474388914668135
resnet,bw,20,independent,all,micro_ap,absolute,8128,training_seed_student_t_95,3,0.8173739243010734,0.006213365827288657,0.8019390679327961,0.8328087806693506
resnet,bw,20,independent,all,micro_auroc,absolute,8128,training_seed_student_t_95,3,0.9162510676021441,0.0036610311487103764,0.9071565620618528,0.9253455731424355
resnet,bw,20,independent,all,micro_f1,absolute,8128,training_seed_student_t_95,3,0.7494197056754907,0.004700755560009162,0.7377423815152966,0.7610970298356847
resnet,bw,20,independent,all,probability_shift,absolute,8128,training_seed_student_t_95,3,0.007929554674774334,0.0012892735149384869,0.004726821715594425,0.011132287633954243
resnet,bw,20,independent_rms,all,ap_CD,absolute,8128,training_seed_student_t_95,3,0.8061960423273903,0.005796553434803902,0.7917966053419965,0.8205954793127841
resnet,bw,20,independent_rms,all,ap_CD,clean_drop,8128,training_seed_student_t_95,3,0.00039284030802440767,0.0003564125260992894,-0.0004925374889880642,0.0012782181050368794
resnet,bw,20,independent_rms,all,ap_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9995143831480121,0.00043865572953705846,0.9984247019078073,1.000604064388217
resnet,bw,20,independent_rms,all,ap_HYP,absolute,8128,training_seed_student_t_95,3,0.6404493538655386,0.020260225434373797,0.5901201638160711,0.690778543915006
resnet,bw,20,independent_rms,all,ap_HYP,clean_drop,8128,training_seed_student_t_95,3,0.001152587115785919,0.000618156070217193,-0.0003829976899689656,0.002688171921540804
resnet,bw,20,independent_rms,all,ap_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9982216183308247,0.0009035926825716181,0.9959769696720147,1.0004662669896347
resnet,bw,20,independent_rms,all,ap_MI,absolute,8128,training_seed_student_t_95,3,0.7631763754053732,0.016878959217993355,0.7212467162773797,0.8051060345333667
resnet,bw,20,independent_rms,all,ap_MI,clean_drop,8128,training_seed_student_t_95,3,-6.632654034477437e-05,0.0006707535514086969,-0.0017325707326689332,0.0015999176519793845
resnet,bw,20,independent_rms,all,ap_MI,normalized_robustness,8128,training_seed_student_t_95,3,1.000094159573585,0.0008912142178545704,0.9978802607257918,1.0023080584213782
resnet,bw,20,independent_rms,all,ap_NORM,absolute,8128,training_seed_student_t_95,3,0.9058203294908852,0.00582660513160187,0.8913462399521743,0.9202944190295961
resnet,bw,20,independent_rms,all,ap_NORM,clean_drop,8128,training_seed_student_t_95,3,0.0012398922067612395,0.0007158314577073345,-0.0005383317125647251,0.003018116126087204
resnet,bw,20,independent_rms,all,ap_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9986340469505236,0.0007836948578512512,0.9966872409996547,1.0005808529013926
resnet,bw,20,independent_rms,all,ap_STTC,absolute,8128,training_seed_student_t_95,3,0.8115743184898991,0.010980569537989437,0.7842970716044207,0.8388515653753775
resnet,bw,20,independent_rms,all,ap_STTC,clean_drop,8128,training_seed_student_t_95,3,0.00040929342235233407,0.0012291780466444553,-0.0026441541177349244,0.003462740962439592
resnet,bw,20,independent_rms,all,ap_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9994840452615678,0.0015227560162950904,0.9957013096157413,1.0032667809073943
resnet,bw,20,independent_rms,all,auroc_CD,absolute,8128,training_seed_student_t_95,3,0.8976015909061502,0.004487807379062803,0.8864532593528871,0.9087499224594133
resnet,bw,20,independent_rms,all,auroc_CD,clean_drop,8128,training_seed_student_t_95,3,0.0006473771722110463,0.00016149078828399334,0.00024621181493946143,0.001048542529482631
resnet,bw,20,independent_rms,all,auroc_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9992787535273485,0.00018279907840681368,0.9988246554430106,0.9997328516116865
resnet,bw,20,independent_rms,all,auroc_HYP,absolute,8128,training_seed_student_t_95,3,0.8924352594453571,0.0037596759925867538,0.8830957065283257,0.9017748123623884
resnet,bw,20,independent_rms,all,auroc_HYP,clean_drop,8128,training_seed_student_t_95,3,0.00041402282560853987,0.0002628922293393657,-0.00023903767541140215,0.001067083326628482
resnet,bw,20,independent_rms,all,auroc_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9995357193601987,0.00029537374242995874,0.9988019703075767,1.0002694684128206
resnet,bw,20,independent_rms,all,auroc_MI,absolute,8128,training_seed_student_t_95,3,0.8904055480174883,0.006146432938779187,0.8751369621617117,0.9056741338732649
resnet,bw,20,independent_rms,all,auroc_MI,clean_drop,8128,training_seed_student_t_95,3,9.045680687602697e-06,0.00040270902844400763,-0.0009913390037200958,0.0010094303650953012
resnet,bw,20,independent_rms,all,auroc_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9999897044734553,0.0004538819551081174,0.9988621991921022,1.0011172097548082
resnet,bw,20,independent_rms,all,auroc_NORM,absolute,8128,training_seed_student_t_95,3,0.932926219928136,0.0013740329784867728,0.9295129327891306,0.9363395070671413
resnet,bw,20,independent_rms,all,auroc_NORM,clean_drop,8128,training_seed_student_t_95,3,0.0006472393482129432,0.0004902659006617425,-0.0005706486643910399,0.001865127360816926
resnet,bw,20,independent_rms,all,auroc_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9993072717549195,0.0005238510224097602,0.9980059536748286,1.0006085898350103
resnet,bw,20,independent_rms,all,auroc_STTC,absolute,8128,training_seed_student_t_95,3,0.9239046193061836,0.004287199861988696,0.9132546244513386,0.9345546141610286
resnet,bw,20,independent_rms,all,auroc_STTC,clean_drop,8128,training_seed_student_t_95,3,0.0001825194801438427,0.00017152359330683064,-0.00024356874643930156,0.000608607706726987
resnet,bw,20,independent_rms,all,auroc_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9998020007586899,0.00018641193999482987,0.9993389278286339,1.0002650736887457
resnet,bw,20,independent_rms,all,brier,absolute,8128,training_seed_student_t_95,3,0.09634221593538916,0.003152090436443321,0.08851198921146979,0.10417244265930854
resnet,bw,20,independent_rms,all,clean_agreement,absolute,8128,training_seed_student_t_95,3,0.9916589434661723,0.0017681912908563023,0.9872665127990221,0.9960513741333226
resnet,bw,20,independent_rms,all,ece,absolute,8128,training_seed_student_t_95,3,0.0476184554144298,0.00894385286471351,0.025400693225124078,0.06983621760373553
resnet,bw,20,independent_rms,all,f1_CD,absolute,8128,training_seed_student_t_95,3,0.7094885105495864,0.004442114844911977,0.6984536855435514,0.7205233355556214
resnet,bw,20,independent_rms,all,f1_CD,clean_drop,8128,training_seed_student_t_95,3,-0.0005854069747464422,0.0009915250308373362,-0.0030484916959633546,0.0018776777464704704
resnet,bw,20,independent_rms,all,f1_CD,normalized_robustness,8128,training_seed_student_t_95,3,1.0008214725076277,0.0013970286410951236,0.997351060975931,1.0042918840393245
resnet,bw,20,independent_rms,all,f1_HYP,absolute,8128,training_seed_student_t_95,3,0.6026580996227218,0.025575881639839874,0.5391240875307199,0.6661921117147236
resnet,bw,20,independent_rms,all,f1_HYP,clean_drop,8128,training_seed_student_t_95,3,-0.0010988924726023825,0.004969123430400287,-0.013442879380248933,0.011245094435044166
resnet,bw,20,independent_rms,all,f1_HYP,normalized_robustness,8128,training_seed_student_t_95,3,1.0021011629464935,0.008201521880811588,0.9817274531488764,1.0224748727441106
resnet,bw,20,independent_rms,all,f1_MI,absolute,8128,training_seed_student_t_95,3,0.6835771748149108,0.012346352315291667,0.6529071354263188,0.7142472142035027
resnet,bw,20,independent_rms,all,f1_MI,clean_drop,8128,training_seed_student_t_95,3,0.0012518076408441308,0.0034450319281253334,-0.00730612608988991,0.009809741371578171
resnet,bw,20,independent_rms,all,f1_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9981939702366086,0.005047747756123112,0.9856546696763755,1.0107332707968417
resnet,bw,20,independent_rms,all,f1_NORM,absolute,8128,training_seed_student_t_95,3,0.8447695272551169,0.0005400759421919102,0.8434279042399255,0.8461111502703083
resnet,bw,20,independent_rms,all,f1_NORM,clean_drop,8128,training_seed_student_t_95,3,0.00206321914721345,0.0017903789802760377,-0.00238432879596024,0.006510767090387139
resnet,bw,20,independent_rms,all,f1_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9975660099733793,0.002108047841488755,0.9923293288322281,1.0028026911145305
resnet,bw,20,independent_rms,all,f1_STTC,absolute,8128,training_seed_student_t_95,3,0.7430523107479754,0.009133440266771342,0.7203635873435509,0.7657410341523999
resnet,bw,20,independent_rms,all,f1_STTC,clean_drop,8128,training_seed_student_t_95,3,0.0035028022978294735,0.00718935862620486,-0.014356554588602246,0.02136215918426119
resnet,bw,20,independent_rms,all,f1_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9954458863691805,0.009540487525182583,0.9717460015196846,1.0191457712186764
resnet,bw,20,independent_rms,all,macro_ap,absolute,8128,training_seed_student_t_95,3,0.7854432839158173,0.005162142831995682,0.7726198102335741,0.7982667575980605
resnet,bw,20,independent_rms,all,macro_ap,clean_drop,8128,training_seed_student_t_95,3,0.0006256573025158104,4.4488019464714974e-05,0.0005151429356437988,0.0007361716693878221
resnet,bw,20,independent_rms,all,macro_ap,normalized_robustness,8128,training_seed_student_t_95,3,0.9992038001292819,6.181123914227718e-05,0.9990502524991205,0.9993573477594433
resnet,bw,20,independent_rms,all,macro_auroc,absolute,8128,training_seed_student_t_95,3,0.9074546475206632,0.0008249300254550002,0.9054054077349006,0.9095038873064257
resnet,bw,20,independent_rms,all,macro_auroc,clean_drop,8128,training_seed_student_t_95,3,0.0003800409013727431,0.00011408559274072247,9.663657808163675e-05,0.0006634452246638495
resnet,bw,20,independent_rms,all,macro_auroc,normalized_robustness,8128,training_seed_student_t_95,3,0.9995814386425678,0.00012528795438923373,0.9992702061102453,0.9998926711748902
resnet,bw,20,independent_rms,all,macro_f1,absolute,8128,training_seed_student_t_95,3,0.7167091245980624,0.0035581639366869806,0.7078701553784578,0.7255480938176669
resnet,bw,20,independent_rms,all,macro_f1,clean_drop,8128,training_seed_student_t_95,3,0.001026705927707594,0.0017665631777947421,-0.0033616802823874456,0.005415092137802634
resnet,bw,20,independent_rms,all,macro_f1,normalized_robustness,8128,training_seed_student_t_95,3,0.9985816108255232,0.0024586129970255617,0.9924740775610882,1.0046891440899581
resnet,bw,20,independent_rms,all,mean_confidence,absolute,8128,training_seed_student_t_95,3,0.8872030774752299,0.0045986813009022826,0.875779319831479,0.8986268351189807
resnet,bw,20,independent_rms,all,mean_entropy,absolute,8128,training_seed_student_t_95,3,0.26824751146127795,0.007518845445114782,0.2495696639424776,0.2869253589800783
resnet,bw,20,independent_rms,all,mean_loss,absolute,8128,training_seed_student_t_95,3,0.31478854098735337,0.008246296604449584,0.2943036046102153,0.3352734773644914
resnet,bw,20,independent_rms,all,micro_ap,absolute,8128,training_seed_student_t_95,3,0.8173777126440448,0.006310802166384125,0.8017008109913286,0.833054614296761
resnet,bw,20,independent_rms,all,micro_auroc,absolute,8128,training_seed_student_t_95,3,0.9163060897148835,0.003770229500339975,0.9069403204312514,0.9256718589985156
resnet,bw,20,independent_rms,all,micro_f1,absolute,8128,training_seed_student_t_95,3,0.7487618649825604,0.004572395483377505,0.7374034049294061,0.7601203250357146
resnet,bw,20,independent_rms,all,probability_shift,absolute,8128,training_seed_student_t_95,3,0.007887759090711634,0.0013505070593918642,0.004532913574532836,0.011242604606890432
resnet,clean,100,clean,all,ap_CD,absolute,8128,training_seed_student_t_95,3,0.8065888826354146,0.00602510731655381,0.791621686333206,0.8215560789376233
resnet,clean,100,clean,all,ap_CD,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,ap_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999987602,9.232891289863949e-15,0.9999999999987372,0.9999999999987832
resnet,clean,100,clean,all,ap_HYP,absolute,8128,training_seed_student_t_95,3,0.6416019409813245,0.02083807946962618,0.5898372819310173,0.6933666000316318
resnet,clean,100,clean,all,ap_HYP,clean_drop,8128,training_seed_student_t_95,3,0.0,0.0,0.0,0.0
resnet,clean,100,clean,all,ap_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9999999999984404,4.981011609709185e-14,0.9999999999983166,0.9999999999985641
resnet,clean,100,clean,all,ap_MI,absolute,8128,training_seed_student_t_95,3,0.7631100488650283,0.017228318328759495,0.7203125335950478,0.8059075641350089
