model,kind,snr,condition,active,metric,outcome,noise_seed,uncertainty,n_seeds,mean,std,ci95_low,ci95_high
tcn,bw,0,independent_rms,all,auroc_CD,clean_drop,8128,training_seed_student_t_95,3,0.0252748017028324,0.004563669346680527,0.0139380185749248,0.03661158483074
tcn,bw,0,independent_rms,all,auroc_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9722948549876226,0.005103100986320228,0.9596180493807913,0.9849716605944538
tcn,bw,0,independent_rms,all,auroc_HYP,absolute,8128,training_seed_student_t_95,3,0.8765010843774492,0.010036768904376745,0.8515683682382729,0.9014338005166256
tcn,bw,0,independent_rms,all,auroc_HYP,clean_drop,8128,training_seed_student_t_95,3,0.02063135461289874,0.0044706275498085975,0.009525700121366852,0.03173700910443063
tcn,bw,0,independent_rms,all,auroc_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9769839396961876,0.005123584995701218,0.9642562489891657,0.9897116304032094
tcn,bw,0,independent_rms,all,auroc_MI,absolute,8128,training_seed_student_t_95,3,0.8727856927483794,0.009020711122708646,0.8503770040619308,0.8951943814348279
tcn,bw,0,independent_rms,all,auroc_MI,clean_drop,8128,training_seed_student_t_95,3,0.03683250414593697,0.004146415073239001,0.026532238094061605,0.04713277019781234
tcn,bw,0,independent_rms,all,auroc_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9594911040925863,0.004755446748053161,0.9476779194896734,0.9713042886954992
tcn,bw,0,independent_rms,all,auroc_NORM,absolute,8128,training_seed_student_t_95,3,0.9201350961879644,0.003819398013605294,0.9106471855463008,0.9296230068296281
tcn,bw,0,independent_rms,all,auroc_NORM,clean_drop,8128,training_seed_student_t_95,3,0.023081201093166952,0.0036013173759937176,0.01413503278759008,0.03202736939874382
tcn,bw,0,independent_rms,all,auroc_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9755288393678985,0.0038220437510780424,0.9660343563500035,0.9850233223857935
tcn,bw,0,independent_rms,all,auroc_STTC,absolute,8128,training_seed_student_t_95,3,0.9063936925645003,0.0013902459433550018,0.9029401301880471,0.9098472549409535
tcn,bw,0,independent_rms,all,auroc_STTC,clean_drop,8128,training_seed_student_t_95,3,0.025184170753813295,0.004672209852267907,0.013577758062726979,0.03679058344489961
tcn,bw,0,independent_rms,all,auroc_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9729776712684455,0.004921223667977669,0.9607526739670154,0.9852026685698756
tcn,bw,0,independent_rms,all,brier,absolute,8128,training_seed_student_t_95,3,0.10515619069337839,0.002052495050484426,0.10005751033535232,0.11025487105140447
tcn,bw,0,independent_rms,all,clean_agreement,absolute,8128,training_seed_student_t_95,3,0.9093605189990731,0.006611420510477032,0.8929368399809611,0.9257841980171851
tcn,bw,0,independent_rms,all,ece,absolute,8128,training_seed_student_t_95,3,0.052102914371130404,0.011498760014448065,0.02353841098122718,0.08066741776103363
tcn,bw,0,independent_rms,all,f1_CD,absolute,8128,training_seed_student_t_95,3,0.6844647251812015,0.004563199571433241,0.6731291090397017,0.6958003413227013
tcn,bw,0,independent_rms,all,f1_CD,clean_drop,8128,training_seed_student_t_95,3,0.05941175826705932,0.0051717012515476,0.046564540154342755,0.0722589763797759
tcn,bw,0,independent_rms,all,f1_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9201694607277027,0.006210872716788162,0.9047407975892392,0.9355981238661661
tcn,bw,0,independent_rms,all,f1_HYP,absolute,8128,training_seed_student_t_95,3,0.5521639832074524,0.022462536482614318,0.49636394923011407,0.6079640171847908
tcn,bw,0,independent_rms,all,f1_HYP,clean_drop,8128,training_seed_student_t_95,3,0.06124320099291195,0.024647915608979255,1.4384313365749246e-05,0.12247201767245816
tcn,bw,0,independent_rms,all,f1_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9010593448835778,0.035039156747638474,0.8140172542199167,0.9881014355472388
tcn,bw,0,independent_rms,all,f1_MI,absolute,8128,training_seed_student_t_95,3,0.6586870011997673,0.013794083563070709,0.6244205980221327,0.6929534043774019
tcn,bw,0,independent_rms,all,f1_MI,clean_drop,8128,training_seed_student_t_95,3,0.0560219038531112,0.009392953237946363,0.03268851449031042,0.07935529321591198
tcn,bw,0,independent_rms,all,f1_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9215705915147452,0.013460326270529703,0.888133287414073,0.9550078956154173
tcn,bw,0,independent_rms,all,f1_NORM,absolute,8128,training_seed_student_t_95,3,0.8231063789167344,0.004546588891711952,0.8118120259911477,0.8344007318423212
tcn,bw,0,independent_rms,all,f1_NORM,clean_drop,8128,training_seed_student_t_95,3,0.03458965195034547,0.0031680313788166204,0.026719825730316234,0.0424594781703747
tcn,bw,0,independent_rms,all,f1_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9596674660408024,0.0037608135348659176,0.9503250873120968,0.9690098447695081
tcn,bw,0,independent_rms,all,f1_STTC,absolute,8128,training_seed_student_t_95,3,0.6710276517006456,0.030281954083252897,0.5958031075778774,0.7462521958234138
tcn,bw,0,independent_rms,all,f1_STTC,clean_drop,8128,training_seed_student_t_95,3,0.10220738951873021,0.03175816059527527,0.02331574512916125,0.18109903390829918
tcn,bw,0,independent_rms,all,f1_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.8678937789662556,0.04055979063630662,0.7671376734671571,0.9686498844653542
tcn,bw,0,independent_rms,all,macro_ap,absolute,8128,training_seed_student_t_95,3,0.7596905295050317,0.011748188382352732,0.7305064117000438,0.7888746473100195
tcn,bw,0,independent_rms,all,macro_ap,clean_drop,8128,training_seed_student_t_95,3,0.04926713814558129,0.008145336092313944,0.029033001584033904,0.06950127470712868
tcn,bw,0,independent_rms,all,macro_ap,normalized_robustness,8128,training_seed_student_t_95,3,0.9390690065059273,0.010325906440624706,0.9134180329090837,0.9647199801027708
tcn,bw,0,independent_rms,all,macro_auroc,absolute,8128,training_seed_student_t_95,3,0.8926598621372673,0.005523357935369426,0.8789390803946907,0.906380643879844
tcn,bw,0,independent_rms,all,macro_auroc,clean_drop,8128,training_seed_student_t_95,3,0.02620080646172962,0.003135308736432193,0.018412267791674652,0.03398934513178459
tcn,bw,0,independent_rms,all,macro_auroc,normalized_robustness,8128,training_seed_student_t_95,3,0.9714801611891697,0.0034793225534454878,0.9628370448229194,0.98012327755542
tcn,bw,0,independent_rms,all,macro_f1,absolute,8128,training_seed_student_t_95,3,0.6778899480411602,0.002895068701166034,0.6706981987025747,0.6850816973797457
tcn,bw,0,independent_rms,all,macro_f1,clean_drop,8128,training_seed_student_t_95,3,0.06269478091643166,0.010730661176876505,0.03603834081526788,0.08935122101759543
tcn,bw,0,independent_rms,all,macro_f1,normalized_robustness,8128,training_seed_student_t_95,3,0.9154532044724907,0.013357761767531097,0.8822706847216012,0.9486357242233802
tcn,bw,0,independent_rms,all,mean_confidence,absolute,8128,training_seed_student_t_95,3,0.8719526529312134,0.00702675949474298,0.854497214679139,0.8894080911832878
tcn,bw,0,independent_rms,all,mean_entropy,absolute,8128,training_seed_student_t_95,3,0.30345326700987335,0.012537450806086243,0.2723085126536459,0.3345980213661008
tcn,bw,0,independent_rms,all,mean_loss,absolute,8128,training_seed_student_t_95,3,0.3383643960923359,0.003882460633402173,0.32871982921863496,0.3480089629660368
tcn,bw,0,independent_rms,all,micro_ap,absolute,8128,training_seed_student_t_95,3,0.7907059147183557,0.003693428285152064,0.7815309302296778,0.7998808992070336
tcn,bw,0,independent_rms,all,micro_auroc,absolute,8128,training_seed_student_t_95,3,0.9005950001110592,0.0034019534724553176,0.8921440791966176,0.9090459210255007
tcn,bw,0,independent_rms,all,micro_f1,absolute,8128,training_seed_student_t_95,3,0.7093511882338696,0.005828822209300694,0.6948715911688372,0.7238307852989019
tcn,bw,0,independent_rms,all,probability_shift,absolute,8128,training_seed_student_t_95,3,0.08308018495639159,0.011174272058771376,0.05532175433418361,0.11083861557859957
tcn,bw,10,covariance,all,ap_CD,absolute,8128,training_seed_student_t_95,3,0.8298093498123652,0.006565799136205189,0.8134990005705423,0.8461196990541882
tcn,bw,10,covariance,all,ap_CD,clean_drop,8128,training_seed_student_t_95,3,0.005238550925344347,0.0008164079441535572,0.0032104811631250706,0.007266620687563624
tcn,bw,10,covariance,all,ap_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9937319707704352,0.000920123682931182,0.9914462568302196,0.9960176847106508
tcn,bw,10,covariance,all,ap_HYP,absolute,8128,training_seed_student_t_95,3,0.6704084197469662,0.012984048940675346,0.6381542541226224,0.70266258537131
tcn,bw,10,covariance,all,ap_HYP,clean_drop,8128,training_seed_student_t_95,3,0.0010795180704062195,0.0053220530676925904,-0.012141194658821642,0.01430023079963408
tcn,bw,10,covariance,all,ap_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9983482221124009,0.007999658548891484,0.9784759686302199,1.0182204755945818
tcn,bw,10,covariance,all,ap_MI,absolute,8128,training_seed_student_t_95,3,0.7886945304496775,0.017657026980990077,0.7448320438493505,0.8325570170500045
tcn,bw,10,covariance,all,ap_MI,clean_drop,8128,training_seed_student_t_95,3,0.005638282337990279,0.003990745182074853,-0.00427527826666495,0.015551842942645507
tcn,bw,10,covariance,all,ap_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9928508343522854,0.005138059161020568,0.9800871878253481,1.0056144808792227
tcn,bw,10,covariance,all,ap_NORM,absolute,8128,training_seed_student_t_95,3,0.9196261190138407,0.003315011864848421,0.911391173025573,0.9278610650021084
tcn,bw,10,covariance,all,ap_NORM,clean_drop,8128,training_seed_student_t_95,3,0.004030723084163597,0.0017103340332171402,-0.00021798218738849125,0.008279428355715684
tcn,bw,10,covariance,all,ap_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9956347988819655,0.0018587682229716993,0.9910173626419355,1.0002522351219953
tcn,bw,10,covariance,all,ap_STTC,absolute,8128,training_seed_student_t_95,3,0.8219879103122599,0.006784329128710167,0.8051347024749136,0.8388411181496063
tcn,bw,10,covariance,all,ap_STTC,clean_drop,8128,training_seed_student_t_95,3,-0.0017250654999494037,0.0008774941532873264,-0.0039048818179438635,0.0004547508180450558
tcn,bw,10,covariance,all,ap_STTC,normalized_robustness,8128,training_seed_student_t_95,3,1.0020986939926375,0.0010550472035866015,0.9994778114465638,1.0047195765387111
tcn,bw,10,covariance,all,auroc_CD,absolute,8128,training_seed_student_t_95,3,0.910095849022424,0.0043460054930363696,0.899299772881832,0.920891925163016
tcn,bw,10,covariance,all,auroc_CD,clean_drop,8128,training_seed_student_t_95,3,0.0026626974884514563,0.0008033893559800545,0.0006669676920673241,0.004658427284835589
tcn,bw,10,covariance,all,auroc_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9970840107665667,0.0008764873672632782,0.9949066954437022,0.9992613260894312
tcn,bw,10,covariance,all,auroc_HYP,absolute,8128,training_seed_student_t_95,3,0.8945033604964516,0.006555998341362442,0.8782173577787024,0.9107893632142009
tcn,bw,10,covariance,all,auroc_HYP,clean_drop,8128,training_seed_student_t_95,3,0.002629078493896375,0.0013868726886228332,-0.0008161042532654839,0.006074261241058234
tcn,bw,10,covariance,all,auroc_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9970675232412322,0.0015474611432008654,0.9932234166579863,1.000911629824478
tcn,bw,10,covariance,all,auroc_MI,absolute,8128,training_seed_student_t_95,3,0.9063285843509724,0.006460540128672433,0.8902797129792598,0.922377455722685
tcn,bw,10,covariance,all,auroc_MI,clean_drop,8128,training_seed_student_t_95,3,0.0032896125433438486,0.0015655351153152765,-0.0005993922756320374,0.007178617362319735
tcn,bw,10,covariance,all,auroc_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9963776206303111,0.0017387230663924301,0.992058393090849,1.0006968481697731
tcn,bw,10,covariance,all,auroc_NORM,absolute,8128,training_seed_student_t_95,3,0.9404990216823009,0.0013007786208301618,0.9372677084556982,0.9437303349089037
tcn,bw,10,covariance,all,auroc_NORM,clean_drop,8128,training_seed_student_t_95,3,0.002717275598830393,0.0009457018263594837,0.00036802202792875,0.005066529169732036
tcn,bw,10,covariance,all,auroc_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9971190333772085,0.0010030741880875413,0.9946272589589278,0.9996108077954893
tcn,bw,10,covariance,all,auroc_STTC,absolute,8128,training_seed_student_t_95,3,0.930332275345683,0.0031954790897692742,0.9223942652317758,0.9382702854595901
tcn,bw,10,covariance,all,auroc_STTC,clean_drop,8128,training_seed_student_t_95,3,0.001245587972630709,0.00010024949357052098,0.000996554425071392,0.0014946215201900263
tcn,bw,10,covariance,all,auroc_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9986631343665849,0.0001033822882135172,0.9984063185257099,0.9989199502074599
tcn,bw,10,covariance,all,brier,absolute,8128,training_seed_student_t_95,3,0.0910277391473452,0.002417326325608001,0.08502276766036992,0.09703271063432048
tcn,bw,10,covariance,all,clean_agreement,absolute,8128,training_seed_student_t_95,3,0.9758727216558541,0.0007772471810570499,0.9739419326220626,0.9778035106896457
tcn,bw,10,covariance,all,ece,absolute,8128,training_seed_student_t_95,3,0.046741561444690834,0.008337976147618274,0.026028880456974223,0.06745424243240744
tcn,bw,10,covariance,all,f1_CD,absolute,8128,training_seed_student_t_95,3,0.7437281902728587,0.005600487818822681,0.7298158072780954,0.7576405732676221
tcn,bw,10,covariance,all,f1_CD,clean_drop,8128,training_seed_student_t_95,3,0.00014829317540199227,0.003656467267884525,-0.00893487505641809,0.009231461407222075
tcn,bw,10,covariance,all,f1_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9998298544633628,0.004895820066872757,0.9876679632054509,1.0119917457212748
tcn,bw,10,covariance,all,f1_HYP,absolute,8128,training_seed_student_t_95,3,0.6082124820555403,0.03391042168894166,0.523974324717728,0.6924506393933527
tcn,bw,10,covariance,all,f1_HYP,clean_drop,8128,training_seed_student_t_95,3,0.005194702144823944,0.014542166144911035,-0.030930041185840803,0.04131944547548869
tcn,bw,10,covariance,all,f1_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9917088755868404,0.023450189117282468,0.9334553764536437,1.049962374720037
tcn,bw,10,covariance,all,f1_MI,absolute,8128,training_seed_student_t_95,3,0.7091758710133181,0.013664917282810373,0.6752303346635607,0.7431214073630755
tcn,bw,10,covariance,all,f1_MI,clean_drop,8128,training_seed_student_t_95,3,0.00553303403956044,0.008793226201686152,-0.01631055077572855,0.027376618854849433
tcn,bw,10,covariance,all,f1_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9922118794231404,0.012293054747287716,0.96167423853317,1.0227495203131107
tcn,bw,10,covariance,all,f1_NORM,absolute,8128,training_seed_student_t_95,3,0.8540981166486151,0.002708223551693666,0.8473705163920858,0.8608257169051444
tcn,bw,10,covariance,all,f1_NORM,clean_drop,8128,training_seed_student_t_95,3,0.0035979142184649295,0.00252541383719453,-0.002675561532208368,0.009871389969138228
tcn,bw,10,covariance,all,f1_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9958056319909475,0.002941042931722419,0.9884996763324696,1.0031115876494254
tcn,bw,10,covariance,all,f1_STTC,absolute,8128,training_seed_student_t_95,3,0.7598897705299096,0.015455886353452197,0.7214952203712475,0.7982843206885717
tcn,bw,10,covariance,all,f1_STTC,clean_drop,8128,training_seed_student_t_95,3,0.013345270689466263,0.010603791742566768,-0.012996008265464163,0.03968654964439669
tcn,bw,10,covariance,all,f1_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.98270105810923,0.013721713100590205,0.9486144331266577,1.0167876830918023
tcn,bw,10,covariance,all,macro_ap,absolute,8128,training_seed_student_t_95,3,0.8061052658670218,0.005303005184483577,0.7929318707028019,0.8192786610312417
tcn,bw,10,covariance,all,macro_ap,clean_drop,8128,training_seed_student_t_95,3,0.002852401783591104,0.0012234028931990824,-0.00018669948003153603,0.005891503047213744
tcn,bw,10,covariance,all,macro_ap,normalized_robustness,8128,training_seed_student_t_95,3,0.9964688651521557,0.001526491359912425,0.9926768503983832,1.0002608799059283
tcn,bw,10,covariance,all,macro_auroc,absolute,8128,training_seed_student_t_95,3,0.9163518181795663,0.00292774043904876,0.9090789077447989,0.9236247286143338
tcn,bw,10,covariance,all,macro_auroc,clean_drop,8128,training_seed_student_t_95,3,0.0025088504194306083,0.0002018882535924383,0.002007332195128433,0.0030103686437327835
tcn,bw,10,covariance,all,macro_auroc,normalized_robustness,8128,training_seed_student_t_95,3,0.9972691606414855,0.00022745566132987638,0.9967041294554319,0.9978341918275392
tcn,bw,10,covariance,all,macro_f1,absolute,8128,training_seed_student_t_95,3,0.7350208861040484,0.007579404815018023,0.7161926007706734,0.7538491714374234
tcn,bw,10,covariance,all,macro_f1,clean_drop,8128,training_seed_student_t_95,3,0.005563842853543499,0.002062064494841826,0.00044139067790900394,0.010686295029177995
tcn,bw,10,covariance,all,macro_f1,normalized_robustness,8128,training_seed_student_t_95,3,0.9925078683054709,0.002677812240397496,0.9858558139341953,0.9991599226767465
tcn,bw,10,covariance,all,mean_confidence,absolute,8128,training_seed_student_t_95,3,0.9034915765126547,0.004413094709680534,0.8925288415189472,0.9144543115063621
tcn,bw,10,covariance,all,mean_entropy,absolute,8128,training_seed_student_t_95,3,0.23698870305824504,0.008916001548951353,0.2148401273727451,0.259137278743745
tcn,bw,10,covariance,all,mean_loss,absolute,8128,training_seed_student_t_95,3,0.30207282839534116,0.008866518172961576,0.2800471762302406,0.3240984805604417
tcn,bw,10,covariance,all,micro_ap,absolute,8128,training_seed_student_t_95,3,0.8388819640969678,0.007643565585281321,0.8198942945745687,0.8578696336193669
tcn,bw,10,covariance,all,micro_auroc,absolute,8128,training_seed_student_t_95,3,0.925847380839957,0.002495527089023788,0.9196481478874953,0.9320466137924187
tcn,bw,10,covariance,all,micro_f1,absolute,8128,training_seed_student_t_95,3,0.7646818476883109,0.006053257004559298,0.7496447236845547,0.7797189716920672
tcn,bw,10,covariance,all,probability_shift,absolute,8128,training_seed_student_t_95,3,0.0222276765853166,0.001611173131828136,0.01822530064843304,0.02623005252220016
tcn,bw,10,electrode,all,ap_CD,absolute,8128,training_seed_student_t_95,3,0.8291482857152115,0.007741501697343276,0.8099173294035001,0.8483792420269228
tcn,bw,10,electrode,all,ap_CD,clean_drop,8128,training_seed_student_t_95,3,0.005899615022497843,0.0005590885325573524,0.004510762114582184,0.007288467930413503
tcn,bw,10,electrode,all,ap_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9929321126202549,0.0007097370607764068,0.9911690280221753,0.9946951972183345
tcn,bw,10,electrode,all,ap_HYP,absolute,8128,training_seed_student_t_95,3,0.6670826959365096,0.00641546413233317,0.6511457995471966,0.6830195923258225
tcn,bw,10,electrode,all,ap_HYP,clean_drop,8128,training_seed_student_t_95,3,0.004405241880862924,0.003181897363685551,-0.0034990293550893553,0.012309513116815204
tcn,bw,10,electrode,all,ap_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9934758957545734,0.0046312688044442924,0.981971186264343,1.0049806052448038
tcn,bw,10,electrode,all,ap_MI,absolute,8128,training_seed_student_t_95,3,0.786975372480823,0.015790217719727852,0.7477502971669849,0.8262004477946612
tcn,bw,10,electrode,all,ap_MI,clean_drop,8128,training_seed_student_t_95,3,0.007357440306844931,0.0021236573160789787,0.002081983081204025,0.012632897532485837
tcn,bw,10,electrode,all,ap_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9907131195838601,0.0027777171035604942,0.9838128877744171,0.9976133513933031
tcn,bw,10,electrode,all,ap_NORM,absolute,8128,training_seed_student_t_95,3,0.9196058635747115,0.0043792255917144834,0.9087272641342062,0.9304844630152168
tcn,bw,10,electrode,all,ap_NORM,clean_drop,8128,training_seed_student_t_95,3,0.004050978523292763,0.0025425753154731667,-0.0022651287027613516,0.010367085749346878
tcn,bw,10,electrode,all,ap_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9956110544409928,0.0027623359360546807,0.9887490315698013,1.0024730773121844
tcn,bw,10,electrode,all,ap_STTC,absolute,8128,training_seed_student_t_95,3,0.8187981471297606,0.005572783500901901,0.8049545854759217,0.8326417087835996
tcn,bw,10,electrode,all,ap_STTC,clean_drop,8128,training_seed_student_t_95,3,0.0014646976825499018,0.0009388529283871792,-0.0008675422826150199,0.003796937647714824
tcn,bw,10,electrode,all,ap_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9982172898633479,0.0011400842073758823,0.9953851636892695,1.0010494160374261
tcn,bw,10,electrode,all,auroc_CD,absolute,8128,training_seed_student_t_95,3,0.9101573114397733,0.00415132843667448,0.8998448399164964,0.9204697829630502
tcn,bw,10,electrode,all,auroc_CD,clean_drop,8128,training_seed_student_t_95,3,0.002601235071102289,0.0010551877777696171,-1.9996680600760635e-05,0.005222466822805338
tcn,bw,10,electrode,all,auroc_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9971521986338859,0.001151704530950037,0.9942912059757947,1.0000131912919772
tcn,bw,10,electrode,all,auroc_HYP,absolute,8128,training_seed_student_t_95,3,0.8943637871614006,0.0038099048852978943,0.8848994587577677,0.9038281155650336
tcn,bw,10,electrode,all,auroc_HYP,clean_drop,8128,training_seed_student_t_95,3,0.002768651828947403,0.0023072183360650367,-0.0029627962488425748,0.00850009990673738
tcn,bw,10,electrode,all,auroc_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9969251991126992,0.0025613616706915998,0.9905624239931812,1.0032879742322172
tcn,bw,10,electrode,all,auroc_MI,absolute,8128,training_seed_student_t_95,3,0.9046460877431026,0.006072831662338868,0.8895603375937622,0.9197318378924431
tcn,bw,10,electrode,all,auroc_MI,clean_drop,8128,training_seed_student_t_95,3,0.0049721091512135995,0.0015521236935263237,0.0011164201508714285,0.008827798151555771
tcn,bw,10,electrode,all,auroc_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9945298604872604,0.0017227569624598217,0.9902502949486865,0.9988094260258343
tcn,bw,10,electrode,all,auroc_NORM,absolute,8128,training_seed_student_t_95,3,0.9398587341104839,0.00182484344192529,0.9353255716984132,0.9443918965225546
tcn,bw,10,electrode,all,auroc_NORM,clean_drop,8128,training_seed_student_t_95,3,0.003357563170647319,0.0014191996558888516,-0.00016792421500558003,0.006883050556300218
tcn,bw,10,electrode,all,auroc_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.9964400047555656,0.0015054314194528765,0.9927003057940952,1.000179703717036
tcn,bw,10,electrode,all,auroc_STTC,absolute,8128,training_seed_student_t_95,3,0.9296803642260256,0.0035693154858284603,0.9208136930226546,0.9385470354293967
tcn,bw,10,electrode,all,auroc_STTC,clean_drop,8128,training_seed_student_t_95,3,0.0018974990922880537,0.0005897129543832524,0.00043257090321506824,0.003362427281361039
tcn,bw,10,electrode,all,auroc_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9979624918638338,0.00063698109525096,0.9963801431034685,0.9995448406241991
tcn,bw,10,electrode,all,brier,absolute,8128,training_seed_student_t_95,3,0.09150099754333492,0.0023707090914266826,0.08561182968580552,0.09739016540086431
tcn,bw,10,electrode,all,clean_agreement,absolute,8128,training_seed_student_t_95,3,0.97494593759654,0.001821627802014979,0.9704207632768378,0.9794711119162423
tcn,bw,10,electrode,all,ece,absolute,8128,training_seed_student_t_95,3,0.04601330949128207,0.007204352240762041,0.028116706401493875,0.06390991258107027
tcn,bw,10,electrode,all,f1_CD,absolute,8128,training_seed_student_t_95,3,0.7401333519286207,0.009634428571944726,0.7162001045821845,0.7640665992750569
tcn,bw,10,electrode,all,f1_CD,clean_drop,8128,training_seed_student_t_95,3,0.0037431315196399715,0.003256060550791266,-0.004345371286222928,0.011831634325502872
tcn,bw,10,electrode,all,f1_CD,normalized_robustness,8128,training_seed_student_t_95,3,0.9949584180807273,0.004420089662575056,0.9839783066607428,1.0059385295007117
tcn,bw,10,electrode,all,f1_HYP,absolute,8128,training_seed_student_t_95,3,0.600038204877061,0.02703347978790964,0.5328833182569066,0.6671930914972155
tcn,bw,10,electrode,all,f1_HYP,clean_drop,8128,training_seed_student_t_95,3,0.013368979323303202,0.011074646099081304,-0.014141966695372427,0.04087992534197883
tcn,bw,10,electrode,all,f1_HYP,normalized_robustness,8128,training_seed_student_t_95,3,0.9786595764379702,0.016624480389094698,0.937362077765678,1.0199570751102625
tcn,bw,10,electrode,all,f1_MI,absolute,8128,training_seed_student_t_95,3,0.7141843877121824,0.010118045942853928,0.689049768216628,0.7393190072077368
tcn,bw,10,electrode,all,f1_MI,clean_drop,8128,training_seed_student_t_95,3,0.0005245173406960291,0.0046591988894015566,-0.011049574326868202,0.01209860900826026
tcn,bw,10,electrode,all,f1_MI,normalized_robustness,8128,training_seed_student_t_95,3,0.9992387083516584,0.006499086276147021,0.9830940830413626,1.0153833336619542
tcn,bw,10,electrode,all,f1_NORM,absolute,8128,training_seed_student_t_95,3,0.8555438336524336,0.0041644141927365515,0.8451988553090366,0.8658888119958306
tcn,bw,10,electrode,all,f1_NORM,clean_drop,8128,training_seed_student_t_95,3,0.002152197214646323,0.005436182708272943,-0.011352029258772189,0.015656423688064837
tcn,bw,10,electrode,all,f1_NORM,normalized_robustness,8128,training_seed_student_t_95,3,0.997497188506255,0.006339619370693017,0.9817487009495688,1.0132456760629414
tcn,bw,10,electrode,all,f1_STTC,absolute,8128,training_seed_student_t_95,3,0.7572318753365105,0.014742099074154021,0.7206104710764987,0.7938532795965223
tcn,bw,10,electrode,all,f1_STTC,clean_drop,8128,training_seed_student_t_95,3,0.016003165882865395,0.008717868270629314,-0.005653219454008145,0.037659551219738935
tcn,bw,10,electrode,all,f1_STTC,normalized_robustness,8128,training_seed_student_t_95,3,0.9792550757785384,0.011373591511023066,0.9510015081883127,1.0075086433687641
tcn,bw,10,electrode,all,macro_ap,absolute,8128,training_seed_student_t_95,3,0.8043220729674032,0.005292450917042972,0.7911748960569521,0.8174692498778543
tcn,bw,10,electrode,all,macro_ap,clean_drop,8128,training_seed_student_t_95,3,0.004635594683209732,0.0012156017885932586,0.0016158724377314873,0.007655316928687976
tcn,bw,10,electrode,all,macro_ap,normalized_robustness,8128,training_seed_student_t_95,3,0.9942645670456981,0.0015270611345628298,0.9904711368932293,0.9980579971981669
tcn,bw,10,electrode,all,macro_auroc,absolute,8128,training_seed_student_t_95,3,0.915741256936157,0.0030189087720783716,0.9082418718071962,0.9232406420651179
tcn,bw,10,electrode,all,macro_auroc,clean_drop,8128,training_seed_student_t_95,3,0.0031194116628398363,0.0004222286200888257,0.002070537624709879,0.004168285700969793
tcn,bw,10,electrode,all,macro_auroc,normalized_robustness,8128,training_seed_student_t_95,3,0.9966045213640092,0.00046588596611208907,0.9954471964662293,0.9977618462617892
tcn,bw,10,electrode,all,macro_f1,absolute,8128,training_seed_student_t_95,3,0.7334263307013617,0.008427412621153185,0.7124914771969337,0.7543611842057896
tcn,bw,10,electrode,all,macro_f1,clean_drop,8128,training_seed_student_t_95,3,0.007158398256230214,0.001095790222266284,0.004436304440964994,0.009880492071495434
tcn,bw,10,electrode,all,macro_f1,normalized_robustness,8128,training_seed_student_t_95,3,0.9903445570814998,0.0013695870192772274,0.9869423143174317,0.9937467998455679
tcn,bw,10,electrode,all,mean_confidence,absolute,8128,training_seed_student_t_95,3,0.9038239518801371,0.004690567574580926,0.8921719360787517,0.9154759676815225
tcn,bw,10,electrode,all,mean_entropy,absolute,8128,training_seed_student_t_95,3,0.23646738777108192,0.00910086550659454,0.21385958455686283,0.259075190985301
tcn,bw,10,electrode,all,mean_loss,absolute,8128,training_seed_student_t_95,3,0.30381389320405017,0.009074248953846084,0.28127220917226947,0.32635557723583086
tcn,bw,10,electrode,all,micro_ap,absolute,8128,training_seed_student_t_95,3,0.8377602462461957,0.007921012843245546,0.8180833595272746,0.8574371329651168
