kind,snr,metric,n,undefined,mean,sd,max
bandpass,0,aVF_requested_abs_error_mv2,2158,0,0.0018199374520162495,0.004138190542433199,0.13032830069192203
bandpass,0,aVF_requested_relative_band_error,2158,0,0.034298727852096256,0.026103954371252732,0.16742124939365638
bandpass,0,aVF_requested_relative_total_error,2158,0,0.03403157584435707,0.025897388364708118,0.16497031915918486
bandpass,0,aVF_baseline_0_0.5_reference_mv2,2158,0,0.0002236948833084166,0.0003238177676996327,0.007094534638234224
bandpass,0,aVF_baseline_0_0.5_abs_error_mv2,2158,0,0.0001304299074802029,0.00021465370401333383,0.0038167436542483374
bandpass,0,aVF_baseline_0_0.5_relative_band_error,2158,0,0.7696889683437773,1.0908758292874734,19.08949690650149
bandpass,0,aVF_baseline_0_0.5_relative_total_error,2158,0,0.0025822580842559885,0.0022053158426616924,0.016276923363312493
bandpass,0,aVF_ecg_0.5_40_reference_mv2,2158,0,0.051483379008130714,0.0680355903261081,1.686839513588258
bandpass,0,aVF_ecg_0.5_40_abs_error_mv2,2158,0,0.0018199374520162495,0.004138190542433199,0.13032830069192203
bandpass,0,aVF_ecg_0.5_40_relative_band_error,2158,0,0.034298727852096256,0.026103954371252732,0.16742124939365638
bandpass,0,aVF_ecg_0.5_40_relative_total_error,2158,0,0.03403157584435707,0.025897388364708118,0.16497031915918486
bandpass,0,aVF_high_40_nyquist_reference_mv2,2158,0,0.00017645878768381514,0.00027770538331753326,0.007669864617034417
bandpass,0,aVF_high_40_nyquist_abs_error_mv2,2158,0,9.742629797085414e-05,0.00017756559341124023,0.004757624874125219
bandpass,0,aVF_high_40_nyquist_relative_band_error,2158,0,0.7136772001339771,0.9058859356086877,11.656166494425475
bandpass,0,aVF_high_40_nyquist_relative_total_error,2158,0,0.0019014630675953895,0.0015906800058746666,0.013009482605280452
bandpass,0,V1_welch_total_reference_mv2,2158,0,0.046119269141552684,0.059602805420833564,1.4053755351704444
bandpass,0,V1_welch_relative_l1,2158,0,0.45884879929425443,0.039795809312510075,0.5852512871330078
bandpass,0,V1_requested_reference_mv2,2158,0,0.04576535624954662,0.05905547880876517,1.3860530513743101
bandpass,0,V1_requested_abs_error_mv2,2158,0,0.0015807363678432408,0.0034119127097258766,0.11533979989029097
bandpass,0,V1_requested_relative_band_error,2158,0,0.03408169955880085,0.02641328249411295,0.18178199003623924
bandpass,0,V1_requested_relative_total_error,2158,0,0.03382090885379367,0.02620757360860813,0.1807575563921275
bandpass,0,V1_baseline_0_0.5_reference_mv2,2158,0,0.00019900402731291774,0.0003814550900392869,0.012013515591041347
bandpass,0,V1_baseline_0_0.5_abs_error_mv2,2158,0,0.0001168372772944791,0.00021415483564165072,0.00490590573782068
bandpass,0,V1_baseline_0_0.5_relative_band_error,2158,0,0.8121712872025288,1.0780062940968114,12.911816871884598
bandpass,0,V1_baseline_0_0.5_relative_total_error,2158,0,0.0025545718970753405,0.002238332075334821,0.015947155591757314
bandpass,0,V1_ecg_0.5_40_reference_mv2,2158,0,0.04576535624954662,0.05905547880876517,1.3860530513743101
bandpass,0,V1_ecg_0.5_40_abs_error_mv2,2158,0,0.0015807363678432408,0.0034119127097258766,0.11533979989029097
bandpass,0,V1_ecg_0.5_40_relative_band_error,2158,0,0.03408169955880085,0.02641328249411295,0.18178199003623924
bandpass,0,V1_ecg_0.5_40_relative_total_error,2158,0,0.03382090885379367,0.02620757360860813,0.1807575563921275
bandpass,0,V1_high_40_nyquist_reference_mv2,2158,0,0.0001549088646930372,0.00025351527191842636,0.007308968205093428
bandpass,0,V1_high_40_nyquist_abs_error_mv2,2158,0,9.168142893146877e-05,0.00018064860103790854,0.004635298211494894
bandpass,0,V1_high_40_nyquist_relative_band_error,2158,0,0.7361793006196915,0.9417504331144808,9.48121139187495
bandpass,0,V1_high_40_nyquist_relative_total_error,2158,0,0.0019376432872481877,0.00165607115528133,0.012904762656674285
bandpass,0,V2_welch_total_reference_mv2,2158,0,0.04613776055359253,0.061434199159847866,1.583313116395221
bandpass,0,V2_welch_relative_l1,2158,0,0.4588483063692157,0.0406313083965614,0.6172126938769813
bandpass,0,V2_requested_reference_mv2,2158,0,0.045785410262476844,0.060999436840212216,1.5748045387097924
bandpass,0,V2_requested_abs_error_mv2,2158,0,0.0016061451117579456,0.0028512916540600498,0.062452886726060974
bandpass,0,V2_requested_relative_band_error,2158,0,0.03434799949931898,0.02603251493287647,0.17054073485898238
bandpass,0,V2_requested_relative_total_error,2158,0,0.03408430523650833,0.025829277121745035,0.16917271801814285
bandpass,0,V2_baseline_0_0.5_reference_mv2,2158,0,0.00019364523684843395,0.0002903547680731538,0.005226092318419024
bandpass,0,V2_baseline_0_0.5_abs_error_mv2,2158,0,0.0001196782557290273,0.0002602402321551438,0.006659104960009226
bandpass,0,V2_baseline_0_0.5_relative_band_error,2158,0,0.7755031569643512,1.0403984053485773,15.904537173395623
bandpass,0,V2_baseline_0_0.5_relative_total_error,2158,0,0.002528520994513682,0.0022154935600546457,0.01836333826660901
bandpass,0,V2_ecg_0.5_40_reference_mv2,2158,0,0.045785410262476844,0.060999436840212216,1.5748045387097924
bandpass,0,V2_ecg_0.5_40_abs_error_mv2,2158,0,0.0016061451117579456,0.0028512916540600498,0.062452886726060974
bandpass,0,V2_ecg_0.5_40_relative_band_error,2158,0,0.03434799949931898,0.02603251493287647,0.17054073485898238
bandpass,0,V2_ecg_0.5_40_relative_total_error,2158,0,0.03408430523650833,0.025829277121745035,0.16917271801814285
bandpass,0,V2_high_40_nyquist_reference_mv2,2158,0,0.0001587050542671472,0.0002464477498682913,0.004706721547774732
bandpass,0,V2_high_40_nyquist_abs_error_mv2,2158,0,8.973077084558088e-05,0.00016675408433483398,0.003479482217794698
bandpass,0,V2_high_40_nyquist_relative_band_error,2158,0,0.738809945144397,0.9952943184235096,12.102010906074998
bandpass,0,V2_high_40_nyquist_relative_total_error,2158,0,0.0019372700903279624,0.0016861830602955456,0.011453753236985692
bandpass,0,V3_welch_total_reference_mv2,2158,0,0.04606983304504535,0.060485798263129525,1.534812722112533
bandpass,0,V3_welch_relative_l1,2158,0,0.45702533676834267,0.04000246757194199,0.6416874184398532
bandpass,0,V3_requested_reference_mv2,2158,0,0.04571392799132213,0.05994893570948118,1.515661100748781
bandpass,0,V3_requested_abs_error_mv2,2158,0,0.0015841837873078691,0.0031037626883699387,0.07357688865910261
bandpass,0,V3_requested_relative_band_error,2158,0,0.03451370251274779,0.02638334334896496,0.20863323569802542
bandpass,0,V3_requested_relative_total_error,2158,0,0.034248340195029606,0.026183995090496272,0.2071499197543651
bandpass,0,V3_baseline_0_0.5_reference_mv2,2158,0,0.00019684185384902757,0.0003403558516474854,0.00978404518231256
bandpass,0,V3_baseline_0_0.5_abs_error_mv2,2158,0,0.00010727376692758924,0.00018135309623451283,0.0042655111204338144
bandpass,0,V3_baseline_0_0.5_relative_band_error,2158,0,0.7703506234667804,1.0817757253632145,12.366189102671894
bandpass,0,V3_baseline_0_0.5_relative_total_error,2158,0,0.0024367740184980252,0.002158263036954189,0.015453643886021511
bandpass,0,V3_ecg_0.5_40_reference_mv2,2158,0,0.04571392799132213,0.05994893570948118,1.515661100748781
bandpass,0,V3_ecg_0.5_40_abs_error_mv2,2158,0,0.0015841837873078691,0.0031037626883699387,0.07357688865910261
bandpass,0,V3_ecg_0.5_40_relative_band_error,2158,0,0.03451370251274779,0.02638334334896496,0.20863323569802542
bandpass,0,V3_ecg_0.5_40_relative_total_error,2158,0,0.034248340195029606,0.026183995090496272,0.2071499197543651
bandpass,0,V3_high_40_nyquist_reference_mv2,2158,0,0.0001590631998741532,0.00027982529996676723,0.00936757618144005
bandpass,0,V3_high_40_nyquist_abs_error_mv2,2158,0,8.977525865825263e-05,0.000163953302081184,0.003738142002578328
bandpass,0,V3_high_40_nyquist_relative_band_error,2158,0,0.7171113879036182,0.9256291778048067,11.438196041269977
bandpass,0,V3_high_40_nyquist_relative_total_error,2158,0,0.0019320707404618085,0.0016314707192419404,0.016258408277389322
bandpass,0,V4_welch_total_reference_mv2,2158,0,0.04621938288064838,0.062456302366279796,1.666903946953671
bandpass,0,V4_welch_relative_l1,2158,0,0.4584107420966741,0.04089480702407696,0.5965236061153215
bandpass,0,V4_requested_reference_mv2,2158,0,0.04586777254985337,0.06206272073614225,1.6610898135618586
bandpass,0,V4_requested_abs_error_mv2,2158,0,0.0015903974962949363,0.0027109441944164147,0.04486567353941273
bandpass,0,V4_requested_relative_band_error,2158,0,0.03466062914881159,0.025672843057578117,0.15263114838176634
bandpass,0,V4_requested_relative_total_error,2158,0,0.03439216903482593,0.025468578446368375,0.15111443574550323
bandpass,0,V4_baseline_0_0.5_reference_mv2,2158,0,0.00019329237522152293,0.0002532074413956567,0.0035676884712891165
bandpass,0,V4_baseline_0_0.5_abs_error_mv2,2158,0,0.00012208729435009597,0.000293522901551931,0.010395080862597668
bandpass,0,V4_baseline_0_0.5_relative_band_error,2158,0,0.7950468502977878,1.1155802075497112,16.353549170385403
bandpass,0,V4_baseline_0_0.5_relative_total_error,2158,0,0.0025788642282550973,0.0022259946584076763,0.01616894336698764
bandpass,0,V4_ecg_0.5_40_reference_mv2,2158,0,0.04586777254985337,0.06206272073614225,1.6610898135618586
bandpass,0,V4_ecg_0.5_40_abs_error_mv2,2158,0,0.0015903974962949363,0.0027109441944164147,0.04486567353941273
bandpass,0,V4_ecg_0.5_40_relative_band_error,2158,0,0.03466062914881159,0.025672843057578117,0.15263114838176634
bandpass,0,V4_ecg_0.5_40_relative_total_error,2158,0,0.03439216903482593,0.025468578446368375,0.15111443574550323
bandpass,0,V4_high_40_nyquist_reference_mv2,2158,0,0.0001583179555735653,0.00024933235858853425,0.00471295180132847
bandpass,0,V4_high_40_nyquist_abs_error_mv2,2158,0,8.523865495631438e-05,0.00014574383477290384,0.002477213124088614
bandpass,0,V4_high_40_nyquist_relative_band_error,2158,0,0.6896156021804571,0.885928136991645,12.517418427280347
bandpass,0,V4_high_40_nyquist_relative_total_error,2158,0,0.0018805571284981131,0.0016137416127130044,0.010867025582205028
bandpass,0,V5_welch_total_reference_mv2,2158,0,0.0460847856632783,0.06078257148505119,1.4719757197595322
bandpass,0,V5_welch_relative_l1,2158,0,0.45810544461633523,0.04068888800536356,0.601306618703787
bandpass,0,V5_requested_reference_mv2,2158,0,0.04573841176966079,0.06034220936650155,1.4631304089707813
bandpass,0,V5_requested_abs_error_mv2,2158,0,0.0015641061220912301,0.0027133450518834422,0.05039703398120321
bandpass,0,V5_requested_relative_band_error,2158,0,0.03437244845384128,0.02601346626216163,0.19019606566622405
bandpass,0,V5_requested_relative_total_error,2158,0,0.03411321048561817,0.025815759302658156,0.1889086066013885
bandpass,0,V5_baseline_0_0.5_reference_mv2,2158,0,0.0001926714096335828,0.00029485987524652496,0.005819733848941518
bandpass,0,V5_baseline_0_0.5_abs_error_mv2,2158,0,0.00011163890744370521,0.00018189441911271883,0.0025996017439647635
bandpass,0,V5_baseline_0_0.5_relative_band_error,2158,0,0.8495968959182755,1.2563841921464727,18.681949535775406
bandpass,0,V5_baseline_0_0.5_relative_total_error,2158,0,0.0025254676944860962,0.002160439478965314,0.017215622970020876
bandpass,0,V5_ecg_0.5_40_reference_mv2,2158,0,0.04573841176966079,0.06034220936650155,1.4631304089707813
bandpass,0,V5_ecg_0.5_40_abs_error_mv2,2158,0,0.0015641061220912301,0.0027133450518834422,0.05039703398120321
bandpass,0,V5_ecg_0.5_40_relative_band_error,2158,0,0.03437244845384128,0.02601346626216163,0.19019606566622405
bandpass,0,V5_ecg_0.5_40_relative_total_error,2158,0,0.03411321048561817,0.025815759302658156,0.1889086066013885
bandpass,0,V5_high_40_nyquist_reference_mv2,2158,0,0.00015370248398401462,0.00022674922965635206,0.003611092322108039
bandpass,0,V5_high_40_nyquist_abs_error_mv2,2158,0,8.899750892454601e-05,0.00019590373897643645,0.0060280378437102865
bandpass,0,V5_high_40_nyquist_relative_band_error,2158,0,0.721956086874244,0.954163155219514,12.126131233454178
bandpass,0,V5_high_40_nyquist_relative_total_error,2158,0,0.0018846027821889408,0.0016441158467143994,0.01004109082351036
bandpass,0,V6_welch_total_reference_mv2,2158,0,0.04615217646222461,0.061657196591778644,1.5362360614529442
bandpass,0,V6_welch_relative_l1,2158,0,0.4596581384028252,0.040093910599486665,0.641680204998946
bandpass,0,V6_requested_reference_mv2,2158,0,0.04580063762789172,0.061243276253479896,1.5281178241047602
bandpass,0,V6_requested_abs_error_mv2,2158,0,0.001513883294658548,0.0025477900311441466,0.05984302198555458
bandpass,0,V6_requested_relative_band_error,2158,0,0.033778690688962026,0.025605047277731715,0.17307532107380677
bandpass,0,V6_requested_relative_total_error,2158,0,0.03352053535192687,0.02541064138035495,0.17184292613891752
bandpass,0,V6_baseline_0_0.5_reference_mv2,2158,0,0.0001943616731600111,0.0002731384552681788,0.004219803488091688
bandpass,0,V6_baseline_0_0.5_abs_error_mv2,2158,0,0.00012167652490059068,0.00022640963927500238,0.00417501246690655
bandpass,0,V6_baseline_0_0.5_relative_band_error,2158,0,0.8072801388760141,1.0933509793081122,17.188093485291088
bandpass,0,V6_baseline_0_0.5_relative_total_error,2158,0,0.002561517649747055,0.0022061352541351826,0.015363726942706683
bandpass,0,V6_ecg_0.5_40_reference_mv2,2158,0,0.04580063762789172,0.061243276253479896,1.5281178241047602
bandpass,0,V6_ecg_0.5_40_abs_error_mv2,2158,0,0.001513883294658548,0.0025477900311441466,0.05984302198555458
bandpass,0,V6_ecg_0.5_40_relative_band_error,2158,0,0.033778690688962026,0.025605047277731715,0.17307532107380677
bandpass,0,V6_ecg_0.5_40_relative_total_error,2158,0,0.03352053535192687,0.02541064138035495,0.17184292613891752
bandpass,0,V6_high_40_nyquist_reference_mv2,2158,0,0.00015717716117285064,0.00022197067681888942,0.0038984338600920494
bandpass,0,V6_high_40_nyquist_abs_error_mv2,2158,0,8.752785967916304e-05,0.00016446104002385817,0.00442694630641248
bandpass,0,V6_high_40_nyquist_relative_band_error,2158,0,0.7000732773643991,0.893911244214655,10.15072235385048
bandpass,0,V6_high_40_nyquist_relative_total_error,2158,0,0.0019130808207685566,0.001650859534908571,0.014137048088183213
bandpass,0,aggregate_welch_total_reference_mv2,2158,0,0.053293874960245756,0.07018640984488098,1.744581650877414
bandpass,0,aggregate_welch_relative_l1,2158,0,0.20947692646904378,0.01860644081977463,0.277968160387579
bandpass,0,aggregate_requested_reference_mv2,2158,0,0.05288357081338655,0.06964411873418533,1.7304992503549752
bandpass,0,aggregate_requested_abs_error_mv2,2158,0,0.0008443168576391046,0.0015023384991392726,0.026771237007855164
bandpass,0,aggregate_requested_relative_band_error,2158,0,0.015711938139418347,0.011729729891902943,0.06615877839518926
bandpass,0,aggregate_requested_relative_total_error,2158,0,0.015590305649848894,0.011637906646831814,0.06544913935585833
bandpass,0,aggregate_baseline_0_0.5_reference_mv2,2158,0,0.00022624720687558082,0.0003014955418058726,0.0070849336561910675
bandpass,0,aggregate_baseline_0_0.5_abs_error_mv2,2158,0,6.158940831914306e-05,9.806183500679064e-05,0.0024218505471672756
bandpass,0,aggregate_baseline_0_0.5_relative_band_error,2158,0,0.2892898895062683,0.24953758834124595,2.138073251034649
bandpass,0,aggregate_baseline_0_0.5_relative_total_error,2158,0,0.0011887622933291627,0.0009484864488596138,0.0064892316697958835
bandpass,0,aggregate_ecg_0.5_40_reference_mv2,2158,0,0.05288357081338655,0.06964411873418533,1.7304992503549752
bandpass,0,aggregate_ecg_0.5_40_abs_error_mv2,2158,0,0.0008443168576391046,0.0015023384991392726,0.026771237007855164
bandpass,0,aggregate_ecg_0.5_40_relative_band_error,2158,0,0.015711938139418347,0.011729729891902943,0.06615877839518926
bandpass,0,aggregate_ecg_0.5_40_relative_total_error,2158,0,0.015590305649848894,0.011637906646831814,0.06544913935585833
bandpass,0,aggregate_high_40_nyquist_reference_mv2,2158,0,0.0001840569399835495,0.0002595509573553324,0.006997466866247307
bandpass,0,aggregate_high_40_nyquist_abs_error_mv2,2158,0,4.787558114075548e-05,8.604786213938679e-05,0.0019829837151540287
bandpass,0,aggregate_high_40_nyquist_relative_band_error,2158,0,0.26818069372762343,0.22616541832080025,2.080754283454157
bandpass,0,aggregate_high_40_nyquist_relative_total_error,2158,0,0.0008970605440491549,0.0007133373264125146,0.0053208317812164915
bw,20,covariance_relative_frobenius,2158,0,4.674910746841935e-09,1.5422947113669291e-09,1.907011939136901e-08
bw,20,correlation_mae,2158,0,1.2060108076628239e-09,2.3991493610322853e-10,2.0707987460220693e-09
bw,20,correlation_undefined_cells,2158,0,0.0,0.0,0.0
bw,20,variance_relative_error_max,2158,0,1.0549894113801435e-08,2.7361837436009973e-09,2.412981987016026e-08
bw,20,variance_zero_denominators,2158,0,0.0,0.0,0.0
bw,20,actual_snr_abs_difference_db,2158,0,8.077978352955646e-09,6.8678648484141465e-09,5.442169737079894e-08
bw,20,I_welch_total_reference_mv2,2158,0,0.00011280946610786126,0.00021611397015915127,0.0036987594686214076
bw,20,I_welch_relative_l1,2158,0,0.5136197527325957,0.5118304254112668,9.593844072827194
bw,20,I_requested_reference_mv2,2158,0,4.1019999877243754e-05,8.048387237648192e-05,0.0014372428271773768
bw,20,I_requested_abs_error_mv2,2158,0,1.8871002246433548e-05,5.098715562290623e-05,0.0012280731876264843
bw,20,I_requested_relative_band_error,2158,0,0.47108236553792254,0.5108932171607885,7.518067920102252
bw,20,I_requested_relative_total_error,2158,0,0.17495670827111431,0.19778410772822946,3.946957242108863
bw,20,I_baseline_0_0.5_reference_mv2,2158,0,7.160025637493644e-05,0.00013622865747602608,0.0023205448929338917
bw,20,I_baseline_0_0.5_abs_error_mv2,2158,0,3.0107347811457205e-05,8.403425620744529e-05,0.0020070655076764726
bw,20,I_baseline_0_0.5_relative_band_error,2158,0,0.4751503296637334,0.5816352023682292,11.107330674823842
bw,20,I_baseline_0_0.5_relative_total_error,2158,0,0.2900892173078767,0.32869660846450544,6.4010855926790535
bw,20,I_ecg_0.5_40_reference_mv2,2158,0,4.1019999877243754e-05,8.048387237648192e-05,0.0014372428271773768
bw,20,I_ecg_0.5_40_abs_error_mv2,2158,0,1.8871002246433548e-05,5.098715562290623e-05,0.0012280731876264843
bw,20,I_ecg_0.5_40_relative_band_error,2158,0,0.47108236553792254,0.5108932171607885,7.518067920102252
bw,20,I_ecg_0.5_40_relative_total_error,2158,0,0.17495670827111431,0.19778410772822946,3.946957242108863
bw,20,I_high_40_nyquist_reference_mv2,2158,0,1.8920985568094727e-07,5.176854677849064e-07,1.0241603178191026e-05
bw,20,I_high_40_nyquist_abs_error_mv2,2158,0,1.735688132193208e-07,7.0062041789674e-07,2.490574273128938e-05
bw,20,I_high_40_nyquist_relative_band_error,2158,0,1.47734294712408,4.696521069106112,111.36866846687613
bw,20,I_high_40_nyquist_relative_total_error,2158,0,0.0018377802283318853,0.0026160152611220083,0.038780147231357476
bw,20,II_welch_total_reference_mv2,2158,0,0.0001097773093928598,0.0001825090312931345,0.0033769208484412056
bw,20,II_welch_relative_l1,2158,0,0.5060251842984486,0.5132816947400682,10.517200803903838
bw,20,II_requested_reference_mv2,2158,0,3.968634021442613e-05,6.560056968195169e-05,0.0012001664857077337
bw,20,II_requested_abs_error_mv2,2158,0,1.755141890200677e-05,3.498779520048624e-05,0.0004981455927183503
bw,20,II_requested_relative_band_error,2158,0,0.46662894493196544,0.5135642117100641,9.429925616416217
bw,20,II_requested_relative_total_error,2158,0,0.17294738475704127,0.19390060546795498,3.6542842067535246
bw,20,II_baseline_0_0.5_reference_mv2,2158,0,6.99138188033592e-05,0.00011738070156685012,0.0021761007189497064
bw,20,II_baseline_0_0.5_abs_error_mv2,2158,0,2.806271584483801e-05,5.320652676080867e-05,0.0008344166178284706
bw,20,II_baseline_0_0.5_relative_band_error,2158,0,0.4675108173305386,0.5711887487250233,11.183738096749398
bw,20,II_baseline_0_0.5_relative_total_error,2158,0,0.2868473874257695,0.3311338517258453,6.843702461591619
bw,20,II_ecg_0.5_40_reference_mv2,2158,0,3.968634021442613e-05,6.560056968195169e-05,0.0012001664857077337
bw,20,II_ecg_0.5_40_abs_error_mv2,2158,0,1.755141890200677e-05,3.498779520048624e-05,0.0004981455927183503
bw,20,II_ecg_0.5_40_relative_band_error,2158,0,0.46662894493196544,0.5135642117100641,9.429925616416217
bw,20,II_ecg_0.5_40_relative_total_error,2158,0,0.17294738475704127,0.19390060546795498,3.6542842067535246
bw,20,II_high_40_nyquist_reference_mv2,2158,0,1.7715037507441532e-07,3.8361469842615723e-07,9.406304926339157e-06
bw,20,II_high_40_nyquist_abs_error_mv2,2158,0,1.5201309954787654e-07,3.580698025165148e-07,8.868721711020531e-06
bw,20,II_high_40_nyquist_relative_band_error,2158,0,1.57786705578715,5.968482029905059,152.80642397298038
bw,20,II_high_40_nyquist_relative_total_error,2158,0,0.0018529861866247838,0.002757402064852352,0.055197648325391355
bw,20,III_welch_total_reference_mv2,2158,0,0.00010891406292474924,0.0001815453532377536,0.004100373043567217
bw,20,III_welch_relative_l1,2158,0,0.5169410127129646,0.4780513167480787,4.835967372275251
bw,20,III_requested_reference_mv2,2158,0,3.935824700887913e-05,6.762881137372537e-05,0.0015125399748994062
bw,20,III_requested_abs_error_mv2,2158,0,1.6989243315688167e-05,2.8316461019251797e-05,0.0003552751349255205
bw,20,III_requested_relative_band_error,2158,0,0.4736101214968468,0.48171970102336054,7.259180118368139
bw,20,III_requested_relative_total_error,2158,0,0.1763616471494287,0.17977152637059632,2.2436559285756763
bw,20,III_baseline_0_0.5_reference_mv2,2158,0,6.938139495810381e-05,0.00011467830300035559,0.002587074207127978
bw,20,III_baseline_0_0.5_abs_error_mv2,2158,0,2.8025255108208663e-05,4.774283654552034e-05,0.0007121787024858097
bw,20,III_baseline_0_0.5_relative_band_error,2158,0,0.4801532934099359,0.5592203131136837,7.512202213147477
bw,20,III_baseline_0_0.5_relative_total_error,2158,0,0.29348813162346704,0.3102812245264298,3.095829934865573
bw,20,III_ecg_0.5_40_reference_mv2,2158,0,3.935824700887913e-05,6.762881137372537e-05,0.0015125399748994062
bw,20,III_ecg_0.5_40_abs_error_mv2,2158,0,1.6989243315688167e-05,2.8316461019251797e-05,0.0003552751349255205
bw,20,III_ecg_0.5_40_relative_band_error,2158,0,0.4736101214968468,0.48171970102336054,7.259180118368139
bw,20,III_ecg_0.5_40_relative_total_error,2158,0,0.1763616471494287,0.17977152637059632,2.2436559285756763
bw,20,III_high_40_nyquist_reference_mv2,2158,0,1.7442095776640777e-07,3.9468743701551777e-07,9.58140778678378e-06
bw,20,III_high_40_nyquist_abs_error_mv2,2158,0,1.5191298580360754e-07,4.312476765860525e-07,1.0987821314328828e-05
bw,20,III_high_40_nyquist_relative_band_error,2158,0,1.3934761217965763,3.609274811985917,58.55884582218946
bw,20,III_high_40_nyquist_relative_total_error,2158,0,0.0018003657060922955,0.002318704625084334,0.02297233032148699
bw,20,aVR_welch_total_reference_mv2,2158,0,8.406487203333188e-05,0.00015804287667175903,0.0025998648930175457
bw,20,aVR_welch_relative_l1,2158,0,0.4911696277683157,0.4740015693266981,11.968231286994218
bw,20,aVR_requested_reference_mv2,2158,0,3.051360830383176e-05,5.750209688685952e-05,0.0009396067907121452
bw,20,aVR_requested_abs_error_mv2,2158,0,1.4006744146743706e-05,3.5901782315462506e-05,0.0008091685400589431
bw,20,aVR_requested_relative_band_error,2158,0,0.45513054370974254,0.4757092390162969,9.697773218491442
bw,20,aVR_requested_relative_total_error,2158,0,0.1671920120562278,0.1747844746575537,4.057482399343652
bw,20,aVR_baseline_0_0.5_reference_mv2,2158,0,5.341168885210974e-05,0.00010094991067181125,0.0016566531126601621
bw,20,aVR_baseline_0_0.5_abs_error_mv2,2158,0,2.2120085785741464e-05,5.507976333940765e-05,0.0013871421224045985
bw,20,aVR_baseline_0_0.5_relative_band_error,2158,0,0.4514077711771989,0.5214599908721407,13.582592349917682
bw,20,aVR_baseline_0_0.5_relative_total_error,2158,0,0.280380395316102,0.3124119800172996,7.893152212021905
bw,20,aVR_ecg_0.5_40_reference_mv2,2158,0,3.051360830383176e-05,5.750209688685952e-05,0.0009396067907121452
bw,20,aVR_ecg_0.5_40_abs_error_mv2,2158,0,1.4006744146743706e-05,3.5901782315462506e-05,0.0008091685400589431
bw,20,aVR_ecg_0.5_40_relative_band_error,2158,0,0.45513054370974254,0.4757092390162969,9.697773218491442
bw,20,aVR_ecg_0.5_40_relative_total_error,2158,0,0.1671920120562278,0.1747844746575537,4.057482399343652
bw,20,aVR_high_40_nyquist_reference_mv2,2158,0,1.395748773903459e-07,3.6491938927264087e-07,9.279704357243101e-06
bw,20,aVR_high_40_nyquist_abs_error_mv2,2158,0,1.2217100470667062e-07,4.0587330762286764e-07,1.1040376226411793e-05
bw,20,aVR_high_40_nyquist_relative_band_error,2158,0,1.4515697158215732,5.016561803983689,115.03450052288366
bw,20,aVR_high_40_nyquist_relative_total_error,2158,0,0.0017052183536330223,0.002276258135320638,0.02541598659989337
bw,20,aVL_welch_total_reference_mv2,2158,0,8.341743717269685e-05,0.00015306683409388805,0.0030108422931659786
bw,20,aVL_welch_relative_l1,2158,0,0.49935068058765886,0.43914557411534727,4.700702122559327
bw,20,aVL_requested_reference_mv2,2158,0,3.0267538404593116e-05,5.82575334211269e-05,0.0013875869366733323
bw,20,aVL_requested_abs_error_mv2,2158,0,1.3367128737782881e-05,3.025444787693634e-05,0.0006729634745479638
bw,20,aVL_requested_relative_band_error,2158,0,0.46055041013536296,0.4558606843949435,6.317530835723345
bw,20,aVL_requested_relative_total_error,2158,0,0.17050094031870533,0.16954449706619626,2.6540273534565726
bw,20,aVL_baseline_0_0.5_reference_mv2,2158,0,5.3012370956476325e-05,9.537064613392481e-05,0.001737799938798087
bw,20,aVL_baseline_0_0.5_abs_error_mv2,2158,0,2.1701844430630778e-05,5.111689392760226e-05,0.0012220814110901895
bw,20,aVL_baseline_0_0.5_relative_band_error,2158,0,0.46034691576722975,0.4918097624482934,6.459601708666001
bw,20,aVL_baseline_0_0.5_relative_total_error,2158,0,0.2836393162561357,0.2861148098296406,2.754074973034596
bw,20,aVL_ecg_0.5_40_reference_mv2,2158,0,3.0267538404593116e-05,5.82575334211269e-05,0.0013875869366733323
bw,20,aVL_ecg_0.5_40_abs_error_mv2,2158,0,1.3367128737782881e-05,3.025444787693634e-05,0.0006729634745479638
bw,20,aVL_ecg_0.5_40_relative_band_error,2158,0,0.46055041013536296,0.4558606843949435,6.317530835723345
bw,20,aVL_ecg_0.5_40_relative_total_error,2158,0,0.17050094031870533,0.16954449706619626,2.6540273534565726
bw,20,aVL_high_40_nyquist_reference_mv2,2158,0,1.375278116272851e-07,3.702187434937628e-07,9.412162071164976e-06
bw,20,aVL_high_40_nyquist_abs_error_mv2,2158,0,1.2235516402143753e-07,4.979453322680372e-07,1.7279551386187287e-05
bw,20,aVL_high_40_nyquist_relative_band_error,2158,0,1.3386097282528788,3.511309157071759,63.57739623107494
bw,20,aVL_high_40_nyquist_relative_total_error,2158,0,0.0017368410006591791,0.0023910674616434637,0.03355536425436178
bw,20,aVF_welch_total_reference_mv2,2158,0,8.114331964481667e-05,0.00012304711626634469,0.0029859957624409146
bw,20,aVF_welch_relative_l1,2158,0,0.4960895465410823,0.4494332699594892,6.016720429664585
bw,20,aVF_requested_reference_mv2,2158,0,2.9267293656090468e-05,4.400695989087636e-05,0.0010896980249405644
bw,20,aVF_requested_abs_error_mv2,2158,0,1.244258134591753e-05,2.009800434965153e-05,0.00029307447440362955
bw,20,aVF_requested_relative_band_error,2158,0,0.46194338515064387,0.4833501240277899,7.1164987203620935
bw,20,aVF_requested_relative_total_error,2158,0,0.16997859494845,0.17118093931578673,2.1679935506964094
