model,kind,snr,condition,active,metric,outcome,n_noise_replays,n_fixed_training_seeds,mean,std,uncertainty
resnet,bandpass,10,independent_rms,all,auroc_NORM,clean_drop,5,3,0.00847838649269835,0.00036606573392950343,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,auroc_NORM,normalized_robustness,5,3,0.9909157442352605,0.00039210862322131863,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,auroc_STTC,absolute,5,3,0.9130322426328767,0.0010541518592543772,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,auroc_STTC,clean_drop,5,3,0.011054896153450818,0.0010541518592543683,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,auroc_STTC,normalized_robustness,5,3,0.9880262149773704,0.0011407749691902847,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,brier,absolute,5,3,0.10319526294867191,0.0004276152439060103,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,clean_agreement,absolute,5,3,0.9469014519616928,0.0010197900635398212,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,ece,absolute,5,3,0.05427787504841648,0.0006818224210767127,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_CD,absolute,5,3,0.7072904937011658,0.0024770818640138356,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_CD,clean_drop,5,3,0.001612609873674013,0.002477081864013846,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_CD,normalized_robustness,5,3,0.9977130386287263,0.0034954895607412348,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_HYP,absolute,5,3,0.5754813680599653,0.0036073028890487514,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_HYP,clean_drop,5,3,0.026077839090154063,0.0036073028890487423,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_HYP,normalized_robustness,5,3,0.9576805524949036,0.005983476393607047,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_MI,absolute,5,3,0.667009714006866,0.0017024746023408988,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_MI,clean_drop,5,3,0.017819268448888984,0.0017024746023408866,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_MI,normalized_robustness,5,3,0.9739535278801457,0.0024527878745784874,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_NORM,absolute,5,3,0.8271079773442865,0.0028195696135455235,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_NORM,clean_drop,5,3,0.019724769058043854,0.002819569613545567,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_NORM,normalized_robustness,5,3,0.9767187496564524,0.003331081703607406,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_STTC,absolute,5,3,0.7168951309397938,0.002512817467280097,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_STTC,clean_drop,5,3,0.029659982106011052,0.002512817467280078,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,f1_STTC,normalized_robustness,5,3,0.9604011824208347,0.00338919048236393,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,macro_ap,absolute,5,3,0.7707491653344057,0.0009738805080754012,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,macro_ap,clean_drop,5,3,0.015319775883927456,0.0009738805080753772,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,macro_ap,normalized_robustness,5,3,0.9804901605641996,0.0012419026083744379,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,macro_auroc,absolute,5,3,0.8986345489931538,0.0004556488899506211,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,macro_auroc,clean_drop,5,3,0.00920013942888227,0.0004556488899506474,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,macro_auroc,normalized_robustness,5,3,0.989864117089553,0.0005019654406594421,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,macro_f1,absolute,5,3,0.6987569368104155,0.0010080359249621193,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,macro_f1,clean_drop,5,3,0.0189788937153544,0.0010080359249621089,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,macro_f1,normalized_robustness,5,3,0.9735464994081605,0.0013987612205033926,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,mean_confidence,absolute,5,3,0.8612682263056438,0.0001940874080840906,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,mean_entropy,absolute,5,3,0.3206427529165575,0.0002505775346064538,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,mean_loss,absolute,5,3,0.33215891465841907,0.0010164465227942112,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,micro_ap,absolute,5,3,0.7923628712750953,0.0011369434978216342,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,micro_auroc,absolute,5,3,0.9043739803145628,0.0005375419777671703,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,micro_f1,absolute,5,3,0.7261760925390475,0.0008678549064548008,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,independent_rms,all,probability_shift,absolute,5,3,0.05156387090682979,0.00022990952840390097,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_CD,absolute,5,3,0.7973509303704825,0.0011402529998383024,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_CD,clean_drop,5,3,0.009237952264932047,0.0011402529998383174,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_CD,normalized_robustness,5,3,0.9885796196703623,0.00141319484074656,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_HYP,absolute,5,3,0.6273391932133745,0.002037210917330007,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_HYP,clean_drop,5,3,0.01426274776795009,0.002037210917330021,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_HYP,normalized_robustness,5,3,0.9775902194533664,0.00315507439909574,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_MI,absolute,5,3,0.7456415348685806,0.0021135326146347892,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_MI,clean_drop,5,3,0.017468513996447763,0.0021135326146347736,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_MI,normalized_robustness,5,3,0.9770860503907951,0.002765947526017465,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_NORM,absolute,5,3,0.8931547954228705,0.0014150383481915654,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_NORM,clean_drop,5,3,0.01390542627477597,0.001415038348191539,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_NORM,normalized_robustness,5,3,0.9846574055564086,0.0015624812011623274,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_STTC,absolute,5,3,0.792989496406845,0.0013770304044280377,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_STTC,clean_drop,5,3,0.018994115505406455,0.001377030404428052,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ap_STTC,normalized_robustness,5,3,0.976540272103297,0.001714782406044634,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_CD,absolute,5,3,0.8915550638562169,0.001027310480359879,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_CD,clean_drop,5,3,0.006693904222144553,0.001027310480359908,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_CD,normalized_robustness,5,3,0.9925623494963031,0.0011450877797896082,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_HYP,absolute,5,3,0.8845647996049001,0.0008541505495550107,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_HYP,clean_drop,5,3,0.008284482666065423,0.0008541505495550093,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_HYP,normalized_robustness,5,3,0.9907176002268476,0.0009596759493364891,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_MI,absolute,5,3,0.8790113071008593,0.0012417822260352704,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_MI,clean_drop,5,3,0.011403286597316546,0.0012417822260352514,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_MI,normalized_robustness,5,3,0.9871841615833408,0.0013940844410455283,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_NORM,absolute,5,3,0.9255424195947404,0.0009228157909269771,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_NORM,clean_drop,5,3,0.008031039681608588,0.000922815790926951,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_NORM,normalized_robustness,5,3,0.9913952908793785,0.0009885292959967843,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_STTC,absolute,5,3,0.9137569270441889,0.0005863878740057373,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_STTC,clean_drop,5,3,0.01033021174213864,0.0005863878740056792,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,auroc_STTC,normalized_robustness,5,3,0.9888102643249116,0.0006350868860920911,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,brier,absolute,5,3,0.10307890623807903,0.00022702916891721603,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,clean_agreement,absolute,5,3,0.9472598084646278,0.0006407557374399763,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,ece,absolute,5,3,0.05336403956051289,0.0003551398887016857,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_CD,absolute,5,3,0.7053962664536457,0.003040776934460464,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_CD,clean_drop,5,3,0.0035068371211941208,0.003040776934460422,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_CD,normalized_robustness,5,3,0.995063910246704,0.0042829692595451165,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_HYP,absolute,5,3,0.5780087183034783,0.0030517254815921936,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_HYP,clean_drop,5,3,0.02355048884664112,0.0030517254815921836,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_HYP,normalized_robustness,5,3,0.9618323125772342,0.005028117629326837,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_MI,absolute,5,3,0.6662929277197787,0.0030971116541651527,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_MI,clean_drop,5,3,0.018536054735976366,0.0030971116541651383,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_MI,normalized_robustness,5,3,0.972928238916323,0.004549124621538739,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_NORM,absolute,5,3,0.8249967779040478,0.0023268512803010623,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_NORM,clean_drop,5,3,0.021835968498282524,0.0023268512803010914,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_NORM,normalized_robustness,5,3,0.974223680641267,0.002748337376513047,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_STTC,absolute,5,3,0.7182737481424292,0.0014402407884181708,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_STTC,clean_drop,5,3,0.028281364903375756,0.0014402407884182098,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,f1_STTC,normalized_robustness,5,3,0.9622515883504302,0.0018188317140996686,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,macro_ap,absolute,5,3,0.7712951900564307,0.0006408958218271899,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,macro_ap,clean_drop,5,3,0.014773751161902493,0.0006408958218272509,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,macro_ap,normalized_robustness,5,3,0.9811846312472834,0.0008122208404902243,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,macro_auroc,absolute,5,3,0.8988861034401812,0.00028985851121655736,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,macro_auroc,clean_drop,5,3,0.008948584981854793,0.00028985851121653394,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,macro_auroc,normalized_robustness,5,3,0.9901413460678938,0.0003195127236758963,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,macro_f1,absolute,5,3,0.698593687704676,0.0016290827424540872,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,macro_f1,clean_drop,5,3,0.01914214282109398,0.0016290827424540865,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,macro_f1,normalized_robustness,5,3,0.9733138593342027,0.0022629827354331846,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,mean_confidence,absolute,5,3,0.8613769054412842,0.00027766990488105694,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,mean_entropy,absolute,5,3,0.3205447614667848,0.00044629172078860304,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,mean_loss,absolute,5,3,0.33161304818191406,0.0005474091192210479,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,micro_ap,absolute,5,3,0.7929261163655573,0.0006889923736150446,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,micro_auroc,absolute,5,3,0.9047250888653394,0.00039017473307109235,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,micro_f1,absolute,5,3,0.7255756763400961,0.0018208608354255546,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,10,marginal_shift,all,probability_shift,absolute,5,3,0.05139633193612094,0.0001638045966227293,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_CD,absolute,5,3,0.8054495956488644,0.0006236159473683495,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_CD,clean_drop,5,3,0.0011392869865502733,0.0006236159473683073,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_CD,normalized_robustness,5,3,0.9985998387149649,0.0007768322044038374,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_HYP,absolute,5,3,0.6397378390454084,0.00034261052582021834,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_HYP,clean_drop,5,3,0.0018641019359160553,0.00034261052582026404,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_HYP,normalized_robustness,5,3,0.9970843406604594,0.0005295632579808111,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_MI,absolute,5,3,0.7606468620847612,0.0007670982212174297,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_MI,clean_drop,5,3,0.002463186780267201,0.0007670982212174802,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_MI,normalized_robustness,5,3,0.996770308605677,0.0010003368888009561,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_NORM,absolute,5,3,0.9043054907714803,0.00037624303838777956,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_NORM,clean_drop,5,3,0.0027547309261662933,0.0003762430383877546,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_NORM,normalized_robustness,5,3,0.9969619792485618,0.00041553813416178765,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_STTC,absolute,5,3,0.8109584996743295,0.0011931593276877756,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_STTC,clean_drop,5,3,0.001025112237921877,0.0011931593276878053,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ap_STTC,normalized_robustness,5,3,0.9987282859235911,0.001466611780872258,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_CD,absolute,5,3,0.897090563254532,0.0005441467074621456,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_CD,clean_drop,5,3,0.0011584048238292733,0.0005441467074622002,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_CD,normalized_robustness,5,3,0.9987137592724125,0.0006067499802249813,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_HYP,absolute,5,3,0.8919455449265092,0.00018401671830446537,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_HYP,clean_drop,5,3,0.0009037373444562421,0.00018401671830450792,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_HYP,normalized_robustness,5,3,0.9989871494481847,0.00020591743869663055,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_MI,absolute,5,3,0.8886441278456203,0.00029374867313066723,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_MI,clean_drop,5,3,0.0017704658525554695,0.000293748673130671,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_MI,normalized_robustness,5,3,0.998008273464535,0.00032937504258916724,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_NORM,absolute,5,3,0.9320400422320416,0.0002542296999457245,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_NORM,clean_drop,5,3,0.001533417044307339,0.0002542296999457384,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_NORM,normalized_robustness,5,3,0.9983570919443597,0.00027221391744442093,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_STTC,absolute,5,3,0.9229307782169449,0.0003362651261806472,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_STTC,clean_drop,5,3,0.0011563605693825532,0.00033626512618065954,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,auroc_STTC,normalized_robustness,5,3,0.9987482063910926,0.00036386078654229687,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,brier,absolute,5,3,0.09699450234572089,8.992402277683599e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,clean_agreement,absolute,5,3,0.9854371331479765,0.0007164199969909281,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,ece,absolute,5,3,0.04673472630688648,0.0005736060885109751,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_CD,absolute,5,3,0.7097559190419169,0.0031732161438905626,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_CD,clean_drop,5,3,-0.0008528154670771465,0.0031732161438905795,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_CD,normalized_robustness,5,3,1.0011916382123878,0.004485215892900244,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_HYP,absolute,5,3,0.5985349409401748,0.0025194113081148115,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_HYP,clean_drop,5,3,0.003024266209944574,0.0025194113081148297,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_HYP,normalized_robustness,5,3,0.9955020511833457,0.004268428092770843,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_MI,absolute,5,3,0.6817760697902072,0.0019633817413609272,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_MI,clean_drop,5,3,0.0030529126655476873,0.001963381741360952,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_MI,normalized_robustness,5,3,0.9955662088611608,0.0028453922058513364,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_NORM,absolute,5,3,0.8447922801781026,0.001115883473606504,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_NORM,clean_drop,5,3,0.002040466224227829,0.0011158834736065255,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_NORM,normalized_robustness,5,3,0.9975915636857968,0.0013182059630871433,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_STTC,absolute,5,3,0.7416730813428649,0.001087058963162497,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_STTC,clean_drop,5,3,0.004882031702939963,0.00108705896316248,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,f1_STTC,normalized_robustness,5,3,0.9935084531656132,0.0014037124761734385,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,macro_ap,absolute,5,3,0.7842196574449688,0.00026639878680013903,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,macro_ap,clean_drop,5,3,0.0018492837733643814,0.000266398786800183,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,macro_ap,normalized_robustness,5,3,0.9976452095243606,0.00033927514597537084,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,macro_auroc,absolute,5,3,0.9065302112951297,0.00020036379996163752,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,macro_auroc,clean_drop,5,3,0.0013044771269062228,0.00020036379996164785,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,macro_auroc,normalized_robustness,5,3,0.9985628135205793,0.00022063715760109643,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,macro_f1,absolute,5,3,0.7153064582586534,0.0013523562789876085,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,macro_f1,clean_drop,5,3,0.002429372267116584,0.0013523562789876048,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,macro_f1,normalized_robustness,5,3,0.9966124064116146,0.001886854863750479,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,mean_confidence,absolute,5,3,0.8831331133842468,9.565288011949631e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,mean_entropy,absolute,5,3,0.2764366170820955,0.00010126926354079956,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,mean_loss,absolute,5,3,0.31605982626846496,0.00026184945732529594,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,micro_ap,absolute,5,3,0.8148554192114904,0.00020220753675288962,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,micro_auroc,absolute,5,3,0.9150926237409399,0.0001417243511531852,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,micro_f1,absolute,5,3,0.747001750966158,0.001055393513748687,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,covariance,all,probability_shift,absolute,5,3,0.013677133371432578,3.455857111881575e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,electrode,all,ap_CD,absolute,5,3,0.8059664741218789,0.0007743124642021521,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,electrode,all,ap_CD,clean_drop,5,3,0.0006224085135356475,0.0007743124642021581,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,electrode,all,ap_CD,normalized_robustness,5,3,0.9992430543461783,0.0009668763087327913,descriptive_noise_replay_sd_after_training_seed_average_no_CI
