model,kind,snr,condition,active,metric,outcome,n_noise_replays,n_fixed_training_seeds,mean,std,uncertainty
resnet,bandpass,20,marginal_shift,all,auroc_CD,absolute,5,3,0.8973944787340036,0.0002145869702515374,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,auroc_CD,clean_drop,5,3,0.0008544893443577154,0.0002145869702515444,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,auroc_CD,normalized_robustness,5,3,0.9990512964979434,0.00023931686246837945,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,auroc_HYP,absolute,5,3,0.8920967941078579,0.00019758520875984536,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,auroc_HYP,clean_drop,5,3,0.0007524881631075564,0.000197585208759775,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,auroc_HYP,normalized_robustness,5,3,0.999155333993734,0.00022180369689320465,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,auroc_MI,absolute,5,3,0.8890172621739787,0.0005911069644982509,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,auroc_MI,clean_drop,5,3,0.0013973315241972467,0.0005911069644982271,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,auroc_MI,normalized_robustness,5,3,0.9984309831290874,0.0006630398240887853,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,auroc_NORM,absolute,5,3,0.9324181899022552,0.0003465707431893572,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,auroc_NORM,clean_drop,5,3,0.0011552693740938258,0.0003465707431893516,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,auroc_NORM,normalized_robustness,5,3,0.9987621741746218,0.00037135021397198976,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,auroc_STTC,absolute,5,3,0.9233118413714209,0.00018265843694451726,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,auroc_STTC,clean_drop,5,3,0.0007752974149066282,0.00018265843694450018,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,auroc_STTC,normalized_robustness,5,3,0.9991609579978873,0.0001975233151050854,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,brier,absolute,5,3,0.0967928995688756,9.589729265946748e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,clean_agreement,absolute,5,3,0.9873524868705591,0.0002733620241659727,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,ece,absolute,5,3,0.04679935018384378,0.00034816658612534066,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_CD,absolute,5,3,0.7098399394726435,0.0022014867907218967,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_CD,clean_drop,5,3,-0.0009368358978035932,0.00220148679072192,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_CD,normalized_robustness,5,3,1.0013139502059916,0.003103725205352407,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_HYP,absolute,5,3,0.5967773998517442,0.002066206217931116,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_HYP,clean_drop,5,3,0.004781807298375185,0.0020662062179311633,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_HYP,normalized_robustness,5,3,0.9923954773722048,0.0034963165442007172,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_MI,absolute,5,3,0.682106992862178,0.0015608945738045743,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_MI,clean_drop,5,3,0.0027219895935770787,0.0015608945738045026,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_MI,normalized_robustness,5,3,0.9960390124252324,0.002268519750366816,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_NORM,absolute,5,3,0.844127539671655,0.0009465993782195551,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_NORM,clean_drop,5,3,0.002705206730675262,0.000946599378219539,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_NORM,normalized_robustness,5,3,0.9968068602885036,0.0011191941831441572,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_STTC,absolute,5,3,0.7415289841900576,0.002492021189420519,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_STTC,clean_drop,5,3,0.0050261288557472686,0.002492021189420558,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,f1_STTC,normalized_robustness,5,3,0.9932969104467275,0.0032989136280480707,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,macro_ap,absolute,5,3,0.7847955526279446,0.00046436106271495405,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,macro_ap,clean_drop,5,3,0.0012733885903885834,0.00046436106271495416,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,macro_ap,normalized_robustness,5,3,0.9983792524987434,0.0005912127743663293,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,macro_auroc,absolute,5,3,0.9068477132579031,0.00018304616134704813,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,macro_auroc,clean_drop,5,3,0.0009869751641326122,0.00018304616134702834,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,macro_auroc,normalized_robustness,5,3,0.9989127707316043,0.00020158638668667974,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,macro_f1,absolute,5,3,0.7148761712096556,0.0012303823640590753,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,macro_f1,clean_drop,5,3,0.0028596593161142264,0.0012303823640590233,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,macro_f1,normalized_robustness,5,3,0.9960154470658648,0.0017181303239815029,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,mean_confidence,absolute,5,3,0.8842738668123882,0.00013397023957144392,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,mean_entropy,absolute,5,3,0.27420035879652943,0.00015920733051786053,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,mean_loss,absolute,5,3,0.31558796112000104,0.0003708357919601519,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,micro_ap,absolute,5,3,0.8156989393270416,0.0004402438720435244,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,micro_auroc,absolute,5,3,0.9154829612966756,0.00017512025796724792,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,micro_f1,absolute,5,3,0.7468338321994666,0.0010769952295835712,descriptive_noise_replay_sd_after_training_seed_average_no_CI
resnet,bandpass,20,marginal_shift,all,probability_shift,absolute,5,3,0.011726598193248047,5.568700944834446e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_CD,absolute,5,3,0.7672449795068228,0.0020920102842584775,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_CD,clean_drop,5,3,0.06780292123088652,0.0020920102842585113,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_CD,normalized_robustness,5,3,0.9188076143464888,0.002502971692169075,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_HYP,absolute,5,3,0.61654098787674,0.005714075887149121,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_HYP,clean_drop,5,3,0.05494694994063239,0.005714075887149095,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_HYP,normalized_robustness,5,3,0.9183402729552661,0.008492979776105844,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_MI,absolute,5,3,0.7038369369654196,0.003979561187900282,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_MI,clean_drop,5,3,0.09049587582224838,0.003979561187900276,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_MI,normalized_robustness,5,3,0.8864955462084199,0.005006120915821029,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_NORM,absolute,5,3,0.8747118388323765,0.001969071203793768,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_NORM,clean_drop,5,3,0.04894500326562787,0.0019690712037937126,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_NORM,normalized_robustness,5,3,0.9470207531841371,0.0021307369851263033,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_STTC,absolute,5,3,0.7423491579877002,0.0023043999163570718,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_STTC,clean_drop,5,3,0.0779136868246104,0.0023043999163570566,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ap_STTC,normalized_robustness,5,3,0.9049319800406653,0.0028045349369931,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_CD,absolute,5,3,0.8701715610160059,0.0027291955468517716,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_CD,clean_drop,5,3,0.042586985494869486,0.0027291955468517516,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_CD,normalized_robustness,5,3,0.9533466663800265,0.002993050551955686,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_HYP,absolute,5,3,0.8708817813852117,0.00148983542500767,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_HYP,clean_drop,5,3,0.02625065760513634,0.0014898354250076939,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_HYP,normalized_robustness,5,3,0.9708054799977518,0.001659705154029728,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_MI,absolute,5,3,0.8539025704809287,0.003078873444762983,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_MI,clean_drop,5,3,0.055715626413387564,0.0030788734447630274,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_MI,normalized_robustness,5,3,0.9388355506447963,0.0033842406372692102,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_NORM,absolute,5,3,0.9069017815375302,0.0017120959536431957,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_NORM,clean_drop,5,3,0.03631451574360113,0.0017120959536431942,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_NORM,normalized_robustness,5,3,0.961501512725496,0.0018149303144738556,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_STTC,absolute,5,3,0.8897100050769335,0.0013005606415159147,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_STTC,clean_drop,5,3,0.04186785824137988,0.0013005606415159303,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,auroc_STTC,normalized_robustness,5,3,0.9550751962443425,0.0013950969045900252,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,brier,absolute,5,3,0.17052211562792458,0.00022947711828555657,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,clean_agreement,absolute,5,3,0.6772258263824529,0.001716622693332416,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,ece,absolute,5,3,0.19603910028788893,0.0004653522869094134,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_CD,absolute,5,3,0.5497430439399246,0.004155677401115074,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_CD,clean_drop,5,3,0.19413343950833623,0.004155677401115097,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_CD,normalized_robustness,5,3,0.7387832478510508,0.0055969128434736936,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_HYP,absolute,5,3,0.4848633867490637,0.0038115847375052633,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_HYP,clean_drop,5,3,0.1285437974513006,0.003811584737505295,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_HYP,normalized_robustness,5,3,0.7906368123002971,0.006104625110160272,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_MI,absolute,5,3,0.5164465625445585,0.002294243690037019,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_MI,clean_drop,5,3,0.1982623425083201,0.0022942436900370527,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_MI,normalized_robustness,5,3,0.7234477246114238,0.003244063497048003,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_NORM,absolute,5,3,0.2726201911763779,0.007377685205624392,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_NORM,clean_drop,5,3,0.585075839690702,0.007377685205624346,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_NORM,normalized_robustness,5,3,0.3175677613973,0.008597548934845073,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_STTC,absolute,5,3,0.5698606535182756,0.0021685827504031256,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_STTC,clean_drop,5,3,0.20337438770110028,0.0021685827504031,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,f1_STTC,normalized_robustness,5,3,0.737266455722519,0.002802409470863923,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,macro_ap,absolute,5,3,0.7409367802338119,0.0011355402647708654,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,macro_ap,clean_drop,5,3,0.06802088741680114,0.001135540264770842,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,macro_ap,normalized_robustness,5,3,0.9159977853247581,0.0013995171091652325,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,macro_auroc,absolute,5,3,0.878313539899322,0.0004598473414592335,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,macro_auroc,clean_drop,5,3,0.04054712869967485,0.0004598473414592744,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,macro_auroc,normalized_robustness,5,3,0.955897645078252,0.0005005427055942013,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,macro_f1,absolute,5,3,0.47870676758564007,0.0018104193611812754,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,macro_f1,clean_drop,5,3,0.26187796137195185,0.001810419361181286,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,macro_f1,normalized_robustness,5,3,0.6472781106835604,0.00243037585641924,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,mean_confidence,absolute,5,3,0.7805438439051311,0.00023845451344123558,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,mean_entropy,absolute,5,3,0.4545677117974941,0.00023424146116484453,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,mean_loss,absolute,5,3,0.531688180484202,0.0005317278203361981,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,micro_ap,absolute,5,3,0.6261626569498233,0.0008036014486747926,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,micro_auroc,absolute,5,3,0.7662433113650906,0.0003213509284440164,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,micro_f1,absolute,5,3,0.4916313635404695,0.0013612778345543357,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,covariance,all,probability_shift,absolute,5,3,0.23936246037483216,0.00027482920627609487,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_CD,absolute,5,3,0.7684138803744125,0.0023451009144792815,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_CD,clean_drop,5,3,0.06663402036329695,0.002345100914479295,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_CD,normalized_robustness,5,3,0.9202084293858761,0.0028166692157650755,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_HYP,absolute,5,3,0.6170238910128794,0.0025375213391486463,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_HYP,clean_drop,5,3,0.054464046804493085,0.0025375213391486775,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_HYP,normalized_robustness,5,3,0.919047950646107,0.0038070175659429646,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_MI,absolute,5,3,0.7055974358317662,0.005161273261707213,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_MI,clean_drop,5,3,0.08873537695590175,0.0051612732617072445,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_MI,normalized_robustness,5,3,0.8887004309454705,0.006486905495448672,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_NORM,absolute,5,3,0.8755215957976971,0.003186648829799183,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_NORM,clean_drop,5,3,0.048135246300307216,0.0031866488297991806,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_NORM,normalized_robustness,5,3,0.947898942571072,0.0034472732438198873,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_STTC,absolute,5,3,0.7428601889277864,0.0012252975972998864,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_STTC,clean_drop,5,3,0.07740265588452414,0.001225297597299881,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ap_STTC,normalized_robustness,5,3,0.9055597459205558,0.0015035940281041668,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_CD,absolute,5,3,0.8719916168497599,0.0015540469836756127,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_CD,clean_drop,5,3,0.040766929661115565,0.0015540469836756504,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_CD,normalized_robustness,5,3,0.9553389540675784,0.0017069987278535805,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_HYP,absolute,5,3,0.8703874367893837,0.0012598330632062238,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_HYP,clean_drop,5,3,0.02674500220096417,0.0012598330632062136,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_HYP,normalized_robustness,5,3,0.9702528725659333,0.001404688457922942,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_MI,absolute,5,3,0.855790215588723,0.0032197824209492187,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_MI,clean_drop,5,3,0.053827981305593256,0.0032197824209492213,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_MI,normalized_robustness,5,3,0.940907549120201,0.0035392014450284018,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_NORM,absolute,5,3,0.9069006808396007,0.0018037559341438612,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_NORM,clean_drop,5,3,0.03631561644153054,0.0018037559341439098,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_NORM,normalized_robustness,5,3,0.9615008603007421,0.0019118177612181767,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_STTC,absolute,5,3,0.8887481235082355,0.00100637259366921,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_STTC,clean_drop,5,3,0.04282973981007819,0.0010063725936691962,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,auroc_STTC,normalized_robustness,5,3,0.9540416335842055,0.0010797129041939502,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,brier,absolute,5,3,0.1702268908421198,0.0002560044887063384,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,clean_agreement,absolute,5,3,0.6780352177942539,0.0020609227023111187,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,ece,absolute,5,3,0.19570880534457644,0.0007791257462657239,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_CD,absolute,5,3,0.5532396102331649,0.0022903689691703925,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_CD,clean_drop,5,3,0.1906368732150959,0.0022903689691703604,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_CD,normalized_robustness,5,3,0.7434868270074031,0.0030858136212632207,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_HYP,absolute,5,3,0.48617581119728764,0.0021365964843304045,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_HYP,clean_drop,5,3,0.1272313730030767,0.002136596484330432,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_HYP,normalized_robustness,5,3,0.7925692692504014,0.003247349064846024,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_MI,absolute,5,3,0.5178235613072422,0.0015371925798769756,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_MI,clean_drop,5,3,0.19688534374563643,0.0015371925798769862,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_MI,normalized_robustness,5,3,0.725385880507065,0.0021654765176759745,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_NORM,absolute,5,3,0.27355492591971914,0.007717462775407392,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_NORM,clean_drop,5,3,0.5841411049473608,0.0077174627754073594,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_NORM,normalized_robustness,5,3,0.3186513824363177,0.008989583704103648,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_STTC,absolute,5,3,0.5658139412764034,0.002701767843993706,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_STTC,clean_drop,5,3,0.20742109994297248,0.002701767843993676,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,f1_STTC,normalized_robustness,5,3,0.7320316838551642,0.0034909224587968213,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,macro_ap,absolute,5,3,0.7418833983889083,0.0018220206052437218,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,macro_ap,clean_drop,5,3,0.06707426926170466,0.001822020605243699,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,macro_ap,normalized_robustness,5,3,0.9171639966227602,0.0022545248617592143,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,macro_auroc,absolute,5,3,0.8787636147151406,0.0010110291039814392,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,macro_auroc,clean_drop,5,3,0.04009705388385632,0.0010110291039814564,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,macro_auroc,normalized_robustness,5,3,0.9563864692454714,0.0011003845083111688,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,macro_f1,absolute,5,3,0.4793215699867634,0.0017797680711666812,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,macro_f1,clean_drop,5,3,0.26126315897082847,0.001779768071166707,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,macro_f1,normalized_robustness,5,3,0.6481069678731427,0.0024185407657203823,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,mean_confidence,absolute,5,3,0.7806750019391377,8.294211450089023e-05,descriptive_noise_replay_sd_after_training_seed_average_no_CI
tcn,bandpass,0,electrode,all,mean_entropy,absolute,5,3,0.45450640486405386,0.00011519990537315929,descriptive_noise_replay_sd_after_training_seed_average_no_CI
