distribution_index,model,kind,snr,active,noise_seed,training_seed,n_fixed_training_seeds,outcome,lhs,rhs,metric,point,ci95_low,ci95_high,n_bootstrap,n_valid,n_invalid,ci_method,conditioning
5241,tcn,ma,10,all,8128,29,1,paired_contrast,electrode,independent_rms,auroc_STTC,0.0012850622070943452,-0.00105599527048032,0.0035833778148264945,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5242,tcn,ma,10,all,8128,29,1,paired_contrast,electrode,independent_rms,auroc_CD,-0.00014192966111570282,-0.0026309548035644533,0.0023557629575444326,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5243,tcn,ma,10,all,8128,29,1,paired_contrast,electrode,independent_rms,auroc_HYP,-0.0034806100428382836,-0.0073961075188056415,3.3844048182760885e-05,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5244,tcn,ma,10,all,8128,43,1,paired_contrast,electrode,independent_rms,macro_auroc,-0.001861030219430293,-0.0030903460655280516,-0.0007001465839318878,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5245,tcn,ma,10,all,8128,43,1,paired_contrast,electrode,independent_rms,auroc_NORM,-0.0007829438166121472,-0.0025680484389773383,0.0010288986462353824,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5246,tcn,ma,10,all,8128,43,1,paired_contrast,electrode,independent_rms,auroc_MI,-0.0032485300768883008,-0.006056898406282924,-0.0006873835675452494,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5247,tcn,ma,10,all,8128,43,1,paired_contrast,electrode,independent_rms,auroc_STTC,-0.0012264371064056867,-0.00363510532838168,0.0008933393948116341,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5248,tcn,ma,10,all,8128,43,1,paired_contrast,electrode,independent_rms,auroc_CD,-0.0019033131477814713,-0.0041839457046460886,0.0003068274241904529,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5249,tcn,ma,10,all,8128,43,1,paired_contrast,electrode,independent_rms,auroc_HYP,-0.002143926949463748,-0.0044721919301042076,6.260567852228869e-05,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5250,tcn,ma,10,all,8128,mean_fixed_seeds,3,paired_contrast,electrode,independent_rms,macro_auroc,-0.0010502504475000674,-0.0020540006520054156,-9.680657304259914e-05,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5251,tcn,ma,10,all,8128,mean_fixed_seeds,3,paired_contrast,electrode,independent_rms,auroc_NORM,-0.0002798089999435094,-0.0016558902957679764,0.0010307946333192324,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5252,tcn,ma,10,all,8128,mean_fixed_seeds,3,paired_contrast,electrode,independent_rms,auroc_MI,-0.0023270013568521173,-0.004391592576921575,-0.00039905530052752517,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5253,tcn,ma,10,all,8128,mean_fixed_seeds,3,paired_contrast,electrode,independent_rms,auroc_STTC,0.0003802814864668121,-0.0014710343703817324,0.0020552829435102928,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5254,tcn,ma,10,all,8128,mean_fixed_seeds,3,paired_contrast,electrode,independent_rms,auroc_CD,-0.000749275390448112,-0.002511304431046838,0.001062285945854905,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5255,tcn,ma,10,all,8128,mean_fixed_seeds,3,paired_contrast,electrode,independent_rms,auroc_HYP,-0.0022754479767234845,-0.004700910199222531,-9.166822244735661e-05,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5256,tcn,ma,10,all,8128,17,1,paired_contrast,covariance,electrode,macro_auroc,-0.00026836207082092667,-0.0014871845770828979,0.001020901657447384,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5257,tcn,ma,10,all,8128,17,1,paired_contrast,covariance,electrode,auroc_NORM,-0.0008150957824442084,-0.0026296550903417344,0.0010193639445174093,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5258,tcn,ma,10,all,8128,17,1,paired_contrast,covariance,electrode,auroc_MI,0.0007247851650836745,-0.0018631881192188644,0.0035152870060659027,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5259,tcn,ma,10,all,8128,17,1,paired_contrast,covariance,electrode,auroc_STTC,0.0005569384565418112,-0.001534520957879218,0.0025991362648985243,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5260,tcn,ma,10,all,8128,17,1,paired_contrast,covariance,electrode,auroc_CD,-0.00044155894569308796,-0.002816057379873871,0.001805033575478673,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5261,tcn,ma,10,all,8128,17,1,paired_contrast,covariance,electrode,auroc_HYP,-0.0013668792475922675,-0.004189332947396138,0.0015555765336006419,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5262,tcn,ma,10,all,8128,29,1,paired_contrast,covariance,electrode,macro_auroc,0.0008449843525824008,-0.0004578905923769111,0.0021333295032057885,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5263,tcn,ma,10,all,8128,29,1,paired_contrast,covariance,electrode,auroc_NORM,5.126935092136797e-05,-0.0018114030487744986,0.001866604713194416,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5264,tcn,ma,10,all,8128,29,1,paired_contrast,covariance,electrode,auroc_MI,0.002410673903211258,-0.0002830199155655688,0.005399372332411466,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5265,tcn,ma,10,all,8128,29,1,paired_contrast,covariance,electrode,auroc_STTC,0.00035995811822808754,-0.0017594536857298004,0.002504926056230031,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5266,tcn,ma,10,all,8128,29,1,paired_contrast,covariance,electrode,auroc_CD,0.00016497806762161282,-0.0020948324084431175,0.002414458731926744,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5267,tcn,ma,10,all,8128,29,1,paired_contrast,covariance,electrode,auroc_HYP,0.0012380423229297888,-0.0016551712658991664,0.004102527553769474,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5268,tcn,ma,10,all,8128,43,1,paired_contrast,covariance,electrode,macro_auroc,0.0015039897786705003,0.0003841733944233206,0.002688420951882616,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5269,tcn,ma,10,all,8128,43,1,paired_contrast,covariance,electrode,auroc_NORM,0.0015976051130315305,-0.0002030242055623077,0.0034742032079891592,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5270,tcn,ma,10,all,8128,43,1,paired_contrast,covariance,electrode,auroc_MI,0.0018634102216191772,-0.0007410239856945833,0.004599139451955197,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5271,tcn,ma,10,all,8128,43,1,paired_contrast,covariance,electrode,auroc_STTC,0.0024094916383018417,0.0003442981137390944,0.004670890275534182,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5272,tcn,ma,10,all,8128,43,1,paired_contrast,covariance,electrode,auroc_CD,0.00016983036372808513,-0.0015757156139047657,0.0019622764536244394,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5273,tcn,ma,10,all,8128,43,1,paired_contrast,covariance,electrode,auroc_HYP,0.0014796115566722001,-0.0006003777647294595,0.0036418369137528523,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5274,tcn,ma,10,all,8128,mean_fixed_seeds,3,paired_contrast,covariance,electrode,macro_auroc,0.0006935373534773248,-0.00022153109548469493,0.0016397435032570766,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5275,tcn,ma,10,all,8128,mean_fixed_seeds,3,paired_contrast,covariance,electrode,auroc_NORM,0.00027792622716956333,-0.0011687785132555638,0.0017860703719684522,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5276,tcn,ma,10,all,8128,mean_fixed_seeds,3,paired_contrast,covariance,electrode,auroc_MI,0.0016662897633047031,-0.0005095543723974915,0.0038511643046370255,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5277,tcn,ma,10,all,8128,mean_fixed_seeds,3,paired_contrast,covariance,electrode,auroc_STTC,0.0011087960710239135,-0.000560004376258789,0.002880377294373398,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5278,tcn,ma,10,all,8128,mean_fixed_seeds,3,paired_contrast,covariance,electrode,auroc_CD,-3.558350478113e-05,-0.001590311671309306,0.0015715321362583204,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5279,tcn,ma,10,all,8128,mean_fixed_seeds,3,paired_contrast,covariance,electrode,auroc_HYP,0.0004502582106699071,-0.0014076881179270028,0.0023043599698461207,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5280,tcn,ma,0,all,8128,17,1,absolute,independent,,macro_auroc,0.8895223820203508,0.8797155251378331,0.8985418674734957,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5281,tcn,ma,0,all,8128,17,1,absolute,independent,,auroc_NORM,0.9152500249829464,0.9027603491435517,0.9266112799208984,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5282,tcn,ma,0,all,8128,17,1,absolute,independent,,auroc_MI,0.8704353233830846,0.8526299952439531,0.8875088614108099,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5283,tcn,ma,0,all,8128,17,1,absolute,independent,,auroc_STTC,0.9066934622460214,0.8928955385393138,0.9202683601426157,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
5284,tcn,ma,0,all,8128,17,1,absolute,independent,,auroc_CD,0.8835727941461899,0.8633482824808805,0.9019597682695819,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
