model,kind,snr,condition,active,metric,outcome,noise_seed,n_training_seeds,mean_over_training_seeds
resnet,bandpass,20,independent_rms,all,f1_MI,normalized_robustness,202,3,0.9998758309552782
resnet,bandpass,20,independent_rms,all,f1_MI,normalized_robustness,303,3,0.9991714260020964
resnet,bandpass,20,independent_rms,all,f1_MI,normalized_robustness,404,3,0.9963368734830008
resnet,bandpass,20,independent_rms,all,f1_MI,normalized_robustness,505,3,0.9982468800514274
resnet,bandpass,20,independent_rms,all,f1_NORM,absolute,101,3,0.8455912978912887
resnet,bandpass,20,independent_rms,all,f1_NORM,absolute,202,3,0.844656870036043
resnet,bandpass,20,independent_rms,all,f1_NORM,absolute,303,3,0.8451613626560613
resnet,bandpass,20,independent_rms,all,f1_NORM,absolute,404,3,0.8445581044355069
resnet,bandpass,20,independent_rms,all,f1_NORM,absolute,505,3,0.8445948991040506
resnet,bandpass,20,independent_rms,all,f1_NORM,clean_drop,101,3,0.0012414485110416502
resnet,bandpass,20,independent_rms,all,f1_NORM,clean_drop,202,3,0.002175876366287355
resnet,bandpass,20,independent_rms,all,f1_NORM,clean_drop,303,3,0.0016713837462690357
resnet,bandpass,20,independent_rms,all,f1_NORM,clean_drop,404,3,0.0022746419668234763
resnet,bandpass,20,independent_rms,all,f1_NORM,clean_drop,505,3,0.0022378472982796938
resnet,bandpass,20,independent_rms,all,f1_NORM,normalized_robustness,101,3,0.9985354519123751
resnet,bandpass,20,independent_rms,all,f1_NORM,normalized_robustness,202,3,0.9974310122525759
resnet,bandpass,20,independent_rms,all,f1_NORM,normalized_robustness,303,3,0.9980242923200455
resnet,bandpass,20,independent_rms,all,f1_NORM,normalized_robustness,404,3,0.9973184956750902
resnet,bandpass,20,independent_rms,all,f1_NORM,normalized_robustness,505,3,0.997360723981641
resnet,bandpass,20,independent_rms,all,f1_STTC,absolute,101,3,0.7429120792861831
resnet,bandpass,20,independent_rms,all,f1_STTC,absolute,202,3,0.7428593840281064
resnet,bandpass,20,independent_rms,all,f1_STTC,absolute,303,3,0.7444954466733478
resnet,bandpass,20,independent_rms,all,f1_STTC,absolute,404,3,0.7406545248108748
resnet,bandpass,20,independent_rms,all,f1_STTC,absolute,505,3,0.7417550636836788
resnet,bandpass,20,independent_rms,all,f1_STTC,clean_drop,101,3,0.0036430337596218276
resnet,bandpass,20,independent_rms,all,f1_STTC,clean_drop,202,3,0.0036957290176985458
resnet,bandpass,20,independent_rms,all,f1_STTC,clean_drop,303,3,0.0020596663724572473
resnet,bandpass,20,independent_rms,all,f1_STTC,clean_drop,404,3,0.005900588234930115
resnet,bandpass,20,independent_rms,all,f1_STTC,clean_drop,505,3,0.004800049362126117
resnet,bandpass,20,independent_rms,all,f1_STTC,normalized_robustness,101,3,0.9951664285942731
resnet,bandpass,20,independent_rms,all,f1_STTC,normalized_robustness,202,3,0.9950828507603758
resnet,bandpass,20,independent_rms,all,f1_STTC,normalized_robustness,303,3,0.9973341843701399
resnet,bandpass,20,independent_rms,all,f1_STTC,normalized_robustness,404,3,0.9921762141137686
resnet,bandpass,20,independent_rms,all,f1_STTC,normalized_robustness,505,3,0.9935468771104942
resnet,bandpass,20,independent_rms,all,macro_ap,absolute,101,3,0.784114906823206
resnet,bandpass,20,independent_rms,all,macro_ap,absolute,202,3,0.7852170305121705
resnet,bandpass,20,independent_rms,all,macro_ap,absolute,303,3,0.7848458394488201
resnet,bandpass,20,independent_rms,all,macro_ap,absolute,404,3,0.7841338866129416
resnet,bandpass,20,independent_rms,all,macro_ap,absolute,505,3,0.783938257784108
resnet,bandpass,20,independent_rms,all,macro_ap,clean_drop,101,3,0.0019540343951271653
resnet,bandpass,20,independent_rms,all,macro_ap,clean_drop,202,3,0.0008519107061625286
resnet,bandpass,20,independent_rms,all,macro_ap,clean_drop,303,3,0.0012231017695129391
resnet,bandpass,20,independent_rms,all,macro_ap,clean_drop,404,3,0.0019350546053915618
resnet,bandpass,20,independent_rms,all,macro_ap,clean_drop,505,3,0.0021306834342251038
resnet,bandpass,20,independent_rms,all,macro_ap,normalized_robustness,101,3,0.9975105808488068
resnet,bandpass,20,independent_rms,all,macro_ap,normalized_robustness,202,3,0.9989171821142433
resnet,bandpass,20,independent_rms,all,macro_ap,normalized_robustness,303,3,0.9984448228895705
resnet,bandpass,20,independent_rms,all,macro_ap,normalized_robustness,404,3,0.9975372168678244
resnet,bandpass,20,independent_rms,all,macro_ap,normalized_robustness,505,3,0.9972855188197021
resnet,bandpass,20,independent_rms,all,macro_auroc,absolute,101,3,0.9065002653235439
resnet,bandpass,20,independent_rms,all,macro_auroc,absolute,202,3,0.9070431104809059
resnet,bandpass,20,independent_rms,all,macro_auroc,absolute,303,3,0.9070382818379361
resnet,bandpass,20,independent_rms,all,macro_auroc,absolute,404,3,0.9066891884281297
resnet,bandpass,20,independent_rms,all,macro_auroc,absolute,505,3,0.9064642884479216
resnet,bandpass,20,independent_rms,all,macro_auroc,clean_drop,101,3,0.0013344230984919288
resnet,bandpass,20,independent_rms,all,macro_auroc,clean_drop,202,3,0.0007915779411299765
resnet,bandpass,20,independent_rms,all,macro_auroc,clean_drop,303,3,0.0007964065840997033
resnet,bandpass,20,independent_rms,all,macro_auroc,clean_drop,404,3,0.0011454999939061183
resnet,bandpass,20,independent_rms,all,macro_auroc,clean_drop,505,3,0.0013703999741142558
resnet,bandpass,20,independent_rms,all,macro_auroc,normalized_robustness,101,3,0.9985296920168101
resnet,bandpass,20,independent_rms,all,macro_auroc,normalized_robustness,202,3,0.9991280396030989
resnet,bandpass,20,independent_rms,all,macro_auroc,normalized_robustness,303,3,0.9991227069110046
resnet,bandpass,20,independent_rms,all,macro_auroc,normalized_robustness,404,3,0.9987380913111813
resnet,bandpass,20,independent_rms,all,macro_auroc,normalized_robustness,505,3,0.9984902853468308
resnet,bandpass,20,independent_rms,all,macro_f1,absolute,101,3,0.71566458593162
resnet,bandpass,20,independent_rms,all,macro_f1,absolute,202,3,0.7155765052951645
resnet,bandpass,20,independent_rms,all,macro_f1,absolute,303,3,0.7162682985803484
resnet,bandpass,20,independent_rms,all,macro_f1,absolute,404,3,0.714706791651543
resnet,bandpass,20,independent_rms,all,macro_f1,absolute,505,3,0.7155929951007148
resnet,bandpass,20,independent_rms,all,macro_f1,clean_drop,101,3,0.002071244594150016
resnet,bandpass,20,independent_rms,all,macro_f1,clean_drop,202,3,0.002159325230605358
resnet,bandpass,20,independent_rms,all,macro_f1,clean_drop,303,3,0.0014675319454214113
resnet,bandpass,20,independent_rms,all,macro_f1,clean_drop,404,3,0.003029038874226786
resnet,bandpass,20,independent_rms,all,macro_f1,clean_drop,505,3,0.002142835425055075
resnet,bandpass,20,independent_rms,all,macro_f1,normalized_robustness,101,3,0.9971089797175484
resnet,bandpass,20,independent_rms,all,macro_f1,normalized_robustness,202,3,0.9969814916305166
resnet,bandpass,20,independent_rms,all,macro_f1,normalized_robustness,303,3,0.9979597712030776
resnet,bandpass,20,independent_rms,all,macro_f1,normalized_robustness,404,3,0.9957773800020148
resnet,bandpass,20,independent_rms,all,macro_f1,normalized_robustness,505,3,0.9970128005540388
resnet,bandpass,20,independent_rms,all,mean_confidence,absolute,101,3,0.8842541178067526
resnet,bandpass,20,independent_rms,all,mean_confidence,absolute,202,3,0.884458065032959
resnet,bandpass,20,independent_rms,all,mean_confidence,absolute,303,3,0.8843949238459269
resnet,bandpass,20,independent_rms,all,mean_confidence,absolute,404,3,0.8842345476150513
resnet,bandpass,20,independent_rms,all,mean_confidence,absolute,505,3,0.8843683004379272
resnet,bandpass,20,independent_rms,all,mean_entropy,absolute,101,3,0.2743613187358273
resnet,bandpass,20,independent_rms,all,mean_entropy,absolute,202,3,0.2740168742521109
resnet,bandpass,20,independent_rms,all,mean_entropy,absolute,303,3,0.2740882837676766
resnet,bandpass,20,independent_rms,all,mean_entropy,absolute,404,3,0.2742603860371026
resnet,bandpass,20,independent_rms,all,mean_entropy,absolute,505,3,0.27404980073606594
resnet,bandpass,20,independent_rms,all,mean_loss,absolute,101,3,0.31611721383133334
resnet,bandpass,20,independent_rms,all,mean_loss,absolute,202,3,0.31515664373616326
resnet,bandpass,20,independent_rms,all,mean_loss,absolute,303,3,0.3153957622083188
resnet,bandpass,20,independent_rms,all,mean_loss,absolute,404,3,0.31629020674022296
resnet,bandpass,20,independent_rms,all,mean_loss,absolute,505,3,0.3164175951267855
resnet,bandpass,20,independent_rms,all,micro_ap,absolute,101,3,0.8151526038691371
resnet,bandpass,20,independent_rms,all,micro_ap,absolute,202,3,0.8161944091667016
resnet,bandpass,20,independent_rms,all,micro_ap,absolute,303,3,0.8158430083596496
resnet,bandpass,20,independent_rms,all,micro_ap,absolute,404,3,0.8149826581113464
resnet,bandpass,20,independent_rms,all,micro_ap,absolute,505,3,0.8149651038348833
resnet,bandpass,20,independent_rms,all,micro_auroc,absolute,101,3,0.9152063117259736
resnet,bandpass,20,independent_rms,all,micro_auroc,absolute,202,3,0.9156418984760517
resnet,bandpass,20,independent_rms,all,micro_auroc,absolute,303,3,0.9156237095329228
resnet,bandpass,20,independent_rms,all,micro_auroc,absolute,404,3,0.9151748225380127
resnet,bandpass,20,independent_rms,all,micro_auroc,absolute,505,3,0.9150986857268281
resnet,bandpass,20,independent_rms,all,micro_f1,absolute,101,3,0.7482099853983023
resnet,bandpass,20,independent_rms,all,micro_f1,absolute,202,3,0.7477336497330184
resnet,bandpass,20,independent_rms,all,micro_f1,absolute,303,3,0.7485072069378574
resnet,bandpass,20,independent_rms,all,micro_f1,absolute,404,3,0.7469805060691614
resnet,bandpass,20,independent_rms,all,micro_f1,absolute,505,3,0.7474747331174956
resnet,bandpass,20,independent_rms,all,probability_shift,absolute,101,3,0.011805362378557468
resnet,bandpass,20,independent_rms,all,probability_shift,absolute,202,3,0.011791494674980566
resnet,bandpass,20,independent_rms,all,probability_shift,absolute,303,3,0.011738777160644467
resnet,bandpass,20,independent_rms,all,probability_shift,absolute,404,3,0.011751763833065768
resnet,bandpass,20,independent_rms,all,probability_shift,absolute,505,3,0.011686220765113801
resnet,bandpass,20,marginal_shift,all,ap_CD,absolute,101,3,0.8058131779823253
resnet,bandpass,20,marginal_shift,all,ap_CD,absolute,202,3,0.8058552718076015
resnet,bandpass,20,marginal_shift,all,ap_CD,absolute,303,3,0.8063045909766308
resnet,bandpass,20,marginal_shift,all,ap_CD,absolute,404,3,0.8057502006365906
resnet,bandpass,20,marginal_shift,all,ap_CD,absolute,505,3,0.8054226118806889
resnet,bandpass,20,marginal_shift,all,ap_CD,clean_drop,101,3,0.00077570465308933
resnet,bandpass,20,marginal_shift,all,ap_CD,clean_drop,202,3,0.0007336108278131285
resnet,bandpass,20,marginal_shift,all,ap_CD,clean_drop,303,3,0.0002842916587838899
resnet,bandpass,20,marginal_shift,all,ap_CD,clean_drop,404,3,0.0008386819988240127
resnet,bandpass,20,marginal_shift,all,ap_CD,clean_drop,505,3,0.0011662707547257882
resnet,bandpass,20,marginal_shift,all,ap_CD,normalized_robustness,101,3,0.9990460130563639
resnet,bandpass,20,marginal_shift,all,ap_CD,normalized_robustness,202,3,0.9991012005067127
resnet,bandpass,20,marginal_shift,all,ap_CD,normalized_robustness,303,3,0.9996560961679147
resnet,bandpass,20,marginal_shift,all,ap_CD,normalized_robustness,404,3,0.9989700924905631
resnet,bandpass,20,marginal_shift,all,ap_CD,normalized_robustness,505,3,0.9985618881213764
resnet,bandpass,20,marginal_shift,all,ap_HYP,absolute,101,3,0.6419132518146363
resnet,bandpass,20,marginal_shift,all,ap_HYP,absolute,202,3,0.6394963666623942
resnet,bandpass,20,marginal_shift,all,ap_HYP,absolute,303,3,0.6406740896990883
resnet,bandpass,20,marginal_shift,all,ap_HYP,absolute,404,3,0.6415336917130415
resnet,bandpass,20,marginal_shift,all,ap_HYP,absolute,505,3,0.6401122803202011
resnet,bandpass,20,marginal_shift,all,ap_HYP,clean_drop,101,3,-0.00031131083331185455
resnet,bandpass,20,marginal_shift,all,ap_HYP,clean_drop,202,3,0.0021055743189302887
resnet,bandpass,20,marginal_shift,all,ap_HYP,clean_drop,303,3,0.0009278512822361584
resnet,bandpass,20,marginal_shift,all,ap_HYP,clean_drop,404,3,6.824926828293461e-05
resnet,bandpass,20,marginal_shift,all,ap_HYP,clean_drop,505,3,0.0014896606611234005
resnet,bandpass,20,marginal_shift,all,ap_HYP,normalized_robustness,101,3,1.0004555182244508
resnet,bandpass,20,marginal_shift,all,ap_HYP,normalized_robustness,202,3,0.9966607481861844
resnet,bandpass,20,marginal_shift,all,ap_HYP,normalized_robustness,303,3,0.9985286165919662
resnet,bandpass,20,marginal_shift,all,ap_HYP,normalized_robustness,404,3,0.9998412658593704
resnet,bandpass,20,marginal_shift,all,ap_HYP,normalized_robustness,505,3,0.9975697580851236
resnet,bandpass,20,marginal_shift,all,ap_MI,absolute,101,3,0.761747008165638
resnet,bandpass,20,marginal_shift,all,ap_MI,absolute,202,3,0.7608993382190578
resnet,bandpass,20,marginal_shift,all,ap_MI,absolute,303,3,0.7606352481704315
resnet,bandpass,20,marginal_shift,all,ap_MI,absolute,404,3,0.7612068739381374
resnet,bandpass,20,marginal_shift,all,ap_MI,absolute,505,3,0.7618654954778404
resnet,bandpass,20,marginal_shift,all,ap_MI,clean_drop,101,3,0.0013630406993903794
resnet,bandpass,20,marginal_shift,all,ap_MI,clean_drop,202,3,0.0022107106459707446
resnet,bandpass,20,marginal_shift,all,ap_MI,clean_drop,303,3,0.002474800694597009
resnet,bandpass,20,marginal_shift,all,ap_MI,clean_drop,404,3,0.0019031749268911824
resnet,bandpass,20,marginal_shift,all,ap_MI,clean_drop,505,3,0.0012445533871879855
resnet,bandpass,20,marginal_shift,all,ap_MI,normalized_robustness,101,3,0.9982323296089971
resnet,bandpass,20,marginal_shift,all,ap_MI,normalized_robustness,202,3,0.9970944781680678
resnet,bandpass,20,marginal_shift,all,ap_MI,normalized_robustness,303,3,0.9967689432650025
resnet,bandpass,20,marginal_shift,all,ap_MI,normalized_robustness,404,3,0.9975296114611313
resnet,bandpass,20,marginal_shift,all,ap_MI,normalized_robustness,505,3,0.9983868954204064
resnet,bandpass,20,marginal_shift,all,ap_NORM,absolute,101,3,0.9062999331770886
resnet,bandpass,20,marginal_shift,all,ap_NORM,absolute,202,3,0.9045583469192063
resnet,bandpass,20,marginal_shift,all,ap_NORM,absolute,303,3,0.9043722726738671
resnet,bandpass,20,marginal_shift,all,ap_NORM,absolute,404,3,0.9052370370372502
resnet,bandpass,20,marginal_shift,all,ap_NORM,absolute,505,3,0.9051773300800338
resnet,bandpass,20,marginal_shift,all,ap_NORM,clean_drop,101,3,0.0007602885205579465
resnet,bandpass,20,marginal_shift,all,ap_NORM,clean_drop,202,3,0.0025018747784402162
resnet,bandpass,20,marginal_shift,all,ap_NORM,clean_drop,303,3,0.0026879490237793346
resnet,bandpass,20,marginal_shift,all,ap_NORM,clean_drop,404,3,0.0018231846603961783
resnet,bandpass,20,marginal_shift,all,ap_NORM,clean_drop,505,3,0.001882891617612607
resnet,bandpass,20,marginal_shift,all,ap_NORM,normalized_robustness,101,3,0.9991616565428556
resnet,bandpass,20,marginal_shift,all,ap_NORM,normalized_robustness,202,3,0.9972403148136716
resnet,bandpass,20,marginal_shift,all,ap_NORM,normalized_robustness,303,3,0.9970311492548234
resnet,bandpass,20,marginal_shift,all,ap_NORM,normalized_robustness,404,3,0.9979867871957945
resnet,bandpass,20,marginal_shift,all,ap_NORM,normalized_robustness,505,3,0.9979216787925633
resnet,bandpass,20,marginal_shift,all,ap_STTC,absolute,101,3,0.8114893033619416
resnet,bandpass,20,marginal_shift,all,ap_STTC,absolute,202,3,0.8101134229979357
resnet,bandpass,20,marginal_shift,all,ap_STTC,absolute,303,3,0.8116078336681486
resnet,bandpass,20,marginal_shift,all,ap_STTC,absolute,404,3,0.8111269612234064
resnet,bandpass,20,marginal_shift,all,ap_STTC,absolute,505,3,0.8106768770954323
resnet,bandpass,20,marginal_shift,all,ap_STTC,clean_drop,101,3,0.0004943085503099262
resnet,bandpass,20,marginal_shift,all,ap_STTC,clean_drop,202,3,0.0018701889143158956
resnet,bandpass,20,marginal_shift,all,ap_STTC,clean_drop,303,3,0.0003757782441029163
resnet,bandpass,20,marginal_shift,all,ap_STTC,clean_drop,404,3,0.0008566506888451434
resnet,bandpass,20,marginal_shift,all,ap_STTC,clean_drop,505,3,0.0013067348168190884
resnet,bandpass,20,marginal_shift,all,ap_STTC,normalized_robustness,101,3,0.9993873445587269
resnet,bandpass,20,marginal_shift,all,ap_STTC,normalized_robustness,202,3,0.9976880656699029
resnet,bandpass,20,marginal_shift,all,ap_STTC,normalized_robustness,303,3,0.9995398595024542
resnet,bandpass,20,marginal_shift,all,ap_STTC,normalized_robustness,404,3,0.9989408404901751
resnet,bandpass,20,marginal_shift,all,ap_STTC,normalized_robustness,505,3,0.9983798522412175
resnet,bandpass,20,marginal_shift,all,auroc_CD,absolute,101,3,0.8973189446579455
resnet,bandpass,20,marginal_shift,all,auroc_CD,absolute,202,3,0.8976331308308425
resnet,bandpass,20,marginal_shift,all,auroc_CD,absolute,303,3,0.8976129129303988
resnet,bandpass,20,marginal_shift,all,auroc_CD,absolute,404,3,0.8972263466739129
resnet,bandpass,20,marginal_shift,all,auroc_CD,absolute,505,3,0.8971810585769185
resnet,bandpass,20,marginal_shift,all,auroc_CD,clean_drop,101,3,0.0009300234204158523
resnet,bandpass,20,marginal_shift,all,auroc_CD,clean_drop,202,3,0.0006158372475188282
resnet,bandpass,20,marginal_shift,all,auroc_CD,clean_drop,303,3,0.0006360551479625739
resnet,bandpass,20,marginal_shift,all,auroc_CD,clean_drop,404,3,0.0010226214044484945
resnet,bandpass,20,marginal_shift,all,auroc_CD,clean_drop,505,3,0.0010679095014428281
resnet,bandpass,20,marginal_shift,all,auroc_CD,normalized_robustness,101,3,0.9989673301376546
resnet,bandpass,20,marginal_shift,all,auroc_CD,normalized_robustness,202,3,0.9993174778976464
resnet,bandpass,20,marginal_shift,all,auroc_CD,normalized_robustness,303,3,0.9992949073047793
resnet,bandpass,20,marginal_shift,all,auroc_CD,normalized_robustness,404,3,0.9988626457322272
resnet,bandpass,20,marginal_shift,all,auroc_CD,normalized_robustness,505,3,0.9988141214174094
resnet,bandpass,20,marginal_shift,all,auroc_HYP,absolute,101,3,0.8921440343135677
resnet,bandpass,20,marginal_shift,all,auroc_HYP,absolute,202,3,0.892060156107407
resnet,bandpass,20,marginal_shift,all,auroc_HYP,absolute,303,3,0.8923426579057558
resnet,bandpass,20,marginal_shift,all,auroc_HYP,absolute,404,3,0.8921406791853211
resnet,bandpass,20,marginal_shift,all,auroc_HYP,absolute,505,3,0.8917964430272383
resnet,bandpass,20,marginal_shift,all,auroc_HYP,clean_drop,101,3,0.0007052479573978662
resnet,bandpass,20,marginal_shift,all,auroc_HYP,clean_drop,202,3,0.000789126163558492
resnet,bandpass,20,marginal_shift,all,auroc_HYP,clean_drop,303,3,0.0005066243652097994
resnet,bandpass,20,marginal_shift,all,auroc_HYP,clean_drop,404,3,0.0007086030856444289
resnet,bandpass,20,marginal_shift,all,auroc_HYP,clean_drop,505,3,0.0010528392437271956
resnet,bandpass,20,marginal_shift,all,auroc_HYP,normalized_robustness,101,3,0.9992090173010618
resnet,bandpass,20,marginal_shift,all,auroc_HYP,normalized_robustness,202,3,0.9991149837188287
resnet,bandpass,20,marginal_shift,all,auroc_HYP,normalized_robustness,303,3,0.9994316600797913
resnet,bandpass,20,marginal_shift,all,auroc_HYP,normalized_robustness,404,3,0.9992028195006698
resnet,bandpass,20,marginal_shift,all,auroc_HYP,normalized_robustness,505,3,0.9988181893683183
resnet,bandpass,20,marginal_shift,all,auroc_MI,absolute,101,3,0.8897372983567013
resnet,bandpass,20,marginal_shift,all,auroc_MI,absolute,202,3,0.8888798432082013
resnet,bandpass,20,marginal_shift,all,auroc_MI,absolute,303,3,0.8882070707070707
resnet,bandpass,20,marginal_shift,all,auroc_MI,absolute,404,3,0.8888327302879541
resnet,bandpass,20,marginal_shift,all,auroc_MI,absolute,505,3,0.8894293683099654
resnet,bandpass,20,marginal_shift,all,auroc_MI,clean_drop,101,3,0.0006772953414745005
resnet,bandpass,20,marginal_shift,all,auroc_MI,clean_drop,202,3,0.0015347504899744606
resnet,bandpass,20,marginal_shift,all,auroc_MI,clean_drop,303,3,0.002207522991105123
resnet,bandpass,20,marginal_shift,all,auroc_MI,clean_drop,404,3,0.0015818634102216695
resnet,bandpass,20,marginal_shift,all,auroc_MI,clean_drop,505,3,0.0009852253882104793
resnet,bandpass,20,marginal_shift,all,auroc_MI,normalized_robustness,101,3,0.999237928952517
resnet,bandpass,20,marginal_shift,all,auroc_MI,normalized_robustness,202,3,0.9982768908794443
resnet,bandpass,20,marginal_shift,all,auroc_MI,normalized_robustness,303,3,0.9975215206478204
resnet,bandpass,20,marginal_shift,all,auroc_MI,normalized_robustness,404,3,0.9982249709818128
resnet,bandpass,20,marginal_shift,all,auroc_MI,normalized_robustness,505,3,0.9988936041838431
resnet,bandpass,20,marginal_shift,all,auroc_NORM,absolute,101,3,0.9329252061274115
resnet,bandpass,20,marginal_shift,all,auroc_NORM,absolute,202,3,0.9322828909541458
resnet,bandpass,20,marginal_shift,all,auroc_NORM,absolute,303,3,0.9320045302409515
resnet,bandpass,20,marginal_shift,all,auroc_NORM,absolute,404,3,0.9323105532310553
resnet,bandpass,20,marginal_shift,all,auroc_NORM,absolute,505,3,0.9325677689577115
resnet,bandpass,20,marginal_shift,all,auroc_NORM,clean_drop,101,3,0.000648253148937498
resnet,bandpass,20,marginal_shift,all,auroc_NORM,clean_drop,202,3,0.0012905683222032005
resnet,bandpass,20,marginal_shift,all,auroc_NORM,clean_drop,303,3,0.001568929035397404
resnet,bandpass,20,marginal_shift,all,auroc_NORM,clean_drop,404,3,0.0012629060452936287
resnet,bandpass,20,marginal_shift,all,auroc_NORM,clean_drop,505,3,0.0010056903186373978
resnet,bandpass,20,marginal_shift,all,auroc_NORM,normalized_robustness,101,3,0.9993053756962108
resnet,bandpass,20,marginal_shift,all,auroc_NORM,normalized_robustness,202,3,0.9986174580881766
resnet,bandpass,20,marginal_shift,all,auroc_NORM,normalized_robustness,303,3,0.9983187045817489
resnet,bandpass,20,marginal_shift,all,auroc_NORM,normalized_robustness,404,3,0.9986469778009762
resnet,bandpass,20,marginal_shift,all,auroc_NORM,normalized_robustness,505,3,0.9989223547059968
resnet,bandpass,20,marginal_shift,all,auroc_STTC,absolute,101,3,0.9236232188228785
resnet,bandpass,20,marginal_shift,all,auroc_STTC,absolute,202,3,0.9232126477010558
resnet,bandpass,20,marginal_shift,all,auroc_STTC,absolute,303,3,0.9232097164460212
resnet,bandpass,20,marginal_shift,all,auroc_STTC,absolute,404,3,0.9231854847377367
resnet,bandpass,20,marginal_shift,all,auroc_STTC,absolute,505,3,0.9233281391494123
resnet,bandpass,20,marginal_shift,all,auroc_STTC,clean_drop,101,3,0.0004639199634491146
resnet,bandpass,20,marginal_shift,all,auroc_STTC,clean_drop,202,3,0.0008744910852716744
resnet,bandpass,20,marginal_shift,all,auroc_STTC,clean_drop,303,3,0.0008774223403062628
resnet,bandpass,20,marginal_shift,all,auroc_STTC,clean_drop,404,3,0.00090165404859092
resnet,bandpass,20,marginal_shift,all,auroc_STTC,clean_drop,505,3,0.0007589996369151697
resnet,bandpass,20,marginal_shift,all,auroc_STTC,normalized_robustness,101,3,0.9994979760835477
resnet,bandpass,20,marginal_shift,all,auroc_STTC,normalized_robustness,202,3,0.9990534811070009
resnet,bandpass,20,marginal_shift,all,auroc_STTC,normalized_robustness,303,3,0.9990518436325261
resnet,bandpass,20,marginal_shift,all,auroc_STTC,normalized_robustness,404,3,0.9990240239452984
resnet,bandpass,20,marginal_shift,all,auroc_STTC,normalized_robustness,505,3,0.9991774652210633
resnet,bandpass,20,marginal_shift,all,brier,absolute,101,3,0.0966502378384272
resnet,bandpass,20,marginal_shift,all,brier,absolute,202,3,0.09689277162154514
resnet,bandpass,20,marginal_shift,all,brier,absolute,303,3,0.09686882545550661
resnet,bandpass,20,marginal_shift,all,brier,absolute,404,3,0.0967848350604375
resnet,bandpass,20,marginal_shift,all,brier,absolute,505,3,0.09676782786846157
resnet,bandpass,20,marginal_shift,all,clean_agreement,absolute,101,3,0.9876428792091443
resnet,bandpass,20,marginal_shift,all,clean_agreement,absolute,202,3,0.9870559159715785
resnet,bandpass,20,marginal_shift,all,clean_agreement,absolute,303,3,0.9872412727834415
resnet,bandpass,20,marginal_shift,all,clean_agreement,absolute,404,3,0.9876428792091443
resnet,bandpass,20,marginal_shift,all,clean_agreement,absolute,505,3,0.9871794871794872
resnet,bandpass,20,marginal_shift,all,ece,absolute,101,3,0.0464885453655878
resnet,bandpass,20,marginal_shift,all,ece,absolute,202,3,0.047069457973761164
resnet,bandpass,20,marginal_shift,all,ece,absolute,303,3,0.046359249993705304
resnet,bandpass,20,marginal_shift,all,ece,absolute,404,3,0.04698474482257133
resnet,bandpass,20,marginal_shift,all,ece,absolute,505,3,0.047094752763593296
resnet,bandpass,20,marginal_shift,all,f1_CD,absolute,101,3,0.712216438532228
resnet,bandpass,20,marginal_shift,all,f1_CD,absolute,202,3,0.7089081633267681
resnet,bandpass,20,marginal_shift,all,f1_CD,absolute,303,3,0.7122072770870617
resnet,bandpass,20,marginal_shift,all,f1_CD,absolute,404,3,0.7079378889679857
resnet,bandpass,20,marginal_shift,all,f1_CD,absolute,505,3,0.7079299294491737
resnet,bandpass,20,marginal_shift,all,f1_CD,clean_drop,101,3,-0.00331333495738817
resnet,bandpass,20,marginal_shift,all,f1_CD,clean_drop,202,3,-5.059751928141824e-06
resnet,bandpass,20,marginal_shift,all,f1_CD,clean_drop,303,3,-0.0033041735122219342
resnet,bandpass,20,marginal_shift,all,f1_CD,clean_drop,404,3,0.000965214606854059
resnet,bandpass,20,marginal_shift,all,f1_CD,clean_drop,505,3,0.0009731741256662207
resnet,bandpass,20,marginal_shift,all,f1_CD,normalized_robustness,101,3,1.0046641431472514
resnet,bandpass,20,marginal_shift,all,f1_CD,normalized_robustness,202,3,0.9999996734287359
resnet,bandpass,20,marginal_shift,all,f1_CD,normalized_robustness,303,3,1.0046519043226922
resnet,bandpass,20,marginal_shift,all,f1_CD,normalized_robustness,404,3,0.9986355540450579
resnet,bandpass,20,marginal_shift,all,f1_CD,normalized_robustness,505,3,0.9986184760862206
resnet,bandpass,20,marginal_shift,all,f1_HYP,absolute,101,3,0.6002850815141657
resnet,bandpass,20,marginal_shift,all,f1_HYP,absolute,202,3,0.5949971990211717
resnet,bandpass,20,marginal_shift,all,f1_HYP,absolute,303,3,0.5958749221265273
resnet,bandpass,20,marginal_shift,all,f1_HYP,absolute,404,3,0.5968387684233148
resnet,bandpass,20,marginal_shift,all,f1_HYP,absolute,505,3,0.5958910281735413
resnet,bandpass,20,marginal_shift,all,f1_HYP,clean_drop,101,3,0.001274125635953564
resnet,bandpass,20,marginal_shift,all,f1_HYP,clean_drop,202,3,0.006562008128947731
resnet,bandpass,20,marginal_shift,all,f1_HYP,clean_drop,303,3,0.005684285023592158
resnet,bandpass,20,marginal_shift,all,f1_HYP,clean_drop,404,3,0.004720438726804462
resnet,bandpass,20,marginal_shift,all,f1_HYP,clean_drop,505,3,0.005668178976578009
resnet,bandpass,20,marginal_shift,all,f1_HYP,normalized_robustness,101,3,0.9983584192987124
resnet,bandpass,20,marginal_shift,all,f1_HYP,normalized_robustness,202,3,0.989386535175831
resnet,bandpass,20,marginal_shift,all,f1_HYP,normalized_robustness,303,3,0.9908388157742788
resnet,bandpass,20,marginal_shift,all,f1_HYP,normalized_robustness,404,3,0.9923627796608407
