model,kind,snr,condition,active,metric,outcome,noise_seed,n_training_seeds,mean_over_training_seeds
resnet,bandpass,10,independent,all,macro_f1,clean_drop,101,3,0.01964288749598797
resnet,bandpass,10,independent,all,macro_f1,clean_drop,202,3,0.01831821616621739
resnet,bandpass,10,independent,all,macro_f1,clean_drop,303,3,0.01840237889728506
resnet,bandpass,10,independent,all,macro_f1,clean_drop,404,3,0.019939020630846516
resnet,bandpass,10,independent,all,macro_f1,clean_drop,505,3,0.01909632578633084
resnet,bandpass,10,independent,all,macro_f1,normalized_robustness,101,3,0.9726196281233787
resnet,bandpass,10,independent,all,macro_f1,normalized_robustness,202,3,0.9744490880817942
resnet,bandpass,10,independent,all,macro_f1,normalized_robustness,303,3,0.9743527521719422
resnet,bandpass,10,independent,all,macro_f1,normalized_robustness,404,3,0.9722097046493041
resnet,bandpass,10,independent,all,macro_f1,normalized_robustness,505,3,0.9733949988894576
resnet,bandpass,10,independent,all,mean_confidence,absolute,101,3,0.8615789214769999
resnet,bandpass,10,independent,all,mean_confidence,absolute,202,3,0.862113356590271
resnet,bandpass,10,independent,all,mean_confidence,absolute,303,3,0.8617009917894999
resnet,bandpass,10,independent,all,mean_confidence,absolute,404,3,0.8617385427157084
resnet,bandpass,10,independent,all,mean_confidence,absolute,505,3,0.8616446654001871
resnet,bandpass,10,independent,all,mean_entropy,absolute,101,3,0.3198539548889741
resnet,bandpass,10,independent,all,mean_entropy,absolute,202,3,0.31925886414951427
resnet,bandpass,10,independent,all,mean_entropy,absolute,303,3,0.319761651979891
resnet,bandpass,10,independent,all,mean_entropy,absolute,404,3,0.3199050850411867
resnet,bandpass,10,independent,all,mean_entropy,absolute,505,3,0.3196810548196741
resnet,bandpass,10,independent,all,mean_loss,absolute,101,3,0.3314481352863307
resnet,bandpass,10,independent,all,mean_loss,absolute,202,3,0.330450128359979
resnet,bandpass,10,independent,all,mean_loss,absolute,303,3,0.3310270739134806
resnet,bandpass,10,independent,all,mean_loss,absolute,404,3,0.33272264873427987
resnet,bandpass,10,independent,all,mean_loss,absolute,505,3,0.33286575419471437
resnet,bandpass,10,independent,all,micro_ap,absolute,101,3,0.7930295361097954
resnet,bandpass,10,independent,all,micro_ap,absolute,202,3,0.7945694452170469
resnet,bandpass,10,independent,all,micro_ap,absolute,303,3,0.7934653898718865
resnet,bandpass,10,independent,all,micro_ap,absolute,404,3,0.791717169598774
resnet,bandpass,10,independent,all,micro_ap,absolute,505,3,0.7916622392415297
resnet,bandpass,10,independent,all,micro_auroc,absolute,101,3,0.9047898092598604
resnet,bandpass,10,independent,all,micro_auroc,absolute,202,3,0.9051426389309839
resnet,bandpass,10,independent,all,micro_auroc,absolute,303,3,0.9051878537924836
resnet,bandpass,10,independent,all,micro_auroc,absolute,404,3,0.9041242670982932
resnet,bandpass,10,independent,all,micro_auroc,absolute,505,3,0.9040540191160492
resnet,bandpass,10,independent,all,micro_f1,absolute,101,3,0.7265272888869326
resnet,bandpass,10,independent,all,micro_f1,absolute,202,3,0.7265684918009594
resnet,bandpass,10,independent,all,micro_f1,absolute,303,3,0.727064379379525
resnet,bandpass,10,independent,all,micro_f1,absolute,404,3,0.7246021051182746
resnet,bandpass,10,independent,all,micro_f1,absolute,505,3,0.7267541543446182
resnet,bandpass,10,independent,all,probability_shift,absolute,101,3,0.05072000374396637
resnet,bandpass,10,independent,all,probability_shift,absolute,202,3,0.05060130109389618
resnet,bandpass,10,independent,all,probability_shift,absolute,303,3,0.0505068811277548
resnet,bandpass,10,independent,all,probability_shift,absolute,404,3,0.05108681569496787
resnet,bandpass,10,independent,all,probability_shift,absolute,505,3,0.05096858988205586
resnet,bandpass,10,independent_rms,all,ap_CD,absolute,101,3,0.7982979797133251
resnet,bandpass,10,independent_rms,all,ap_CD,absolute,202,3,0.8020488186890224
resnet,bandpass,10,independent_rms,all,ap_CD,absolute,303,3,0.7982873586410784
resnet,bandpass,10,independent_rms,all,ap_CD,absolute,404,3,0.7989214397589867
resnet,bandpass,10,independent_rms,all,ap_CD,absolute,505,3,0.7968873724897625
resnet,bandpass,10,independent_rms,all,ap_CD,clean_drop,101,3,0.00829090292208956
resnet,bandpass,10,independent_rms,all,ap_CD,clean_drop,202,3,0.004540063946392244
resnet,bandpass,10,independent_rms,all,ap_CD,clean_drop,303,3,0.008301523994336294
resnet,bandpass,10,independent_rms,all,ap_CD,clean_drop,404,3,0.0076674428764279545
resnet,bandpass,10,independent_rms,all,ap_CD,clean_drop,505,3,0.009701510145652126
resnet,bandpass,10,independent_rms,all,ap_CD,normalized_robustness,101,3,0.9897534187157436
resnet,bandpass,10,independent_rms,all,ap_CD,normalized_robustness,202,3,0.9944013733116289
resnet,bandpass,10,independent_rms,all,ap_CD,normalized_robustness,303,3,0.9897554262132191
resnet,bandpass,10,independent_rms,all,ap_CD,normalized_robustness,404,3,0.9905487473545964
resnet,bandpass,10,independent_rms,all,ap_CD,normalized_robustness,505,3,0.9880084206304621
resnet,bandpass,10,independent_rms,all,ap_HYP,absolute,101,3,0.6267005124997989
resnet,bandpass,10,independent_rms,all,ap_HYP,absolute,202,3,0.6250696195709067
resnet,bandpass,10,independent_rms,all,ap_HYP,absolute,303,3,0.6249254930000809
resnet,bandpass,10,independent_rms,all,ap_HYP,absolute,404,3,0.6292911786040583
resnet,bandpass,10,independent_rms,all,ap_HYP,absolute,505,3,0.622720570215264
resnet,bandpass,10,independent_rms,all,ap_HYP,clean_drop,101,3,0.014901428481525647
resnet,bandpass,10,independent_rms,all,ap_HYP,clean_drop,202,3,0.016532321410417827
resnet,bandpass,10,independent_rms,all,ap_HYP,clean_drop,303,3,0.016676447981243608
resnet,bandpass,10,independent_rms,all,ap_HYP,clean_drop,404,3,0.012310762377266212
resnet,bandpass,10,independent_rms,all,ap_HYP,clean_drop,505,3,0.01888137076606052
resnet,bandpass,10,independent_rms,all,ap_HYP,normalized_robustness,101,3,0.9766798162224634
resnet,bandpass,10,independent_rms,all,ap_HYP,normalized_robustness,202,3,0.9740983117456131
resnet,bandpass,10,independent_rms,all,ap_HYP,normalized_robustness,303,3,0.9738672502784461
resnet,bandpass,10,independent_rms,all,ap_HYP,normalized_robustness,404,3,0.9808051419203938
resnet,bandpass,10,independent_rms,all,ap_HYP,normalized_robustness,505,3,0.9703382082997098
resnet,bandpass,10,independent_rms,all,ap_MI,absolute,101,3,0.7460389502955126
resnet,bandpass,10,independent_rms,all,ap_MI,absolute,202,3,0.7438436708095905
resnet,bandpass,10,independent_rms,all,ap_MI,absolute,303,3,0.7454874534648712
resnet,bandpass,10,independent_rms,all,ap_MI,absolute,404,3,0.7404365809264372
resnet,bandpass,10,independent_rms,all,ap_MI,absolute,505,3,0.7432877823757321
resnet,bandpass,10,independent_rms,all,ap_MI,clean_drop,101,3,0.01707109856951572
resnet,bandpass,10,independent_rms,all,ap_MI,clean_drop,202,3,0.01926637805543796
resnet,bandpass,10,independent_rms,all,ap_MI,clean_drop,303,3,0.017622595400157204
resnet,bandpass,10,independent_rms,all,ap_MI,clean_drop,404,3,0.02267346793859119
resnet,bandpass,10,independent_rms,all,ap_MI,clean_drop,505,3,0.019822266489296303
resnet,bandpass,10,independent_rms,all,ap_MI,normalized_robustness,101,3,0.9775261786474636
resnet,bandpass,10,independent_rms,all,ap_MI,normalized_robustness,202,3,0.9747236728261236
resnet,bandpass,10,independent_rms,all,ap_MI,normalized_robustness,303,3,0.97691880624575
resnet,bandpass,10,independent_rms,all,ap_MI,normalized_robustness,404,3,0.9702334589899259
resnet,bandpass,10,independent_rms,all,ap_MI,normalized_robustness,505,3,0.9740075088101919
resnet,bandpass,10,independent_rms,all,ap_NORM,absolute,101,3,0.8905249582279237
resnet,bandpass,10,independent_rms,all,ap_NORM,absolute,202,3,0.8924885923642095
resnet,bandpass,10,independent_rms,all,ap_NORM,absolute,303,3,0.8933212443850991
resnet,bandpass,10,independent_rms,all,ap_NORM,absolute,404,3,0.8929943803671628
resnet,bandpass,10,independent_rms,all,ap_NORM,absolute,505,3,0.8919737737115986
resnet,bandpass,10,independent_rms,all,ap_NORM,clean_drop,101,3,0.016535263469722856
resnet,bandpass,10,independent_rms,all,ap_NORM,clean_drop,202,3,0.014571629333436994
resnet,bandpass,10,independent_rms,all,ap_NORM,clean_drop,303,3,0.013738977312547362
resnet,bandpass,10,independent_rms,all,ap_NORM,clean_drop,404,3,0.01406584133048372
resnet,bandpass,10,independent_rms,all,ap_NORM,clean_drop,505,3,0.015086447986047783
resnet,bandpass,10,independent_rms,all,ap_NORM,normalized_robustness,101,3,0.9817512124123325
resnet,bandpass,10,independent_rms,all,ap_NORM,normalized_robustness,202,3,0.9839190318477602
resnet,bandpass,10,independent_rms,all,ap_NORM,normalized_robustness,303,3,0.984851563742937
resnet,bandpass,10,independent_rms,all,ap_NORM,normalized_robustness,404,3,0.9844766221044755
resnet,bandpass,10,independent_rms,all,ap_NORM,normalized_robustness,505,3,0.9833613122855497
resnet,bandpass,10,independent_rms,all,ap_STTC,absolute,101,3,0.7933694425436596
resnet,bandpass,10,independent_rms,all,ap_STTC,absolute,202,3,0.7954121851166066
resnet,bandpass,10,independent_rms,all,ap_STTC,absolute,303,3,0.7948005102373172
resnet,bandpass,10,independent_rms,all,ap_STTC,absolute,404,3,0.7900398011849404
resnet,bandpass,10,independent_rms,all,ap_STTC,absolute,505,3,0.7915594641671975
resnet,bandpass,10,independent_rms,all,ap_STTC,clean_drop,101,3,0.01861416936859195
resnet,bandpass,10,independent_rms,all,ap_STTC,clean_drop,202,3,0.01657142679564494
resnet,bandpass,10,independent_rms,all,ap_STTC,clean_drop,303,3,0.01718310167493427
resnet,bandpass,10,independent_rms,all,ap_STTC,clean_drop,404,3,0.02194381072731111
resnet,bandpass,10,independent_rms,all,ap_STTC,clean_drop,505,3,0.02042414774505415
resnet,bandpass,10,independent_rms,all,ap_STTC,normalized_robustness,101,3,0.9770118119748487
resnet,bandpass,10,independent_rms,all,ap_STTC,normalized_robustness,202,3,0.9795056051863616
resnet,bandpass,10,independent_rms,all,ap_STTC,normalized_robustness,303,3,0.9787855664992238
resnet,bandpass,10,independent_rms,all,ap_STTC,normalized_robustness,404,3,0.9728849082818077
resnet,bandpass,10,independent_rms,all,ap_STTC,normalized_robustness,505,3,0.974771760367317
resnet,bandpass,10,independent_rms,all,auroc_CD,absolute,101,3,0.8918504069459
resnet,bandpass,10,independent_rms,all,auroc_CD,absolute,202,3,0.8943574266009341
resnet,bandpass,10,independent_rms,all,auroc_CD,absolute,303,3,0.8919458354359949
resnet,bandpass,10,independent_rms,all,auroc_CD,absolute,404,3,0.8927339291952953
resnet,bandpass,10,independent_rms,all,auroc_CD,absolute,505,3,0.8906524963446035
resnet,bandpass,10,independent_rms,all,auroc_CD,clean_drop,101,3,0.006398561132461252
resnet,bandpass,10,independent_rms,all,auroc_CD,clean_drop,202,3,0.003891541477427133
resnet,bandpass,10,independent_rms,all,auroc_CD,clean_drop,303,3,0.006303132642366334
resnet,bandpass,10,independent_rms,all,auroc_CD,clean_drop,404,3,0.005515038883066074
resnet,bandpass,10,independent_rms,all,auroc_CD,clean_drop,505,3,0.007596471733757622
resnet,bandpass,10,independent_rms,all,auroc_CD,normalized_robustness,101,3,0.9928899953930598
resnet,bandpass,10,independent_rms,all,auroc_CD,normalized_robustness,202,3,0.9956774879882646
resnet,bandpass,10,independent_rms,all,auroc_CD,normalized_robustness,303,3,0.9930072514173259
resnet,bandpass,10,independent_rms,all,auroc_CD,normalized_robustness,404,3,0.9938867298384251
resnet,bandpass,10,independent_rms,all,auroc_CD,normalized_robustness,505,3,0.9915640396165214
resnet,bandpass,10,independent_rms,all,auroc_HYP,absolute,101,3,0.8843473872945319
resnet,bandpass,10,independent_rms,all,auroc_HYP,absolute,202,3,0.8845762070409381
resnet,bandpass,10,independent_rms,all,auroc_HYP,absolute,303,3,0.8844809213987396
resnet,bandpass,10,independent_rms,all,auroc_HYP,absolute,404,3,0.8851110144834177
resnet,bandpass,10,independent_rms,all,auroc_HYP,absolute,505,3,0.883349572154046
resnet,bandpass,10,independent_rms,all,auroc_HYP,clean_drop,101,3,0.00850189497643361
resnet,bandpass,10,independent_rms,all,auroc_HYP,clean_drop,202,3,0.00827307523002748
resnet,bandpass,10,independent_rms,all,auroc_HYP,clean_drop,303,3,0.008368360872225996
resnet,bandpass,10,independent_rms,all,auroc_HYP,clean_drop,404,3,0.007738267787547826
resnet,bandpass,10,independent_rms,all,auroc_HYP,clean_drop,505,3,0.009499710116919524
resnet,bandpass,10,independent_rms,all,auroc_HYP,normalized_robustness,101,3,0.9904776252562719
resnet,bandpass,10,independent_rms,all,auroc_HYP,normalized_robustness,202,3,0.9907350800107634
resnet,bandpass,10,independent_rms,all,auroc_HYP,normalized_robustness,303,3,0.9906247955132329
resnet,bandpass,10,independent_rms,all,auroc_HYP,normalized_robustness,404,3,0.9913344004609047
resnet,bandpass,10,independent_rms,all,auroc_HYP,normalized_robustness,505,3,0.9893504428537359
resnet,bandpass,10,independent_rms,all,auroc_MI,absolute,101,3,0.879228478818031
resnet,bandpass,10,independent_rms,all,auroc_MI,absolute,202,3,0.8768249660786974
resnet,bandpass,10,independent_rms,all,auroc_MI,absolute,303,3,0.8794384139906528
resnet,bandpass,10,independent_rms,all,auroc_MI,absolute,404,3,0.8773974822855419
resnet,bandpass,10,independent_rms,all,auroc_MI,absolute,505,3,0.8789326096788783
resnet,bandpass,10,independent_rms,all,auroc_MI,clean_drop,101,3,0.011186114880144796
resnet,bandpass,10,independent_rms,all,auroc_MI,clean_drop,202,3,0.013589627619478462
resnet,bandpass,10,independent_rms,all,auroc_MI,clean_drop,303,3,0.010976179707522996
resnet,bandpass,10,independent_rms,all,auroc_MI,clean_drop,404,3,0.013017111412633878
resnet,bandpass,10,independent_rms,all,auroc_MI,clean_drop,505,3,0.011481984019297528
resnet,bandpass,10,independent_rms,all,auroc_MI,normalized_robustness,101,3,0.9874246582476908
resnet,bandpass,10,independent_rms,all,auroc_MI,normalized_robustness,202,3,0.9847271852486555
resnet,bandpass,10,independent_rms,all,auroc_MI,normalized_robustness,303,3,0.9876661185114032
resnet,bandpass,10,independent_rms,all,auroc_MI,normalized_robustness,404,3,0.9853755589330028
resnet,bandpass,10,independent_rms,all,auroc_MI,normalized_robustness,505,3,0.9870957147133806
resnet,bandpass,10,independent_rms,all,auroc_NORM,absolute,101,3,0.9247583171487289
resnet,bandpass,10,independent_rms,all,auroc_NORM,absolute,202,3,0.9255540058887339
resnet,bandpass,10,independent_rms,all,auroc_NORM,absolute,303,3,0.9252240861672685
resnet,bandpass,10,independent_rms,all,auroc_NORM,absolute,404,3,0.9252556588184008
resnet,bandpass,10,independent_rms,all,auroc_NORM,absolute,505,3,0.9246832958951209
resnet,bandpass,10,independent_rms,all,auroc_NORM,clean_drop,101,3,0.008815142127619987
resnet,bandpass,10,independent_rms,all,auroc_NORM,clean_drop,202,3,0.008019453387615005
resnet,bandpass,10,independent_rms,all,auroc_NORM,clean_drop,303,3,0.008349373109080535
resnet,bandpass,10,independent_rms,all,auroc_NORM,clean_drop,404,3,0.008317800457948202
resnet,bandpass,10,independent_rms,all,auroc_NORM,clean_drop,505,3,0.00889016338122802
resnet,bandpass,10,independent_rms,all,auroc_NORM,normalized_robustness,101,3,0.9905548119190518
resnet,bandpass,10,independent_rms,all,auroc_NORM,normalized_robustness,202,3,0.991406975365242
resnet,bandpass,10,independent_rms,all,auroc_NORM,normalized_robustness,303,3,0.9910551995559659
resnet,bandpass,10,independent_rms,all,auroc_NORM,normalized_robustness,404,3,0.9910871228591227
resnet,bandpass,10,independent_rms,all,auroc_NORM,normalized_robustness,505,3,0.9904746114769196
resnet,bandpass,10,independent_rms,all,auroc_STTC,absolute,101,3,0.9125309589385887
resnet,bandpass,10,independent_rms,all,auroc_STTC,absolute,202,3,0.9136655500539154
resnet,bandpass,10,independent_rms,all,auroc_STTC,absolute,303,3,0.9145746299485936
resnet,bandpass,10,independent_rms,all,auroc_STTC,absolute,404,3,0.9121182382297407
resnet,bandpass,10,independent_rms,all,auroc_STTC,absolute,505,3,0.912271835993545
resnet,bandpass,10,independent_rms,all,auroc_STTC,clean_drop,101,3,0.011556179847738823
resnet,bandpass,10,independent_rms,all,auroc_STTC,clean_drop,202,3,0.01042158873241202
resnet,bandpass,10,independent_rms,all,auroc_STTC,clean_drop,303,3,0.00951250883773395
resnet,bandpass,10,independent_rms,all,auroc_STTC,clean_drop,404,3,0.011968900556586726
resnet,bandpass,10,independent_rms,all,auroc_STTC,clean_drop,505,3,0.01181530279278257
resnet,bandpass,10,independent_rms,all,auroc_STTC,normalized_robustness,101,3,0.9874823159516676
resnet,bandpass,10,independent_rms,all,auroc_STTC,normalized_robustness,202,3,0.9887102949016896
resnet,bandpass,10,independent_rms,all,auroc_STTC,normalized_robustness,303,3,0.9896965437065891
resnet,bandpass,10,independent_rms,all,auroc_STTC,normalized_robustness,404,3,0.9870412481555363
resnet,bandpass,10,independent_rms,all,auroc_STTC,normalized_robustness,505,3,0.9872006721713694
resnet,bandpass,10,independent_rms,all,brier,absolute,101,3,0.10303281495968493
resnet,bandpass,10,independent_rms,all,brier,absolute,202,3,0.10265105466047915
resnet,bandpass,10,independent_rms,all,brier,absolute,303,3,0.10302962114413576
resnet,bandpass,10,independent_rms,all,brier,absolute,404,3,0.10365352531274157
resnet,bandpass,10,independent_rms,all,brier,absolute,505,3,0.1036092986663182
resnet,bandpass,10,independent_rms,all,clean_agreement,absolute,101,3,0.9463700957676862
resnet,bandpass,10,independent_rms,all,clean_agreement,absolute,202,3,0.9481927710843374
resnet,bandpass,10,independent_rms,all,clean_agreement,absolute,303,3,0.9473895582329318
resnet,bandpass,10,independent_rms,all,clean_agreement,absolute,404,3,0.9455050973123261
resnet,bandpass,10,independent_rms,all,clean_agreement,absolute,505,3,0.9470497374111831
resnet,bandpass,10,independent_rms,all,ece,absolute,101,3,0.05486822875106117
resnet,bandpass,10,independent_rms,all,ece,absolute,202,3,0.05447674527019717
resnet,bandpass,10,independent_rms,all,ece,absolute,303,3,0.0531683101622312
resnet,bandpass,10,independent_rms,all,ece,absolute,404,3,0.05474546787205006
resnet,bandpass,10,independent_rms,all,ece,absolute,505,3,0.054130623186542826
resnet,bandpass,10,independent_rms,all,f1_CD,absolute,101,3,0.7070595884622873
resnet,bandpass,10,independent_rms,all,f1_CD,absolute,202,3,0.7113317330859404
resnet,bandpass,10,independent_rms,all,f1_CD,absolute,303,3,0.7074577882084907
resnet,bandpass,10,independent_rms,all,f1_CD,absolute,404,3,0.7056333817607886
resnet,bandpass,10,independent_rms,all,f1_CD,absolute,505,3,0.7049699769883219
resnet,bandpass,10,independent_rms,all,f1_CD,clean_drop,101,3,0.0018435151125525406
resnet,bandpass,10,independent_rms,all,f1_CD,clean_drop,202,3,-0.0024286295111006773
resnet,bandpass,10,independent_rms,all,f1_CD,clean_drop,303,3,0.0014453153663491018
resnet,bandpass,10,independent_rms,all,f1_CD,clean_drop,404,3,0.003269721814051163
resnet,bandpass,10,independent_rms,all,f1_CD,clean_drop,505,3,0.003933126586517936
resnet,bandpass,10,independent_rms,all,f1_CD,normalized_robustness,101,3,0.9973850183848163
resnet,bandpass,10,independent_rms,all,f1_CD,normalized_robustness,202,3,1.0034050185993497
resnet,bandpass,10,independent_rms,all,f1_CD,normalized_robustness,303,3,0.9979830728183247
resnet,bandpass,10,independent_rms,all,f1_CD,normalized_robustness,404,3,0.9953563098655037
resnet,bandpass,10,independent_rms,all,f1_CD,normalized_robustness,505,3,0.9944357734756363
resnet,bandpass,10,independent_rms,all,f1_HYP,absolute,101,3,0.5732945048013541
resnet,bandpass,10,independent_rms,all,f1_HYP,absolute,202,3,0.5790129747820649
resnet,bandpass,10,independent_rms,all,f1_HYP,absolute,303,3,0.5738354987847889
resnet,bandpass,10,independent_rms,all,f1_HYP,absolute,404,3,0.5796345360883334
resnet,bandpass,10,independent_rms,all,f1_HYP,absolute,505,3,0.5716293258432851
resnet,bandpass,10,independent_rms,all,f1_HYP,clean_drop,101,3,0.028264702348765252
resnet,bandpass,10,independent_rms,all,f1_HYP,clean_drop,202,3,0.02254623236805442
resnet,bandpass,10,independent_rms,all,f1_HYP,clean_drop,303,3,0.027723708365330484
resnet,bandpass,10,independent_rms,all,f1_HYP,clean_drop,404,3,0.021924671061785972
resnet,bandpass,10,independent_rms,all,f1_HYP,clean_drop,505,3,0.0299298813068342
resnet,bandpass,10,independent_rms,all,f1_HYP,normalized_robustness,101,3,0.9541951303773858
resnet,bandpass,10,independent_rms,all,f1_HYP,normalized_robustness,202,3,0.9633843630601104
resnet,bandpass,10,independent_rms,all,f1_HYP,normalized_robustness,303,3,0.9547368605285431
resnet,bandpass,10,independent_rms,all,f1_HYP,normalized_robustness,404,3,0.9647364090815418
resnet,bandpass,10,independent_rms,all,f1_HYP,normalized_robustness,505,3,0.9513499994269369
resnet,bandpass,10,independent_rms,all,f1_MI,absolute,101,3,0.6677259931674951
resnet,bandpass,10,independent_rms,all,f1_MI,absolute,202,3,0.6655659386068393
resnet,bandpass,10,independent_rms,all,f1_MI,absolute,303,3,0.6659997503080883
resnet,bandpass,10,independent_rms,all,f1_MI,absolute,404,3,0.6660802885803386
resnet,bandpass,10,independent_rms,all,f1_MI,absolute,505,3,0.6696765993715686
resnet,bandpass,10,independent_rms,all,f1_MI,clean_drop,101,3,0.01710298928825989
resnet,bandpass,10,independent_rms,all,f1_MI,clean_drop,202,3,0.01926304384891564
resnet,bandpass,10,independent_rms,all,f1_MI,clean_drop,303,3,0.01882923214766663
resnet,bandpass,10,independent_rms,all,f1_MI,clean_drop,404,3,0.018748693875416406
resnet,bandpass,10,independent_rms,all,f1_MI,clean_drop,505,3,0.015152383084186353
resnet,bandpass,10,independent_rms,all,f1_MI,normalized_robustness,101,3,0.9749382964868659
resnet,bandpass,10,independent_rms,all,f1_MI,normalized_robustness,202,3,0.971897459603375
resnet,bandpass,10,independent_rms,all,f1_MI,normalized_robustness,303,3,0.9724941563741841
resnet,bandpass,10,independent_rms,all,f1_MI,normalized_robustness,404,3,0.9726173664020156
resnet,bandpass,10,independent_rms,all,f1_MI,normalized_robustness,505,3,0.977820360534288
resnet,bandpass,10,independent_rms,all,f1_NORM,absolute,101,3,0.8305995224518986
resnet,bandpass,10,independent_rms,all,f1_NORM,absolute,202,3,0.8257648546785011
resnet,bandpass,10,independent_rms,all,f1_NORM,absolute,303,3,0.828828504582261
resnet,bandpass,10,independent_rms,all,f1_NORM,absolute,404,3,0.8232551144180421
resnet,bandpass,10,independent_rms,all,f1_NORM,absolute,505,3,0.8270918905907297
resnet,bandpass,10,independent_rms,all,f1_NORM,clean_drop,101,3,0.01623322395043166
resnet,bandpass,10,independent_rms,all,f1_NORM,clean_drop,202,3,0.021067891723829318
resnet,bandpass,10,independent_rms,all,f1_NORM,clean_drop,303,3,0.018004241820069395
resnet,bandpass,10,independent_rms,all,f1_NORM,clean_drop,404,3,0.023577631984288267
resnet,bandpass,10,independent_rms,all,f1_NORM,clean_drop,505,3,0.01974085581160064
resnet,bandpass,10,independent_rms,all,f1_NORM,normalized_robustness,101,3,0.9808445092785788
resnet,bandpass,10,independent_rms,all,f1_NORM,normalized_robustness,202,3,0.9751357969706258
resnet,bandpass,10,independent_rms,all,f1_NORM,normalized_robustness,303,3,0.9787466393678295
resnet,bandpass,10,independent_rms,all,f1_NORM,normalized_robustness,404,3,0.9721641702959799
resnet,bandpass,10,independent_rms,all,f1_NORM,normalized_robustness,505,3,0.9767026323692484
resnet,bandpass,10,independent_rms,all,f1_STTC,absolute,101,3,0.7144337935445108
resnet,bandpass,10,independent_rms,all,f1_STTC,absolute,202,3,0.7204138069514494
resnet,bandpass,10,independent_rms,all,f1_STTC,absolute,303,3,0.7161171661293189
resnet,bandpass,10,independent_rms,all,f1_STTC,absolute,404,3,0.7185123574864783
resnet,bandpass,10,independent_rms,all,f1_STTC,absolute,505,3,0.7149985305872119
resnet,bandpass,10,independent_rms,all,f1_STTC,clean_drop,101,3,0.03212131950129408
resnet,bandpass,10,independent_rms,all,f1_STTC,clean_drop,202,3,0.026141306094355537
resnet,bandpass,10,independent_rms,all,f1_STTC,clean_drop,303,3,0.030437946916486047
resnet,bandpass,10,independent_rms,all,f1_STTC,clean_drop,404,3,0.02804275555932652
resnet,bandpass,10,independent_rms,all,f1_STTC,clean_drop,505,3,0.03155658245859309
resnet,bandpass,10,independent_rms,all,f1_STTC,normalized_robustness,101,3,0.9571322740129777
resnet,bandpass,10,independent_rms,all,f1_STTC,normalized_robustness,202,3,0.965151558950668
resnet,bandpass,10,independent_rms,all,f1_STTC,normalized_robustness,303,3,0.9594013221419733
resnet,bandpass,10,independent_rms,all,f1_STTC,normalized_robustness,404,3,0.9625665077055249
resnet,bandpass,10,independent_rms,all,f1_STTC,normalized_robustness,505,3,0.9577542492930294
resnet,bandpass,10,independent_rms,all,macro_ap,absolute,101,3,0.770986368656044
resnet,bandpass,10,independent_rms,all,macro_ap,absolute,202,3,0.7717725773100672
resnet,bandpass,10,independent_rms,all,macro_ap,absolute,303,3,0.7713644119456893
resnet,bandpass,10,independent_rms,all,macro_ap,absolute,404,3,0.7703366761683171
resnet,bandpass,10,independent_rms,all,macro_ap,absolute,505,3,0.7692857925919109
resnet,bandpass,10,independent_rms,all,macro_ap,clean_drop,101,3,0.015082572562289212
resnet,bandpass,10,independent_rms,all,macro_ap,clean_drop,202,3,0.014296363908266016
resnet,bandpass,10,independent_rms,all,macro_ap,clean_drop,303,3,0.014704529272643763
resnet,bandpass,10,independent_rms,all,macro_ap,clean_drop,404,3,0.015732265050016087
resnet,bandpass,10,independent_rms,all,macro_ap,clean_drop,505,3,0.0167831486264222
resnet,bandpass,10,independent_rms,all,macro_ap,normalized_robustness,101,3,0.9807921577219489
resnet,bandpass,10,independent_rms,all,macro_ap,normalized_robustness,202,3,0.9817996337120984
resnet,bandpass,10,independent_rms,all,macro_ap,normalized_robustness,303,3,0.9812714146805771
resnet,bandpass,10,independent_rms,all,macro_ap,normalized_robustness,404,3,0.9799610475840437
resnet,bandpass,10,independent_rms,all,macro_ap,normalized_robustness,505,3,0.9786265491223304
resnet,bandpass,10,independent_rms,all,macro_auroc,absolute,101,3,0.8985431098291561
resnet,bandpass,10,independent_rms,all,macro_auroc,absolute,202,3,0.8989956311326438
resnet,bandpass,10,independent_rms,all,macro_auroc,absolute,303,3,0.8991327773882499
resnet,bandpass,10,independent_rms,all,macro_auroc,absolute,404,3,0.8985232646024793
resnet,bandpass,10,independent_rms,all,macro_auroc,absolute,505,3,0.8979779620132389
resnet,bandpass,10,independent_rms,all,macro_auroc,clean_drop,101,3,0.009291578592879768
resnet,bandpass,10,independent_rms,all,macro_auroc,clean_drop,202,3,0.008839057289392013
resnet,bandpass,10,independent_rms,all,macro_auroc,clean_drop,303,3,0.008701911033785962
resnet,bandpass,10,independent_rms,all,macro_auroc,clean_drop,404,3,0.009311423819556556
resnet,bandpass,10,independent_rms,all,macro_auroc,clean_drop,505,3,0.009856726408797053
resnet,bandpass,10,independent_rms,all,macro_auroc,normalized_robustness,101,3,0.9897633496222014
resnet,bandpass,10,independent_rms,all,macro_auroc,normalized_robustness,202,3,0.990262331421211
resnet,bandpass,10,independent_rms,all,macro_auroc,normalized_robustness,303,3,0.9904126566436348
resnet,bandpass,10,independent_rms,all,macro_auroc,normalized_robustness,404,3,0.9897414622941619
resnet,bandpass,10,independent_rms,all,macro_auroc,normalized_robustness,505,3,0.9891407854665565
resnet,bandpass,10,independent_rms,all,macro_f1,absolute,101,3,0.6986226804855092
resnet,bandpass,10,independent_rms,all,macro_f1,absolute,202,3,0.700417861620959
