model,kind,snr,active,comparison,condition,outcome,mean_difference,ci95_low,ci95_high,p_value,p_holm,standardized_effect,n_patients,n_records,n_seeds,inference_unit,bootstrap_seed,bootstrap_count,permutation_seed,permutation_count,permutation_method,holm_family,status,patient_median,patient_fraction_positive,mean_without_largest_1pct_abs,mean_without_largest_5pct_abs
resnet,bandpass,0,all,electrode_minus_independent,all,macro_ap,0.034051628569083225,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,0,all,electrode_minus_independent,all,macro_f1,0.015892659342430338,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,0,all,covariance_minus_electrode,all,loss,0.012966867998262067,-0.002319501972796229,0.02979210746449954,0.12787212787212787,0.8951048951048951,0.1644691086793718,91,100,1,patient,4745139144003895463,500,2220998850463433594,1000,monte_carlo_sign_flip_plus_one,all_active_primary_loss_noise_contrasts_all_models_kinds_snrs,ok,0.0036046350479641553,0.5164835164835165,0.009002723750804138,0.005016924213096205
resnet,bandpass,0,all,covariance_minus_electrode,all,mean_probability,-0.0010155107701272353,-0.00308314042605999,0.0008702381450699094,0.3906093906093906,,-0.09553289132611088,91,100,1,patient,3914855422592354732,500,16895376436039714553,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.0004046842455863953,0.5274725274725275,-0.0006357595022491867,-0.00018483568720750913
resnet,bandpass,0,all,covariance_minus_electrode,all,probability_shift,-0.00047071436677987455,-0.003651040327855634,0.002514306838336961,0.7682317682317682,,-0.031800467548530796,91,100,1,patient,9517928554676467043,500,15733048890643530051,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.0011249413713812833,0.5164835164835165,9.895339864823881e-05,0.0007311652512001964
resnet,bandpass,0,all,covariance_minus_electrode,all,macro_auroc,-0.008718662050078874,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,0,all,covariance_minus_electrode,all,macro_ap,-0.006333639870538588,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,0,all,covariance_minus_electrode,all,macro_f1,-0.0069286272722804965,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,0,all,noisy_minus_clean,covariance,loss,0.44564520142791164,0.3570006089577796,0.5586936723044813,0.000999000999000999,,0.9379167411717861,91,100,1,patient,17715689340291329271,500,11208352462421734125,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.3441058080844206,0.9120879120879121,0.4257090180857327,0.3597914273896566
resnet,bandpass,0,all,noisy_minus_clean,covariance,mean_probability,0.03808710464325543,0.03358980535111386,0.042123127934689183,0.000999000999000999,,1.9570355001060107,91,100,1,patient,11786054895528304273,500,16669587449240761450,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.03822241425514221,0.978021978021978,0.0374768232653336,0.03560619107754082
resnet,bandpass,0,all,noisy_minus_clean,covariance,probability_shift,0.11964921673441144,0.11057762178531347,0.12898642382996747,0.000999000999000999,,2.707626664115964,91,100,1,patient,13156505543974562442,500,998319138317673507,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.12254398316144943,1.0,0.118670922646828,0.1152727379363022
resnet,bandpass,0,all,noisy_minus_clean,covariance,macro_auroc,-0.07440510315141735,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,0,all,noisy_minus_clean,covariance,macro_ap,-0.06331107925959789,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,0,all,noisy_minus_clean,covariance,macro_f1,-0.026963808788952992,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,0,all,noisy_minus_clean,electrode,loss,0.43267833342964956,0.3470146398178993,0.5246654304604832,0.000999000999000999,,0.9470099452811508,91,100,1,patient,17775965010122247451,500,572769011694434675,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.352413443124993,0.9120879120879121,0.41425305898745834,0.35112207541979046
