model,kind,snr,active,comparison,condition,outcome,mean_difference,ci95_low,ci95_high,p_value,p_holm,standardized_effect,n_patients,n_records,n_seeds,inference_unit,bootstrap_seed,bootstrap_count,permutation_seed,permutation_count,permutation_method,holm_family,status,patient_median,patient_fraction_positive,mean_without_largest_1pct_abs,mean_without_largest_5pct_abs
resnet,bandpass,10,all,noisy_minus_clean,independent,macro_auroc,-0.02296472280211037,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,10,all,noisy_minus_clean,independent,macro_ap,-0.03514647420354533,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,10,all,noisy_minus_clean,independent,macro_f1,-0.016612030170149228,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,10,all,noisy_minus_clean,independent_rms,loss,0.040765772361871996,0.02854392197368413,0.05429968832093596,0.000999000999000999,,0.6409170974130166,91,100,1,patient,14624373519830502243,500,16120020434795983421,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.01912878976169563,0.7802197802197802,0.038125955653806234,0.028547478643963245
resnet,bandpass,10,all,noisy_minus_clean,independent_rms,mean_probability,0.004124267299909874,0.002660022056471554,0.005633546506332842,0.000999000999000999,,0.5829109044194998,91,100,1,patient,16100585899072978114,500,13968708390862547644,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.004224226996302605,0.7252747252747253,0.0038508468109644473,0.0030751913611307058
resnet,bandpass,10,all,noisy_minus_clean,independent_rms,probability_shift,0.01994347437075978,0.017365802943296323,0.022549189305558527,0.000999000999000999,,1.6027442424941138,91,100,1,patient,4865160732120399914,500,1077342474534312152,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.0173141211271286,1.0,0.019368301603589974,0.01813227663212861
resnet,bandpass,10,all,noisy_minus_clean,independent_rms,macro_auroc,-0.019193207849259597,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,10,all,noisy_minus_clean,independent_rms,macro_ap,-0.03336324099755189,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,10,all,noisy_minus_clean,independent_rms,macro_f1,-0.007106921885906725,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,electrode_minus_independent_rms,all,loss,0.00029542014299586804,-0.001587657404154582,0.002192668350780457,0.7442557442557443,1.0,0.03127899623369665,91,100,1,patient,12142978382807723187,500,16729076164225214883,1000,monte_carlo_sign_flip_plus_one,all_active_primary_loss_noise_contrasts_all_models_kinds_snrs,ok,0.0008781659563625865,0.5384615384615384,-3.4738682636183974e-05,-5.1410770811007596e-05
resnet,bandpass,20,all,electrode_minus_independent_rms,all,mean_probability,-0.00019550408622591556,-0.0007027213562973295,0.000387473945908253,0.5254745254745254,,-0.07053981329508306,91,100,1,patient,486768931464797811,500,10377553529209791230,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,-0.0003372412174940109,0.43956043956043955,-0.0002873552837623674,-0.00013695459712246668
resnet,bandpass,20,all,electrode_minus_independent_rms,all,probability_shift,-5.891709280808792e-05,-0.000637011152798038,0.0005310241757640656,0.8391608391608392,,-0.020465626495214446,91,100,1,patient,12927804858529451079,500,14911172087955527920,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.00016940832138061522,0.5054945054945055,-0.000164465404937091,-0.0001743812895676096
resnet,bandpass,20,all,electrode_minus_independent_rms,all,macro_auroc,-0.0021056717388355795,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,electrode_minus_independent_rms,all,macro_ap,0.0015067391280021991,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,electrode_minus_independent_rms,all,macro_f1,-0.001049886236872688,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,electrode_minus_independent,all,loss,0.0001966848334204042,-0.001690938786993111,0.0021612241410736673,0.8411588411588412,1.0,0.020783033946940088,91,100,1,patient,4012648726996422433,500,13432770786027479930,1000,monte_carlo_sign_flip_plus_one,all_active_primary_loss_noise_contrasts_all_models_kinds_snrs,ok,4.6896132873341934e-05,0.5164835164835165,0.0005341302762311668,-0.00012974222381163586
resnet,bandpass,20,all,electrode_minus_independent,all,mean_probability,-0.00021110727801427212,-0.0007399497728388342,0.00036376895302809117,0.45554445554445555,,-0.07728744005244179,91,100,1,patient,17890852405752871592,500,7087222382919979215,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,-0.0004586458206176758,0.42857142857142855,-0.00030005233726236016,-0.00017040053676726645
resnet,bandpass,20,all,electrode_minus_independent,all,probability_shift,-3.771423329560498e-05,-0.0006081910693490506,0.0005264336523606367,0.919080919080919,,-0.01286819640184336,91,100,1,patient,3836754944456587363,500,10758329526999804189,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,1.996755599975586e-07,0.5054945054945055,-0.00014834163936178072,-0.000157105486107676
resnet,bandpass,20,all,electrode_minus_independent,all,macro_auroc,-0.003371071868270792,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,electrode_minus_independent,all,macro_ap,-0.004479504794891009,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,electrode_minus_independent,all,macro_f1,0.00025606569716563055,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,covariance_minus_electrode,all,loss,-8.46996034820748e-05,-0.0024785952602618525,0.0022530969345312124,0.9600399600399601,1.0,-0.006587073474232769,91,100,1,patient,11603111559917852490,500,3048741924498522514,1000,monte_carlo_sign_flip_plus_one,all_active_primary_loss_noise_contrasts_all_models_kinds_snrs,ok,-0.0005591793405097523,0.4725274725274725,0.0003625474835609602,0.00040041862805837754
resnet,bandpass,20,all,covariance_minus_electrode,all,mean_probability,-9.546955865874508e-05,-0.0006891546172895993,0.0005101161098859063,0.7742257742257742,,-0.030167961282376383,91,100,1,patient,16047018014935483815,500,1481693780856716129,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.00010184049606323242,0.5054945054945055,1.5312134948957645e-06,2.902936011896477e-05
resnet,bandpass,20,all,covariance_minus_electrode,all,probability_shift,0.0005596559787510941,-5.164552748501944e-05,0.0011408064726274193,0.06993006993006994,,0.1879411479547605,91,100,1,patient,16940895409312703747,500,3791192314722931288,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.0004933416843414306,0.5934065934065934,0.0006803776992354559,0.0007288932319550769
resnet,bandpass,20,all,covariance_minus_electrode,all,macro_auroc,-0.010336405993305542,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,covariance_minus_electrode,all,macro_ap,-0.003949638888054496,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,covariance_minus_electrode,all,macro_f1,0.00015466233412991803,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,noisy_minus_clean,covariance,loss,0.004890990778611775,0.002365901530796707,0.008177926878086727,0.001998001998001998,,0.35952763969009677,91,100,1,patient,6084345142237889102,500,14821829676770944224,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.0031570049239130205,0.6373626373626373,0.004060918361352254,0.0033806719071578853
resnet,bandpass,20,all,noisy_minus_clean,covariance,mean_probability,0.00024175813718351732,-0.00023569231013128897,0.0007885533598839965,0.4025974025974026,,0.09205457869249606,91,100,1,patient,13416750691177892402,500,13469883398486904014,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.00017619729042053222,0.5604395604395604,0.00015017093376516014,0.0001430315318577031
resnet,bandpass,20,all,noisy_minus_clean,covariance,probability_shift,0.006180084953085092,0.005587957762355902,0.006726306650363185,0.000999000999000999,,2.111006069449842,91,100,1,patient,17044975556767200866,500,783816916344396141,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.005841672420501709,1.0,0.0060787999194327445,0.005749503685443569
resnet,bandpass,20,all,noisy_minus_clean,covariance,macro_auroc,-0.015332291603373571,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,noisy_minus_clean,covariance,macro_ap,-0.010418789353427105,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,noisy_minus_clean,covariance,macro_f1,0.0041466600865097125,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,noisy_minus_clean,electrode,loss,0.00497569038209385,0.0025984133407441806,0.007766413493427958,0.000999000999000999,,0.3949865461218035,91,100,1,patient,16093818446398677786,500,8645497998000115559,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.001955260524060698,0.6043956043956044,0.0044914294076879736,0.002818900913368658
resnet,bandpass,20,all,noisy_minus_clean,electrode,mean_probability,0.0003372276958422625,-0.00023384546556913988,0.0009462718679086728,0.2757242757242757,,0.11565433316024208,91,100,1,patient,5668839224988746621,500,14384386306816650185,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,-0.00010433793067932129,0.4835164835164835,0.00023678517168352497,2.4141223890727665e-05
resnet,bandpass,20,all,noisy_minus_clean,electrode,probability_shift,0.005620428974333997,0.005070091509882051,0.00623045969648602,0.000999000999000999,,2.0187438369864448,91,100,1,patient,9464469764282641520,500,18164750110911738908,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.004855045676231384,1.0,0.005521592850996689,0.005208136493570899
resnet,bandpass,20,all,noisy_minus_clean,electrode,macro_auroc,-0.004995885610068029,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,noisy_minus_clean,electrode,macro_ap,-0.006469150465372608,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,noisy_minus_clean,electrode,macro_f1,0.0039919977523797945,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,noisy_minus_clean,independent,loss,0.004779005548673446,0.0024987822571225825,0.007259065082582627,0.000999000999000999,,0.4067576561511753,91,100,1,patient,6133269958299580465,500,4869190097175316275,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.0027220055969779944,0.6153846153846154,0.0042998468565254265,0.0027986908274438395
resnet,bandpass,20,all,noisy_minus_clean,independent,mean_probability,0.0005483349738565345,-9.576966888553687e-05,0.001150301442426641,0.09090909090909091,,0.19342930204877332,91,100,1,patient,18195660365799987615,500,17896251699827826050,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.000690007209777832,0.5604395604395604,0.00043571755025375837,0.0003090649512298123
resnet,bandpass,20,all,noisy_minus_clean,independent,probability_shift,0.005658143207629602,0.005136281014047749,0.006249430740831305,0.000999000999000999,,2.0710258146362137,91,100,1,patient,5988924923692455479,500,2553325311952176284,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.005227595567703247,1.0,0.0055720497558868305,0.005287464328674021
resnet,bandpass,20,all,noisy_minus_clean,independent,macro_auroc,-0.0016248137417972375,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,noisy_minus_clean,independent,macro_ap,-0.001989645670481599,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,noisy_minus_clean,independent,macro_f1,0.003735932055214164,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,noisy_minus_clean,independent_rms,loss,0.004680270239097982,0.002338338007455844,0.006926322911022554,0.000999000999000999,,0.4007225832078885,91,100,1,patient,12126906363682783192,500,18386464742915494777,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.002437273872755441,0.6263736263736264,0.004224110899461559,0.0026900633080129705
resnet,bandpass,20,all,noisy_minus_clean,independent_rms,mean_probability,0.000532731782068178,-0.00010622523368121019,0.0011149386071329537,0.07592407592407592,,0.189227807706049,91,100,1,patient,6476071747219268670,500,3426289322204247702,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.0006353437900543212,0.5714285714285714,0.0004196307143780061,0.0002984966993899333
resnet,bandpass,20,all,noisy_minus_clean,independent_rms,probability_shift,0.005679346067142085,0.005168039045124988,0.0062493445371838725,0.000999000999000999,,2.1371273497411885,91,100,1,patient,1622438656931935907,500,15212274994737471819,1000,monte_carlo_sign_flip_plus_one,exploratory_uncorrected,ok,0.0052608013153076175,1.0,0.0055960688851638555,0.005319114932884545
resnet,bandpass,20,all,noisy_minus_clean,independent_rms,macro_auroc,-0.00289021387123245,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,noisy_minus_clean,independent_rms,macro_ap,-0.007975889593374808,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
resnet,bandpass,20,all,noisy_minus_clean,independent_rms,macro_f1,0.0050418839892524825,,,,,,91,100,1,training_seed,,0,,0,not_tested,not_tested,insufficient_seeds,,,,
