model,kind,snr,condition,active,metric,n_seeds,mean,std,ci95_low,ci95_high
resnet,bandpass,10,independent_rms,RA,macro_f1,1,0.4265526926588078,,,
resnet,bandpass,10,independent_rms,RA,micro_auroc,1,0.4477906586021505,,,
resnet,bandpass,10,independent_rms,RA,micro_ap,1,0.2712886562768283,,,
resnet,bandpass,10,independent_rms,RA,micro_f1,1,0.4880952380952381,,,
resnet,bandpass,10,independent_rms,RA,brier,1,0.2623463869094848,,,
resnet,bandpass,10,independent_rms,RA,ece,1,0.2985035922229289,,,
resnet,bandpass,10,independent_rms,RA,mean_loss,1,0.7647114612547523,,,
resnet,bandpass,10,independent_rms,RA,mean_confidence,1,0.6403858661651611,,,
resnet,bandpass,10,independent_rms,RA,mean_entropy,1,0.6106395019136192,,,
resnet,bandpass,10,independent_rms,RA,clean_agreement,1,0.924,,,
resnet,bandpass,10,independent_rms,RA,probability_shift,1,0.0186121948063373,,,
resnet,bandpass,10,independent_rms,RA,auroc_NORM,1,0.6946778711484594,,,
resnet,bandpass,10,independent_rms,RA,auroc_MI,1,0.5672514619883041,,,
resnet,bandpass,10,independent_rms,RA,auroc_STTC,1,0.4985119047619047,,,
resnet,bandpass,10,independent_rms,RA,auroc_CD,1,0.6258741258741258,,,
resnet,bandpass,10,independent_rms,RA,auroc_HYP,1,0.8944444444444445,,,
resnet,bandpass,10,independent_rms,RA,ap_NORM,1,0.6399337606623426,,,
resnet,bandpass,10,independent_rms,RA,ap_MI,1,0.2546016268855647,,,
resnet,bandpass,10,independent_rms,RA,ap_STTC,1,0.3827278973478802,,,
resnet,bandpass,10,independent_rms,RA,ap_CD,1,0.3385973471867002,,,
resnet,bandpass,10,independent_rms,RA,ap_HYP,1,0.5847797854319593,,,
resnet,bandpass,10,independent_rms,RA,f1_NORM,1,0.7086614173228346,,,
resnet,bandpass,10,independent_rms,RA,f1_MI,1,0.2702702702702703,,,
resnet,bandpass,10,independent_rms,RA,f1_STTC,1,0.3738317757009345,,,
resnet,bandpass,10,independent_rms,RA,f1_CD,1,0.3,,,
resnet,bandpass,10,independent_rms,RA,f1_HYP,1,0.48,,,
resnet,bandpass,10,independent_rms,all,macro_auroc,1,0.6622546586554032,,,
