model,seed,kind,snr,condition,active,metric,clean,noisy,clean_drop,normalized_robustness
resnet,17,bandpass,10,independent_rms,all,ap_STTC,0.3905077347304957,0.3194027257690912,0.07110500896140454,0.8179165157604504
resnet,17,bandpass,10,independent_rms,all,ap_CD,0.3514333127189256,0.3418243988047107,0.009608913914214867,0.97265793091484
resnet,17,bandpass,10,independent_rms,all,ap_HYP,0.6059092111592111,0.5921535228056967,0.013755688353514484,0.9772974430803343
resnet,17,bandpass,10,independent_rms,all,f1_NORM,0.6976744186046512,0.7086614173228346,-0.010986998718183427,1.015748031494607
resnet,17,bandpass,10,independent_rms,all,f1_MI,0.2162162162162162,0.1666666666666666,0.0495495495495496,0.770833333329768
resnet,17,bandpass,10,independent_rms,all,f1_STTC,0.4081632653061224,0.4150943396226415,-0.00693107431651907,1.0169811320729802
resnet,17,bandpass,10,independent_rms,all,f1_CD,0.2702702702702703,0.2926829268292683,-0.02241265655899799,1.0829268292642857
resnet,17,bandpass,10,independent_rms,all,f1_HYP,0.5263157894736842,0.5,0.02631578947368418,0.9499999999981951
resnet,17,bandpass,20,covariance,all,macro_auroc,0.6814478665046628,0.6661155749012893,0.015332291603373571,0.9775004188024028
resnet,17,bandpass,20,covariance,all,macro_ap,0.4606974166244021,0.450278627270975,0.010418789353427105,0.9773847454349875
resnet,17,bandpass,20,covariance,all,macro_f1,0.4237279919741888,0.4278746520606985,-0.0041466600865097125,1.0097861367765208
resnet,17,bandpass,20,covariance,all,auroc_NORM,0.7106842737094838,0.7006802721088434,0.010004001600640411,0.985923423422036
resnet,17,bandpass,20,covariance,all,auroc_MI,0.5971410006497726,0.5555555555555556,0.04158544509421702,0.9303590859614452
resnet,17,bandpass,20,covariance,all,auroc_STTC,0.5629960317460317,0.5406746031746033,0.022321428571428492,0.9603524229057834
resnet,17,bandpass,20,covariance,all,auroc_CD,0.6375291375291374,0.6381118881118881,-0.0005827505827507018,1.00091407678088
resnet,17,bandpass,20,covariance,all,auroc_HYP,0.8988888888888888,0.8955555555555557,0.0033333333333331883,0.9962917181694728
resnet,17,bandpass,20,covariance,all,ap_NORM,0.6637085784687504,0.6449445671917421,0.01876401127700833,0.9717285388697692
resnet,17,bandpass,20,covariance,all,ap_MI,0.2919282460446278,0.2696866036528442,0.02224164239178361,0.9238112697415815
resnet,17,bandpass,20,covariance,all,ap_STTC,0.3905077347304957,0.3706348774935878,0.019872857236907904,0.9491102084019616
resnet,17,bandpass,20,covariance,all,ap_CD,0.3514333127189256,0.3611204292362713,-0.009687116517345717,1.0275645938097675
resnet,17,bandpass,20,covariance,all,ap_HYP,0.6059092111592111,0.6050066587804297,0.0009025523787814516,0.9985104164730336
resnet,17,bandpass,20,covariance,all,f1_NORM,0.6976744186046512,0.6976744186046512,0.0,0.9999999999985667
resnet,17,bandpass,20,covariance,all,f1_MI,0.2162162162162162,0.2222222222222222,-0.006006006006006009,1.0277777777730244
resnet,17,bandpass,20,covariance,all,f1_STTC,0.4081632653061224,0.3777777777777777,0.03038548752834469,0.925555555553288
resnet,17,bandpass,20,covariance,all,f1_CD,0.2702702702702703,0.2702702702702703,0.0,0.9999999999963001
resnet,17,bandpass,20,covariance,all,f1_HYP,0.5263157894736842,0.5714285714285714,-0.045112781954887216,1.0857142857122228
resnet,17,bandpass,20,electrode,all,macro_auroc,0.6814478665046628,0.6764519808945948,0.004995885610068029,0.9926687192716797
resnet,17,bandpass,20,electrode,all,macro_ap,0.4606974166244021,0.4542282661590295,0.006469150465372608,0.9859579189443715
resnet,17,bandpass,20,electrode,all,macro_f1,0.4237279919741888,0.4277199897265686,-0.0039919977523797945,1.0094211329602543
resnet,17,bandpass,20,electrode,all,auroc_NORM,0.7106842737094838,0.7082833133253301,0.0024009603841537164,0.9966216216202193
resnet,17,bandpass,20,electrode,all,auroc_MI,0.5971410006497726,0.5886939571150098,0.008447043534762777,0.9858541893345842
